#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9          c4-1          c4-3          c4-5          c4-6          c4-7          c4-8          c4-9          c5-1          c5-4          c5-6          c5-9          c6-2          c6-8            w1            w2          w3-1          w3-2          w4-1          w4-2          w5-2          w5-6          w5-7          w6-1          w6-2          w6-4          w6-5          w6-7          w6-8         w6-10        c1w1-2        c1w2-1        c1w3-1        c1w4-1        c1w4-3        c1w5-7        c2w1-1        c2w1-9        c2w2-1        c2w3-1        c2w3-6        c2w4-6        c2w4-8        c3w1-5        c3w2-2        c3w2-8        c3w3-2        c3w3-5        c3w3-9        c4w1-2        c4w1-5        c4w1-6        c4w1-9        c4w2-6        c4w2-7        c5w1-5
 2.731500E+02  7.825468E-01  4.958149E-01  1.108982E-01  1.455566E-01  1.619433E-01  1.930972E-01  1.773659E-01  7.416791E-02  9.905099E-04  6.955230E-02  1.480682E-01  1.548724E-01  2.167170E-01  3.066913E-02  2.490056E-01  1.914652E-01  1.368377E-01  2.733250E-01  1.655356E-02  1.345539E-03  1.520031E-05  2.328691E-06  3.267401E-08  4.370252E-06  5.094279E-06  2.420495E-07  9.115002E-10  1.544946E-09  1.861208E-07  2.532708E-07  1.866040E-07  4.942388E-10  7.492265E-09  7.517657E-09  1.766941E-07  6.213267E-01  5.143721E-04  5.484835E-06  2.879861E-05  9.796274E-06  1.344744E-06  8.054681E-03  7.072862E-03  8.108538E-04  1.825888E-05  1.914134E-05  8.443827E-06  1.633018E-05  4.701500E-03  1.421592E-03  3.254337E-04  1.954353E-06  7.831407E-06  1.094191E-05  5.371786E-04  5.364263E-04  2.088384E-03  1.427241E-04  3.442385E-04  5.718414E-04  9.249543E-04
 2.741500E+02  8.050387E-01  5.108491E-01  1.130909E-01  1.484848E-01  1.652135E-01  1.970587E-01  1.778869E-01  7.463895E-02  1.000720E-03  6.998489E-02  1.491422E-01  1.558926E-01  2.179892E-01  2.991829E-02  2.453071E-01  1.885419E-01  1.349654E-01  2.625813E-01  1.593328E-02  1.351419E-03  1.484495E-05  2.144189E-06  3.125442E-08  3.733898E-06  4.384565E-06  1.969123E-07  7.682687E-10  1.300284E-09  1.415701E-07  1.924956E-07  1.432508E-07  3.847510E-10  5.803688E-09  5.823162E-09  1.371952E-07  6.219750E-01  4.914449E-04  4.968872E-06  2.424224E-05  8.285866E-06  1.080251E-06  8.006194E-03  7.024221E-03  7.581148E-04  1.626881E-05  1.703370E-05  6.957933E-06  1.358245E-05  4.601529E-03  1.316364E-03  3.015375E-04  1.717992E-06  6.895059E-06  9.612943E-06  5.208368E-04  5.155554E-04  2.005671E-03  1.377805E-04  3.133312E-04  5.193544E-04  8.673668E-04
 2.751500E+02  8.279410E-01  5.261083E-01  1.152686E-01  1.513949E-01  1.684639E-01  2.009985E-01  1.783152E-01  7.507140E-02  1.010449E-03  7.038126E-02  1.501398E-01  1.568323E-01  2.191483E-01  2.917208E-02  2.415325E-01  1.855630E-01  1.330454E-01  2.521331E-01  1.532834E-02  1.357343E-03  1.450059E-05  1.975433E-06  2.990571E-08  3.193597E-06  3.777555E-06  1.604140E-07  6.482813E-10  1.095634E-09  1.078802E-07  1.465730E-07  1.101637E-07  3.000172E-10  4.503371E-09  4.518332E-09  1.067061E-07  6.225576E-01  4.696320E-04  4.503890E-06  2.042768E-05  7.015303E-06  8.689359E-07  7.956401E-03  6.974557E-03  7.089512E-04  1.450319E-05  1.516618E-05  5.739446E-06  1.130807E-05  4.502635E-03  1.219088E-03  2.794309E-04  1.510931E-06  6.073453E-06  8.449428E-06  5.048342E-04  4.953751E-04  1.925773E-03  1.329707E-04  2.852306E-04  4.717454E-04  8.131918E-04
 2.761500E+02  8.512377E-01  5.415806E-01  1.174283E-01  1.542830E-01  1.716902E-01  2.049116E-01  1.786506E-01  7.546486E-02  1.019684E-03  7.074103E-02  1.510601E-01  1.576906E-01  2.201933E-01  2.843134E-02  2.376894E-01  1.825345E-01  1.310818E-01  2.419826E-01  1.473898E-02  1.363313E-03  1.416722E-05  1.821086E-06  2.862552E-08  2.734577E-06  3.258118E-06  1.308741E-07  5.477092E-10  9.243520E-10  8.236764E-08  1.118242E-07  8.487839E-08  2.343622E-10  3.500785E-09  3.512300E-09  8.314276E-08  6.230793E-01  4.488898E-04  4.084864E-06  1.723234E-05  5.945938E-06  6.999591E-07  7.905449E-03  6.924001E-03  6.631369E-04  1.293674E-05  1.351140E-05  4.739633E-06  9.424519E-06  4.404933E-03  1.129201E-03  2.589889E-04  1.329544E-06  5.352570E-06  7.430801E-06  4.891843E-04  4.758811E-04  1.848666E-03  1.282961E-04  2.596923E-04  4.285772E-04  7.622638E-04
 2.771500E+02  8.749270E-01  5.572599E-01  1.195680E-01  1.571463E-01  1.748893E-01  2.087941E-01  1.788934E-01  7.581898E-02  1.028415E-03  7.106389E-02  1.519021E-01  1.584668E-01  2.211234E-01  2.769669E-02  2.337837E-01  1.794610E-01  1.290778E-01  2.321282E-01  1.416523E-02  1.369338E-03  1.384462E-05  1.679869E-06  2.741054E-08  2.344238E-06  2.813218E-06  1.069346E-07  4.633242E-10  7.808467E-10  6.301279E-08  8.548284E-08  6.552172E-08  1.834076E-10  2.726468E-09  2.735347E-09  6.490189E-08  6.235449E-01  4.291674E-04  3.707105E-06  1.455315E-05  5.045088E-06  5.646646E-07  7.853433E-03  6.872636E-03  6.204417E-04  1.154640E-05  1.204451E-05  3.918440E-06  7.863192E-06  4.308479E-03  1.046143E-03  2.400862E-04  1.170586E-06  4.719827E-06  6.538664E-06  4.738893E-04  4.570590E-04  1.774286E-03  1.237556E-04  2.364820E-04  3.894339E-04  7.144031E-04
 2.781500E+02  8.990170E-01  5.731440E-01  1.216861E-01  1.599825E-01  1.780587E-01  2.126430E-01  1.790438E-01  7.613346E-02  1.036631E-03  7.134959E-02  1.526651E-01  1.591603E-01  2.219379E-01  2.696859E-02  2.298205E-01  1.763463E-01  1.270361E-01  2.225660E-01  1.360697E-02  1.375432E-03  1.353247E-05  1.550585E-06  2.625710E-08  2.011914E-06  2.431732E-06  8.750392E-08  3.924289E-10  6.604552E-10  4.829988E-08  6.547434E-08  5.067474E-08  1.437885E-10  2.127311E-09  2.134170E-09  5.075478E-08  6.239588E-01  4.104107E-04  3.366329E-06  1.230413E-05  4.285336E-06  4.561753E-07  7.800411E-03  6.820515E-03  5.806415E-04  1.031157E-05  1.074330E-05  3.243150E-06  6.567489E-06  4.213284E-03  9.693724E-04  2.226023E-04  1.031195E-06  4.164094E-06  5.756803E-06  4.589452E-04  4.388882E-04  1.702547E-03  1.193461E-04  2.153816E-04  3.539297E-04  6.694278E-04
 2.791500E+02  9.234853E-01  5.892178E-01  1.237795E-01  1.627879E-01  1.811940E-01  2.164532E-01  1.791023E-01  7.640820E-02  1.044325E-03  7.159802E-02  1.533486E-01  1.597706E-01  2.226365E-01  2.624786E-02  2.258078E-01  1.731967E-01  1.249610E-01  2.132976E-01  1.306441E-02  1.381592E-03  1.323070E-05  1.432227E-06  2.516303E-08  1.728799E-06  2.104434E-06  7.171727E-08  3.328294E-10  5.593885E-10  3.709894E-08  5.025337E-08  3.927073E-08  1.129436E-10  1.663071E-09  1.668380E-09  3.976826E-08  6.243245E-01  3.925810E-04  3.058914E-06  1.041504E-05  3.644214E-06  3.690984E-07  7.746521E-03  6.767758E-03  5.435525E-04  9.214816E-06  9.589020E-06  2.687475E-06  5.491601E-06  4.119453E-03  8.984442E-04  2.064378E-04  9.089621E-07  3.676017E-06  5.071589E-06  4.443630E-04  4.213633E-04  1.633420E-03  1.150689E-04  1.962071E-04  3.217384E-04  6.271956E-04
 2.801500E+02  9.483388E-01  6.054785E-01  1.258467E-01  1.655602E-01  1.842929E-01  2.202216E-01  1.790696E-01  7.664304E-02  1.051487E-03  7.180907E-02  1.539521E-01  1.602975E-01  2.232192E-01  2.553492E-02  2.217505E-01  1.700159E-01  1.228554E-01  2.043183E-01  1.253739E-02  1.387830E-03  1.293896E-05  1.323799E-06  2.412484E-08  1.487306E-06  1.823289E-06  5.887037E-08  2.826556E-10  4.744242E-10  2.855360E-08  3.864977E-08  3.049324E-08  8.888249E-11  1.302645E-09  1.306761E-09  3.121927E-08  6.246455E-01  3.756278E-04  2.781394E-06  8.826289E-06  3.102541E-06  2.990957E-07  7.691810E-03  6.714407E-03  5.089778E-04  8.239996E-06  8.564319E-06  2.229643E-06  4.597144E-06  4.026987E-03  8.328919E-04  1.914882E-04  8.016998E-07  3.247056E-06  4.470643E-06  4.301370E-04  4.044632E-04  1.566819E-03  1.109205E-04  1.787768E-04  2.925405E-04  5.875403E-04
 2.811500E+02  9.735743E-01  6.219187E-01  1.278856E-01  1.682966E-01  1.873522E-01  2.239445E-01  1.789464E-01  7.683796E-02  1.058112E-03  7.198273E-02  1.544753E-01  1.607408E-01  2.236858E-01  2.483027E-02  2.176546E-01  1.668084E-01  1.207224E-01  1.956251E-01  1.202583E-02  1.394152E-03  1.265698E-05  1.224417E-06  2.313964E-08  1.281095E-06  1.581542E-06  4.840074E-08  2.403673E-10  4.029115E-10  2.202166E-08  2.978668E-08  2.372475E-08  7.008009E-11  1.022311E-09  1.025509E-09  2.455510E-08  6.249251E-01  3.595070E-04  2.530736E-06  7.488721E-06  2.644421E-06  2.427399E-07  7.636348E-03  6.660524E-03  4.767420E-04  7.373097E-06  7.654165E-06  1.852015E-06  3.852756E-06  3.935915E-03  7.723016E-04  1.776611E-04  7.075273E-07  2.869869E-06  3.943336E-06  4.162658E-04  3.881716E-04  1.502673E-03  1.068989E-04  1.629303E-04  2.660542E-04  5.503140E-04
 2.821500E+02  9.991883E-01  6.385308E-01  1.298944E-01  1.709947E-01  1.903691E-01  2.276185E-01  1.787337E-01  7.699299E-02  1.064194E-03  7.211904E-02  1.549182E-01  1.611005E-01  2.240367E-01  2.413440E-02  2.135259E-01  1.635789E-01  1.185653E-01  1.872147E-01  1.152963E-02  1.400564E-03  1.238448E-05  1.133283E-06  2.220464E-08  1.104818E-06  1.373457E-06  3.985601E-08  2.046824E-10  3.426474E-10  1.701899E-08  2.300359E-08  1.849559E-08  5.536080E-11  8.038716E-10  8.063617E-10  1.935080E-08  6.251661E-01  3.441765E-04  2.304219E-06  6.361406E-06  2.256560E-06  1.973060E-07  7.580200E-03  6.606165E-03  4.466818E-04  6.601755E-06  6.845308E-06  1.540194E-06  3.232610E-06  3.846260E-03  7.162907E-04  1.648705E-04  6.248045E-07  2.538041E-06  3.480403E-06  4.027474E-04  3.724721E-04  1.440912E-03  1.030018E-04  1.485218E-04  2.420241E-04  5.153764E-04
 2.831500E+02  1.025177E+00  6.553070E-01  1.318710E-01  1.736517E-01  1.933406E-01  2.312399E-01  1.784326E-01  7.710825E-02  1.069728E-03  7.221811E-02  1.552807E-01  1.613769E-01  2.242723E-01  2.344777E-02  2.093701E-01  1.603316E-01  1.163872E-01  1.790832E-01  1.104867E-02  1.407070E-03  1.212118E-05  1.049665E-06  2.131720E-08  9.539630E-07  1.194156E-06  3.287197E-08  1.745330E-10  2.917996E-10  1.318001E-08  1.780209E-08  1.444798E-08  4.381709E-11  6.333469E-10  6.352891E-10  1.527913E-08  6.253711E-01  3.295958E-04  2.099406E-06  5.410254E-06  1.927834E-06  1.606243E-07  7.523428E-03  6.551384E-03  4.186449E-04  5.915052E-06  6.126064E-06  1.282424E-06  2.715419E-06  3.758041E-03  6.645057E-04  1.530373E-04  5.521006E-07  2.245965E-06  3.073765E-06  3.895794E-04  3.573483E-04  1.381468E-03  9.922702E-05  1.354189E-04  2.202190E-04  4.825942E-04
 2.841500E+02  1.051536E+00  6.722391E-01  1.338135E-01  1.762652E-01  1.962640E-01  2.348053E-01  1.780443E-01  7.718392E-02  1.074711E-03  7.228015E-02  1.555630E-01  1.615702E-01  2.243934E-01  2.277079E-02  2.051930E-01  1.570709E-01  1.141913E-01  1.712268E-01  1.058283E-02  1.413676E-03  1.186680E-05  9.729041E-07  2.047478E-08  8.247191E-07  1.039494E-06  2.715504E-08  1.490287E-10  2.488426E-10  1.022818E-08  1.380545E-08  1.130892E-08  3.474735E-11  4.999779E-10  5.014958E-10  1.208771E-08  6.255423E-01  3.157265E-04  1.914112E-06  4.606846E-06  1.648928E-06  1.309655E-07  7.466089E-03  6.496230E-03  3.924900E-04  5.303351E-06  5.486132E-06  1.069093E-06  2.283626E-06  3.671275E-03  6.166204E-04  1.420882E-04  4.881671E-07  1.988742E-06  2.716378E-06  3.767586E-04  3.427837E-04  1.324271E-03  9.557208E-05  1.235016E-04  2.004294E-04  4.518412E-04
 2.851500E+02  1.078262E+00  6.893190E-01  1.357203E-01  1.788327E-01  1.991365E-01  2.383113E-01  1.775702E-01  7.722025E-02  1.079140E-03  7.230539E-02  1.557654E-01  1.616810E-01  2.244008E-01  2.210387E-02  2.010000E-01  1.538010E-01  1.119808E-01  1.636412E-01  1.013193E-02  1.420385E-03  1.162106E-05  9.023966E-07  1.967496E-08  7.138646E-07  9.059382E-07  2.246829E-08  1.274268E-10  2.125057E-10  7.953970E-09  1.072844E-08  8.869781E-09  2.760826E-11  3.954727E-10  3.966612E-10  9.581589E-09  6.256820E-01  3.025320E-04  1.746380E-06  3.927473E-06  1.412033E-06  1.069497E-07  7.408237E-03  6.440752E-03  3.680853E-04  4.758138E-06  4.916426E-06  8.923374E-07  1.922737E-06  3.585972E-03  5.723336E-04  1.319556E-04  4.319145E-07  1.762089E-06  2.402100E-06  3.642815E-04  3.287619E-04  1.269252E-03  9.203453E-05  1.126606E-04  1.824655E-04  4.229978E-04
