#         T/K            m1          m2-1          m3-1            w1            w2          w3-1          w3-2        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3
 2.731500E+02  1.971875E-01  3.094902E-04  5.242928E-06  7.729654E-01  1.940347E-02  4.954086E-03  6.951112E-05  1.948780E-03  2.652816E-03  4.165626E-04  3.847711E-05  4.873177E-05
 2.741500E+02  1.972601E-01  3.022684E-04  4.843830E-06  7.738163E-01  1.898747E-02  4.594660E-03  6.697330E-05  1.906097E-03  2.594547E-03  3.860464E-04  3.561020E-05  4.511876E-05
 2.751500E+02  1.973298E-01  2.952718E-04  4.477895E-06  7.746251E-01  1.858224E-02  4.263305E-03  6.454139E-05  1.864612E-03  2.537922E-03  3.579501E-04  3.297558E-05  4.179720E-05
 2.761500E+02  1.973969E-01  2.884918E-04  4.142146E-06  7.753945E-01  1.818753E-02  3.957700E-03  6.221080E-05  1.824289E-03  2.482891E-03  3.320689E-04  3.055304E-05  3.874184E-05
 2.771500E+02  1.974614E-01  2.819203E-04  3.833891E-06  7.761271E-01  1.780310E-02  3.675728E-03  5.997712E-05  1.785092E-03  2.429404E-03  3.082164E-04  2.832424E-05  3.592974E-05
 2.781500E+02  1.975235E-01  2.755494E-04  3.550698E-06  7.768251E-01  1.742868E-02  3.415449E-03  5.783610E-05  1.746988E-03  2.377414E-03  2.862227E-04  2.627250E-05  3.334007E-05
 2.791500E+02  1.975834E-01  2.693716E-04  3.290366E-06  7.774909E-01  1.706405E-02  3.175091E-03  5.578367E-05  1.709941E-03  2.326873E-03  2.659330E-04  2.438271E-05  3.095390E-05
 2.801500E+02  1.976411E-01  2.633797E-04  3.050898E-06  7.781264E-01  1.670894E-02  2.953032E-03  5.381591E-05  1.673919E-03  2.277736E-03  2.472059E-04  2.264111E-05  2.875402E-05
 2.811500E+02  1.976967E-01  2.575670E-04  2.830488E-06  7.787336E-01  1.636311E-02  2.747790E-03  5.192908E-05  1.638889E-03  2.229960E-03  2.299125E-04  2.103519E-05  2.672476E-05
 2.821500E+02  1.977504E-01  2.519270E-04  2.627496E-06  7.793140E-01  1.602631E-02  2.558008E-03  5.011958E-05  1.604822E-03  2.183500E-03  2.139353E-04  1.955357E-05  2.485187E-05
 2.831500E+02  1.978022E-01  2.464532E-04  2.440432E-06  7.798693E-01  1.569831E-02  2.382442E-03  4.838399E-05  1.571687E-03  2.138317E-03  1.991667E-04  1.818589E-05  2.312236E-05
 2.841500E+02  1.978522E-01  2.411399E-04  2.267947E-06  7.804011E-01  1.537886E-02  2.219956E-03  4.671901E-05  1.539454E-03  2.094370E-03  1.855087E-04  1.692269E-05  2.152440E-05
 2.851500E+02  1.979006E-01  2.359812E-04  2.108809E-06  7.809106E-01  1.506772E-02  2.069509E-03  4.512150E-05  1.508096E-03  2.051619E-03  1.728716E-04  1.575537E-05  2.004719E-05
