#         T/K            m1          m2-1          m3-1            w1            w2          w3-1          w3-2        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3
 2.731500E+02  8.931321E-03  7.008955E-06  7.915694E-08  3.501034E-02  4.394261E-04  7.479605E-05  1.049468E-06  4.413359E-05  6.007772E-05  6.289199E-06  5.809216E-07  7.357450E-07
 2.741500E+02  8.897275E-03  6.816800E-06  7.282584E-08  3.490243E-02  4.282082E-04  6.907963E-05  1.006928E-06  4.298656E-05  5.851259E-05  5.804116E-06  5.353909E-07  6.783498E-07
 2.751500E+02  8.863599E-03  6.631463E-06  6.704556E-08  3.479437E-02  4.173356E-04  6.383259E-05  9.663500E-07  4.187702E-05  5.699879E-05  5.359430E-06  4.937290E-07  6.258111E-07
 2.761500E+02  8.830279E-03  6.452643E-06  6.176440E-08  3.468621E-02  4.067971E-04  5.901410E-05  9.276383E-07  4.080353E-05  5.553436E-05  4.951549E-06  4.555828E-07  5.776876E-07
 2.771500E+02  8.797302E-03  6.280057E-06  5.693584E-08  3.457802E-02  3.965818E-04  5.458702E-05  8.907003E-07  3.976472E-05  5.411742E-05  4.577219E-06  4.206338E-07  5.335806E-07
 2.781500E+02  8.764656E-03  6.113436E-06  5.251804E-08  3.446984E-02  3.866790E-04  5.051758E-05  8.554482E-07  3.875929E-05  5.274615E-05  4.233493E-06  3.885940E-07  4.931298E-07
 2.791500E+02  8.732328E-03  5.952527E-06  4.847329E-08  3.436172E-02  3.770784E-04  4.677508E-05  8.217987E-07  3.778598E-05  5.141884E-05  3.917694E-06  3.592033E-07  4.560093E-07
 2.801500E+02  8.700310E-03  5.797087E-06  4.476761E-08  3.425371E-02  3.677701E-04  4.333157E-05  7.896724E-07  3.684358E-05  5.013383E-05  3.627397E-06  3.322263E-07  4.219246E-07
 2.811500E+02  8.668590E-03  5.646890E-06  4.137034E-08  3.414585E-02  3.587442E-04  4.016164E-05  7.589941E-07  3.593095E-05  4.888955E-05  3.360396E-06  3.074499E-07  3.906085E-07
 2.821500E+02  8.637160E-03  5.501718E-06  3.825378E-08  3.403816E-02  3.499913E-04  3.724211E-05  7.296925E-07  3.504698E-05  4.768446E-05  3.114690E-06  2.846810E-07  3.618191E-07
 2.831500E+02  8.606011E-03  5.361365E-06  3.539292E-08  3.393069E-02  3.415024E-04  3.455190E-05  7.016996E-07  3.419061E-05  4.651713E-05  2.888460E-06  2.637449E-07  3.353373E-07
 2.841500E+02  8.575136E-03  5.225636E-06  3.276512E-08  3.382346E-02  3.332684E-04  3.207180E-05  6.749514E-07  3.336084E-05  4.538616E-05  2.680052E-06  2.444827E-07  3.109638E-07
 2.851500E+02  8.544528E-03  5.094346E-06  3.034989E-08  3.371649E-02  3.252809E-04  2.978427E-05  6.493866E-07  3.255668E-05  4.429021E-05  2.487960E-06  2.267506E-07  2.885182E-07
 2.861500E+02  8.514178E-03  4.967316E-06  2.812868E-08  3.360982E-02  3.175317E-04  2.767336E-05  6.249476E-07  3.177721E-05  4.322801E-05  2.310815E-06  2.104177E-07  2.678362E-07
 2.871500E+02  8.484082E-03  4.844379E-06  2.608468E-08  3.350346E-02  3.100126E-04  2.572447E-05  6.015793E-07  3.102154E-05  4.219832E-05  2.147368E-06  1.953652E-07  2.487685E-07
 2.881500E+02  8.454232E-03  4.725375E-06  2.420262E-08  3.339743E-02  3.027159E-04  2.392431E-05  5.792297E-07  3.028879E-05  4.119998E-05  1.996482E-06  1.814850E-07  2.311796E-07
 2.891500E+02  8.424624E-03  4.610150E-06  2.246866E-08  3.329175E-02  2.956343E-04  2.226073E-05  5.578496E-07  2.957817E-05  4.023186E-05  1.857120E-06  1.686788E-07  2.149458E-07
 2.901500E+02  8.395252E-03  4.498560E-06  2.087023E-08  3.318645E-02  2.887604E-04  2.072263E-05  5.373920E-07  2.888886E-05  3.929287E-05  1.728338E-06  1.568571E-07  1.999547E-07
 2.911500E+02  8.366111E-03  4.390464E-06  1.939588E-08  3.308152E-02  2.820873E-04  1.929988E-05  5.178127E-07  2.822013E-05  3.838197E-05  1.609271E-06  1.459384E-07  1.861036E-07
 2.921500E+02  8.337196E-03  4.285730E-06  1.803521E-08  3.297699E-02  2.756084E-04  1.798319E-05  4.990694E-07  2.757124E-05  3.749818E-05  1.499132E-06  1.358482E-07  1.732992E-07
 2.931500E+02  8.308503E-03  4.184232E-06  1.677876E-08  3.287287E-02  2.693170E-04  1.676410E-05  4.811223E-07  2.694149E-05  3.664053E-05  1.397202E-06  1.265189E-07  1.614561E-07
 2.941500E+02  8.280027E-03  4.085849E-06  1.561791E-08  3.276917E-02  2.632070E-04  1.563483E-05  4.639334E-07  2.633022E-05  3.580811E-05  1.302820E-06  1.178886E-07  1.504965E-07
 2.951500E+02  8.251765E-03  3.990464E-06  1.454481E-08  3.266590E-02  2.572724E-04  1.458829E-05  4.474669E-07  2.573678E-05  3.500003E-05  1.215387E-06  1.099008E-07  1.403493E-07
 2.961500E+02  8.223713E-03  3.897968E-06  1.355228E-08  3.256307E-02  2.515072E-04  1.361796E-05  4.316887E-07  2.516056E-05  3.421546E-05  1.134351E-06  1.025039E-07  1.309495E-07
 2.971500E+02  8.195867E-03  3.808254E-06  1.263378E-08  3.246068E-02  2.459060E-04  1.271788E-05  4.165663E-07  2.460096E-05  3.345357E-05  1.059208E-06  9.565077E-08  1.222377E-07
 2.981500E+02  8.168223E-03  3.721222E-06  1.178336E-08  3.235874E-02  2.404632E-04  1.188259E-05  4.020692E-07  2.405741E-05  3.271359E-05  9.894964E-07  8.929820E-08  1.141594E-07
 2.991500E+02  8.140779E-03  3.636775E-06  1.099555E-08  3.225726E-02  2.351738E-04  1.110707E-05  3.881683E-07  2.352937E-05  3.199478E-05  9.247929E-07  8.340675E-08  1.066650E-07
 3.001500E+02  8.113532E-03  3.554820E-06  1.026538E-08  3.215625E-02  2.300326E-04  1.038671E-05  3.748357E-07  2.301631E-05  3.129640E-05  8.647098E-07  7.794027E-08  9.970883E-08
 3.011500E+02  8.086477E-03  3.475268E-06  9.588275E-09  3.205571E-02  2.250348E-04  9.717298E-06  3.620454E-07  2.251772E-05  3.061776E-05  8.088911E-07  7.286564E-08  9.324911E-08
 3.021500E+02  8.059613E-03  3.398033E-06  8.960073E-09  3.195563E-02  2.201758E-04  9.094951E-06  3.497724E-07  2.203312E-05  2.995821E-05  7.570104E-07  6.815253E-08  8.724756E-08
 3.031500E+02  8.032937E-03  3.323036E-06  8.376949E-09  3.185604E-02  2.154510E-04  8.516105E-06  3.379930E-07  2.156204E-05  2.931710E-05  7.087677E-07  6.377309E-08  8.166904E-08
 3.041500E+02  8.006445E-03  3.250196E-06  7.835404E-09  3.175693E-02  2.108560E-04  7.977484E-06  3.266847E-07  2.110402E-05  2.869381E-05  6.638877E-07  5.970179E-08  7.648130E-08
 3.051500E+02  7.980136E-03  3.179441E-06  7.332229E-09  3.165829E-02  2.063868E-04  7.476075E-06  3.158262E-07  2.065865E-05  2.808776E-05  6.221173E-07  5.591519E-08  7.165473E-08
 3.061500E+02  7.954007E-03  3.110696E-06  6.864481E-09  3.156015E-02  2.020392E-04  7.009105E-06  3.053972E-07  2.022550E-05  2.749837E-05  5.832237E-07  5.239174E-08  6.716212E-08
 3.071500E+02  7.928055E-03  3.043894E-06  6.429459E-09  3.146249E-02  1.978094E-04  6.574022E-06  2.953784E-07  1.980417E-05  2.692510E-05  5.469928E-07  4.911167E-08  6.297845E-08
 3.081500E+02  7.902278E-03  2.978968E-06  6.024683E-09  3.136531E-02  1.936936E-04  6.168478E-06  2.857514E-07  1.939427E-05  2.636741E-05  5.132276E-07  4.605678E-08  5.908073E-08
 3.091500E+02  7.876675E-03  2.915855E-06  5.647875E-09  3.126863E-02  1.896882E-04  5.790306E-06  2.764990E-07  1.899544E-05  2.582481E-05  4.817466E-07  4.321033E-08  5.544778E-08
 3.101500E+02  7.851242E-03  2.854493E-06  5.296941E-09  3.117244E-02  1.857897E-04  5.437513E-06  2.676043E-07  1.860731E-05  2.529681E-05  4.523827E-07  4.055693E-08  5.206013E-08
 3.111500E+02  7.825978E-03  2.794824E-06  4.969954E-09  3.107673E-02  1.819947E-04  5.108258E-06  2.590518E-07  1.822955E-05  2.478293E-05  4.249819E-07  3.808240E-08  4.889983E-08
 3.121500E+02  7.800880E-03  2.736792E-06  4.665145E-09  3.098152E-02  1.783000E-04  4.800844E-06  2.508265E-07  1.786182E-05  2.428272E-05  3.994020E-07  3.577367E-08  4.595034E-08
 3.131500E+02  7.775947E-03  2.680341E-06  4.380881E-09  3.088680E-02  1.747024E-04  4.513705E-06  2.429139E-07  1.750380E-05  2.379574E-05  3.755122E-07  3.361870E-08  4.319641E-08
 3.141500E+02  7.751177E-03  2.625421E-06  4.115660E-09  3.079256E-02  1.711989E-04  4.245395E-06  2.353006E-07  1.715518E-05  2.332158E-05  3.531914E-07  3.160640E-08  4.062398E-08
 3.151500E+02  7.726568E-03  2.571981E-06  3.868098E-09  3.069882E-02  1.677866E-04  3.994579E-06  2.279737E-07  1.681568E-05  2.285983E-05  3.323280E-07  2.972651E-08  3.822008E-08
 3.161500E+02  7.702118E-03  2.519973E-06  3.636920E-09  3.060557E-02  1.644627E-04  3.760022E-06  2.209208E-07  1.648500E-05  2.241010E-05  3.128190E-07  2.796960E-08  3.597272E-08
 3.171500E+02  7.677826E-03  2.469350E-06  3.420949E-09  3.051280E-02  1.612244E-04  3.540584E-06  2.141302E-07  1.616286E-05  2.197201E-05  2.945690E-07  2.632693E-08  3.387085E-08
 3.181500E+02  7.653689E-03  2.420068E-06  3.219098E-09  3.042052E-02  1.580692E-04  3.335209E-06  2.075908E-07  1.584901E-05  2.154520E-05  2.774899E-07  2.479044E-08  3.190423E-08
 3.191500E+02  7.629706E-03  2.372084E-06  3.030364E-09  3.032873E-02  1.549945E-04  3.142921E-06  2.012919E-07  1.554319E-05  2.112933E-05  2.615003E-07  2.335269E-08  3.006341E-08
 3.201500E+02  7.605875E-03  2.325356E-06  2.853822E-09  3.023742E-02  1.519978E-04  2.962817E-06  1.952234E-07  1.524514E-05  2.072405E-05  2.465248E-07  2.200678E-08  2.833966E-08
 3.211500E+02  7.582195E-03  2.279846E-06  2.688617E-09  3.014659E-02  1.490768E-04  2.794060E-06  1.893756E-07  1.495464E-05  2.032904E-05  2.324935E-07  2.074634E-08  2.672488E-08
 3.221500E+02  7.558663E-03  2.235514E-06  2.533956E-09  3.005625E-02  1.462292E-04  2.635875E-06  1.837393E-07  1.467145E-05  1.994399E-05  2.193418E-07  1.956547E-08  2.521158E-08
 3.231500E+02  7.535280E-03  2.192323E-06  2.389108E-09  2.996638E-02  1.434528E-04  2.487544E-06  1.783057E-07  1.439535E-05  1.956860E-05  2.070099E-07  1.845872E-08  2.379284E-08
 3.241500E+02  7.512042E-03  2.150238E-06  2.253396E-09  2.987700E-02  1.407455E-04  2.348401E-06  1.730666E-07  1.412612E-05  1.920256E-05  1.954423E-07  1.742103E-08  2.246222E-08
 3.251500E+02  7.488949E-03  2.109225E-06  2.126194E-09  2.978809E-02  1.381053E-04  2.217828E-06  1.680138E-07  1.386357E-05  1.884561E-05  1.845874E-07  1.644772E-08  2.121377E-08
 3.261500E+02  7.465998E-03  2.069251E-06  2.006921E-09  2.969965E-02  1.355300E-04  2.095253E-06  1.631397E-07  1.360749E-05  1.849746E-05  1.743977E-07  1.553443E-08  2.004198E-08
 3.271500E+02  7.443190E-03  2.030283E-06  1.895038E-09  2.961168E-02  1.330179E-04  1.980143E-06  1.584371E-07  1.335768E-05  1.815787E-05  1.648286E-07  1.467715E-08  1.894171E-08
 3.281500E+02  7.420521E-03  1.992291E-06  1.790048E-09  2.952419E-02  1.305671E-04  1.872005E-06  1.538991E-07  1.311397E-05  1.782656E-05  1.558393E-07  1.387213E-08  1.790822E-08
 3.291500E+02  7.397991E-03  1.955246E-06  1.691488E-09  2.943716E-02  1.281758E-04  1.770380E-06  1.495190E-07  1.287617E-05  1.750331E-05  1.473913E-07  1.311591E-08  1.693709E-08
 3.301500E+02  7.375599E-03  1.919118E-06  1.598928E-09  2.935060E-02  1.258422E-04  1.674842E-06  1.452904E-07  1.264412E-05  1.718786E-05  1.394494E-07  1.240527E-08  1.602422E-08
 3.311500E+02  7.353343E-03  1.883881E-06  1.511973E-09  2.926450E-02  1.235647E-04  1.584994E-06  1.412074E-07  1.241763E-05  1.688000E-05  1.319804E-07  1.173721E-08  1.516581E-08
 3.321500E+02  7.331222E-03  1.849508E-06  1.430250E-09  2.917886E-02  1.213416E-04  1.500468E-06  1.372642E-07  1.219656E-05  1.657950E-05  1.249538E-07  1.110896E-08  1.435831E-08
 3.331500E+02  7.309234E-03  1.815972E-06  1.353418E-09  2.909368E-02  1.191715E-04  1.420921E-06  1.334551E-07  1.198074E-05  1.628616E-05  1.183409E-07  1.051793E-08  1.359843E-08
 3.341500E+02  7.287379E-03  1.783249E-06  1.281156E-09  2.900896E-02  1.170527E-04  1.346034E-06  1.297751E-07  1.177002E-05  1.599975E-05  1.121153E-07  9.961718E-09  1.288311E-08
 3.351500E+02  7.265654E-03  1.751316E-06  1.213170E-09  2.892469E-02  1.149838E-04  1.275510E-06  1.262189E-07  1.156426E-05  1.572010E-05  1.062522E-07  9.438086E-09  1.220950E-08
 3.361500E+02  7.244060E-03  1.720148E-06  1.149181E-09  2.884087E-02  1.129635E-04  1.209072E-06  1.227819E-07  1.136332E-05  1.544699E-05  1.007287E-07  8.944953E-09  1.157494E-08
 3.371500E+02  7.222593E-03  1.689725E-06  1.088935E-09  2.875750E-02  1.109903E-04  1.146462E-06  1.194593E-07  1.116706E-05  1.518025E-05  9.552325E-08  8.480382E-09  1.097697E-08
 3.381500E+02  7.201255E-03  1.660023E-06  1.032192E-09  2.867457E-02  1.090629E-04  1.087440E-06  1.162468E-07  1.097534E-05  1.491969E-05  9.061592E-08  8.042568E-09  1.041328E-08
 3.391500E+02  7.180042E-03  1.631023E-06  9.787302E-10  2.859209E-02  1.071800E-04  1.031782E-06  1.131401E-07  1.078805E-05  1.466515E-05  8.598809E-08  7.629829E-09  9.881722E-09
 3.401500E+02  7.158955E-03  1.602704E-06  9.283417E-10  2.851005E-02  1.053405E-04  9.792794E-07  1.101353E-07  1.060505E-05  1.441645E-05  8.162239E-08  7.240597E-09  9.380299E-09
 3.411500E+02  7.137991E-03  1.575046E-06  8.808338E-10  2.842844E-02  1.035430E-04  9.297366E-07  1.072284E-07  1.042623E-05  1.417344E-05  7.750260E-08  6.873409E-09  8.907144E-09
 3.421500E+02  7.117151E-03  1.548032E-06  8.360266E-10  2.834728E-02  1.017864E-04  8.829719E-07  1.044158E-07  1.025146E-05  1.393594E-05  7.361361E-08  6.526902E-09  8.460515E-09
 3.431500E+02  7.096432E-03  1.521642E-06  7.937522E-10  2.826654E-02  1.000696E-04  8.388152E-07  1.016938E-07  1.008065E-05  1.370381E-05  6.994130E-08  6.199803E-09  8.038786E-09
