#         T/K          A/kJ          G/kJ
  2.731500000000E+02   2.848104485934E+01   3.064452236371E+01
  2.741500000000E+02   2.821776927332E+01   3.039103504889E+01
  2.751500000000E+02   2.795429087843E+01   3.013731936114E+01
  2.761500000000E+02   2.769061077986E+01   2.988337688434E+01
  2.771500000000E+02   2.742673005745E+01   2.962920916441E+01
  2.781500000000E+02   2.716264976609E+01   2.937481771066E+01
  2.791500000000E+02   2.689837093628E+01   2.912020399697E+01
  2.801500000000E+02   2.663389457459E+01   2.886536946304E+01
  2.811500000000E+02   2.636922166419E+01   2.861031551546E+01
  2.821500000000E+02   2.610435316535E+01   2.835504352880E+01
  2.831500000000E+02   2.583929001604E+01   2.809955484661E+01
  2.841500000000E+02   2.557403313239E+01   2.784385078240E+01
  2.851500000000E+02   2.530858340929E+01   2.758793262056E+01
  2.861500000000E+02   2.504294172090E+01   2.733180161722E+01
  2.871500000000E+02   2.477710892118E+01   2.707545900113E+01
  2.881500000000E+02   2.451108584447E+01   2.681890597447E+01
  2.891500000000E+02   2.424487330598E+01   2.656214371357E+01
  2.901500000000E+02   2.397847210232E+01   2.630517336973E+01
  2.911500000000E+02   2.371188301205E+01   2.604799606991E+01
  2.921500000000E+02   2.344510679614E+01   2.579061291740E+01
  2.931500000000E+02   2.317814419854E+01   2.553302499252E+01
  2.941500000000E+02   2.291099594661E+01   2.527523335322E+01
  2.951500000000E+02   2.264366275166E+01   2.501723903578E+01
  2.961500000000E+02   2.237614530938E+01   2.475904305529E+01
  2.971500000000E+02   2.210844430032E+01   2.450064640635E+01
  2.981500000000E+02   2.184056039039E+01   2.424205006353E+01
  2.991500000000E+02   2.157249423122E+01   2.398325498199E+01
  3.001500000000E+02   2.130424646067E+01   2.372426209793E+01
  3.011500000000E+02   2.103581770319E+01   2.346507232917E+01
  3.021500000000E+02   2.076720857031E+01   2.320568657558E+01
  3.031500000000E+02   2.049841966094E+01   2.294610571958E+01
  3.041500000000E+02   2.022945156185E+01   2.268633062661E+01
  3.051500000000E+02   1.996030484800E+01   2.242636214557E+01
  3.061500000000E+02   1.969098008292E+01   2.216620110924E+01
  3.071500000000E+02   1.942147781907E+01   2.190584833472E+01
  3.081500000000E+02   1.915179859817E+01   2.164530462383E+01
  3.091500000000E+02   1.888194295157E+01   2.138457076351E+01
  3.101500000000E+02   1.861191140053E+01   2.112364752620E+01
  3.111500000000E+02   1.834170445660E+01   2.086253567021E+01
  3.121500000000E+02   1.807132262185E+01   2.060123594010E+01
  3.131500000000E+02   1.780076638921E+01   2.033974906701E+01
  3.141500000000E+02   1.753003624276E+01   2.007807576902E+01
  3.151500000000E+02   1.725913265800E+01   1.981621675149E+01
  3.161500000000E+02   1.698805610211E+01   1.955417270734E+01
  3.171500000000E+02   1.671680703420E+01   1.929194431743E+01
  3.181500000000E+02   1.644538590561E+01   1.902953225080E+01
  3.191500000000E+02   1.617379316009E+01   1.876693716503E+01
  3.201500000000E+02   1.590202923407E+01   1.850415970646E+01
  3.211500000000E+02   1.563009455689E+01   1.824120051054E+01
  3.221500000000E+02   1.535798955100E+01   1.797806020206E+01
  3.231500000000E+02   1.508571463219E+01   1.771473939542E+01
  3.241500000000E+02   1.481327020977E+01   1.745123869489E+01
  3.251500000000E+02   1.454065668680E+01   1.718755869489E+01
  3.261500000000E+02   1.426787446025E+01   1.692369998018E+01
  3.271500000000E+02   1.399492392120E+01   1.665966312616E+01
  3.281500000000E+02   1.372180545502E+01   1.639544869903E+01
  3.291500000000E+02   1.344851944154E+01   1.613105725609E+01
  3.301500000000E+02   1.317506625519E+01   1.586648934589E+01
  3.311500000000E+02   1.290144626521E+01   1.560174550851E+01
  3.321500000000E+02   1.262765983575E+01   1.533682627569E+01
  3.331500000000E+02   1.235370732606E+01   1.507173217110E+01
  3.341500000000E+02   1.207958909062E+01   1.480646371051E+01
  3.351500000000E+02   1.180530547926E+01   1.454102140195E+01
  3.361500000000E+02   1.153085683734E+01   1.427540574596E+01
