#         T/K          A/kJ          G/kJ
  2.731500000000E+02   1.671814676297E+01   1.878833239992E+01
  2.741500000000E+02   1.646983399759E+01   1.855062361649E+01
  2.751500000000E+02   1.622130805496E+01   1.831267158140E+01
  2.761500000000E+02   1.597257071611E+01   1.807447836552E+01
  2.771500000000E+02   1.572362372272E+01   1.783604599613E+01
  2.781500000000E+02   1.547446877749E+01   1.759737645828E+01
  2.791500000000E+02   1.522510754471E+01   1.735847169610E+01
  2.801500000000E+02   1.497554165071E+01   1.711933361400E+01
  2.811500000000E+02   1.472577268445E+01   1.687996407783E+01
  2.821500000000E+02   1.447580219813E+01   1.664036491593E+01
  2.831500000000E+02   1.422563170776E+01   1.640053792020E+01
  2.841500000000E+02   1.397526269294E+01   1.616048484626E+01
  2.851500000000E+02   1.372469660136E+01   1.592020741760E+01
  2.861500000000E+02   1.347393484336E+01   1.567970732142E+01
  2.871500000000E+02   1.322297879697E+01   1.543898621298E+01
  2.881500000000E+02   1.297182980740E+01   1.519804571550E+01
  2.891500000000E+02   1.272048918781E+01   1.495688742090E+01
  2.901500000000E+02   1.246895821999E+01   1.471551289058E+01
  2.911500000000E+02   1.221723815508E+01   1.447392365610E+01
  2.921500000000E+02   1.196533021431E+01   1.423212121986E+01
  2.931500000000E+02   1.171323558969E+01   1.399010705582E+01
  2.941500000000E+02   1.146095544473E+01   1.374788261007E+01
  2.951500000000E+02   1.120849091516E+01   1.350544930153E+01
  2.961500000000E+02   1.095584310961E+01   1.326280852247E+01
  2.971500000000E+02   1.070301311035E+01   1.301996163917E+01
  2.981500000000E+02   1.045000197392E+01   1.277690999246E+01
  2.991500000000E+02   1.019681073186E+01   1.253365489826E+01
  3.001500000000E+02   9.943440391343E+00   1.229019764817E+01
  3.011500000000E+02   9.689891935874E+00   1.204653950993E+01
  3.021500000000E+02   9.436166325906E+00   1.180268172799E+01
  3.031500000000E+02   9.182264499492E+00   1.155862552398E+01
  3.041500000000E+02   8.928187372910E+00   1.131437209724E+01
  3.051500000000E+02   8.673935841277E+00   1.106992262525E+01
  3.061500000000E+02   8.419510779149E+00   1.082527826411E+01
  3.071500000000E+02   8.164913041108E+00   1.058044014904E+01
  3.081500000000E+02   7.910143462341E+00   1.033540939476E+01
  3.091500000000E+02   7.655202859202E+00   1.009018709600E+01
  3.101500000000E+02   7.400092029756E+00   9.844774327867E+00
  3.111500000000E+02   7.144811754324E+00   9.599172146308E+00
  3.121500000000E+02   6.889362795996E+00   9.353381588498E+00
  3.131500000000E+02   6.633745901147E+00   9.107403673251E+00
  3.141500000000E+02   6.377961799933E+00   8.861239401410E+00
  3.151500000000E+02   6.122011206769E+00   8.614889756241E+00
  3.161500000000E+02   5.865894820807E+00   8.368355703800E+00
  3.171500000000E+02   5.609613326387E+00   8.121638193313E+00
  3.181500000000E+02   5.353167393486E+00   7.874738157532E+00
  3.191500000000E+02   5.096557678147E+00   7.627656513092E+00
  3.201500000000E+02   4.839784822903E+00   7.380394160863E+00
  3.211500000000E+02   4.582849457181E+00   7.132951986282E+00
  3.221500000000E+02   4.325752197703E+00   6.885330859693E+00
  3.231500000000E+02   4.068493648863E+00   6.637531636673E+00
  3.241500000000E+02   3.811074403108E+00   6.389555158348E+00
  3.251500000000E+02   3.553495041296E+00   6.141402251708E+00
  3.261500000000E+02   3.295756133044E+00   5.893073729917E+00
  3.271500000000E+02   3.037858237075E+00   5.644570392605E+00
  3.281500000000E+02   2.779801901541E+00   5.395893026170E+00
  3.291500000000E+02   2.521587664347E+00   5.147042404059E+00
  3.301500000000E+02   2.263216053458E+00   4.898019287054E+00
  3.311500000000E+02   2.004687587200E+00   4.648824423542E+00
  3.321500000000E+02   1.746002774549E+00   4.399458549790E+00
  3.331500000000E+02   1.487162115414E+00   4.149922390204E+00
  3.341500000000E+02   1.228166100908E+00   3.900216657589E+00
  3.351500000000E+02   9.690152136099E-01   3.650342053401E+00
  3.361500000000E+02   7.097099278240E-01   3.400299267991E+00
  3.371500000000E+02   4.502507098214E-01   3.150088980852E+00
  3.381500000000E+02   1.906380180824E-01   2.899711860849E+00
  3.391500000000E+02  -6.912769647419E-02   2.649168566452E+00
  3.401500000000E+02  -3.290459902669E-01   2.398459745961E+00
  3.411500000000E+02  -5.891164268357E-01   2.147586037730E+00
  3.421500000000E+02  -8.493385766329E-01   1.896548070377E+00
  3.431500000000E+02  -1.109712016821E+00   1.645346462999E+00
  3.441500000000E+02  -1.370236331076E+00   1.393981825376E+00
  3.451500000000E+02  -1.630911109402E+00   1.142454758172E+00
  3.461500000000E+02  -1.891735947943E+00   8.907658531364E-01
  3.471500000000E+02  -2.152710448808E+00   6.389156932898E-01
  3.481500000000E+02  -2.413834219903E+00   3.869048531160E-01
  3.491500000000E+02  -2.675106874758E+00   1.347338987501E-01
  3.501500000000E+02  -2.936528032385E+00  -1.175966118618E-01
  3.511500000000E+02  -3.198097317103E+00  -3.700861287620E-01
  3.521500000000E+02  -3.459814358386E+00  -6.227341098124E-01
  3.531500000000E+02  -3.721678790742E+00  -8.755400205480E-01
  3.541500000000E+02  -3.983690253558E+00  -1.128503333996E+00
  3.551500000000E+02  -4.245848390963E+00  -1.381623530519E+00
  3.561500000000E+02  -4.508152851706E+00  -1.634900097661E+00
  3.571500000000E+02  -4.770603289020E+00  -1.888332529995E+00
  3.581500000000E+02  -5.033199360508E+00  -2.141920328970E+00
  3.591500000000E+02  -5.295940728021E+00  -2.395663002771E+00
  3.601500000000E+02  -5.558827057543E+00  -2.649560066172E+00
  3.611500000000E+02  -5.821858019084E+00  -2.903611040402E+00
  3.621500000000E+02  -6.085033286570E+00  -3.157815453004E+00
  3.631500000000E+02  -6.348352537829E+00  -3.412172837793E+00
  3.641500000000E+02  -6.611815454134E+00  -3.666682734377E+00
  3.651500000000E+02  -6.875421720648E+00  -3.921344688558E+00
  3.661500000000E+02  -7.139171025967E+00  -4.176158251854E+00
  3.671500000000E+02  -7.403063062118E+00  -4.431122981466E+00
  3.681500000000E+02  -7.667097524474E+00  -4.686238440164E+00
  3.691500000000E+02  -7.931274111670E+00  -4.941504196169E+00
  3.701500000000E+02  -8.195592525519E+00  -5.196919823043E+00
  3.711500000000E+02  -8.460052470936E+00  -5.452484899578E+00
  3.721500000000E+02  -8.724653655858E+00  -5.708199009688E+00
  3.731500000000E+02  -8.989395791169E+00  -5.964061742308E+00
  3.741500000000E+02  -9.254278590632E+00  -6.220072691287E+00
  3.751500000000E+02  -9.519301770818E+00  -6.476231455294E+00
  3.761500000000E+02  -9.784465051036E+00  -6.732537637716E+00
  3.771500000000E+02  -1.004976815327E+01  -6.988990846563E+00
  3.781500000000E+02  -1.031521080212E+01  -7.245590694380E+00
  3.791500000000E+02  -1.058079272474E+01  -7.502336798151E+00
  3.801500000000E+02  -1.084651365075E+01  -7.759228779213E+00
  3.811500000000E+02  -1.111237331224E+01  -8.016266263167E+00
  3.821500000000E+02  -1.137837144366E+01  -8.273448879799E+00
  3.831500000000E+02  -1.164450778178E+01  -8.530776262991E+00
  3.841500000000E+02  -1.191078206564E+01  -8.788248050643E+00
  3.851500000000E+02  -1.217719403653E+01  -9.045863884598E+00
  3.861500000000E+02  -1.244374343789E+01  -9.303623410558E+00
  3.871500000000E+02  -1.271043001528E+01  -9.561526278014E+00
  3.881500000000E+02  -1.297725351635E+01  -9.819572140172E+00
  3.891500000000E+02  -1.324421369079E+01  -1.007776065388E+01
  3.901500000000E+02  -1.351131029027E+01  -1.033609147955E+01
  3.911500000000E+02  -1.377854306842E+01  -1.059456428112E+01
  3.921500000000E+02  -1.404591178077E+01  -1.085317872595E+01
  3.931500000000E+02  -1.431341618473E+01  -1.111193448476E+01
  3.941500000000E+02  -1.458105603952E+01  -1.137083123160E+01
  3.951500000000E+02  -1.484883110618E+01  -1.162986864376E+01
  3.961500000000E+02  -1.511674114749E+01  -1.188904640171E+01
  3.971500000000E+02  -1.538478592797E+01  -1.214836418904E+01
  3.981500000000E+02  -1.565296521381E+01  -1.240782169244E+01
  3.991500000000E+02  -1.592127877299E+01  -1.266741860168E+01
