#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  4.377848E-01  5.985949E-04  2.167017E-07  2.844263E-07  3.164468E-07  3.773235E-07  5.359745E-01  2.280287E-03  1.047115E-04  2.317058E-02  1.873819E-05  6.148595E-05  5.109189E-06
 2.741500E+02  4.380787E-01  5.886549E-04  2.069616E-07  2.717341E-07  3.023484E-07  3.606265E-07  5.363194E-01  2.228774E-03  9.686149E-05  2.260651E-02  1.750827E-05  5.763627E-05  4.839124E-06
 2.751500E+02  4.383634E-01  5.789512E-04  1.977292E-07  2.596995E-07  2.889793E-07  3.447884E-07  5.366530E-01  2.178774E-03  8.965066E-05  2.206013E-02  1.636730E-05  5.405355E-05  4.585221E-06
 2.761500E+02  4.386392E-01  5.694772E-04  1.889748E-07  2.482842E-07  2.762973E-07  3.297597E-07  5.369759E-01  2.130236E-03  8.302318E-05  2.153079E-02  1.530831E-05  5.071765E-05  4.346413E-06
 2.771500E+02  4.389065E-01  5.602266E-04  1.806708E-07  2.374527E-07  2.642629E-07  3.154941E-07  5.372884E-01  2.083111E-03  7.692839E-05  2.101786E-02  1.432491E-05  4.761009E-05  4.121712E-06
 2.781500E+02  4.391655E-01  5.511931E-04  1.727913E-07  2.271714E-07  2.528391E-07  3.019481E-07  5.375909E-01  2.037350E-03  7.132030E-05  2.052077E-02  1.341124E-05  4.471384E-05  3.910196E-06
 2.791500E+02  4.394166E-01  5.423707E-04  1.653119E-07  2.174090E-07  2.419911E-07  2.890810E-07  5.378839E-01  1.992907E-03  6.615717E-05  2.003893E-02  1.256194E-05  4.201324E-05  3.711011E-06
 2.801500E+02  4.396600E-01  5.337536E-04  1.582099E-07  2.081363E-07  2.316864E-07  2.768546E-07  5.381676E-01  1.949739E-03  6.140104E-05  1.957179E-02  1.177209E-05  3.949390E-05  3.523362E-06
 2.811500E+02  4.398961E-01  5.253360E-04  1.514639E-07  1.993255E-07  2.218943E-07  2.652332E-07  5.384425E-01  1.907802E-03  5.701741E-05  1.911884E-02  1.103716E-05  3.714254E-05  3.346510E-06
 2.821500E+02  4.401251E-01  5.171125E-04  1.450539E-07  1.909508E-07  2.125864E-07  2.541830E-07  5.387089E-01  1.867055E-03  5.297490E-05  1.867957E-02  1.035300E-05  3.494696E-05  3.179767E-06
 2.831500E+02  4.403472E-01  5.090778E-04  1.389610E-07  1.829881E-07  2.037356E-07  2.436725E-07  5.389671E-01  1.827459E-03  4.924495E-05  1.825349E-02  9.715801E-06  3.289587E-05  3.022493E-06
 2.841500E+02  4.405627E-01  5.012267E-04  1.331677E-07  1.754144E-07  1.953167E-07  2.336719E-07  5.392175E-01  1.788974E-03  4.580153E-05  1.784013E-02  9.122049E-06  3.097890E-05  2.874093E-06
 2.851500E+02  4.407718E-01  4.935542E-04  1.276573E-07  1.682084E-07  1.873060E-07  2.241535E-07  5.394602E-01  1.751566E-03  4.262093E-05  1.743905E-02  8.568521E-06  2.918647E-05  2.734010E-06
 2.861500E+02  4.409748E-01  4.860553E-04  1.224143E-07  1.613500E-07  1.796811E-07  2.150910E-07  5.396956E-01  1.715197E-03  3.968155E-05  1.704982E-02  8.052250E-06  2.750972E-05  2.601729E-06
