#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  1.975243E-02  1.350401E-05  3.259125E-09  4.277681E-09  4.759260E-09  5.674825E-09  2.418266E-02  5.144219E-05  1.574828E-06  5.227172E-04  2.818164E-07  9.247292E-07  7.684058E-08
 2.741500E+02  1.968734E-02  1.322713E-05  3.100298E-09  4.070594E-09  4.529197E-09  5.402207E-09  2.410229E-02  5.008075E-05  1.450991E-06  5.079704E-04  2.622750E-07  8.633948E-07  7.249036E-08
 2.751500E+02  1.962250E-02  1.295782E-05  2.950323E-09  3.874984E-09  4.311869E-09  5.144599E-09  2.402225E-02  4.876433E-05  1.337680E-06  4.937398E-04  2.442170E-07  8.065346E-07  6.841622E-08
 2.761500E+02  1.955793E-02  1.269585E-05  2.808654E-09  3.690144E-09  4.106491E-09  4.901080E-09  2.394254E-02  4.749121E-05  1.233939E-06  4.800046E-04  2.275210E-07  7.537953E-07  6.459892E-08
 2.771500E+02  1.949363E-02  1.244098E-05  2.674777E-09  3.515415E-09  3.912333E-09  4.670794E-09  2.386318E-02  4.625974E-05  1.138902E-06  4.667447E-04  2.120759E-07  7.048530E-07  6.102070E-08
 2.781500E+02  1.942961E-02  1.219297E-05  2.548218E-09  3.350181E-09  3.728712E-09  4.452940E-09  2.378416E-02  4.506833E-05  1.051787E-06  4.539410E-04  1.977805E-07  6.594115E-07  5.766511E-08
 2.791500E+02  1.936586E-02  1.195162E-05  2.428529E-09  3.193866E-09  3.554991E-09  4.246769E-09  2.370549E-02  4.391547E-05  9.718876E-07  4.415754E-04  1.845423E-07  6.171992E-07  5.451693E-08
 2.801500E+02  1.930240E-02  1.171669E-05  2.315297E-09  3.045936E-09  3.390576E-09  4.051584E-09  2.362718E-02  4.279971E-05  8.985634E-07  4.296303E-04  1.722767E-07  5.779670E-07  5.156206E-08
 2.811500E+02  1.923922E-02  1.148800E-05  2.208133E-09  2.905888E-09  3.234910E-09  3.866731E-09  2.354923E-02  4.171965E-05  8.312344E-07  4.180892E-04  1.609064E-07  5.414866E-07  4.878745E-08
 2.821500E+02  1.917633E-02  1.126534E-05  2.106674E-09  2.773254E-09  3.087475E-09  3.691599E-09  2.347164E-02  4.067396E-05  7.693752E-07  4.069361E-04  1.503607E-07  5.075483E-07  4.618099E-08
