#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.731500E+02  4.288246E+01  4.288674E+01  1.436453E+02
 2.741500E+02  4.307125E+01  4.307553E+01  1.443352E+02
 2.751500E+02  4.325818E+01  4.326246E+01  1.450158E+02
 2.761500E+02  4.344304E+01  4.344733E+01  1.456865E+02
 2.771500E+02  4.362566E+01  4.362995E+01  1.463466E+02
 2.781500E+02  4.380589E+01  4.381018E+01  1.469957E+02
 2.791500E+02  4.398359E+01  4.398789E+01  1.476335E+02
 2.801500E+02  4.415865E+01  4.416296E+01  1.482595E+02
 2.811500E+02  4.433101E+01  4.433532E+01  1.488737E+02
 2.821500E+02  4.450059E+01  4.450490E+01  1.494758E+02
 2.831500E+02  4.466736E+01  4.467167E+01  1.500658E+02
 2.841500E+02  4.483130E+01  4.483562E+01  1.506438E+02
 2.851500E+02  4.499242E+01  4.499674E+01  1.512098E+02
 2.861500E+02  4.515072E+01  4.515504E+01  1.517640E+02
 2.871500E+02  4.530624E+01  4.531056E+01  1.523066E+02
 2.881500E+02  4.545902E+01  4.546335E+01  1.528377E+02
 2.891500E+02  4.560912E+01  4.561345E+01  1.533578E+02
 2.901500E+02  4.575660E+01  4.576094E+01  1.538669E+02
 2.911500E+02  4.590153E+01  4.590587E+01  1.543656E+02
 2.921500E+02  4.604398E+01  4.604833E+01  1.548541E+02
 2.931500E+02  4.618405E+01  4.618839E+01  1.553327E+02
 2.941500E+02  4.632180E+01  4.632615E+01  1.558018E+02
 2.951500E+02  4.645733E+01  4.646168E+01  1.562618E+02
 2.961500E+02  4.659072E+01  4.659508E+01  1.567130E+02
 2.971500E+02  4.672206E+01  4.672642E+01  1.571557E+02
 2.981500E+02  4.685144E+01  4.685580E+01  1.575904E+02
 2.991500E+02  4.697894E+01  4.698330E+01  1.580173E+02
 3.001500E+02  4.710464E+01  4.710901E+01  1.584368E+02
 3.011500E+02  4.722863E+01  4.723300E+01  1.588492E+02
 3.021500E+02  4.735098E+01  4.735536E+01  1.592549E+02
 3.031500E+02  4.747178E+01  4.747616E+01  1.596540E+02
 3.041500E+02  4.759110E+01  4.759548E+01  1.600470E+02
 3.051500E+02  4.770901E+01  4.771339E+01  1.604340E+02
 3.061500E+02  4.782558E+01  4.782997E+01  1.608154E+02
 3.071500E+02  4.794089E+01  4.794528E+01  1.611915E+02
 3.081500E+02  4.805500E+01  4.805939E+01  1.615624E+02
 3.091500E+02  4.816796E+01  4.817236E+01  1.619284E+02
 3.101500E+02  4.827985E+01  4.828425E+01  1.622897E+02
 3.111500E+02  4.839072E+01  4.839512E+01  1.626466E+02
 3.121500E+02  4.850062E+01  4.850502E+01  1.629993E+02
 3.131500E+02  4.860962E+01  4.861402E+01  1.633479E+02
 3.141500E+02  4.871776E+01  4.872217E+01  1.636927E+02
 3.151500E+02  4.882509E+01  4.882950E+01  1.640338E+02
 3.161500E+02  4.893167E+01  4.893608E+01  1.643715E+02
 3.171500E+02  4.903753E+01  4.904195E+01  1.647058E+02
 3.181500E+02  4.914273E+01  4.914715E+01  1.650370E+02
 3.191500E+02  4.924731E+01  4.925173E+01  1.653652E+02
 3.201500E+02  7.198459E+01  7.447906E+01  2.442882E+02
 3.211500E+02  7.203508E+01  7.453942E+01  2.444766E+02
 3.221500E+02  7.208545E+01  7.459963E+01  2.446640E+02
 3.231500E+02  7.213569E+01  7.465969E+01  2.448504E+02
 3.241500E+02  7.218582E+01  7.471961E+01  2.450357E+02
 3.251500E+02  7.223582E+01  7.477939E+01  2.452201E+02
 3.261500E+02  7.228571E+01  7.483903E+01  2.454034E+02
 3.271500E+02  7.233548E+01  7.489855E+01  2.455858E+02
 3.281500E+02  7.238515E+01  7.495793E+01  2.457673E+02
 3.291500E+02  7.243471E+01  7.501719E+01  2.459478E+02
 3.301500E+02  7.248417E+01  7.507633E+01  2.461274E+02
 3.311500E+02  7.253353E+01  7.513535E+01  2.463061E+02
 3.321500E+02  7.258279E+01  7.519426E+01  2.464839E+02
 3.331500E+02  7.263196E+01  7.525305E+01  2.466608E+02
 3.341500E+02  7.268104E+01  7.531174E+01  2.468369E+02
 3.351500E+02  7.273002E+01  7.537031E+01  2.470121E+02
 3.361500E+02  7.277892E+01  7.542879E+01  2.471865E+02
 3.371500E+02  7.282774E+01  7.548716E+01  2.473601E+02
 3.381500E+02  7.287647E+01  7.554543E+01  2.475328E+02
 3.391500E+02  7.292513E+01  7.560361E+01  2.477048E+02
 3.401500E+02  7.297371E+01  7.566169E+01  2.478760E+02
 3.411500E+02  7.302221E+01  7.571969E+01  2.480464E+02
 3.421500E+02  7.307065E+01  7.577759E+01  2.482161E+02
 3.431500E+02  7.311901E+01  7.583541E+01  2.483850E+02
 3.441500E+02  7.316730E+01  7.589315E+01  2.485532E+02
 3.451500E+02  7.321553E+01  7.595081E+01  2.487207E+02
 3.461500E+02  7.326370E+01  7.600838E+01  2.488874E+02
 3.471500E+02  7.331180E+01  7.606589E+01  2.490534E+02
 3.481500E+02  7.335984E+01  7.612331E+01  2.492188E+02
 3.491500E+02  7.340783E+01  7.618067E+01  2.493835E+02
 3.501500E+02  7.345576E+01  7.623795E+01  2.495475E+02
 3.511500E+02  7.350364E+01  7.629517E+01  2.497108E+02
 3.521500E+02  7.355146E+01  7.635232E+01  2.498735E+02
 3.531500E+02  7.359924E+01  7.640941E+01  2.500355E+02
 3.541500E+02  7.364697E+01  7.646644E+01  2.501969E+02
 3.551500E+02  7.369465E+01  7.652340E+01  2.503577E+02
 3.561500E+02  7.374228E+01  7.658031E+01  2.505179E+02
 3.571500E+02  7.378987E+01  7.663717E+01  2.506774E+02
 3.581500E+02  7.383742E+01  7.669396E+01  2.508364E+02
 3.591500E+02  7.388493E+01  7.675071E+01  2.509948E+02
 3.601500E+02  7.393240E+01  7.680740E+01  2.511526E+02
 3.611500E+02  7.397984E+01  7.686405E+01  2.513098E+02
 3.621500E+02  7.402724E+01  7.692065E+01  2.514664E+02
 3.631500E+02  7.407460E+01  7.697720E+01  2.516225E+02
 3.641500E+02  7.412193E+01  7.703371E+01  2.517780E+02
 3.651500E+02  7.416923E+01  7.709017E+01  2.519330E+02
 3.661500E+02  7.421650E+01  7.714660E+01  2.520875E+02
 3.671500E+02  7.426375E+01  7.720298E+01  2.522414E+02
 3.681500E+02  7.431096E+01  7.725933E+01  2.523948E+02
 3.691500E+02  7.435815E+01  7.731564E+01  2.525477E+02
 3.701500E+02  7.440531E+01  7.737191E+01  2.527000E+02
 3.711500E+02  7.445245E+01  7.742815E+01  2.528519E+02
 3.721500E+02  7.449957E+01  7.748436E+01  2.530033E+02
 3.731500E+02  7.454666E+01  7.754054E+01  2.531542E+02
 3.741500E+02  7.459374E+01  7.759668E+01  2.533046E+02
 3.751500E+02  7.464080E+01  7.765280E+01  2.534545E+02
 3.761500E+02  7.468784E+01  7.770889E+01  2.536039E+02
 3.771500E+02  7.473486E+01  7.776496E+01  2.537529E+02
 3.781500E+02  7.478186E+01  7.782099E+01  2.539014E+02
 3.791500E+02  7.482886E+01  7.787701E+01  2.540495E+02
 3.801500E+02  7.487583E+01  7.793300E+01  2.541971E+02
 3.811500E+02  7.492280E+01  7.798897E+01  2.543442E+02
 3.821500E+02  7.496975E+01  7.804492E+01  2.544910E+02
 3.831500E+02  7.501669E+01  7.810085E+01  2.546372E+02
 3.841500E+02  7.506363E+01  7.815676E+01  2.547831E+02
 3.851500E+02  7.511055E+01  7.821265E+01  2.549285E+02
 3.861500E+02  7.515747E+01  7.826853E+01  2.550735E+02
 3.871500E+02  7.520437E+01  7.832439E+01  2.552181E+02
 3.881500E+02  7.525127E+01  7.838024E+01  2.553623E+02
 3.891500E+02  7.529817E+01  7.843608E+01  2.555061E+02
 3.901500E+02  7.534506E+01  7.849190E+01  2.556495E+02
 3.911500E+02  7.539195E+01  7.854771E+01  2.557925E+02
 3.921500E+02  7.543883E+01  7.860350E+01  2.559350E+02
 3.931500E+02  7.548571E+01  7.865929E+01  2.560772E+02
 3.941500E+02  7.553259E+01  7.871507E+01  2.562190E+02
 3.951500E+02  7.557947E+01  7.877084E+01  2.563605E+02
 3.961500E+02  7.562635E+01  7.882661E+01  2.565015E+02
 3.971500E+02  7.567322E+01  7.888236E+01  2.566422E+02
 3.981500E+02  7.572010E+01  7.893811E+01  2.567825E+02
 3.991500E+02  7.576698E+01  7.899386E+01  2.569224E+02
