#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9          c4-1          c4-3          c4-5          c4-6          c4-7          c4-8          c4-9          c5-1          c5-4          c5-6          c5-9          c6-2          c6-8            m1          m2-1          m3-1          m4-1          m5-1          m5-2          m6-2          m6-3          m6-4          m6-5          m6-7          m6-8          c1m1        c1m2-1        c1m2-7        c1m3-6        c1m4-1        c1m5-1        c1m5-6        c2m1-1        c2m2-1        c2m2-5        c2m3-1        c2m4-1        c2m4-3        c2m4-8        c3m1-1        c3m2-3        c3m3-8        c4m1-6        c4m2-4        c4m2-5        c5m1-9
 2.731500E+02  6.114565E-01  3.694355E-01  7.879659E-02  1.034224E-01  1.150657E-01  1.372015E-01  1.201757E-01  5.025308E-02  6.711282E-04  4.712573E-02  1.003248E-01  1.049351E-01  1.468384E-01  1.981582E-02  1.608865E-01  1.237087E-01  8.841302E-02  1.684045E-01  1.019919E-02  1.924220E-02  9.298361E-04  6.466307E-04  1.448916E-02  5.390400E-03  1.691798E-02  2.133301E-03  9.961315E-04  6.124123E-04  8.163662E-04  2.919636E-04  1.201064E-03  3.675768E-01  4.501776E-03  1.477176E-02  2.675847E-03  1.551577E-01  1.463912E-02  3.730523E-02  4.775322E-02  4.602828E-02  1.187156E-02  2.013895E-02  1.610218E-01  5.793656E-02  7.612734E-02  1.486462E-01  3.996035E-02  3.899893E-02  1.063829E-02  1.416550E-01  2.386980E-02  2.403599E-02
 2.741500E+02  6.293997E-01  3.805213E-01  8.025844E-02  1.053768E-01  1.172488E-01  1.398487E-01  1.202773E-01  5.046672E-02  6.766317E-04  4.731991E-02  1.008417E-01  1.054059E-01  1.473922E-01  1.927316E-02  1.580252E-01  1.214574E-01  8.694381E-02  1.611598E-01  9.779082E-03  2.022309E-02  9.923927E-04  6.790488E-04  1.479604E-02  5.457195E-03  1.715269E-02  2.140535E-03  1.005564E-03  6.149339E-04  8.198701E-04  2.942908E-04  1.212402E-03  3.835319E-01  4.676743E-03  1.539558E-02  2.760044E-03  1.554526E-01  1.453023E-02  3.704361E-02  4.925125E-02  4.695390E-02  1.211219E-02  2.028710E-02  1.578315E-01  5.698870E-02  7.462206E-02  1.507847E-01  4.015268E-02  3.861318E-02  1.061779E-02  1.391621E-01  2.351008E-02  2.352465E-02
 2.751500E+02  6.477005E-01  3.917678E-01  8.170396E-02  1.073108E-01  1.194095E-01  1.424705E-01  1.203093E-01  5.065069E-02  6.817503E-04  4.748625E-02  1.012993E-01  1.058148E-01  1.478594E-01  1.873514E-02  1.551190E-01  1.191738E-01  8.544555E-02  1.541339E-01  9.370512E-03  2.124743E-02  1.058631E-03  7.127620E-04  1.510419E-02  5.522810E-03  1.738416E-02  2.146981E-03  1.014659E-03  6.172287E-04  8.230715E-04  2.965146E-04  1.223331E-03  4.000071E-01  4.856185E-03  1.603771E-02  2.845447E-03  1.556883E-01  1.441649E-02  3.676924E-02  5.076980E-02  4.787317E-02  1.235123E-02  2.042591E-02  1.546430E-01  5.603270E-02  7.311748E-02  1.528660E-01  4.032242E-02  3.820995E-02  1.059062E-02  1.366316E-01  2.314154E-02  2.300887E-02
 2.761500E+02  6.663579E-01  4.031691E-01  8.313127E-02  1.092219E-01  1.215450E-01  1.450635E-01  1.202717E-01  5.080469E-02  6.864751E-04  4.762449E-02  1.016971E-01  1.061610E-01  1.482392E-01  1.820220E-02  1.521725E-01  1.168615E-01  8.392064E-02  1.473255E-01  8.973487E-03  2.231668E-02  1.128725E-03  7.477973E-04  1.541325E-02  5.587111E-03  1.761193E-02  2.152598E-03  1.023389E-03  6.192846E-04  8.259543E-04  2.986280E-04  1.233821E-03  4.170090E-01  5.040076E-03  1.669818E-02  2.931984E-03  1.558630E-01  1.429783E-02  3.648196E-02  5.230777E-02  4.878477E-02  1.258835E-02  2.055504E-02  1.514572E-01  5.506893E-02  7.161399E-02  1.548867E-01  4.046912E-02  3.778962E-02  1.055682E-02  1.340668E-01  2.276467E-02  2.248941E-02
 2.771500E+02  6.853718E-01  4.147199E-01  8.453858E-02  1.111076E-01  1.236526E-01  1.476244E-01  1.201647E-01  5.092845E-02  6.907979E-04  4.773440E-02  1.020343E-01  1.064439E-01  1.485310E-01  1.767474E-02  1.491899E-01  1.145237E-01  8.237144E-02  1.407329E-01  8.587987E-03  2.343236E-02  1.202852E-03  7.841811E-04  1.572286E-02  5.649961E-03  1.783557E-02  2.157347E-03  1.031729E-03  6.210897E-04  8.285022E-04  3.006238E-04  1.243840E-03  4.345443E-01  5.228381E-03  1.737699E-02  3.019579E-03  1.559749E-01  1.417422E-02  3.618162E-02  5.386402E-02  4.968736E-02  1.282319E-02  2.067412E-02  1.482748E-01  5.409775E-02  7.011198E-02  1.568434E-01  4.059232E-02  3.735254E-02  1.051644E-02  1.314705E-01  2.237996E-02  2.196696E-02
 2.781500E+02  7.047420E-01  4.264144E-01  8.592409E-02  1.129657E-01  1.257295E-01  1.501500E-01  1.199884E-01  5.102178E-02  6.947112E-04  4.781581E-02  1.023104E-01  1.066632E-01  1.487344E-01  1.715316E-02  1.461755E-01  1.121637E-01  8.080029E-02  1.343540E-01  8.213972E-03  2.459602E-02  1.281196E-03  8.219382E-04  1.603263E-02  5.711219E-03  1.805458E-02  2.161186E-03  1.039652E-03  6.226316E-04  8.306987E-04  3.024947E-04  1.253355E-03  4.526189E-01  5.421057E-03  1.807411E-02  3.108151E-03  1.560220E-01  1.404559E-02  3.586808E-02  5.543736E-02  5.057960E-02  1.305540E-02  2.078284E-02  1.450967E-01  5.311952E-02  6.861187E-02  1.587326E-01  4.069162E-02  3.689913E-02  1.046952E-02  1.288458E-01  2.198790E-02  2.144224E-02
 2.791500E+02  7.244676E-01  4.382464E-01  8.728604E-02  1.147937E-01  1.277733E-01  1.526371E-01  1.197432E-01  5.108455E-02  6.982085E-04  4.786859E-02  1.025249E-01  1.068185E-01  1.488490E-01  1.663784E-02  1.431338E-01  1.097849E-01  7.920958E-02  1.281866E-01  7.851389E-03  2.580923E-02  1.363946E-03  8.610917E-04  1.634215E-02  5.770738E-03  1.826850E-02  2.164076E-03  1.047129E-03  6.238984E-04  8.325275E-04  3.042333E-04  1.262333E-03  4.712383E-01  5.618047E-03  1.878948E-02  3.197611E-03  1.560026E-01  1.391191E-02  3.554124E-02  5.702651E-02  5.146008E-02  1.328462E-02  2.088084E-02  1.419239E-01  5.213465E-02  6.711410E-02  1.605510E-01  4.076664E-02  3.642981E-02  1.041614E-02  1.261958E-01  2.158900E-02  2.091595E-02
 2.801500E+02  7.445474E-01  4.502094E-01  8.862264E-02  1.165893E-01  1.297811E-01  1.550825E-01  1.194295E-01  5.111668E-02  7.012839E-04  4.789269E-02  1.026775E-01  1.069096E-01  1.488749E-01  1.612914E-02  1.400688E-01  1.073906E-01  7.760167E-02  1.222281E-01  7.500167E-03  2.707356E-02  1.451294E-03  9.016626E-04  1.665099E-02  5.828370E-03  1.847682E-02  2.165976E-03  1.054134E-03  6.248776E-04  8.339721E-04  3.058322E-04  1.270742E-03  4.904073E-01  5.819284E-03  1.952297E-02  3.287864E-03  1.559149E-01  1.377315E-02  3.520099E-02  5.863011E-02  5.232739E-02  1.351048E-02  2.096781E-02  1.387574E-01  5.114359E-02  6.561916E-02  1.622955E-01  4.081705E-02  3.594503E-02  1.035637E-02  1.235235E-01  2.118376E-02  2.038876E-02
 2.811500E+02  7.649800E-01  4.622966E-01  8.993215E-02  1.183501E-01  1.317504E-01  1.574830E-01  1.190481E-01  5.111815E-02  7.039326E-04  4.788810E-02  1.027681E-01  1.069363E-01  1.488119E-01  1.562740E-02  1.369851E-01  1.049841E-01  7.597894E-02  1.164759E-01  7.160221E-03  2.839062E-02  1.543434E-03  9.436696E-04  1.695869E-02  5.883963E-03  1.867903E-02  2.166846E-03  1.060639E-03  6.255574E-04  8.350162E-04  3.072838E-04  1.278546E-03  5.101298E-01  6.024685E-03  2.027443E-02  3.378808E-03  1.557571E-01  1.362929E-02  3.484729E-02  6.024673E-02  5.318011E-02  1.373261E-02  2.104344E-02  1.355982E-01  5.014677E-02  6.412753E-02  1.639627E-01  4.084255E-02  3.544528E-02  1.029031E-02  1.208321E-01  2.077273E-02  1.986138E-02
 2.821500E+02  7.857633E-01  4.745007E-01  9.121284E-02  1.200738E-01  1.336787E-01  1.598355E-01  1.185995E-01  5.108902E-02  7.061504E-04  4.785488E-02  1.027966E-01  1.068989E-01  1.486605E-01  1.513295E-02  1.338867E-01  1.025686E-01  7.434375E-02  1.109271E-01  6.831450E-03  2.976200E-02  1.640566E-03  9.871288E-04  1.726477E-02  5.937358E-03  1.887460E-02  2.166647E-03  1.066615E-03  6.259257E-04  8.356437E-04  3.085807E-04  1.285714E-03  5.304092E-01  6.234156E-03  2.104363E-02  3.470334E-03  1.555277E-01  1.348031E-02  3.448008E-02  6.187487E-02  5.401678E-02  1.395064E-02  2.110743E-02  1.324474E-01  4.914469E-02  6.263975E-02  1.655497E-01  4.084291E-02  3.493109E-02  1.021807E-02  1.181245E-01  2.035642E-02  1.933446E-02
