#         T/K     Cv/J*K^-1     Cp/J*K^-1
 2.731500E+02  3.709923E+01  4.718679E+01
 2.741500E+02  3.712871E+01  4.720240E+01
 2.751500E+02  3.715865E+01  4.720487E+01
 2.761500E+02  3.718904E+01  4.720832E+01
 2.771500E+02  3.721988E+01  4.721271E+01
 2.781500E+02  3.725115E+01  4.721803E+01
 2.791500E+02  3.728286E+01  4.722423E+01
 2.801500E+02  3.731499E+01  4.723130E+01
 2.811500E+02  3.734754E+01  4.723922E+01
 2.821500E+02  3.738051E+01  4.724796E+01
 2.831500E+02  3.741387E+01  4.725750E+01
 2.841500E+02  3.744764E+01  4.726783E+01
 2.851500E+02  3.748180E+01  4.727892E+01
 2.861500E+02  3.751634E+01  4.729077E+01
 2.871500E+02  3.755126E+01  4.730335E+01
 2.881500E+02  3.758656E+01  4.731666E+01
 2.891500E+02  3.762222E+01  4.733067E+01
 2.901500E+02  3.765824E+01  4.734537E+01
 2.911500E+02  3.769462E+01  4.736076E+01
 2.921500E+02  3.773135E+01  4.737682E+01
 2.931500E+02  3.776841E+01  4.739353E+01
 2.941500E+02  3.780582E+01  4.741089E+01
 2.951500E+02  3.784355E+01  4.742889E+01
 2.961500E+02  3.788161E+01  4.744751E+01
 2.971500E+02  3.791999E+01  4.746675E+01
 2.981500E+02  3.795869E+01  4.748660E+01
 2.991500E+02  3.799769E+01  4.750703E+01
 3.001500E+02  3.803699E+01  4.752806E+01
 3.011500E+02  3.807659E+01  4.754966E+01
 3.021500E+02  3.811648E+01  4.757183E+01
 3.031500E+02  3.815666E+01  4.759456E+01
 3.041500E+02  3.819712E+01  4.761783E+01
 3.051500E+02  3.823785E+01  4.764165E+01
 3.061500E+02  3.827885E+01  4.766600E+01
 3.071500E+02  3.832012E+01  4.769088E+01
 3.081500E+02  3.836164E+01  4.771626E+01
 3.091500E+02  3.840343E+01  4.774216E+01
 3.101500E+02  3.844546E+01  4.776855E+01
 3.111500E+02  3.848773E+01  4.779544E+01
 3.121500E+02  3.853025E+01  4.782281E+01
 3.131500E+02  3.857300E+01  4.785065E+01
 3.141500E+02  3.861598E+01  4.787896E+01
 3.151500E+02  3.865919E+01  4.790773E+01
 3.161500E+02  3.870261E+01  4.793695E+01
 3.171500E+02  3.874626E+01  4.796661E+01
 3.181500E+02  3.879011E+01  4.799671E+01
 3.191500E+02  3.883418E+01  4.802724E+01
 3.201500E+02  3.887844E+01  4.805818E+01
 3.211500E+02  3.892291E+01  4.808955E+01
 3.221500E+02  3.896757E+01  4.812132E+01
 3.231500E+02  3.901242E+01  4.815348E+01
 3.241500E+02  3.905745E+01  4.818604E+01
 3.251500E+02  3.910267E+01  4.821899E+01
 3.261500E+02  3.914806E+01  4.825231E+01
 3.271500E+02  3.919363E+01  4.828601E+01
 3.281500E+02  3.923937E+01  4.832007E+01
 3.291500E+02  3.928528E+01  4.835448E+01
 3.301500E+02  3.933134E+01  4.838925E+01
 3.311500E+02  3.937757E+01  4.842436E+01
 3.321500E+02  3.942395E+01  4.845981E+01
 3.331500E+02  3.947048E+01  4.849559E+01
 3.341500E+02  3.951716E+01  4.853170E+01
 3.351500E+02  3.956399E+01  4.856812E+01
 3.361500E+02  3.961095E+01  4.860486E+01
 3.371500E+02  3.965805E+01  4.864190E+01
 3.381500E+02  3.970529E+01  4.867924E+01
 3.391500E+02  3.975265E+01  4.871688E+01
 3.401500E+02  3.980014E+01  4.875480E+01
 3.411500E+02  3.984776E+01  4.879301E+01
 3.421500E+02  3.989549E+01  4.883149E+01
 3.431500E+02  3.994335E+01  4.887025E+01
 3.441500E+02  3.999131E+01  4.890927E+01
 3.451500E+02  4.003939E+01  4.894855E+01
 3.461500E+02  4.008758E+01  4.898808E+01
 3.471500E+02  4.013587E+01  4.902786E+01
 3.481500E+02  4.018427E+01  4.906789E+01
 3.491500E+02  4.023276E+01  4.910815E+01
 3.501500E+02  4.028135E+01  4.914865E+01
 3.511500E+02  4.033004E+01  4.918937E+01
 3.521500E+02  4.037881E+01  4.923032E+01
 3.531500E+02  4.042768E+01  4.927148E+01
 3.541500E+02  4.047663E+01  4.931286E+01
 3.551500E+02  4.052566E+01  4.935445E+01
 3.561500E+02  4.057477E+01  4.939624E+01
 3.571500E+02  4.062396E+01  4.943823E+01
 3.581500E+02  4.067323E+01  4.948041E+01
 3.591500E+02  4.072257E+01  4.952278E+01
 3.601500E+02  4.077198E+01  4.956534E+01
 3.611500E+02  4.082146E+01  4.960808E+01
 3.621500E+02  4.087100E+01  4.965099E+01
 3.631500E+02  4.092061E+01  4.969408E+01
 3.641500E+02  4.097028E+01  4.973734E+01
 3.651500E+02  4.102001E+01  4.978076E+01
 3.661500E+02  4.106979E+01  4.982434E+01
 3.671500E+02  4.111963E+01  4.986807E+01
 3.681500E+02  4.116953E+01  4.991196E+01
 3.691500E+02  4.121947E+01  4.995600E+01
 3.701500E+02  4.126946E+01  5.000018E+01
 3.711500E+02  4.131950E+01  5.004450E+01
 3.721500E+02  4.136958E+01  5.008896E+01
 3.731500E+02  4.141970E+01  5.013355E+01
 3.741500E+02  4.146987E+01  5.017827E+01
 3.751500E+02  4.152007E+01  5.022312E+01
 3.761500E+02  4.157031E+01  5.026809E+01
 3.771500E+02  4.162059E+01  5.031318E+01
 3.781500E+02  4.167089E+01  5.035838E+01
 3.791500E+02  4.172123E+01  5.040370E+01
 3.801500E+02  4.177160E+01  5.044913E+01
 3.811500E+02  4.182200E+01  5.049466E+01
 3.821500E+02  4.187242E+01  5.054030E+01
 3.831500E+02  4.192286E+01  5.058604E+01
 3.841500E+02  4.197333E+01  5.063188E+01
 3.851500E+02  4.202382E+01  5.067781E+01
 3.861500E+02  4.207433E+01  5.072383E+01
 3.871500E+02  4.212486E+01  5.076994E+01
 3.881500E+02  4.217540E+01  5.081614E+01
 3.891500E+02  4.222596E+01  5.086242E+01
 3.901500E+02  4.227653E+01  5.090878E+01
 3.911500E+02  4.232711E+01  5.095521E+01
 3.921500E+02  4.237771E+01  5.100173E+01
 3.931500E+02  4.242831E+01  5.104831E+01
 3.941500E+02  4.247892E+01  5.109497E+01
 3.951500E+02  4.252954E+01  5.114169E+01
 3.961500E+02  4.258016E+01  5.118848E+01
 3.971500E+02  4.263078E+01  5.123533E+01
 3.981500E+02  4.268141E+01  5.128224E+01
 3.991500E+02  4.273204E+01  5.133102E+01
