#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.731500E+02  3.761373E+01  3.761820E+01  1.476856E+02
 2.741500E+02  3.782401E+01  3.782848E+01  1.484540E+02
 2.751500E+02  3.803418E+01  3.803865E+01  1.492192E+02
 2.761500E+02  3.824392E+01  3.824841E+01  1.499801E+02
 2.771500E+02  3.845298E+01  3.845746E+01  1.507358E+02
 2.781500E+02  3.866105E+01  3.866554E+01  1.514853E+02
 2.791500E+02  3.886789E+01  3.887238E+01  1.522276E+02
 2.801500E+02  3.907324E+01  3.907773E+01  1.529619E+02
 2.811500E+02  3.927685E+01  3.928134E+01  1.536874E+02
 2.821500E+02  3.947850E+01  3.948299E+01  1.544033E+02
 2.831500E+02  3.967798E+01  3.968248E+01  1.551091E+02
 2.841500E+02  3.987511E+01  3.987961E+01  1.558041E+02
 2.851500E+02  4.006971E+01  4.007422E+01  1.564878E+02
 2.861500E+02  4.026166E+01  4.026617E+01  1.571597E+02
 2.871500E+02  4.045081E+01  4.045533E+01  1.578196E+02
 2.881500E+02  4.063708E+01  4.064160E+01  1.584672E+02
 2.891500E+02  4.082038E+01  4.082490E+01  1.591022E+02
 2.901500E+02  4.100064E+01  4.100517E+01  1.597246E+02
 2.911500E+02  4.117784E+01  4.118237E+01  1.603343E+02
 2.921500E+02  4.135194E+01  4.135647E+01  1.609313E+02
 2.931500E+02  4.152295E+01  4.152748E+01  1.615156E+02
 2.941500E+02  4.169087E+01  4.169541E+01  1.620875E+02
 2.951500E+02  4.185574E+01  4.186027E+01  1.626470E+02
 2.961500E+02  4.201758E+01  4.202212E+01  1.631944E+02
 2.971500E+02  4.217645E+01  4.218100E+01  1.637300E+02
 2.981500E+02  4.233241E+01  4.233696E+01  1.642540E+02
 2.991500E+02  4.248552E+01  4.249007E+01  1.647667E+02
 3.001500E+02  4.263586E+01  4.264041E+01  1.652684E+02
 3.011500E+02  4.278350E+01  4.278806E+01  1.657595E+02
 3.021500E+02  4.292853E+01  4.293309E+01  1.662403E+02
 3.031500E+02  4.307104E+01  4.307560E+01  1.667111E+02
 3.041500E+02  4.321111E+01  4.321567E+01  1.671724E+02
 3.051500E+02  4.334883E+01  4.335339E+01  1.676245E+02
 3.061500E+02  4.348429E+01  4.348886E+01  1.680677E+02
 3.071500E+02  4.361759E+01  4.362216E+01  1.685024E+02
 3.081500E+02  4.374881E+01  4.375338E+01  1.689289E+02
 3.091500E+02  4.387804E+01  4.388261E+01  1.693476E+02
 3.101500E+02  4.400536E+01  4.400994E+01  1.697589E+02
 3.111500E+02  4.413087E+01  4.413545E+01  1.701629E+02
 3.121500E+02  4.425465E+01  4.425923E+01  1.705601E+02
 3.131500E+02  4.437677E+01  4.438135E+01  1.709507E+02
 3.141500E+02  4.449731E+01  4.450190E+01  1.713350E+02
 3.151500E+02  4.461636E+01  4.462094E+01  1.717134E+02
 3.161500E+02  4.473398E+01  4.473857E+01  1.720860E+02
 3.171500E+02  4.485025E+01  4.485484E+01  1.724532E+02
 3.181500E+02  4.496523E+01  4.496982E+01  1.728151E+02
 3.191500E+02  4.507899E+01  4.508358E+01  1.731722E+02
 3.201500E+02  4.519159E+01  4.519618E+01  1.735244E+02
 3.211500E+02  4.530309E+01  4.530769E+01  1.738722E+02
 3.221500E+02  4.541356E+01  4.541816E+01  1.742156E+02
 3.231500E+02  4.552305E+01  4.552765E+01  1.745550E+02
 3.241500E+02  4.563161E+01  4.563621E+01  1.748904E+02
 3.251500E+02  4.573930E+01  4.574390E+01  1.752221E+02
 3.261500E+02  4.584616E+01  4.585076E+01  1.755503E+02
 3.271500E+02  4.595224E+01  4.595685E+01  1.758750E+02
 3.281500E+02  4.605759E+01  4.606220E+01  1.761966E+02
 3.291500E+02  4.616226E+01  4.616687E+01  1.765151E+02
 3.301500E+02  4.626628E+01  4.627089E+01  1.768306E+02
 3.311500E+02  4.636969E+01  4.637431E+01  1.771434E+02
 3.321500E+02  4.647254E+01  4.647716E+01  1.774535E+02
 3.331500E+02  4.657486E+01  4.657948E+01  1.777611E+02
 3.341500E+02  4.667669E+01  4.668131E+01  1.780663E+02
 3.351500E+02  4.677806E+01  4.678268E+01  1.783692E+02
 3.361500E+02  4.687900E+01  4.688363E+01  1.786700E+02
 3.371500E+02  4.697956E+01  4.698418E+01  1.789687E+02
 3.381500E+02  4.707974E+01  4.708437E+01  1.792654E+02
 3.391500E+02  4.717960E+01  4.718423E+01  1.795603E+02
 3.401500E+02  4.727915E+01  4.728378E+01  1.798534E+02
 3.411500E+02  4.737842E+01  4.738305E+01  1.801448E+02
 3.421500E+02  4.747743E+01  4.748207E+01  1.804346E+02
