#         T/K            m1          m2-1          m3-1          m4-1          m5-1          m5-2          m6-2          m6-3          m6-4          m6-5          m6-7          m6-8            w1            w2          w3-1          w3-2          w4-1          w4-2          w5-2          w5-6          w5-7          w6-1          w6-2          w6-4          w6-5          w6-7          w6-8         w6-10        m1w1-1        m1w1-4        m1w2-1        m1w3-1        m1w4-1        m1w4-7        m1w4-9        m1w5-2        m1w5-3        m1w5-4        m1w5-5        m1w5-6        m1w5-9        m2w1-1        m2w1-3        m2w2-1        m2w3-1        m2w3-6        m2w3-7        m2w4-1        m2w4-4        m2w4-5        m2w4-6        m2w4-9        m3w1-1        m3w1-2        m3w2-1        m3w3-1        m3w3-3        m3w3-5        m3w3-7        m3w3-9        m4w1-2        m4w1-5        m4w2-1        m4w2-7        m4w2-8        m5w1-1        m5w1-6        m5w1-8        m5w1-9
 2.731500E+02  1.726977E-04  1.138689E-05  8.103693E-06  1.651754E-04  5.240467E-05  1.644741E-04  1.697927E-05  7.928367E-06  4.874285E-06  6.497587E-06  2.323784E-06  9.559460E-06  2.247477E-04  7.868531E-05  2.801927E-04  3.931402E-06  1.086432E-02  1.266423E-02  1.165528E-02  4.389099E-05  7.439296E-05  1.666507E-01  2.267762E-01  1.670834E-01  4.425366E-04  6.708500E-03  6.731236E-03  1.582101E-01  2.380395E-05  3.240360E-05  7.096520E-05  5.616752E-03  1.921942E-03  4.819568E-03  2.975041E-02  7.975297E-03  3.400700E-02  4.625653E-03  4.497292E-02  3.990133E-02  1.725714E-02  1.974420E-05  2.500630E-05  1.832992E-03  7.525327E-04  1.211344E-04  3.677055E-04  9.106682E-03  7.981515E-03  4.895906E-03  1.883863E-03  5.529475E-03  9.927646E-04  6.747360E-04  8.498180E-04  1.721878E-03  4.163163E-04  3.199151E-05  5.092918E-04  7.395697E-04  2.262728E-04  3.111717E-04  1.431220E-04  2.237929E-04  8.328224E-05  8.104591E-05  1.262974E-04  1.322582E-04  1.298661E-04
 2.741500E+02  1.800688E-04  1.207845E-05  8.472793E-06  1.682351E-04  5.300993E-05  1.666173E-04  1.705289E-05  8.010980E-06  4.898963E-06  6.531618E-06  2.344512E-06  9.658782E-06  2.343687E-04  8.352384E-05  2.935474E-04  4.278845E-06  1.105627E-02  1.298292E-02  1.182282E-02  4.612765E-05  7.807039E-05  1.654600E-01  2.249792E-01  1.674243E-01  4.496777E-04  6.783060E-03  6.805820E-03  1.603469E-01  2.527120E-05  3.439873E-05  7.433648E-05  5.722865E-03  1.947441E-03  4.882924E-03  3.024432E-02  7.943509E-03  3.376239E-02  4.598281E-03  4.463681E-02  3.963263E-02  1.715497E-02  2.066686E-05  2.618528E-05  1.868225E-03  7.611096E-04  1.224898E-04  3.724729E-04  9.037013E-03  7.928704E-03  4.891595E-03  1.883965E-03  5.494442E-03  1.012260E-03  6.878061E-04  8.624307E-04  1.723464E-03  4.152019E-04  3.213195E-05  5.095851E-04  7.395841E-04  2.296029E-04  3.156507E-04  1.428345E-04  2.233061E-04  8.314713E-05  8.069633E-05  1.264132E-04  1.314790E-04  1.295126E-04
 2.751500E+02  1.876914E-04  1.280573E-05  8.854978E-06  1.713054E-04  5.360874E-05  1.687443E-04  1.712288E-05  8.092241E-06  4.922602E-06  6.564267E-06  2.364802E-06  9.756469E-06  2.443259E-04  8.862034E-05  3.074249E-04  4.654050E-06  1.124951E-02  1.330651E-02  1.199067E-02  4.845792E-05  8.189678E-05  1.642715E-01  2.231899E-01  1.677487E-01  4.568426E-04  6.857378E-03  6.880160E-03  1.624837E-01  2.681621E-05  3.649953E-05  7.783748E-05  5.829739E-03  1.972908E-03  4.946193E-03  3.074003E-02  7.911192E-03  3.351761E-02  4.570738E-03  4.430069E-02  3.936336E-02  1.705229E-02  2.162382E-05  2.740862E-05  1.903688E-03  7.696341E-04  1.238361E-04  3.772252E-04  8.967204E-03  7.875599E-03  4.886688E-03  1.883824E-03  5.459181E-03  1.031873E-03  7.009505E-04  8.750245E-04  1.724785E-03  4.140368E-04  3.226700E-05  5.098005E-04  7.394885E-04  2.329228E-04  3.201137E-04  1.425261E-04  2.227862E-04  8.299914E-05  8.033591E-05  1.265051E-04  1.306858E-04  1.291387E-04
 2.761500E+02  1.955713E-04  1.357021E-05  9.250536E-06  1.743850E-04  5.420075E-05  1.708539E-04  1.718918E-05  8.172093E-06  4.945186E-06  6.595510E-06  2.384641E-06  9.852456E-06  2.546281E-04  9.398630E-05  3.218407E-04  5.058990E-06  1.144402E-02  1.363500E-02  1.215882E-02  5.088476E-05  8.587665E-05  1.630853E-01  2.214084E-01  1.680565E-01  4.640296E-04  6.931442E-03  6.954242E-03  1.646200E-01  2.844236E-05  3.871058E-05  8.147181E-05  5.937353E-03  1.998336E-03  5.009356E-03  3.123742E-02  7.878359E-03  3.327270E-02  4.543034E-03  4.396461E-02  3.909355E-02  1.694910E-02  2.261595E-05  2.867745E-05  1.939372E-03  7.781035E-04  1.251727E-04  3.819608E-04  8.897265E-03  7.822210E-03  4.881187E-03  1.883440E-03  5.423699E-03  1.051598E-03  7.141648E-04  8.875942E-04  1.725842E-03  4.128213E-04  3.239664E-05  5.099380E-04  7.392832E-04  2.362310E-04  3.245584E-04  1.421969E-04  2.222336E-04  8.283837E-05  7.996478E-05  1.265731E-04  1.298787E-04  1.287446E-04
 2.771500E+02  2.037146E-04  1.437340E-05  9.659758E-06  1.774726E-04  5.478561E-05  1.729450E-04  1.725176E-05  8.250481E-06  4.966698E-06  6.625324E-06  2.404013E-06  9.946673E-06  2.652842E-04  9.963363E-05  3.368105E-04  5.495762E-06  1.163978E-02  1.396840E-02  1.232723E-02  5.341118E-05  9.001461E-05  1.619016E-01  2.196350E-01  1.683480E-01  4.712374E-04  7.005238E-03  7.028051E-03  1.667554E-01  3.015314E-05  4.103663E-05  8.524314E-05  6.045685E-03  2.023721E-03  5.072397E-03  3.173637E-02  7.845021E-03  3.302770E-02  4.515175E-03  4.362862E-02  3.882325E-02  1.684545E-02  2.364413E-05  2.999295E-05  1.975267E-03  7.865148E-04  1.264993E-04  3.866782E-04  8.827208E-03  7.768550E-03  4.875098E-03  1.882817E-03  5.388005E-03  1.071427E-03  7.274446E-04  9.001345E-04  1.726635E-03  4.115561E-04  3.252081E-05  5.099979E-04  7.389686E-04  2.395257E-04  3.289827E-04  1.418470E-04  2.216483E-04  8.266486E-05  7.958304E-05  1.266171E-04  1.290580E-04  1.283305E-04
 2.781500E+02  2.121277E-04  1.521686E-05  1.008293E-05  1.805670E-04  5.536296E-05  1.750161E-04  1.731055E-05  8.327348E-06  4.987122E-06  6.653687E-06  2.422906E-06  1.003905E-05  2.763035E-04  1.055747E-04  3.523505E-04  5.966588E-06  1.183676E-02  1.430670E-02  1.249587E-02  5.604025E-05  9.431535E-05  1.607207E-01  2.178697E-01  1.686232E-01  4.784645E-04  7.078753E-03  7.101576E-03  1.688895E-01  3.195216E-05  4.348257E-05  8.915517E-05  6.154716E-03  2.049054E-03  5.135300E-03  3.223676E-02  7.811190E-03  3.278264E-02  4.487169E-03  4.329278E-02  3.855252E-02  1.674135E-02  2.470923E-05  3.135626E-05  2.011364E-03  7.948650E-04  1.278153E-04  3.913758E-04  8.757046E-03  7.714628E-03  4.868425E-03  1.881953E-03  5.352106E-03  1.091355E-03  7.407854E-04  9.126402E-04  1.727165E-03  4.102416E-04  3.263947E-05  5.099803E-04  7.385450E-04  2.428053E-04  3.333842E-04  1.414766E-04  2.210308E-04  8.247870E-05  7.919081E-05  1.266371E-04  1.282240E-04  1.278964E-04
 2.791500E+02  2.208165E-04  1.610220E-05  1.052035E-05  1.836667E-04  5.593247E-05  1.770662E-04  1.736552E-05  8.402640E-06  5.006443E-06  6.680578E-06  2.441306E-06  1.012953E-05  2.876951E-04  1.118221E-04  3.684769E-04  6.473829E-06  1.203494E-02  1.464990E-02  1.266471E-02  5.877508E-05  9.878365E-05  1.595426E-01  2.161127E-01  1.688822E-01  4.857095E-04  7.151973E-03  7.174803E-03  1.710219E-01  3.384314E-05  4.605346E-05  9.321168E-05  6.264424E-03  2.074329E-03  5.198050E-03  3.273846E-02  7.776879E-03  3.253756E-02  4.459022E-03  4.295712E-02  3.828140E-02  1.663682E-02  2.581215E-05  3.276857E-05  2.047654E-03  8.031515E-04  1.291203E-04  3.960519E-04  8.686789E-03  7.660458E-03  4.861174E-03  1.880852E-03  5.316010E-03  1.111374E-03  7.541825E-04  9.251062E-04  1.727431E-03  4.088784E-04  3.275257E-05  5.098853E-04  7.380129E-04  2.460682E-04  3.377608E-04  1.410857E-04  2.203811E-04  8.227998E-05  7.878824E-05  1.266330E-04  1.273768E-04  1.274425E-04
 2.801500E+02  2.297875E-04  1.703107E-05  1.097230E-05  1.867704E-04  5.649379E-05  1.790940E-04  1.741663E-05  8.476303E-06  5.024646E-06  6.705976E-06  2.459199E-06  1.021804E-05  2.994686E-04  1.183892E-04  3.852066E-04  7.019985E-06  1.223429E-02  1.499801E-02  1.283373E-02  6.161887E-05  1.034244E-04  1.583675E-01  2.143640E-01  1.691253E-01  4.929709E-04  7.224886E-03  7.247720E-03  1.731521E-01  3.582991E-05  4.875452E-05  9.741648E-05  6.374787E-03  2.099541E-03  5.260629E-03  3.324135E-02  7.742100E-03  3.229251E-02  4.430742E-03  4.262170E-02  3.800995E-02  1.653188E-02  2.695377E-05  3.423106E-05  2.084125E-03  8.113713E-04  1.304139E-04  4.007049E-04  8.616449E-03  7.606049E-03  4.853349E-03  1.879514E-03  5.279724E-03  1.131477E-03  7.676314E-04  9.375272E-04  1.727434E-03  4.074671E-04  3.286010E-05  5.097133E-04  7.373727E-04  2.493127E-04  3.421103E-04  1.406747E-04  2.196997E-04  8.206878E-05  7.837544E-05  1.266049E-04  1.265167E-04  1.269690E-04
 2.811500E+02  2.390470E-04  1.800515E-05  1.143906E-05  1.898768E-04  5.704659E-05  1.810982E-04  1.746383E-05  8.548283E-06  5.041718E-06  6.729864E-06  2.476573E-06  1.030452E-05  3.116335E-04  1.252896E-04  4.025563E-04  7.607705E-06  1.243478E-02  1.535103E-02  1.300289E-02  6.457484E-05  1.082424E-04  1.571955E-01  2.126240E-01  1.693525E-01  5.002473E-04  7.297480E-03  7.320312E-03  1.752798E-01  3.791643E-05  5.159110E-05  1.017734E-04  6.485785E-03  2.124681E-03  5.323021E-03  3.374532E-02  7.706864E-03  3.204751E-02  4.402336E-03  4.228658E-02  3.773820E-02  1.642656E-02  2.813500E-05  3.574491E-05  2.120769E-03  8.195217E-04  1.316956E-04  4.053333E-04  8.546038E-03  7.551414E-03  4.844956E-03  1.877942E-03  5.243257E-03  1.151658E-03  7.811274E-04  9.498979E-04  1.727176E-03  4.060083E-04  3.296200E-05  5.094644E-04  7.366250E-04  2.525373E-04  3.464306E-04  1.402435E-04  2.189868E-04  8.184520E-05  7.795257E-05  1.265526E-04  1.256440E-04  1.264760E-04
 2.821500E+02  2.486014E-04  1.902618E-05  1.192092E-05  1.929844E-04  5.759053E-05  1.830777E-04  1.750709E-05  8.618529E-06  5.057646E-06  6.752223E-06  2.493414E-06  1.038891E-05  3.241997E-04  1.325373E-04  4.205436E-04  8.239798E-06  1.263639E-02  1.570896E-02  1.317217E-02  6.764629E-05  1.132429E-04  1.560268E-01  2.108925E-01  1.695640E-01  5.075372E-04  7.369742E-03  7.392570E-03  1.774044E-01  4.010678E-05  5.456876E-05  1.062864E-04  6.597396E-03  2.149745E-03  5.385212E-03  3.425023E-02  7.671185E-03  3.180262E-02  4.373811E-03  4.195179E-02  3.746620E-02  1.632088E-02  2.935673E-05  3.731133E-05  2.157576E-03  8.275999E-04  1.329650E-04  4.099356E-04  8.475568E-03  7.496564E-03  4.836001E-03  1.876136E-03  5.206616E-03  1.171910E-03  7.946656E-04  9.622133E-04  1.726656E-03  4.045026E-04  3.305826E-05  5.091391E-04  7.357703E-04  2.557402E-04  3.507193E-04  1.397925E-04  2.182427E-04  8.160935E-05  7.751976E-05  1.264762E-04  1.247590E-04  1.259638E-04
