#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9          c4-1          c4-3          c4-5          c4-6          c4-7          c4-8          c4-9          c5-1          c5-4          c5-6          c5-9          c6-2          c6-8            m1          m2-1          m3-1          m4-1          m5-1          m5-2          m6-2          m6-3          m6-4          m6-5          m6-7          m6-8          c1m1        c1m2-1        c1m2-7        c1m3-6        c1m4-1        c1m5-1        c1m5-6        c2m1-1        c2m2-1        c2m2-5        c2m3-1        c2m4-1        c2m4-3        c2m4-8        c3m1-1        c3m2-3        c3m3-8        c4m1-6        c4m2-4        c4m2-5        c5m1-9
 2.731500E+02  5.419532E-02  7.031804E-02  2.415621E-02  3.170560E-02  3.527500E-02  4.206105E-02  5.274468E-02  2.205589E-02  2.945557E-04  2.068331E-02  4.403220E-02  4.605563E-02  6.444684E-02  1.167309E-02  9.477491E-02  7.287427E-02  5.208229E-02  1.278235E-01  7.741455E-03  7.358651E-04  3.294800E-05  1.592280E-05  2.203912E-04  4.748224E-05  1.490248E-04  1.044703E-05  4.878174E-06  2.999055E-06  3.997842E-06  1.429780E-06  5.881755E-06  3.018725E-02  2.569211E-04  8.430396E-04  9.433328E-05  3.167644E-03  1.661531E-04  4.234119E-04  6.316423E-03  3.760808E-03  9.699829E-04  9.529113E-04  4.235755E-03  1.524049E-03  2.002566E-03  2.814900E-02  4.382256E-03  2.377670E-03  2.703915E-03  2.001629E-02  3.372876E-03  7.871659E-03
 2.741500E+02  5.586677E-02  7.257877E-02  2.467097E-02  3.239221E-02  3.604159E-02  4.298867E-02  5.296529E-02  2.222352E-02  2.979615E-04  2.083779E-02  4.440662E-02  4.641654E-02  6.490562E-02  1.139841E-02  9.345824E-02  7.183156E-02  5.141975E-02  1.228861E-01  7.456659E-03  7.673487E-04  3.458999E-05  1.630613E-05  2.175834E-04  4.607354E-05  1.448153E-04  9.960414E-06  4.679129E-06  2.861433E-06  3.815049E-06  1.369405E-06  5.641592E-06  3.127161E-02  2.627092E-04  8.648241E-04  9.494634E-05  3.070166E-03  1.581647E-04  4.032276E-04  6.471886E-03  3.778467E-03  9.746903E-04  9.372722E-04  4.018949E-03  1.451134E-03  1.900142E-03  2.838462E-02  4.339525E-03  2.300044E-03  2.684377E-03  1.939114E-02  3.275945E-03  7.668094E-03
 2.751500E+02  5.757426E-02  7.488046E-02  2.518430E-02  3.307731E-02  3.680660E-02  4.391488E-02  5.315943E-02  2.238033E-02  3.012357E-04  2.098210E-02  4.475977E-02  4.675493E-02  6.533262E-02  1.112510E-02  9.211109E-02  7.076651E-02  5.073834E-02  1.180815E-01  7.178721E-03  7.996730E-04  3.627339E-05  1.667580E-05  2.144795E-04  4.462374E-05  1.404622E-04  9.475948E-06  4.478315E-06  2.724210E-06  3.632722E-06  1.308702E-06  5.399314E-06  3.237124E-02  2.683401E-04  8.862019E-04  9.543046E-05  2.971051E-03  1.502804E-04  3.832900E-04  6.625886E-03  3.792075E-03  9.783519E-04  9.206269E-04  3.807337E-03  1.379534E-03  1.800164E-03  2.859854E-02  4.292369E-03  2.221854E-03  2.662685E-03  1.876457E-02  3.178188E-03  7.463299E-03
 2.761500E+02  5.931676E-02  7.722151E-02  2.569554E-02  3.376004E-02  3.756908E-02  4.483854E-02  5.332696E-02  2.252615E-02  3.043743E-04  2.111610E-02  4.509122E-02  4.707042E-02  6.572739E-02  1.085346E-02  9.073620E-02  6.968122E-02  5.003953E-02  1.134109E-01  6.907772E-03  8.328067E-04  3.799518E-05  1.702987E-05  2.110845E-04  4.313753E-05  1.359800E-04  8.995140E-06  4.276475E-06  2.587827E-06  3.451446E-06  1.247888E-06  5.155813E-06  3.348430E-02  2.737915E-04  9.070931E-04  9.578091E-05  2.870558E-03  1.425183E-04  3.636457E-04  6.778043E-03  3.801517E-03  9.809378E-04  9.030187E-04  3.601185E-03  1.309370E-03  1.702760E-03  2.879003E-02  4.240896E-03  2.143302E-03  2.638895E-03  1.813791E-02  3.079836E-03  7.257708E-03
 2.771500E+02  6.109425E-02  7.960117E-02  2.620422E-02  3.443977E-02  3.832829E-02  4.575877E-02  5.346781E-02  2.266084E-02  3.073736E-04  2.123963E-02  4.540062E-02  4.736270E-02  6.608954E-02  1.058374E-02  8.933578E-02  6.857743E-02  4.932450E-02  1.088738E-01  6.643839E-03  8.667294E-04  3.975242E-05  1.736652E-05  2.074057E-04  4.161966E-05  1.313832E-04  8.519383E-06  4.074310E-06  2.452689E-06  3.271763E-06  1.187166E-06  4.911935E-06  3.460924E-02  2.790425E-04  9.274224E-04  9.599358E-05  2.768945E-03  1.348944E-04  3.443363E-04  6.928010E-03  3.806697E-03  9.824227E-04  8.844909E-04  3.400703E-03  1.240739E-03  1.608028E-03  2.895844E-02  4.185205E-03  2.064563E-03  2.613052E-03  1.751229E-02  2.981082E-03  7.051657E-03
 2.781500E+02  6.290664E-02  8.201864E-02  2.670984E-02  3.511583E-02  3.908351E-02  4.667470E-02  5.358197E-02  2.278426E-02  3.102299E-04  2.135261E-02  4.568769E-02  4.763148E-02  6.641877E-02  1.031616E-02  8.791207E-02  6.745685E-02  4.859445E-02  1.044696E-01  6.386937E-03  9.014172E-04  4.154184E-05  1.768396E-05  2.034524E-04  4.007522E-05  1.266878E-04  8.050069E-06  3.872535E-06  2.319202E-06  3.094219E-06  1.126744E-06  4.668543E-06  3.574440E-02  2.840728E-04  9.471148E-04  9.606508E-05  2.666480E-03  1.274245E-04  3.254025E-04  7.075441E-03  3.807537E-03  9.827858E-04  8.650926E-04  3.206090E-03  1.173741E-03  1.516063E-03  2.910316E-02  4.125419E-03  1.985818E-03  2.585206E-03  1.688881E-02  2.882123E-03  6.845486E-03
 2.791500E+02  6.475382E-02  8.447304E-02  2.721191E-02  3.578759E-02  3.983403E-02  4.758548E-02  5.366946E-02  2.289633E-02  3.129403E-04  2.145493E-02  4.595214E-02  4.787655E-02  6.671484E-02  1.005094E-02  8.646728E-02  6.632120E-02  4.785061E-02  1.001975E-01  6.137066E-03  9.368433E-04  4.335989E-05  1.798044E-05  1.992360E-04  3.850959E-05  1.219103E-04  7.588574E-06  3.671876E-06  2.187769E-06  2.919351E-06  1.066828E-06  4.426512E-06  3.688807E-02  2.888623E-04  9.660957E-04  9.599281E-05  2.563444E-03  1.201238E-04  3.068843E-04  7.219991E-03  3.803977E-03  9.820115E-04  8.448786E-04  3.017534E-03  1.108468E-03  1.426955E-03  2.922369E-02  4.061681E-03  1.907251E-03  2.555418E-03  1.626861E-02  2.783158E-03  6.639531E-03
 2.801500E+02  6.663564E-02  8.696344E-02  2.770997E-02  3.645441E-02  4.057913E-02  4.849022E-02  5.373036E-02  2.299697E-02  3.155019E-04  2.154653E-02  4.619378E-02  4.809773E-02  6.697757E-02  9.788302E-03  8.500365E-02  6.517219E-02  4.709417E-02  9.605643E-02  5.894218E-03  9.729780E-04  4.520269E-05  1.825432E-05  1.947699E-04  3.692839E-05  1.170686E-04  7.136241E-06  3.473056E-06  2.058784E-06  2.747688E-06  1.007625E-06  4.186712E-06  3.803842E-02  2.933916E-04  9.842924E-04  9.577501E-05  2.460125E-03  1.130071E-04  2.888200E-04  7.361316E-03  3.795981E-03  9.800895E-04  8.239092E-04  2.835209E-03  1.045009E-03  1.340786E-03  2.931959E-02  3.994151E-03  1.829045E-03  2.523755E-03  1.565279E-02  2.684388E-03  6.434126E-03
 2.811500E+02  6.855192E-02  8.948886E-02  2.820352E-02  3.711564E-02  4.131811E-02  4.938807E-02  5.376482E-02  2.308612E-02  3.179121E-04  2.162736E-02  4.641244E-02  4.829489E-02  6.720686E-02  9.528435E-03  8.352337E-02  6.401152E-02  4.632634E-02  9.204516E-02  5.658368E-03  1.009789E-03  4.706612E-05  1.850404E-05  1.900696E-04  3.533743E-05  1.121810E-04  6.694364E-06  3.276791E-06  1.932629E-06  2.579741E-06  9.493381E-07  3.950006E-06  3.919360E-02  2.976424E-04  1.001634E-03  9.541083E-05  2.356823E-03  1.060885E-04  2.712465E-04  7.499078E-03  3.783531E-03  9.770151E-04  8.022498E-04  2.659274E-03  9.834495E-04  1.257632E-03  2.939050E-02  3.923013E-03  1.751384E-03  2.490287E-03  1.504247E-02  2.586012E-03  6.229600E-03
 2.821500E+02  7.050242E-02  9.204826E-02  2.869210E-02  3.777067E-02  4.205024E-02  5.027818E-02  5.377301E-02  2.316376E-02  3.201686E-04  2.169741E-02  4.660798E-02  4.846796E-02  6.740266E-02  9.271532E-03  8.202864E-02  6.284087E-02  4.554833E-02  8.816235E-02  5.429484E-03  1.047240E-03  4.894583E-05  1.872817E-05  1.851523E-04  3.374268E-05  1.072665E-04  6.264176E-06  3.083778E-06  1.809666E-06  2.415999E-06  8.921634E-07  3.717235E-06  4.035166E-02  3.015973E-04  1.018053E-03  9.490036E-05  2.253837E-03  9.938114E-05  2.541980E-04  7.632949E-03  3.766635E-03  9.727898E-04  7.799707E-04  2.489865E-03  9.238659E-04  1.177558E-03  2.943618E-02  3.848469E-03  1.674452E-03  2.455097E-03  1.443873E-02  2.488229E-03  6.026279E-03
