#         T/K     Cv/J*K^-1     Cp/J*K^-1
 2.731500E+02  5.603927E+01  6.492364E+01
 2.741500E+02  5.613265E+01  6.501478E+01
 2.751500E+02  5.622583E+01  6.510347E+01
 2.761500E+02  5.631881E+01  6.519193E+01
 2.771500E+02  5.641160E+01  6.528016E+01
 2.781500E+02  5.650418E+01  6.536816E+01
 2.791500E+02  5.659656E+01  6.545593E+01
 2.801500E+02  5.668874E+01  6.554347E+01
 2.811500E+02  5.678073E+01  6.563079E+01
 2.821500E+02  5.687251E+01  6.571787E+01
 2.831500E+02  5.696408E+01  6.580474E+01
 2.841500E+02  5.705546E+01  6.589138E+01
 2.851500E+02  5.714663E+01  6.597781E+01
 2.861500E+02  5.723760E+01  6.606401E+01
 2.871500E+02  5.732837E+01  6.615000E+01
 2.881500E+02  5.741893E+01  6.623577E+01
 2.891500E+02  5.750929E+01  6.632133E+01
 2.901500E+02  5.759944E+01  6.640667E+01
 2.911500E+02  5.768938E+01  6.649181E+01
 2.921500E+02  5.777912E+01  6.657674E+01
 2.931500E+02  5.786866E+01  6.666145E+01
 2.941500E+02  5.795798E+01  6.674597E+01
 2.951500E+02  5.804710E+01  6.683028E+01
 2.961500E+02  5.813601E+01  6.691438E+01
 2.971500E+02  5.822472E+01  6.699829E+01
 2.981500E+02  5.831321E+01  6.708199E+01
 2.991500E+02  5.840150E+01  6.716550E+01
 3.001500E+02  5.848957E+01  6.724881E+01
 3.011500E+02  5.857743E+01  6.733192E+01
 3.021500E+02  5.866509E+01  6.741484E+01
 3.031500E+02  5.875253E+01  6.749756E+01
 3.041500E+02  5.883976E+01  6.758009E+01
 3.051500E+02  5.892678E+01  6.766243E+01
 3.061500E+02  5.901358E+01  6.774458E+01
 3.071500E+02  5.910018E+01  6.782654E+01
 3.081500E+02  5.918656E+01  6.790830E+01
 3.091500E+02  5.927272E+01  6.798988E+01
 3.101500E+02  5.935867E+01  6.807128E+01
 3.111500E+02  5.944441E+01  6.815248E+01
 3.121500E+02  5.952993E+01  6.823350E+01
 3.131500E+02  5.961523E+01  6.831433E+01
 3.141500E+02  5.970032E+01  6.839498E+01
 3.151500E+02  5.978519E+01  6.847544E+01
 3.161500E+02  5.986984E+01  6.855572E+01
 3.171500E+02  5.995428E+01  6.863582E+01
 3.181500E+02  6.003850E+01  6.871573E+01
 3.191500E+02  6.012250E+01  6.879546E+01
 3.201500E+02  6.020629E+01  6.887500E+01
 3.211500E+02  6.028985E+01  6.895436E+01
 3.221500E+02  6.037319E+01  6.903354E+01
 3.231500E+02  6.045632E+01  6.911254E+01
 3.241500E+02  6.053923E+01  6.919135E+01
 3.251500E+02  6.062191E+01  6.926999E+01
 3.261500E+02  6.070438E+01  6.934844E+01
 3.271500E+02  6.078662E+01  6.942671E+01
 3.281500E+02  6.086865E+01  6.950479E+01
 3.291500E+02  6.095045E+01  6.958270E+01
 3.301500E+02  6.103203E+01  6.966042E+01
 3.311500E+02  6.111339E+01  6.973796E+01
 3.321500E+02  6.119453E+01  6.981532E+01
 3.331500E+02  6.127544E+01  6.989249E+01
 3.341500E+02  6.135614E+01  6.996948E+01
 3.351500E+02  6.143661E+01  7.004630E+01
 3.361500E+02  6.151686E+01  7.012292E+01
 3.371500E+02  6.159688E+01  7.019937E+01
 3.381500E+02  6.167668E+01  7.027563E+01
 3.391500E+02  6.175626E+01  7.035171E+01
 3.401500E+02  6.183562E+01  7.042761E+01
 3.411500E+02  6.191476E+01  7.050332E+01
 3.421500E+02  6.199367E+01  7.057885E+01
 3.431500E+02  6.207235E+01  7.065419E+01
 3.441500E+02  6.215082E+01  7.072935E+01
 3.451500E+02  6.222906E+01  7.080433E+01
 3.461500E+02  6.230707E+01  7.087912E+01
 3.471500E+02  6.238487E+01  7.095373E+01
 3.481500E+02  6.246244E+01  7.102815E+01
 3.491500E+02  6.253978E+01  7.110239E+01
 3.501500E+02  6.261691E+01  7.117644E+01
 3.511500E+02  6.269380E+01  7.125031E+01
 3.521500E+02  6.277048E+01  7.132399E+01
 3.531500E+02  6.284693E+01  7.139748E+01
 3.541500E+02  6.292316E+01  7.147079E+01
 3.551500E+02  6.299917E+01  7.154391E+01
 3.561500E+02  6.307495E+01  7.161685E+01
 3.571500E+02  6.315051E+01  7.168959E+01
 3.581500E+02  6.322585E+01  7.176216E+01
 3.591500E+02  6.330096E+01  7.183453E+01
 3.601500E+02  6.337586E+01  7.190672E+01
 3.611500E+02  6.345053E+01  7.197871E+01
 3.621500E+02  6.352497E+01  7.205053E+01
 3.631500E+02  6.359920E+01  7.212215E+01
 3.641500E+02  6.367320E+01  7.219358E+01
 3.651500E+02  6.374698E+01  7.226483E+01
 3.661500E+02  6.382054E+01  7.233589E+01
 3.671500E+02  6.389388E+01  7.240676E+01
 3.681500E+02  6.396700E+01  7.247744E+01
 3.691500E+02  6.403990E+01  7.254793E+01
 3.701500E+02  6.411257E+01  7.261824E+01
 3.711500E+02  6.418503E+01  7.268835E+01
 3.721500E+02  6.425727E+01  7.275828E+01
 3.731500E+02  6.432928E+01  7.282802E+01
 3.741500E+02  6.440108E+01  7.289756E+01
 3.751500E+02  6.447266E+01  7.296692E+01
 3.761500E+02  6.454402E+01  7.303609E+01
 3.771500E+02  6.461516E+01  7.310507E+01
 3.781500E+02  6.468608E+01  7.317386E+01
 3.791500E+02  6.475678E+01  7.324246E+01
 3.801500E+02  6.482727E+01  7.331087E+01
 3.811500E+02  6.489754E+01  7.337909E+01
 3.821500E+02  6.496759E+01  7.344713E+01
 3.831500E+02  6.503743E+01  7.351497E+01
 3.841500E+02  6.510705E+01  7.358262E+01
 3.851500E+02  6.517645E+01  7.365009E+01
 3.861500E+02  6.524564E+01  7.371737E+01
 3.871500E+02  6.531462E+01  7.378445E+01
 3.881500E+02  6.538338E+01  7.385135E+01
 3.891500E+02  6.545192E+01  7.391806E+01
 3.901500E+02  6.552026E+01  7.398458E+01
 3.911500E+02  6.558838E+01  7.405091E+01
 3.921500E+02  6.565628E+01  7.411705E+01
 3.931500E+02  6.572398E+01  7.418300E+01
 3.941500E+02  6.579146E+01  7.424877E+01
 3.951500E+02  6.585873E+01  7.431434E+01
 3.961500E+02  6.592579E+01  7.437973E+01
 3.971500E+02  6.599264E+01  7.444493E+01
 3.981500E+02  6.605928E+01  7.450994E+01
 3.991500E+02  6.612571E+01  7.457557E+01
