#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9          c4-1          c4-3          c4-5          c4-6          c4-7          c4-8          c4-9          c5-1          c5-4          c5-6          c5-9          c6-2          c6-8            w1            w2          w3-1          w3-2          w4-1          w4-2          w5-2          w5-6          w5-7          w6-1          w6-2          w6-4          w6-5          w6-7          w6-8         w6-10        c1w1-2        c1w2-1        c1w3-1        c1w4-1        c1w4-3        c1w5-7        c2w1-1        c2w1-9        c2w2-1        c2w3-1        c2w3-6        c2w4-6        c2w4-8        c3w1-5        c3w2-2        c3w2-8        c3w3-2        c3w3-5        c3w3-9        c4w1-2        c4w1-5        c4w1-6        c4w1-9        c4w2-6        c4w2-7        c5w1-5
 2.731500E+02  8.443817E-01  4.915171E-01  1.010030E-01  1.325689E-01  1.474934E-01  1.758676E-01  1.484125E-01  6.206066E-02  8.288180E-04  5.819850E-02  1.238974E-01  1.295909E-01  1.813399E-01  2.357721E-02  1.914256E-01  1.471909E-01  1.051954E-01  1.930461E-01  1.169157E-02  4.640241E-03  1.539227E-04  6.924182E-05  9.715367E-07  3.815658E-04  4.447805E-04  6.205452E-05  2.336824E-07  3.960796E-07  1.401104E-04  1.906605E-04  1.404742E-04  3.720595E-07  5.640125E-06  5.659240E-06  1.330141E-04  1.968588E+00  4.785402E-03  1.498342E-04  2.310070E-03  7.858046E-04  3.167374E-04  2.344627E-02  2.058830E-02  6.930654E-03  4.582601E-04  4.804081E-04  6.222768E-04  1.203470E-03  1.257339E-02  1.116342E-02  2.555553E-03  4.506419E-05  1.805795E-04  2.523027E-04  1.319852E-03  1.318004E-03  5.131177E-03  3.506743E-04  2.483547E-03  4.125614E-03  2.087938E-03
 2.741500E+02  8.673014E-01  5.054431E-01  1.027623E-01  1.349237E-01  1.501245E-01  1.790612E-01  1.484487E-01  6.228707E-02  8.351128E-04  5.840320E-02  1.244608E-01  1.300941E-01  1.819145E-01  2.292954E-02  1.880047E-01  1.444995E-01  1.034382E-01  1.848200E-01  1.121477E-02  4.677530E-03  1.516020E-04  6.460838E-05  9.417533E-07  3.319616E-04  3.898090E-04  5.165326E-05  2.015293E-07  3.410854E-07  1.095711E-04  1.489860E-04  1.108719E-04  2.977861E-07  4.491885E-06  4.506958E-06  1.061851E-04  1.977087E+00  4.609219E-03  1.375023E-04  1.979358E-03  6.765340E-04  2.602412E-04  2.337251E-02  2.050583E-02  6.530010E-03  4.134606E-04  4.328999E-04  5.217451E-04  1.018488E-03  1.233695E-02  1.041313E-02  2.385320E-03  4.009830E-05  1.609322E-04  2.243682E-04  1.282430E-03  1.269426E-03  4.938461E-03  3.392499E-04  2.276330E-03  3.773075E-03  1.961377E-03
 2.751500E+02  8.905730E-01  5.195360E-01  1.045013E-01  1.372530E-01  1.527276E-01  1.822231E-01  1.484121E-01  6.248209E-02  8.409991E-04  5.857847E-02  1.249617E-01  1.305318E-01  1.823976E-01  2.229044E-02  1.845554E-01  1.417891E-01  1.016603E-01  1.768689E-01  1.075268E-02  4.713204E-03  1.492241E-04  6.024795E-05  9.120827E-07  2.886602E-04  3.414426E-04  4.297104E-05  1.736589E-07  2.934939E-07  8.564500E-05  1.163628E-04  8.745788E-05  2.381806E-07  3.575181E-06  3.587058E-06  8.471292E-05  1.984616E+00  4.436917E-03  1.261067E-04  1.695103E-03  5.821348E-04  2.136936E-04  2.328541E-02  2.041192E-02  6.149081E-03  3.728072E-04  3.898493E-04  4.372375E-04  8.614618E-04  1.209774E-02  9.707316E-03  2.225044E-03  3.565623E-05  1.433265E-04  1.993968E-04  1.245250E-03  1.221918E-03  4.750210E-03  3.279922E-04  2.085118E-03  3.448595E-03  1.841497E-03
 2.761500E+02  9.141195E-01  5.337607E-01  1.062154E-01  1.395510E-01  1.552960E-01  1.853452E-01  1.483033E-01  6.264566E-02  8.464708E-04  5.872426E-02  1.253995E-01  1.309037E-01  1.827891E-01  2.166082E-02  1.810870E-01  1.390665E-01  9.986653E-02  1.691972E-01  1.030567E-02  4.747354E-03  1.468169E-04  5.616392E-05  8.828365E-07  2.509878E-04  2.990399E-04  3.574798E-05  1.496056E-07  2.524848E-07  6.695605E-05  9.090110E-05  6.899702E-05  1.905113E-07  2.845762E-06  2.855123E-06  6.758613E-05  1.991273E+00  4.269359E-03  1.156208E-04  1.451570E-03  5.008574E-04  1.754696E-04  2.318705E-02  2.030841E-02  5.788386E-03  3.360582E-04  3.509861E-04  3.664121E-04  7.285918E-04  1.185740E-02  9.046009E-03  2.074755E-03  3.169741E-05  1.276096E-04  1.771563E-04  1.208521E-03  1.175656E-03  4.567095E-03  3.169531E-04  1.909308E-03  3.150983E-03  1.728297E-03
 2.771500E+02  9.379411E-01  5.481115E-01  1.079030E-01  1.418151E-01  1.578272E-01  1.884242E-01  1.481223E-01  6.277747E-02  8.515191E-04  5.884030E-02  1.257737E-01  1.312092E-01  1.830883E-01  2.104074E-02  1.776019E-01  1.363337E-01  9.805839E-02  1.617963E-01  9.873342E-03  4.780232E-03  1.443981E-04  5.234774E-05  8.541619E-07  2.182561E-04  2.619197E-04  2.974576E-05  1.288818E-07  2.172063E-07  5.236939E-05  7.104406E-05  5.445454E-05  1.524284E-07  2.265944E-06  2.273323E-06  5.393941E-05  1.997163E+00  4.106905E-03  1.059900E-04  1.243166E-03  4.309638E-04  1.441135E-04  2.307878E-02  2.019652E-02  5.447488E-03  3.028894E-04  3.159558E-04  3.071091E-04  6.162803E-04  1.161675E-02  8.427400E-03  1.934059E-03  2.817398E-05  1.135980E-04  1.573743E-04  1.172316E-03  1.130681E-03  4.389262E-03  3.061489E-04  1.747866E-03  2.878351E-03  1.621506E-03
 2.781500E+02  9.620379E-01  5.625824E-01  1.095624E-01  1.440433E-01  1.603185E-01  1.914572E-01  1.478693E-01  6.287735E-02  8.561364E-04  5.892643E-02  1.260836E-01  1.314478E-01  1.832948E-01  2.043032E-02  1.741027E-01  1.335928E-01  9.623739E-02  1.546585E-01  9.455322E-03  4.812058E-03  1.419824E-04  4.878862E-05  8.261706E-07  1.898445E-04  2.294587E-04  2.476178E-05  1.110492E-07  1.868950E-07  4.098888E-05  5.556369E-05  4.300426E-05  1.220237E-07  1.805307E-06  1.811128E-06  4.307219E-05  2.002377E+00  3.949792E-03  9.715782E-05  1.064971E-03  3.709127E-04  1.184089E-04  2.296178E-02  2.007730E-02  5.125801E-03  2.729883E-04  2.844179E-04  2.574851E-04  5.214159E-04  1.137645E-02  7.849508E-03  1.802525E-03  2.504137E-05  1.011202E-04  1.397973E-04  1.136698E-03  1.087022E-03  4.216803E-03  2.955920E-04  1.599774E-03  2.628857E-03  1.520849E-03
 2.791500E+02  9.864086E-01  5.771669E-01  1.111918E-01  1.462333E-01  1.627676E-01  1.944412E-01  1.475448E-01  6.294522E-02  8.603166E-04  5.898259E-02  1.263289E-01  1.316193E-01  1.834084E-01  1.982966E-02  1.705927E-01  1.308461E-01  9.440522E-02  1.477767E-01  9.051278E-03  4.843024E-03  1.395816E-04  4.547429E-05  7.989450E-07  1.651989E-04  2.010935E-04  2.062505E-05  9.571784E-08  1.608736E-07  3.211008E-05  4.349557E-05  3.398981E-05  9.775554E-08  1.439430E-06  1.444025E-06  3.442044E-05  2.006993E+00  3.798161E-03  8.906763E-05  9.126875E-04  3.193487E-04  9.734464E-05  2.283709E-02  1.995166E-02  4.822633E-03  2.460583E-04  2.560504E-04  2.159754E-04  4.413254E-04  1.113710E-02  7.310254E-03  1.679695E-03  2.225849E-05  9.001760E-05  1.241921E-04  1.101715E-03  1.044692E-03  4.049761E-03  2.852918E-04  1.464046E-03  2.400727E-03  1.426044E-03
 2.801500E+02  1.011052E+00  5.918584E-01  1.127899E-01  1.483830E-01  1.651721E-01  1.973732E-01  1.471496E-01  6.298108E-02  8.640550E-04  5.900879E-02  1.265095E-01  1.317237E-01  1.834294E-01  1.923893E-02  1.670749E-01  1.280961E-01  9.256370E-02  1.411442E-01  8.660894E-03  4.873297E-03  1.372056E-04  4.239163E-05  7.725429E-07  1.438283E-04  1.763191E-04  1.719201E-05  8.254437E-08  1.385468E-07  2.518120E-05  3.408493E-05  2.689175E-05  7.838479E-08  1.148792E-06  1.152423E-06  2.753203E-05  2.011080E+00  3.652072E-03  8.166386E-05  7.825846E-04  2.750874E-04  8.008460E-05  2.270562E-02  1.982041E-02  4.537217E-03  2.218214E-04  2.305522E-04  1.812582E-04  3.737235E-04  1.089919E-02  6.807513E-03  1.565100E-03  1.978779E-05  8.014481E-05  1.103458E-04  1.067407E-03  1.003696E-03  3.888141E-03  2.752548E-04  1.339739E-03  2.192275E-03  1.336811E-03
 2.811500E+02  1.035966E+00  6.066501E-01  1.143549E-01  1.504903E-01  1.675298E-01  2.002505E-01  1.466846E-01  6.298505E-02  8.673481E-04  5.900516E-02  1.266254E-01  1.317612E-01  1.833581E-01  1.865828E-02  1.635528E-01  1.253453E-01  9.071476E-02  1.347545E-01  8.283874E-03  4.903021E-03  1.348620E-04  3.952710E-05  7.470023E-07  1.253004E-04  1.546864E-04  1.434264E-05  7.122831E-08  1.193952E-07  1.977120E-05  2.674270E-05  2.130025E-05  6.291841E-08  9.178377E-07  9.207095E-07  2.204574E-05  2.014699E+00  3.511522E-03  7.489292E-05  6.714403E-04  2.370993E-04  6.593969E-05  2.256817E-02  1.968425E-02  4.268742E-03  2.000195E-04  2.076444E-04  1.522203E-04  3.166648E-04  1.066313E-02  6.339163E-03  1.458268E-03  1.759519E-05  7.136955E-05  9.806514E-05  1.033804E-03  9.640317E-04  3.731916E-03  2.654854E-04  1.225957E-03  2.001905E-03  1.252872E-03
 2.821500E+02  1.061147E+00  6.215350E-01  1.158857E-01  1.525534E-01  1.698384E-01  2.030705E-01  1.461509E-01  6.295732E-02  8.701937E-04  5.897188E-02  1.266769E-01  1.317322E-01  1.831952E-01  1.808786E-02  1.600299E-01  1.225965E-01  8.886037E-02  1.286015E-01  7.919934E-03  4.932325E-03  1.325570E-04  3.686713E-05  7.223454E-07  1.092365E-04  1.357977E-04  1.197698E-05  6.150835E-08  1.029677E-07  1.554402E-05  2.100996E-05  1.689265E-05  5.056291E-08  7.342034E-07  7.364777E-07  1.767375E-05  2.017901E+00  3.376461E-03  6.870376E-05  5.764824E-04  2.044936E-04  5.434374E-05  2.242542E-02  1.954382E-02  4.016376E-03  1.804146E-04  1.870705E-04  1.279275E-04  2.684985E-04  1.042928E-02  5.903113E-03  1.358735E-03  1.564992E-05  6.357212E-05  8.717611E-05  1.000931E-03  9.256888E-04  3.581036E-03  2.559859E-04  1.121857E-03  1.828126E-03  1.173955E-03
