#         T/K     Cv/J*K^-1     Cp/J*K^-1
 2.731500E+02  6.838568E+01  6.839006E+01
 2.741500E+02  6.841945E+01  6.842383E+01
 2.751500E+02  6.845278E+01  6.845718E+01
 2.761500E+02  6.848583E+01  6.849023E+01
 2.771500E+02  6.851856E+01  6.852297E+01
 2.781500E+02  6.855095E+01  6.855537E+01
 2.791500E+02  6.858299E+01  6.858743E+01
 2.801500E+02  6.861466E+01  6.861912E+01
 2.811500E+02  6.864597E+01  6.865045E+01
 2.821500E+02  6.867690E+01  6.868140E+01
 2.831500E+02  6.870745E+01  6.871197E+01
 2.841500E+02  6.873761E+01  6.874217E+01
 2.851500E+02  6.876740E+01  6.877198E+01
 2.861500E+02  6.879681E+01  6.880142E+01
 2.871500E+02  6.882585E+01  6.883049E+01
 2.881500E+02  6.885452E+01  6.885919E+01
 2.891500E+02  6.888284E+01  6.888753E+01
 2.901500E+02  6.891080E+01  6.891552E+01
 2.911500E+02  6.893841E+01  6.894317E+01
 2.921500E+02  6.896569E+01  6.897048E+01
 2.931500E+02  6.899265E+01  6.899747E+01
 2.941500E+02  6.901929E+01  6.902414E+01
 2.951500E+02  6.904563E+01  6.905051E+01
 2.961500E+02  6.907168E+01  6.907659E+01
 2.971500E+02  6.909744E+01  6.910238E+01
 2.981500E+02  6.912293E+01  6.912791E+01
 2.991500E+02  6.914817E+01  6.915317E+01
 3.001500E+02  6.917316E+01  6.917819E+01
 3.011500E+02  6.919792E+01  6.920298E+01
 3.021500E+02  6.922245E+01  6.922754E+01
 3.031500E+02  6.924678E+01  6.925189E+01
 3.041500E+02  6.927090E+01  6.927605E+01
 3.051500E+02  6.929484E+01  6.930002E+01
 3.061500E+02  6.931861E+01  6.932381E+01
 3.071500E+02  6.934219E+01  6.934742E+01
 3.081500E+02  6.936564E+01  6.937090E+01
 3.091500E+02  6.938895E+01  6.939424E+01
 3.101500E+02  6.941214E+01  6.941745E+01
 3.111500E+02  6.943521E+01  6.944055E+01
 3.121500E+02  6.945817E+01  6.946354E+01
 3.131500E+02  6.948104E+01  6.948643E+01
 3.141500E+02  6.950383E+01  6.950925E+01
 3.151500E+02  6.952655E+01  6.953198E+01
 3.161500E+02  6.954920E+01  6.955466E+01
 3.171500E+02  6.957180E+01  6.957728E+01
 3.181500E+02  6.959435E+01  6.959986E+01
 3.191500E+02  6.961688E+01  6.962241E+01
 3.201500E+02  6.963937E+01  6.964493E+01
 3.211500E+02  6.966186E+01  6.966743E+01
 3.221500E+02  6.968434E+01  6.968993E+01
 3.231500E+02  6.970682E+01  6.971244E+01
 3.241500E+02  6.972931E+01  6.973495E+01
 3.251500E+02  6.975182E+01  6.975748E+01
 3.261500E+02  6.977436E+01  6.978004E+01
 3.271500E+02  6.979694E+01  6.980263E+01
 3.281500E+02  6.981955E+01  6.982527E+01
 3.291500E+02  6.984222E+01  6.984795E+01
 3.301500E+02  6.986494E+01  6.987069E+01
 3.311500E+02  6.988772E+01  6.989349E+01
 3.321500E+02  6.991057E+01  6.991636E+01
 3.331500E+02  6.993349E+01  6.993930E+01
 3.341500E+02  6.995650E+01  6.996232E+01
 3.351500E+02  6.997958E+01  6.998542E+01
 3.361500E+02  7.000276E+01  7.000862E+01
 3.371500E+02  7.002604E+01  7.003191E+01
 3.381500E+02  7.004941E+01  7.005530E+01
 3.391500E+02  7.007289E+01  7.007879E+01
 3.401500E+02  7.009648E+01  1.439839E+03
 3.411500E+02  5.971912E+01  1.433973E+03
 3.421500E+02  5.978500E+01  6.880889E+01
 3.431500E+02  5.985074E+01  6.886618E+01
 3.441500E+02  5.991634E+01  6.892341E+01
 3.451500E+02  5.998180E+01  6.898060E+01
 3.461500E+02  6.004712E+01  6.903773E+01
 3.471500E+02  6.011230E+01  6.909480E+01
 3.481500E+02  6.017734E+01  6.915182E+01
 3.491500E+02  6.024223E+01  6.920879E+01
 3.501500E+02  6.030697E+01  6.926570E+01
 3.511500E+02  6.037157E+01  6.932255E+01
 3.521500E+02  6.043603E+01  6.937934E+01
 3.531500E+02  6.050033E+01  6.943608E+01
 3.541500E+02  6.056449E+01  6.949275E+01
 3.551500E+02  6.062850E+01  6.954936E+01
 3.561500E+02  6.069236E+01  6.960591E+01
 3.571500E+02  6.075607E+01  6.966239E+01
 3.581500E+02  6.081963E+01  6.971881E+01
 3.591500E+02  6.088304E+01  6.977516E+01
 3.601500E+02  6.094629E+01  6.983145E+01
 3.611500E+02  6.100939E+01  6.988766E+01
 3.621500E+02  6.107234E+01  6.994381E+01
 3.631500E+02  6.113513E+01  6.999989E+01
 3.641500E+02  6.119777E+01  7.005589E+01
 3.651500E+02  6.126026E+01  7.011182E+01
 3.661500E+02  6.132259E+01  7.016767E+01
 3.671500E+02  6.138476E+01  7.022345E+01
 3.681500E+02  6.144677E+01  7.027915E+01
 3.691500E+02  6.150863E+01  7.033478E+01
 3.701500E+02  6.157033E+01  7.039032E+01
 3.711500E+02  6.163187E+01  7.044579E+01
 3.721500E+02  6.169325E+01  7.050117E+01
 3.731500E+02  6.175448E+01  7.055647E+01
 3.741500E+02  6.181554E+01  7.061168E+01
 3.751500E+02  6.187645E+01  7.066681E+01
 3.761500E+02  6.193719E+01  7.072186E+01
 3.771500E+02  6.199777E+01  7.077682E+01
 3.781500E+02  6.205820E+01  7.083168E+01
 3.791500E+02  6.211846E+01  7.088646E+01
 3.801500E+02  6.217856E+01  7.094115E+01
 3.811500E+02  6.223850E+01  7.099575E+01
 3.821500E+02  6.229828E+01  7.105025E+01
 3.831500E+02  6.235790E+01  7.110466E+01
 3.841500E+02  6.241735E+01  7.115898E+01
 3.851500E+02  6.247664E+01  7.121320E+01
 3.861500E+02  6.253577E+01  7.126733E+01
