#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.731500E+02  3.236159E+01  3.236870E+01  1.969323E+02
 2.741500E+02  3.251423E+01  3.252134E+01  1.974901E+02
 2.751500E+02  3.266523E+01  3.267235E+01  1.980399E+02
 2.761500E+02  3.281464E+01  3.282176E+01  1.985819E+02
 2.771500E+02  3.296263E+01  3.296975E+01  1.991169E+02
 2.781500E+02  3.310935E+01  3.311648E+01  1.996453E+02
 2.791500E+02  3.325495E+01  3.326208E+01  2.001679E+02
 2.801500E+02  3.339953E+01  3.340667E+01  2.006849E+02
 2.811500E+02  3.354319E+01  3.355033E+01  2.011968E+02
 2.821500E+02  3.368601E+01  3.369316E+01  2.017039E+02
 2.831500E+02  3.382806E+01  3.383521E+01  2.022065E+02
 2.841500E+02  3.396940E+01  3.397656E+01  2.027048E+02
 2.851500E+02  3.411007E+01  3.411723E+01  2.031990E+02
 2.861500E+02  3.425011E+01  3.425728E+01  2.036893E+02
 2.871500E+02  3.438956E+01  3.439673E+01  2.041758E+02
 2.881500E+02  3.452845E+01  3.453563E+01  2.046586E+02
 2.891500E+02  3.466679E+01  3.467397E+01  2.051379E+02
 2.901500E+02  3.480461E+01  3.481180E+01  2.056137E+02
 2.911500E+02  3.494192E+01  3.494911E+01  2.060862E+02
 2.921500E+02  3.507874E+01  3.508593E+01  2.065553E+02
 2.931500E+02  3.521506E+01  3.522226E+01  2.070212E+02
 2.941500E+02  3.535092E+01  3.535812E+01  2.074838E+02
 2.951500E+02  3.548629E+01  3.549350E+01  2.079433E+02
 2.961500E+02  3.562121E+01  3.562842E+01  2.083996E+02
 2.971500E+02  3.575566E+01  3.576288E+01  2.088529E+02
 2.981500E+02  3.588965E+01  3.589687E+01  2.093031E+02
 2.991500E+02  3.602318E+01  3.603041E+01  2.097502E+02
 3.001500E+02  3.615626E+01  3.616349E+01  2.101943E+02
 3.011500E+02  3.628888E+01  3.629612E+01  2.106354E+02
 3.021500E+02  3.642105E+01  3.642829E+01  2.110736E+02
 3.031500E+02  3.655276E+01  3.656001E+01  2.115088E+02
 3.041500E+02  3.668402E+01  3.669127E+01  2.119411E+02
 3.051500E+02  3.681482E+01  3.682208E+01  2.123705E+02
 3.061500E+02  3.694516E+01  3.695243E+01  2.127969E+02
 3.071500E+02  3.707507E+01  3.708234E+01  2.132206E+02
 3.081500E+02  3.720450E+01  3.721177E+01  2.136413E+02
 3.091500E+02  3.733347E+01  3.734075E+01  2.140592E+02
 3.101500E+02  3.746198E+01  3.746927E+01  2.144742E+02
 3.111500E+02  3.759004E+01  3.759733E+01  2.148865E+02
 3.121500E+02  3.771763E+01  3.772493E+01  2.152959E+02
 3.131500E+02  3.784476E+01  3.785207E+01  2.157025E+02
 3.141500E+02  3.797144E+01  3.797875E+01  2.161064E+02
 3.151500E+02  3.809765E+01  3.810496E+01  2.165076E+02
 3.161500E+02  3.822340E+01  3.823072E+01  2.169060E+02
 3.171500E+02  3.834869E+01  3.835601E+01  2.173017E+02
 3.181500E+02  3.847351E+01  3.848084E+01  2.176946E+02
 3.191500E+02  3.859788E+01  3.860521E+01  2.180849E+02
