#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9          c4-1          c4-3          c4-5          c4-6          c4-7          c4-8          c4-9          c5-1          c5-4          c5-6          c5-9          c6-2          c6-8            m1          m2-1          m3-1          m4-1          m5-1          m5-2          m6-2          m6-3          m6-4          m6-5          m6-7          m6-8          c1m1        c1m2-1        c1m2-7        c1m3-6        c1m4-1        c1m5-1        c1m5-6        c2m1-1        c2m2-1        c2m2-5        c2m3-1        c2m4-1        c2m4-3        c2m4-8        c3m1-1        c3m2-3        c3m3-8        c4m1-6        c4m2-4        c4m2-5        c5m1-9
 2.731500E+02  2.844670E-01  8.880741E-02  9.787286E-03  1.284605E-02  1.429225E-02  1.704173E-02  7.712868E-03  3.225239E-03  4.307295E-05  3.024526E-03  6.438839E-03  6.734725E-03  9.424077E-03  6.571362E-04  5.335350E-03  4.102455E-03  2.931971E-03  2.885634E-03  1.747645E-04  3.238052E-02  2.924439E-03  3.801013E-03  1.591818E-01  1.106823E-01  3.473806E-01  8.186838E-02  3.822793E-02  2.350217E-02  3.132919E-02  1.120451E-02  4.609252E-02  3.196108E-01  7.315842E-03  2.400560E-02  8.127343E-03  8.807808E-01  1.553161E-01  3.957957E-01  2.145459E-02  3.864999E-02  9.968556E-03  3.160592E-02  4.723059E-01  1.699383E-01  2.232952E-01  3.450768E-02  1.733797E-02  3.162486E-02  1.276080E-03  3.175741E-02  5.351333E-03  1.489747E-03
 2.741500E+02  2.918335E-01  9.130989E-02  9.966892E-03  1.308622E-02  1.456054E-02  1.736711E-02  7.730058E-03  3.243428E-03  4.348621E-05  3.041187E-03  6.480957E-03  6.774296E-03  9.472699E-03  6.410358E-04  5.256003E-03  4.039739E-03  2.891798E-03  2.774062E-03  1.683285E-04  3.388984E-02  3.110635E-03  3.981163E-03  1.622550E-01  1.119349E-01  3.518263E-01  8.212245E-02  3.857887E-02  2.359218E-02  3.145463E-02  1.129058E-02  4.651427E-02  3.326241E-01  7.586460E-03  2.497421E-02  8.374429E-03  8.822276E-01  1.542406E-01  3.932236E-01  2.210546E-02  3.941827E-02  1.016830E-02  3.185586E-02  4.635608E-01  1.673793E-01  2.191695E-01  3.502432E-02  1.744498E-02  3.137871E-02  1.276370E-03  3.129011E-02  5.286160E-03  1.463511E-03
 2.751500E+02  2.992998E-01  9.383200E-02  1.014274E-02  1.332158E-02  1.482352E-02  1.768631E-02  7.741079E-03  3.259025E-03  4.386597E-05  3.055415E-03  6.517920E-03  6.808456E-03  9.513740E-03  6.248119E-04  5.173179E-03  3.974416E-03  2.849586E-03  2.664284E-03  1.619742E-04  3.546118E-02  3.307471E-03  4.168697E-03  1.653704E-01  1.131944E-01  3.563021E-01  8.237538E-02  3.893045E-02  2.368184E-02  3.157962E-02  1.137668E-02  4.693679E-02  3.460226E-01  7.863873E-03  2.597070E-02  8.625738E-03  8.834995E-01  1.531490E-01  3.906066E-01  2.276314E-02  4.018125E-02  1.036673E-02  3.209351E-02  4.548526E-01  1.648094E-01  2.150610E-01  3.552448E-02  1.754155E-02  3.111733E-02  1.275640E-03  3.080794E-02  5.217994E-03  1.436456E-03
 2.761500E+02  3.068602E-01  9.637089E-02  1.031451E-02  1.355170E-02  1.508069E-02  1.799874E-02  7.745925E-03  3.272001E-03  4.421142E-05  3.067186E-03  6.549655E-03  6.837142E-03  9.547130E-03  6.084979E-04  5.087114E-03  3.906669E-03  2.805460E-03  2.556459E-03  1.557120E-04  3.709616E-02  3.515436E-03  4.363820E-03  1.685268E-01  1.144600E-01  3.608059E-01  8.262687E-02  3.928252E-02  2.377107E-02  3.170403E-02  1.146275E-02  4.735987E-02  3.598076E-01  8.148051E-03  2.699515E-02  8.881167E-03  8.845929E-01  1.520416E-01  3.879451E-01  2.342700E-02  4.093799E-02  1.056358E-02  3.231858E-02  4.461857E-01  1.622305E-01  2.109715E-01  3.600727E-02  1.762753E-02  3.084126E-02  1.273898E-03  3.031199E-02  5.147007E-03  1.408657E-03
 2.771500E+02  3.145126E-01  9.892438E-02  1.048190E-02  1.377618E-02  1.533162E-02  1.830387E-02  7.744590E-03  3.282328E-03  4.452178E-05  3.076472E-03  6.576091E-03  6.860289E-03  9.572794E-03  5.921219E-04  4.998015E-03  3.836660E-03  2.759528E-03  2.450701E-03  1.495499E-04  3.879694E-02  3.735078E-03  4.566780E-03  1.717241E-01  1.157315E-01  3.653363E-01  8.287661E-02  3.963491E-02  2.385978E-02  3.182773E-02  1.154876E-02  4.778333E-02  3.739832E-01  8.439007E-03  2.804778E-02  9.140641E-03  8.855051E-01  1.509182E-01  3.852392E-01  2.409646E-02  4.168757E-02  1.075862E-02  3.253074E-02  4.375626E-01  1.596438E-01  2.069022E-01  3.647181E-02  1.770277E-02  3.055087E-02  1.271148E-03  2.980315E-02  5.073330E-03  1.380175E-03
 2.781500E+02  3.222549E-01  1.014902E-01  1.064462E-02  1.399464E-02  1.557587E-02  1.860117E-02  7.737081E-03  3.289982E-03  4.479630E-05  3.083255E-03  6.597170E-03  6.877848E-03  9.590678E-03  5.757116E-04  4.906090E-03  3.764550E-03  2.711900E-03  2.347115E-03  1.434950E-04  4.056575E-02  3.966967E-03  4.777826E-03  1.749622E-01  1.170082E-01  3.698921E-01  8.312429E-02  3.998745E-02  2.394788E-02  3.195062E-02  1.163466E-02  4.820696E-02  3.885530E-01  8.736747E-03  2.912881E-02  9.404076E-03  8.862333E-01  1.497788E-01  3.824887E-01  2.477097E-02  4.242912E-02  1.095163E-02  3.272967E-02  4.289855E-01  1.570505E-01  2.028543E-01  3.691725E-02  1.776710E-02  3.024655E-02  1.267398E-03  2.928227E-02  4.997101E-03  1.351074E-03
 2.791500E+02  3.300845E-01  1.040660E-01  1.080238E-02  1.420669E-02  1.581301E-02  1.889012E-02  7.723420E-03  3.294947E-03  4.503436E-05  3.087518E-03  6.612843E-03  6.889779E-03  9.600744E-03  5.592939E-04  4.811551E-03  3.690504E-03  2.662691E-03  2.245794E-03  1.375542E-04  4.240488E-02  4.211696E-03  4.997215E-03  1.782407E-01  1.182899E-01  3.744720E-01  8.336961E-02  4.033998E-02  2.403528E-02  3.207258E-02  1.172039E-02  4.863056E-02  4.035206E-01  9.041269E-03  3.023839E-02  9.671381E-03  8.867752E-01  1.486235E-01  3.796935E-01  2.544990E-02  4.316171E-02  1.114236E-02  3.291508E-02  4.204570E-01  1.544516E-01  1.988290E-01  3.734278E-02  1.782039E-02  2.992872E-02  1.262654E-03  2.875024E-02  4.918459E-03  1.321416E-03
 2.801500E+02  3.379990E-01  1.066493E-01  1.095490E-02  1.441194E-02  1.604262E-02  1.917020E-02  7.703641E-03  3.297212E-03  4.523537E-05  3.089253E-03  6.623076E-03  6.896056E-03  9.602971E-03  5.428952E-04  4.714615E-03  3.614689E-03  2.612016E-03  2.146823E-03  1.317334E-04  4.431666E-02  4.469880E-03  5.225208E-03  1.815593E-01  1.195761E-01  3.790747E-01  8.361227E-02  4.069231E-02  2.412189E-02  3.219348E-02  1.180591E-02  4.905391E-02  4.188890E-01  9.352560E-03  3.137667E-02  9.942458E-03  8.871281E-01  1.474522E-01  3.768537E-01  2.613263E-02  4.388443E-02  1.133058E-02  3.308669E-02  4.119793E-01  1.518485E-01  1.948273E-01  3.774759E-02  1.786255E-02  2.959781E-02  1.256929E-03  2.820797E-02  4.837548E-03  1.291262E-03
 2.811500E+02  3.459957E-01  1.092377E-01  1.110191E-02  1.461004E-02  1.626428E-02  1.944091E-02  7.677792E-03  3.296774E-03  4.539888E-05  3.088458E-03  6.627848E-03  6.896669E-03  9.597359E-03  5.265408E-04  4.615497E-03  3.537273E-03  2.559991E-03  2.050277E-03  1.260383E-04  4.630348E-02  4.742158E-03  5.462070E-03  1.849179E-01  1.208664E-01  3.836985E-01  8.385195E-02  4.104427E-02  2.420763E-02  3.231320E-02  1.189117E-02  4.947680E-02  4.346610E-01  9.670601E-03  3.254376E-02  1.021720E-02  8.872899E-01  1.462649E-01  3.739692E-01  2.681850E-02  4.459637E-02  1.151605E-02  3.324423E-02  4.035550E-01  1.492422E-01  1.908505E-01  3.813091E-02  1.789346E-02  2.925426E-02  1.250236E-03  2.765634E-02  4.754513E-03  1.260677E-03
 2.821500E+02  3.540718E-01  1.118285E-01  1.124314E-02  1.480062E-02  1.647760E-02  1.970176E-02  7.645937E-03  3.293635E-03  4.552449E-05  3.085135E-03  6.627148E-03  6.891616E-03  9.583924E-03  5.102553E-04  4.514416E-03  3.458424E-03  2.506735E-03  1.956220E-03  1.204739E-04  4.836779E-02  5.029195E-03  5.708071E-03  1.883160E-01  1.221603E-01  3.883422E-01  8.408834E-02  4.139568E-02  2.429239E-02  3.243162E-02  1.197612E-02  4.989901E-02  4.508388E-01  9.995364E-03  3.373973E-02  1.049549E-02  8.872583E-01  1.450618E-01  3.710404E-01  2.750684E-02  4.529661E-02  1.169853E-02  3.338743E-02  3.951864E-01  1.466341E-01  1.868996E-01  3.849202E-02  1.791306E-02  2.889855E-02  1.242589E-03  2.709626E-02  4.669503E-03  1.229721E-03
