#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            w1            w2          w3-1          w3-2        c1w1-2        c1w2-1        c2w1-1        c2w1-9
 2.731500E+02  3.438023E-01  4.330030E-04  1.443877E-07  1.895123E-07  2.108475E-07  2.514094E-07  3.392144E-01  4.371019E-03  5.728697E-04  8.037973E-06  3.113658E-01  2.205169E-04  6.017740E-06  5.284212E-06
 2.741500E+02  3.458220E-01  4.293342E-04  1.394630E-07  1.831105E-07  2.037402E-07  2.430115E-07  3.413277E-01  4.312934E-03  5.374414E-04  7.833925E-06  3.073416E-01  2.095064E-04  5.805009E-06  5.093015E-06
 2.751500E+02  3.478159E-01  4.256872E-04  1.347264E-07  1.769511E-07  1.969014E-07  2.349280E-07  3.434120E-01  4.255519E-03  5.043493E-04  7.635252E-06  3.033686E-01  1.990908E-04  5.600597E-06  4.909467E-06
 2.761500E+02  3.497841E-01  4.220624E-04  1.301703E-07  1.710240E-07  1.903201E-07  2.271462E-07  3.454675E-01  4.198780E-03  4.734314E-04  7.441833E-06  2.994466E-01  1.892360E-04  5.404159E-06  4.733242E-06
 2.771500E+02  3.517266E-01  4.184604E-04  1.257871E-07  1.653198E-07  1.839857E-07  2.196540E-07  3.474946E-01  4.142720E-03  4.445374E-04  7.253549E-06  2.955754E-01  1.799102E-04  5.215362E-06  4.564028E-06
 2.781500E+02  3.536436E-01  4.148817E-04  1.215697E-07  1.598295E-07  1.778884E-07  2.124396E-07  3.494933E-01  4.087345E-03  4.175279E-04  7.070282E-06  2.917550E-01  1.710830E-04  5.033890E-06  4.401528E-06
 2.791500E+02  3.555351E-01  4.113268E-04  1.175113E-07  1.545443E-07  1.720184E-07  2.054921E-07  3.514641E-01  4.032657E-03  3.922734E-04  6.891913E-06  2.879852E-01  1.627262E-04  4.859441E-06  4.245457E-06
 2.801500E+02  3.574013E-01  4.077962E-04  1.136055E-07  1.494560E-07  1.663666E-07  1.988005E-07  3.534070E-01  3.978657E-03  3.686536E-04  6.718324E-06  2.842657E-01  1.548132E-04  4.691724E-06  4.095544E-06
 2.811500E+02  3.592422E-01  4.042904E-04  1.098460E-07  1.445566E-07  1.609242E-07  1.923548E-07  3.553224E-01  3.925348E-03  3.465569E-04  6.549401E-06  2.805963E-01  1.473188E-04  4.530462E-06  3.951529E-06
 2.821500E+02  3.610580E-01  4.008097E-04  1.062270E-07  1.398386E-07  1.556829E-07  1.861453E-07  3.572104E-01  3.872729E-03  3.258796E-04  6.385028E-06  2.769768E-01  1.402196E-04  4.375389E-06  3.813163E-06
