#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1            w1            w2          w3-1          w3-2          c1m1        c1m2-1        c1m2-7        c2m1-1        c1w1-2        c1w2-1        c2w1-1        c2w1-9        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3      c1m1w1-1
 2.731500E+02  1.320668E-01  5.493947E-05  6.051072E-09  7.942179E-09  8.836305E-09  1.053619E-08  7.393873E-01  4.376537E-03  2.796074E-04  8.573084E-02  2.400667E-04  6.837410E-06  9.593615E-08  9.724856E-03  1.094176E-05  3.590339E-05  6.524042E-07  2.599216E-02  4.000367E-06  1.659256E-07  1.457003E-07  8.151378E-04  1.109622E-03  1.943676E-05  6.069623E-05  7.687258E-05  6.348813E-06
 2.741500E+02  1.324059E-01  5.422572E-05  5.810639E-09  7.629187E-09  8.488711E-09  1.012492E-08  7.396501E-01  4.274702E-03  2.583617E-04  8.598519E-02  2.358183E-04  6.378057E-06  9.296868E-08  9.502236E-03  1.023464E-05  3.369187E-05  6.199382E-07  2.554046E-02  3.778828E-06  1.591348E-07  1.396167E-07  7.988343E-04  1.087360E-03  1.808323E-05  5.628753E-05  7.131730E-05  5.964411E-06
 2.751500E+02  1.327370E-01  5.352308E-05  5.580993E-09  7.330131E-09  8.156566E-09  9.731803E-09  7.399037E-01  4.175988E-03  2.388724E-04  8.623390E-02  2.316559E-04  5.951827E-06  9.010362E-08  9.286053E-03  9.577797E-06  3.163099E-05  5.892842E-07  2.509812E-02  3.570672E-06  1.526557E-07  1.338175E-07  7.829420E-04  1.065662E-03  1.683149E-05  5.222621E-05  6.619774E-05  5.605513E-06
 2.761500E+02  1.330603E-01  5.283144E-05  5.361610E-09  7.044341E-09  7.839131E-09  9.355970E-09  7.401484E-01  4.080280E-03  2.209835E-04  8.647711E-02  2.275779E-04  5.556190E-06  8.733734E-08  9.076095E-03  8.967360E-06  2.970958E-05  5.603319E-07  2.466498E-02  3.375035E-06  1.464728E-07  1.282885E-07  7.674498E-04  1.044514E-03  1.567337E-05  4.848293E-05  6.147727E-05  5.270299E-06
 2.771500E+02  1.333760E-01  5.215070E-05  5.151994E-09  6.771179E-09  7.535698E-09  8.996600E-09  7.403848E-01  3.987472E-03  2.045536E-04  8.671495E-02  2.235829E-04  5.188819E-06  8.466633E-08  8.872161E-03  8.399780E-06  2.791741E-05  5.329780E-07  2.424084E-02  3.191113E-06  1.405715E-07  1.230159E-07  7.523465E-04  1.023899E-03  1.460142E-05  4.503099E-05  5.712252E-05  4.957083E-06
 2.781500E+02  1.336843E-01  5.148075E-05  4.951674E-09  6.510041E-09  7.245600E-09  8.652914E-09  7.406130E-01  3.897459E-03  1.894548E-04  8.694754E-02  2.196695E-04  4.847571E-06  8.208720E-08  8.674053E-03  7.871798E-06  2.624502E-05  5.071262E-07  2.382555E-02  3.018155E-06  1.349381E-07  1.179870E-07  7.376214E-04  1.003803E-03  1.360877E-05  4.184608E-05  5.310309E-05  4.664311E-06
 2.791500E+02  1.339853E-01  5.082147E-05  4.760203E-09  6.260354E-09  6.968201E-09  8.324168E-09  7.408337E-01  3.810141E-03  1.755709E-04  8.717502E-02  2.158362E-04  4.530476E-06  7.959665E-08  8.481583E-03  7.380420E-06  2.468371E-05  4.826863E-07  2.341892E-02  2.855461E-06  1.295593E-07  1.131896E-07  7.232639E-04  9.842115E-04  1.268918E-05  3.890602E-05  4.939127E-05  4.390541E-06
 2.801500E+02  1.342793E-01  5.017275E-05  4.577157E-09  6.021571E-09  6.702897E-09  8.009656E-09  7.410470E-01  3.725423E-03  1.627967E-04  8.739750E-02  2.120815E-04  4.235719E-06  7.719152E-08  8.294568E-03  6.922893E-06  2.322544E-05  4.595738E-07  2.302077E-02  2.702377E-06  1.244227E-07  1.086122E-07  7.092639E-04  9.651104E-04  1.183688E-05  3.619062E-05  4.596178E-05  4.134445E-06
 2.811500E+02  1.345665E-01  4.953447E-05  4.402131E-09  5.793174E-09  6.449113E-09  7.708709E-09  7.412533E-01  3.643213E-03  1.510367E-04  8.761510E-02  2.084039E-04  3.961626E-06  7.486874E-08  8.112830E-03  6.496688E-06  2.186283E-05  4.377098E-07  2.263095E-02  2.558294E-06  1.195165E-07  1.042439E-07  6.956115E-04  9.464858E-04  1.104663E-05  3.368144E-05  4.279155E-05  3.894788E-06
 2.821500E+02  1.348470E-01  4.890649E-05  4.234743E-09  5.574672E-09  6.206306E-09  7.420690E-09  7.414529E-01  3.563421E-03  1.402041E-04  8.782794E-02  2.048020E-04  3.706659E-06  7.262534E-08  7.936200E-03  6.099478E-06  2.058902E-05  4.170204E-07  2.224928E-02  2.422645E-06  1.148295E-07  1.000742E-07  6.822970E-04  9.283244E-04  1.031357E-05  3.136165E-05  3.985951E-05  3.670431E-06
