#         T/K        V/dm^3  V(excl)/dm^3    alpha/K^-1        status
 2.731500E+02  2.194651E+01  1.557373E-02  4.462056E-03                                 111
 2.741500E+02  2.204444E+01  1.557373E-02  4.422687E-03                                 111
 2.751500E+02  2.214150E+01  1.557373E-02  4.365706E-03                                 111
 2.761500E+02  2.223776E+01  1.557373E-02  4.311927E-03                                 111
 2.771500E+02  2.233328E+01  1.557373E-02  4.261101E-03                                 111
 2.781500E+02  2.242809E+01  1.557373E-02  4.213001E-03                                 111
 2.791500E+02  2.252225E+01  1.557373E-02  4.167418E-03                                 111
 2.801500E+02  2.261581E+01  1.557373E-02  4.124160E-03                                 112
 2.811500E+02  2.270880E+01  1.557373E-02  4.083052E-03                                 112
 2.821500E+02  2.280125E+01  1.557373E-02  4.043932E-03                                 111
 2.831500E+02  2.289321E+01  1.557373E-02  4.006653E-03                                 111
 2.841500E+02  2.298470E+01  1.557373E-02  3.971079E-03                                 111
 2.851500E+02  2.307576E+01  1.557373E-02  3.937087E-03                                 111
 2.861500E+02  2.316641E+01  1.557373E-02  3.904561E-03                                 111
 2.871500E+02  2.325667E+01  1.557373E-02  3.873397E-03                                 111
 2.881500E+02  2.334657E+01  1.557373E-02  3.843500E-03                                 111
 2.891500E+02  2.343613E+01  1.557373E-02  3.814780E-03                                 111
 2.901500E+02  2.352538E+01  1.557373E-02  3.787157E-03                                 111
 2.911500E+02  2.361432E+01  1.557373E-02  3.760555E-03                                 111
 2.921500E+02  2.370298E+01  1.557373E-02  3.734906E-03                                 111
 2.931500E+02  2.379138E+01  1.557373E-02  3.710148E-03                                 111
 2.941500E+02  2.387952E+01  1.557373E-02  3.686221E-03                                 111
 2.951500E+02  2.396743E+01  1.557373E-02  3.663072E-03                                 111
 2.961500E+02  2.405511E+01  1.557373E-02  3.640651E-03                                 111
 2.971500E+02  2.414258E+01  1.557373E-02  3.618914E-03                                 111
 2.981500E+02  2.422985E+01  1.557373E-02  3.597817E-03                                 111
 2.991500E+02  2.431693E+01  1.557373E-02  3.577323E-03                                 111
 3.001500E+02  2.440383E+01  1.557373E-02  3.557394E-03                                 111
 3.011500E+02  2.449056E+01  1.557373E-02  3.537998E-03                                 111
 3.021500E+02  2.457712E+01  1.557373E-02  3.519104E-03                                 111
 3.031500E+02  2.466354E+01  1.557373E-02  3.500683E-03                                 111
 3.041500E+02  2.474980E+01  1.557373E-02  3.482710E-03                                 111
 3.051500E+02  2.483593E+01  1.557373E-02  3.465159E-03                                 111
 3.061500E+02  2.492192E+01  1.557373E-02  3.448008E-03                                 111
 3.071500E+02  2.500779E+01  1.557373E-02  3.431236E-03                                 111
 3.081500E+02  2.509354E+01  1.557373E-02  3.414823E-03                                 111
 3.091500E+02  2.517917E+01  1.557373E-02  3.398751E-03                                 111
 3.101500E+02  2.526469E+01  1.557373E-02  3.383003E-03                                 111
 3.111500E+02  2.535011E+01  1.557373E-02  3.367563E-03                                 111
 3.121500E+02  2.543543E+01  1.557373E-02  3.352416E-03                                 111
 3.131500E+02  2.552065E+01  1.557373E-02  3.337549E-03                                 111
 3.141500E+02  2.560578E+01  1.557373E-02  3.322949E-03                                 111
 3.151500E+02  2.569083E+01  1.557373E-02  3.308604E-03                                 111
 3.161500E+02  2.577579E+01  1.557373E-02  3.294502E-03                                 111
 3.171500E+02  2.586066E+01  1.557373E-02  3.280633E-03                                 111
 3.181500E+02  2.594546E+01  1.557373E-02  3.266987E-03                                 111
 3.191500E+02  2.603019E+01  1.557373E-02  3.253556E-03                                 111
 3.201500E+02  2.611485E+01  1.557373E-02  3.240329E-03                                 111
 3.211500E+02  2.619943E+01  1.557373E-02  3.227300E-03                                 111
 3.221500E+02  2.628395E+01  1.557373E-02  3.214461E-03                                 111
 3.231500E+02  2.636841E+01  1.557373E-02  3.201803E-03                                 111
 3.241500E+02  2.645281E+01  1.557373E-02  3.189322E-03                                 111
 3.251500E+02  2.653714E+01  1.557373E-02  3.177010E-03                                 111
 3.261500E+02  2.662142E+01  1.557373E-02  3.164860E-03                                 111
 3.271500E+02  2.670565E+01  1.557373E-02  3.152869E-03                                 111
 3.281500E+02  2.678982E+01  1.557373E-02  3.141030E-03                                 111
 3.291500E+02  2.687394E+01  1.557373E-02  3.129338E-03                                 111
 3.301500E+02  2.695802E+01  1.557373E-02  3.117788E-03                                 111
 3.311500E+02  2.704204E+01  1.557373E-02  3.106376E-03                                 111
 3.321500E+02  2.712602E+01  1.557373E-02  3.095098E-03                                 111
 3.331500E+02  2.720996E+01  1.557373E-02  3.083949E-03                                 111
 3.341500E+02  2.729385E+01  1.557373E-02  3.072926E-03                                 111
 3.351500E+02  2.737770E+01  1.557373E-02  3.062025E-03                                 111
 3.361500E+02  2.746151E+01  1.557373E-02  3.051242E-03                                 111
 3.371500E+02  2.754529E+01  1.557373E-02  3.040575E-03                                 111
 3.381500E+02  2.762902E+01  1.557373E-02  3.030019E-03                                 111
 3.391500E+02  2.771272E+01  1.557373E-02  3.019573E-03                                 111
 3.401500E+02  2.779638E+01  1.557373E-02  3.009233E-03                                 111
 3.411500E+02  2.788001E+01  1.557373E-02  2.998996E-03                                 111
 3.421500E+02  2.796361E+01  1.557373E-02  2.988860E-03                                 111
 3.431500E+02  2.804717E+01  1.557373E-02  2.978822E-03                                 111
 3.441500E+02  2.813070E+01  1.557373E-02  2.968881E-03                                 111
 3.451500E+02  2.821420E+01  1.557373E-02  2.959033E-03                                 111
 3.461500E+02  2.829767E+01  1.557373E-02  2.949276E-03                                 111
 3.471500E+02  2.838112E+01  1.557373E-02  2.939609E-03                                 111
 3.481500E+02  2.846453E+01  1.557373E-02  2.930030E-03                                 111
 3.491500E+02  2.854792E+01  1.557373E-02  2.920536E-03                                 111
 3.501500E+02  2.863128E+01  1.557373E-02  2.911125E-03                                 111
 3.511500E+02  2.871462E+01  1.557373E-02  2.901797E-03                                 111
 3.521500E+02  2.879793E+01  1.557373E-02  2.892549E-03                                 111
 3.531500E+02  2.888122E+01  1.557373E-02  2.883379E-03                                 111
 3.541500E+02  2.896448E+01  1.557373E-02  2.874286E-03                                 111
 3.551500E+02  2.904772E+01  1.557373E-02  2.865269E-03                                 111
 3.561500E+02  2.913094E+01  1.557373E-02  2.856325E-03                                 111
 3.571500E+02  2.921414E+01  1.557373E-02  2.847455E-03                                 111
 3.581500E+02  2.929731E+01  1.557373E-02  2.838655E-03                                 111
 3.591500E+02  2.938047E+01  1.557373E-02  2.829925E-03                                 111
 3.601500E+02  2.946360E+01  1.557373E-02  2.821264E-03                                 111
 3.611500E+02  2.954672E+01  1.557373E-02  2.812671E-03                                 111
 3.621500E+02  2.962981E+01  1.557373E-02  2.804144E-03                                 111
 3.631500E+02  2.971289E+01  1.557373E-02  2.795681E-03                                 111
 3.641500E+02  2.979595E+01  1.557373E-02  2.787283E-03                                 111
 3.651500E+02  2.987899E+01  1.557373E-02  2.778948E-03                                 111
 3.661500E+02  2.996201E+01  1.557373E-02  2.770674E-03                                 111
 3.671500E+02  3.004502E+01  1.557373E-02  2.762462E-03                                 111
 3.681500E+02  3.012801E+01  1.557373E-02  2.754309E-03                                 111
 3.691500E+02  3.021098E+01  1.557373E-02  2.746216E-03                                 111
 3.701500E+02  3.029394E+01  1.557373E-02  2.738180E-03                                 111
 3.711500E+02  3.037688E+01  1.557373E-02  2.730201E-03                                 111
 3.721500E+02  3.045981E+01  1.557373E-02  2.722279E-03                                 111
 3.731500E+02  3.054272E+01  1.557373E-02  2.714412E-03                                 111
 3.741500E+02  3.062562E+01  1.557373E-02  2.706600E-03                                 111
 3.751500E+02  3.070851E+01  1.557373E-02  2.698842E-03                                 111
 3.761500E+02  3.079138E+01  1.557373E-02  2.691136E-03                                 111
 3.771500E+02  3.087423E+01  1.557373E-02  2.683483E-03                                 111
 3.781500E+02  3.095708E+01  1.557373E-02  2.675882E-03                                 111
 3.791500E+02  3.103991E+01  1.557373E-02  2.668331E-03                                 111
 3.801500E+02  3.112273E+01  1.557373E-02  2.660830E-03                                 111
 3.811500E+02  3.120553E+01  1.557373E-02  2.653379E-03                                 111
 3.821500E+02  3.128833E+01  1.557373E-02  2.645977E-03                                 111
 3.831500E+02  3.137111E+01  1.557373E-02  2.638623E-03                                 111
 3.841500E+02  3.145388E+01  1.557373E-02  2.631316E-03                                 111
 3.851500E+02  3.153664E+01  1.557373E-02  2.624056E-03                                 111
 3.861500E+02  3.161939E+01  1.557373E-02  2.616843E-03                                 111
 3.871500E+02  3.170213E+01  1.557373E-02  2.609675E-03                                 111
 3.881500E+02  3.178485E+01  1.557373E-02  2.602552E-03                                 111
 3.891500E+02  3.186757E+01  1.557373E-02  2.595474E-03                                 111
 3.901500E+02  3.195028E+01  1.557373E-02  2.588440E-03                                 111
 3.911500E+02  3.203297E+01  1.557373E-02  2.581450E-03                                 111
 3.921500E+02  3.211566E+01  1.557373E-02  2.574503E-03                                 111
 3.931500E+02  3.219834E+01  1.557373E-02  2.567597E-03                                 111
 3.941500E+02  3.228100E+01  1.557373E-02  2.560734E-03                                 111
 3.951500E+02  3.236366E+01  1.557373E-02  2.553913E-03                                 111
 3.961500E+02  3.244631E+01  1.557373E-02  2.547132E-03                                 111
 3.971500E+02  3.252895E+01  1.557373E-02  2.540392E-03                                 111
 3.981500E+02  3.261158E+01  1.557373E-02  2.533692E-03                                 111
 3.991500E+02  3.269421E+01  1.557373E-02  2.527159E-03                                 111
