#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1            w1            w2          w3-1          w3-2          c1m1        c1m2-1        c1m2-7        c2m1-1        c1w1-2        c1w2-1        c2w1-1        c2w1-9        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3      c1m1w1-1
 2.731500E+02  3.487398E-02  4.210939E-05  1.794950E-08  2.355915E-08  2.621142E-08  3.125386E-08  2.308578E-03  4.689804E-07  1.371081E-09  3.823130E-03  5.247771E-06  9.768640E-08  1.370644E-09  8.813380E-05  4.537710E-09  1.488967E-08  2.288239E-08  3.364426E-03  3.384294E-07  8.312039E-08  7.298850E-08  1.247569E-06  1.698278E-06  1.944272E-08  4.250944E-09  5.383878E-09  3.760551E-08
 2.741500E+02  3.475695E-02  4.124090E-05  1.707158E-08  2.241445E-08  2.493972E-08  2.974689E-08  2.300153E-03  4.562687E-07  1.262019E-09  3.845384E-03  5.205514E-06  9.265807E-08  1.350615E-09  8.561396E-05  4.220019E-09  1.389207E-08  2.157716E-08  3.309277E-03  3.222332E-07  7.965203E-08  6.988258E-08  1.226188E-06  1.669067E-06  1.826775E-08  3.953991E-09  5.009777E-09  3.536674E-08
 2.751500E+02  3.464064E-02  4.039681E-05  1.624307E-08  2.133380E-08  2.373908E-08  2.832369E-08  2.291747E-03  4.439765E-07  1.162291E-09  3.867057E-03  5.162575E-06  8.788860E-08  1.330529E-09  8.318298E-05  3.926603E-09  1.296773E-08  2.035536E-08  3.255036E-03  3.068482E-07  7.634457E-08  6.692342E-08  1.205151E-06  1.640331E-06  1.716697E-08  3.679158E-09  4.663405E-09  3.327192E-08
 2.761500E+02  3.452504E-02  3.957627E-05  1.546083E-08  2.031319E-08  2.260506E-08  2.697904E-08  2.283362E-03  4.320885E-07  1.071046E-09  3.888155E-03  5.119007E-06  8.336521E-08  1.310412E-09  8.083726E-05  3.655465E-09  1.211085E-08  1.921114E-08  3.201694E-03  2.922331E-07  7.318994E-08  6.410354E-08  1.184457E-06  1.612068E-06  1.613555E-08  3.424708E-09  4.342595E-09  3.131121E-08
 2.771500E+02  3.441013E-02  3.877848E-05  1.472200E-08  1.934887E-08  2.153351E-08  2.570809E-08  2.275000E-03  4.205899E-07  9.875164E-10  3.908682E-03  5.074866E-06  7.907566E-08  1.290283E-09  7.857336E-05  3.404786E-09  1.131611E-08  1.813911E-08  3.149242E-03  2.783485E-07  7.018049E-08  6.141582E-08  1.164103E-06  1.584275E-06  1.516900E-08  3.189048E-09  4.045357E-09  2.947545E-08
 2.781500E+02  3.429591E-02  3.800267E-05  1.402385E-08  1.843737E-08  2.052058E-08  2.450629E-08  2.266664E-03  4.094664E-07  9.110077E-10  3.928643E-03  5.030203E-06  7.500826E-08  1.270166E-09  7.638800E-05  3.172902E-09  1.057864E-08  1.713425E-08  3.097672E-03  2.651571E-07  6.730898E-08  5.885355E-08  1.144089E-06  1.556950E-06  1.426312E-08  2.970713E-09  3.769865E-09  2.775618E-08
 2.791500E+02  3.418237E-02  3.724810E-05  1.336389E-08  1.757545E-08  1.956267E-08  2.336944E-08  2.258355E-03  3.987044E-07  8.408911E-10  3.948044E-03  4.985069E-06  7.115188E-08  1.250078E-09  7.427803E-05  2.958297E-09  9.893980E-09  1.619195E-08  3.046973E-03  2.526235E-07  6.456855E-08  5.641040E-08  1.124411E-06  1.530090E-06  1.341398E-08  2.768359E-09  3.514438E-09  2.614551E-08
 2.801500E+02  3.406951E-02  3.651405E-05  1.273978E-08  1.676008E-08  1.865644E-08  2.229359E-08  2.250075E-03  3.882906E-07  7.765971E-10  3.966891E-03  4.939511E-06  6.749585E-08  1.230041E-09  7.224045E-05  2.759581E-09  9.258049E-09  1.530792E-08  2.997137E-03  2.407139E-07  6.195272E-08  5.408035E-08  1.105068E-06  1.503690E-06  1.261791E-08  2.580751E-09  3.277532E-09  2.463614E-08
 2.811500E+02  3.395732E-02  3.579984E-05  1.214933E-08  1.598844E-08  1.779875E-08  2.127507E-08  2.241826E-03  3.782124E-07  7.176101E-10  3.985190E-03  4.893579E-06  6.403003E-08  1.210071E-09  7.027241E-05  2.575486E-09  8.667092E-09  1.447820E-08  2.948153E-03  2.293966E-07  5.945533E-08  5.185773E-08  1.086057E-06  1.477747E-06  1.187149E-08  2.406752E-09  3.057727E-09  2.322125E-08
 2.821500E+02  3.384580E-02  3.510481E-05  1.159050E-08  1.525789E-08  1.698668E-08  2.031045E-08  2.233610E-03  3.684576E-07  6.634627E-10  4.002948E-03  4.847317E-06  6.074475E-08  1.190185E-09  6.837114E-05  2.404851E-09  8.117667E-09  1.369912E-08  2.900011E-03  2.186413E-07  5.707057E-08  4.973715E-08  1.067376E-06  1.452257E-06  1.117151E-08  2.245319E-09  2.853718E-09  2.189455E-08
