#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9          c4-1          c4-3          c4-5          c4-6          c4-7          c4-8          c4-9          c5-1          c5-4          c5-6          c5-9          c6-2          c6-8            w1            w2          w3-1          w3-2          w4-1          w4-2          w5-2          w5-6          w5-7          w6-1          w6-2          w6-4          w6-5          w6-7          w6-8         w6-10        c1w1-2        c1w2-1        c1w3-1        c1w4-1        c1w4-3        c1w5-7        c2w1-1        c2w1-9        c2w2-1        c2w3-1        c2w3-6        c2w4-6        c2w4-8        c3w1-5        c3w2-2        c3w2-8        c3w3-2        c3w3-5        c3w3-9        c4w1-2        c4w1-5        c4w1-6        c4w1-9        c4w2-6        c4w2-7        c5w1-5
 2.731500E+02  5.065724E-01  2.310489E-01  3.720166E-02  4.882808E-02  5.432511E-02  6.477594E-02  4.283129E-02  1.791047E-02  2.391938E-04  1.679587E-02  3.575632E-02  3.739944E-02  5.233402E-02  5.331456E-03  4.328659E-02  3.328390E-02  2.378757E-02  3.420400E-02  2.071519E-03  1.348960E-02  1.698948E-03  2.901779E-03  4.071505E-05  6.071330E-02  7.077177E-02  3.748921E-02  1.411754E-04  2.392850E-04  3.213823E-01  4.373330E-01  3.222167E-01  8.534223E-04  1.293720E-02  1.298104E-02  3.051048E-01  4.484108E+00  4.138646E-02  4.920048E-03  2.880064E-01  9.796965E-02  1.499322E-01  4.184636E-02  3.674553E-02  4.696526E-02  1.179052E-02  1.236037E-02  6.078876E-02  1.175641E-01  1.758324E-02  5.927377E-02  1.356907E-02  9.084799E-04  3.640425E-03  5.086342E-03  1.446221E-03  1.444195E-03  5.622459E-03  3.842494E-04  1.033237E-02  1.716392E-02  1.792625E-03
 2.741500E+02  5.153642E-01  2.319830E-01  3.642983E-02  4.783123E-02  5.322002E-02  6.347826E-02  4.064802E-02  1.705536E-02  2.286695E-04  1.599189E-02  3.407970E-02  3.562221E-02  4.981158E-02  4.849513E-03  3.976230E-02  3.056111E-02  2.187680E-02  3.019195E-02  1.832030E-03  1.418108E-02  1.811281E-03  3.041993E-03  4.434110E-05  6.159499E-02  7.232850E-02  3.776970E-02  1.473615E-04  2.494072E-04  3.157404E-01  4.293183E-01  3.194888E-01  8.581011E-04  1.294383E-02  1.298726E-02  3.059833E-01  4.629757E+00  4.253516E-02  5.000562E-03  2.836754E-01  9.695871E-02  1.469811E-01  4.227440E-02  3.708937E-02  4.654512E-02  1.161402E-02  1.216007E-02  5.775574E-02  1.127439E-01  1.723532E-02  5.732989E-02  1.313247E-02  8.699898E-04  3.491653E-03  4.867987E-03  1.383837E-03  1.369805E-03  5.328966E-03  3.660759E-04  9.679987E-03  1.604483E-02  1.634753E-03
 2.751500E+02  5.237268E-01  2.325004E-01  3.558791E-02  4.674151E-02  5.201138E-02  6.205608E-02  3.846121E-02  1.619232E-02  2.179461E-04  1.518069E-02  3.238399E-02  3.382751E-02  4.726860E-02  4.395872E-03  3.639596E-02  2.796205E-02  2.004830E-02  2.654304E-02  1.613674E-03  1.490036E-02  1.929912E-03  3.187563E-03  4.825594E-05  6.247719E-02  7.390133E-02  3.804770E-02  1.537622E-04  2.598673E-04  3.102220E-01  4.214878E-01  3.167886E-01  8.627343E-04  1.294997E-02  1.299299E-02  3.068459E-01  4.774520E+00  4.366692E-02  5.077237E-03  2.791923E-01  9.588064E-02  1.439849E-01  4.262947E-02  3.736886E-02  4.605262E-02  1.142211E-02  1.194425E-02  5.480214E-02  1.079732E-01  1.685400E-02  5.532431E-02  1.268106E-02  8.313240E-04  3.341654E-03  4.648932E-03  1.320165E-03  1.295429E-03  5.035985E-03  3.477244E-04  9.043161E-03  1.495656E-02  1.485646E-03
 2.761500E+02  5.316118E-01  2.325938E-01  3.468160E-02  4.556635E-02  5.070745E-02  6.051913E-02  3.628458E-02  1.532718E-02  2.071015E-04  1.436775E-02  3.068083E-02  3.202752E-02  4.472204E-02  3.971056E-03  3.319850E-02  2.549492E-02  1.830843E-02  2.324257E-02  1.415687E-03  1.564734E-02  2.055049E-03  3.338572E-03  5.247876E-05  6.335969E-02  7.549003E-02  3.832386E-02  1.603856E-04  2.706779E-04  3.048348E-01  4.138509E-01  3.141269E-01  8.673523E-04  1.295607E-02  1.299869E-02  3.077035E-01  4.917900E+00  4.477841E-02  5.149904E-03  2.745733E-01  9.474023E-02  1.409546E-01  4.290957E-02  3.758242E-02  4.549077E-02  1.121599E-02  1.171421E-02  5.193378E-02  1.032677E-01  1.644213E-02  5.327000E-02  1.221778E-02  7.926959E-04  3.191291E-03  4.430366E-03  1.255690E-03  1.221542E-03  4.745352E-03  3.293241E-04  8.424839E-03  1.390374E-02  1.345571E-03
 2.771500E+02  5.389830E-01  2.322614E-01  3.371710E-02  4.431382E-02  4.931719E-02  5.887803E-02  3.413072E-02  1.446535E-02  1.962092E-04  1.355814E-02  2.898109E-02  3.023357E-02  4.218768E-02  3.575154E-03  3.017735E-02  2.316525E-02  1.666166E-02  2.027266E-02  1.237104E-03  1.642222E-02  2.186936E-03  3.495137E-03  5.703041E-05  6.424281E-02  7.709500E-02  3.859890E-02  1.672406E-04  2.818528E-04  2.995844E-01  4.064148E-01  3.115127E-01  8.719824E-04  1.296256E-02  1.300478E-02  3.085659E-01  5.059468E+00  4.586672E-02  5.218428E-03  2.698334E-01  9.354216E-02  1.378996E-01  4.311343E-02  3.772910E-02  4.486295E-02  1.099683E-02  1.147122E-02  4.915501E-02  9.864010E-02  1.600269E-02  5.117923E-02  1.174546E-02  7.542930E-04  3.041324E-03  4.213332E-03  1.190863E-03  1.148569E-03  4.458701E-03  3.109922E-04  7.827385E-03  1.288999E-02  1.214630E-03
 2.781500E+02  5.458124E-01  2.315058E-01  3.270106E-02  4.299258E-02  4.785024E-02  5.714419E-02  3.201127E-02  1.361191E-02  1.853395E-04  1.275660E-02  2.729502E-02  2.845629E-02  3.968031E-02  3.207928E-03  2.733727E-02  2.097648E-02  1.511100E-02  1.761359E-02  1.076838E-03  1.722530E-02  2.325839E-03  3.657405E-03  6.193330E-05  6.512712E-02  7.871695E-02  3.887361E-02  1.743365E-04  2.934072E-04  2.944749E-01  3.991842E-01  3.089540E-01  8.766502E-04  1.296980E-02  1.301162E-02  3.094420E-01  5.198839E+00  4.692929E-02  5.282711E-03  2.649880E-01  9.229115E-02  1.348285E-01  4.324049E-02  3.780857E-02  4.417292E-02  1.076583E-02  1.121658E-02  4.646917E-02  9.410164E-02  1.553877E-02  4.906382E-02  1.126679E-02  7.162856E-04  2.892452E-03  3.998775E-03  1.126106E-03  1.076893E-03  4.177510E-03  2.928377E-04  7.252738E-03  1.191819E-02  1.092811E-03
 2.791500E+02  5.520767E-01  2.303342E-01  3.164059E-02  4.161194E-02  4.631693E-02  5.532990E-02  2.993713E-02  1.277171E-02  1.745599E-04  1.196768E-02  2.563237E-02  2.670582E-02  3.721392E-02  2.868905E-03  2.468091E-02  1.893048E-02  1.365830E-02  1.524479E-02  9.337385E-04  1.805691E-02  2.472032E-03  3.825523E-03  6.721121E-05  6.601324E-02  8.035664E-02  3.914874E-02  1.816836E-04  3.053567E-04  2.895097E-01  3.921631E-01  3.064576E-01  8.813798E-04  1.297814E-02  1.301956E-02  3.103403E-01  5.335650E+00  4.796382E-02  5.342682E-03  2.600521E-01  9.099207E-02  1.317496E-01  4.329093E-02  3.782117E-02  4.342494E-02  1.052427E-02  1.095165E-02  4.387906E-02  8.966270E-02  1.505369E-02  4.693556E-02  1.078450E-02  6.788350E-04  2.745339E-03  3.787587E-03  1.061829E-03  1.006870E-03  3.903144E-03  2.749632E-04  6.702530E-03  1.099074E-02  9.800151E-04
 2.801500E+02  5.577573E-01  2.287576E-01  3.054315E-02  4.018165E-02  4.472811E-02  5.344805E-02  2.791830E-02  1.194923E-02  1.639348E-04  1.119558E-02  2.400229E-02  2.499158E-02  3.480155E-02  2.557388E-03  2.220889E-02  1.702753E-02  1.230428E-02  1.314512E-02  8.066113E-04  1.891736E-02  2.625798E-03  3.999646E-03  7.288934E-05  6.690178E-02  8.201490E-02  3.942500E-02  1.892921E-04  3.177179E-04  2.846908E-01  3.853536E-01  3.040298E-01  8.861939E-04  1.298789E-02  1.302893E-02  3.112685E-01  5.469569E+00  4.896827E-02  5.398303E-03  2.550413E-01  8.964992E-02  1.286708E-01  4.326563E-02  3.776784E-02  4.262369E-02  1.027346E-02  1.067782E-02  4.138689E-02  8.533272E-02  1.455090E-02  4.480597E-02  1.030124E-02  6.420911E-04  2.600607E-03  3.580593E-03  9.984160E-04  9.388230E-04  3.636834E-03  2.574640E-04  6.178079E-03  1.010947E-02  8.760673E-04
 2.811500E+02  5.628410E-01  2.267909E-01  2.941638E-02  3.871176E-02  4.309495E-02  5.151195E-02  2.596366E-02  1.114856E-02  1.535235E-04  1.044411E-02  2.241311E-02  2.332217E-02  3.245498E-02  2.272479E-03  1.991986E-02  1.526639E-02  1.104857E-02  1.129324E-02  6.942385E-04  1.980695E-02  2.787428E-03  4.179933E-03  7.899440E-05  6.779336E-02  8.369253E-02  3.970307E-02  1.971731E-04  3.305079E-04  2.800195E-01  3.787568E-01  3.016754E-01  8.911135E-04  1.299934E-02  1.304001E-02  3.122339E-01  5.600294E+00  4.994091E-02  5.449568E-03  2.499706E-01  8.826976E-02  1.255998E-01  4.316622E-02  3.765015E-02  4.177418E-02  1.001476E-02  1.039653E-02  3.899431E-02  8.112007E-02  1.403393E-02  4.268613E-02  9.819564E-03  6.061907E-04  2.458828E-03  3.378546E-03  9.362242E-04  8.730375E-04  3.379664E-03  2.404264E-04  5.680376E-03  9.275673E-03  7.807197E-04
 2.821500E+02  5.673197E-01  2.244526E-01  2.826801E-02  3.721239E-02  4.142871E-02  4.953503E-02  2.408095E-02  1.037333E-02  1.433798E-04  9.716661E-03  2.087227E-02  2.170521E-02  3.018466E-02  2.013103E-03  1.781066E-02  1.364447E-02  9.889784E-03  9.667884E-03  5.953972E-04  2.072598E-02  2.957221E-03  4.366548E-03  8.555469E-05  6.868858E-02  8.539037E-02  3.998357E-02  2.053375E-04  3.437441E-04  2.754961E-01  3.723722E-01  2.993987E-01  8.961568E-04  1.301273E-02  1.305304E-02  3.132424E-01  5.727563E+00  5.088028E-02  5.496497E-03  2.448551E-01  8.685662E-02  1.225435E-01  4.299493E-02  3.747020E-02  4.088168E-02  9.749533E-03  1.010921E-02  3.670234E-02  7.703208E-02  1.350633E-02  4.058654E-02  9.341912E-03  5.712560E-04  2.320520E-03  3.182117E-03  8.755759E-04  8.097572E-04  3.132553E-03  2.239267E-04  5.210088E-03  8.490116E-03  6.936617E-04
