#         T/K            m1          m2-1          m3-1          m4-1          m5-1          m5-2          m6-2          m6-3          m6-4          m6-5          m6-7          m6-8            w1            w2          w3-1          w3-2          w4-1          w4-2          w5-2          w5-6          w5-7          w6-1          w6-2          w6-4          w6-5          w6-7          w6-8         w6-10        m1w1-1        m1w1-4        m1w2-1        m1w3-1        m1w4-1        m1w4-7        m1w4-9        m1w5-2        m1w5-3        m1w5-4        m1w5-5        m1w5-6        m1w5-9        m2w1-1        m2w1-3        m2w2-1        m2w3-1        m2w3-6        m2w3-7        m2w4-1        m2w4-4        m2w4-5        m2w4-6        m2w4-9        m3w1-1        m3w1-2        m3w2-1        m3w3-1        m3w3-3        m3w3-5        m3w3-7        m3w3-9        m4w1-2        m4w1-5        m4w2-1        m4w2-7        m4w2-8        m5w1-1        m5w1-6        m5w1-8        m5w1-9
 2.731500E+02  1.451928E-03  3.417042E-04  8.679904E-04  6.314863E-02  7.151138E-02  2.244412E-01  8.270102E-02  3.861673E-02  2.374120E-02  3.164782E-02  1.131846E-02  4.656130E-02  1.720880E-04  1.958540E-05  2.267143E-05  3.181043E-07  2.857644E-04  3.331074E-04  9.965784E-05  3.752875E-07  6.360929E-07  4.632114E-04  6.303322E-04  4.644140E-04  1.230046E-06  1.864651E-05  1.870970E-05  4.397505E-04  6.505656E-05  8.855952E-05  6.304792E-05  1.622161E-03  1.804398E-04  4.524807E-04  2.793090E-03  2.434009E-04  1.037872E-03  1.411720E-04  1.372544E-03  1.217763E-03  5.266767E-04  1.926053E-04  2.439372E-04  5.812629E-03  7.757480E-04  1.248714E-04  3.790491E-04  3.051678E-03  2.674631E-03  1.640634E-03  6.312885E-04  1.852945E-03  3.456699E-02  2.349358E-02  9.618880E-03  6.335550E-03  1.531811E-03  1.177109E-04  1.873909E-03  2.721204E-03  2.812122E-02  3.867247E-02  5.782178E-03  9.041313E-03  3.364632E-03  3.595171E-02  5.602514E-02  5.866933E-02  5.760820E-02
 2.741500E+02  1.512279E-03  3.613468E-04  9.029404E-04  6.386583E-02  7.168508E-02  2.253157E-01  8.214650E-02  3.859017E-02  2.359909E-02  3.146385E-02  1.129389E-02  4.652789E-02  1.797022E-04  2.082784E-05  2.380630E-05  3.470086E-07  2.916098E-04  3.424256E-04  1.014132E-04  3.956716E-07  6.696687E-07  4.615796E-04  6.276187E-04  4.670594E-04  1.254455E-06  1.892253E-05  1.898602E-05  4.473157E-04  6.902385E-05  9.395411E-05  6.603213E-05  1.653281E-03  1.829690E-04  4.587681E-04  2.841561E-03  2.427200E-04  1.031636E-03  1.405040E-04  1.363912E-03  1.211005E-03  5.241832E-04  2.010793E-04  2.547711E-04  5.911560E-03  7.832492E-04  1.260529E-04  3.833076E-04  3.024528E-03  2.653597E-03  1.637130E-03  6.305297E-04  1.838892E-03  3.508363E-02  2.383847E-02  9.721126E-03  6.317925E-03  1.522060E-03  1.177902E-04  1.868052E-03  2.711189E-03  2.834714E-02  3.897075E-02  5.735152E-03  8.966282E-03  3.338560E-03  3.548994E-02  5.559603E-02  5.782398E-02  5.695914E-02
 2.751500E+02  1.574685E-03  3.819629E-04  9.390127E-04  6.458361E-02  7.185457E-02  2.261767E-01  8.159488E-02  3.856159E-02  2.345745E-02  3.128040E-02  1.126888E-02  4.649206E-02  1.875888E-04  2.213739E-05  2.498547E-05  3.782505E-07  2.974662E-04  3.518587E-04  1.031581E-04  4.168928E-07  7.045737E-07  4.598088E-04  6.247260E-04  4.695418E-04  1.278738E-06  1.919434E-05  1.925811E-05  4.548047E-04  7.319849E-05  9.963044E-05  6.912723E-05  1.684477E-03  1.854719E-04  4.649888E-04  2.889853E-03  2.419741E-04  1.025180E-03  1.398020E-04  1.354994E-03  1.203980E-03  5.215664E-04  2.098479E-04  2.659863E-04  6.010680E-03  7.906196E-04  1.272127E-04  3.875109E-04  2.997063E-03  2.632221E-03  1.633253E-03  6.296208E-04  1.824594E-03  3.560131E-02  2.418393E-02  9.822348E-03  6.299202E-03  1.512131E-03  1.178445E-04  1.861876E-03  2.700735E-03  2.857057E-02  3.926551E-02  5.687963E-03  8.891003E-03  3.312349E-03  3.503354E-02  5.516737E-02  5.699052E-02  5.631586E-02
 2.761500E+02  1.639181E-03  4.035893E-04  9.762276E-04  6.530170E-02  7.201980E-02  2.270239E-01  8.104628E-02  3.853108E-02  2.331634E-02  3.109755E-02  1.124348E-02  4.645391E-02  1.957529E-04  2.351678E-05  2.620992E-05  4.119918E-07  3.033296E-04  3.614027E-04  1.048912E-04  4.389704E-07  7.408369E-07  4.579032E-04  6.216601E-04  4.718611E-04  1.302881E-06  1.946178E-05  1.952579E-05  4.622123E-04  7.758874E-05  1.055997E-04  7.233557E-05  1.715729E-03  1.879472E-04  4.711391E-04  2.937937E-03  2.411651E-04  1.018513E-03  1.390672E-04  1.345804E-03  1.196696E-03  5.188305E-04  2.189169E-04  2.775907E-04  6.109940E-03  7.978560E-04  1.283503E-04  3.916571E-04  2.969307E-03  2.610526E-03  1.629011E-03  6.285653E-04  1.810065E-03  3.611980E-02  2.452980E-02  9.922507E-03  6.279418E-03  1.502036E-03  1.178741E-04  1.855392E-03  2.689857E-03  2.879146E-02  3.955667E-02  5.640638E-03  8.815517E-03  3.286016E-03  3.458253E-02  5.473932E-02  5.616891E-02  5.567845E-02
 2.771500E+02  1.705820E-03  4.262669E-04  1.014611E-03  6.602001E-02  7.218082E-02  2.278575E-01  8.050073E-02  3.849867E-02  2.317577E-02  3.091531E-02  1.121769E-02  4.641349E-02  2.042015E-04  2.496901E-05  2.748076E-05  4.484055E-07  3.091973E-04  3.710542E-04  1.066115E-04  4.619242E-07  7.784873E-07  4.558663E-04  6.184260E-04  4.740172E-04  1.326863E-06  1.972464E-05  1.978888E-05  4.695331E-04  8.220367E-05  1.118743E-04  7.565992E-05  1.747027E-03  1.903937E-04  4.772161E-04  2.985789E-03  2.402944E-04  1.011644E-03  1.383007E-04  1.336353E-03  1.189163E-03  5.159793E-04  2.282933E-04  2.895936E-04  6.209311E-03  8.049560E-04  1.294653E-04  3.957446E-04  2.941280E-03  2.588528E-03  1.624412E-03  6.273660E-04  1.795316E-03  3.663900E-02  2.487602E-02  1.002158E-02  6.258596E-03  1.491782E-03  1.178793E-04  1.848608E-03  2.678566E-03  2.900975E-02  3.984419E-02  5.593193E-03  8.739854E-03  3.259572E-03  3.413686E-02  5.431197E-02  5.535899E-02  5.504690E-02
 2.781500E+02  1.774657E-03  4.500381E-04  1.054188E-03  6.673850E-02  7.233766E-02  2.286774E-01  7.995822E-02  3.846439E-02  2.303574E-02  3.073368E-02  1.119151E-02  4.637084E-02  2.129419E-04  2.649715E-05  2.879912E-05  4.876749E-07  3.150664E-04  3.808101E-04  1.083179E-04  4.857736E-07  8.175537E-07  4.537017E-04  6.150288E-04  4.760098E-04  1.350667E-06  1.998276E-05  2.004719E-05  4.767617E-04  8.705266E-05  1.184669E-04  7.910303E-05  1.778359E-03  1.928100E-04  4.832168E-04  3.033385E-03  2.393636E-04  1.004581E-03  1.375034E-04  1.326650E-03  1.181391E-03  5.130165E-04  2.379842E-04  3.020043E-04  6.308765E-03  8.119173E-04  1.305573E-04  3.997720E-04  2.913002E-03  2.566245E-03  1.619465E-03  6.260254E-04  1.780360E-03  3.715882E-02  2.522251E-02  1.011953E-02  6.236761E-03  1.481375E-03  1.178605E-04  1.841530E-03  2.666873E-03  2.922544E-02  4.012803E-02  5.545646E-03  8.664039E-03  3.233028E-03  3.369649E-02  5.388538E-02  5.456061E-02  5.442120E-02
 2.791500E+02  1.845745E-03  4.749463E-04  1.094986E-03  6.745708E-02  7.249035E-02  2.294837E-01  7.941876E-02  3.842828E-02  2.289625E-02  3.055267E-02  1.116496E-02  4.632597E-02  2.219813E-04  2.810440E-05  3.016613E-05  5.299935E-07  3.209342E-04  3.906670E-04  1.100095E-04  5.105380E-07  8.580644E-07  4.514130E-04  6.114736E-04  4.778389E-04  1.374277E-06  2.023594E-05  2.030054E-05  4.838928E-04  9.214537E-05  1.253907E-04  8.266772E-05  1.809712E-03  1.951950E-04  4.891381E-04  3.080699E-03  2.383741E-04  9.973298E-04  1.366764E-04  1.316706E-03  1.173388E-03  5.099458E-04  2.479968E-04  3.148324E-04  6.408274E-03  8.187377E-04  1.316261E-04  4.037378E-04  2.884492E-03  2.543694E-03  1.614177E-03  6.245463E-04  1.765208E-03  3.767915E-02  2.556921E-02  1.021634E-02  6.213939E-03  1.470823E-03  1.178180E-04  1.834167E-03  2.654791E-03  2.943848E-02  4.040817E-02  5.498012E-03  8.588099E-03  3.206393E-03  3.326138E-02  5.345963E-02  5.377362E-02  5.380134E-02
 2.801500E+02  1.919140E-03  5.010364E-04  1.137030E-03  6.817570E-02  7.263891E-02  2.302764E-01  7.888234E-02  3.839035E-02  2.275732E-02  3.037230E-02  1.113805E-02  4.627894E-02  2.313270E-04  2.979402E-05  3.158293E-05  5.755657E-07  3.267979E-04  4.006215E-04  1.116851E-04  5.362361E-07  9.000471E-07  4.490039E-04  6.077656E-04  4.795046E-04  1.397673E-06  2.048402E-05  2.054876E-05  4.909214E-04  9.749175E-05  1.326591E-04  8.635676E-05  1.841075E-03  1.975477E-04  4.949772E-04  3.127709E-03  2.373276E-04  9.898998E-04  1.358207E-04  1.306533E-03  1.165163E-03  5.067709E-04  2.583383E-04  3.280874E-04  6.507810E-03  8.254152E-04  1.326712E-04  4.076407E-04  2.855768E-03  2.520889E-03  1.608556E-03  6.229314E-04  1.749870E-03  3.819989E-02  2.591606E-02  1.031198E-02  6.190154E-03  1.460133E-03  1.177521E-04  1.826526E-03  2.642329E-03  2.964885E-02  4.068455E-02  5.450308E-03  8.512059E-03  3.179678E-03  3.283147E-02  5.303478E-02  5.299786E-02  5.318731E-02
 2.811500E+02  1.994899E-03  5.283547E-04  1.180349E-03  6.889428E-02  7.278338E-02  2.310557E-01  7.834896E-02  3.835064E-02  2.261894E-02  3.019257E-02  1.111079E-02  4.622976E-02  2.409865E-04  3.156937E-05  3.305064E-05  6.246070E-07  3.326546E-04  4.106701E-04  1.133437E-04  5.628868E-07  9.435290E-07  4.464780E-04  6.039099E-04  4.810073E-04  1.420838E-06  2.072683E-05  2.079168E-05  4.978422E-04  1.031021E-04  1.402861E-04  9.017299E-05  1.872436E-03  1.998667E-04  5.007314E-04  3.174389E-03  2.362254E-04  9.822981E-04  1.349373E-04  1.296139E-03  1.156725E-03  5.034955E-04  2.690159E-04  3.417790E-04  6.607343E-03  8.319478E-04  1.336925E-04  4.114793E-04  2.826850E-03  2.497849E-03  1.602610E-03  6.211836E-04  1.734359E-03  3.872095E-02  2.626299E-02  1.040642E-02  6.165430E-03  1.449312E-03  1.176631E-04  1.818615E-03  2.629501E-03  2.985651E-02  4.095715E-02  5.402548E-03  8.435945E-03  3.152892E-03  3.240673E-02  5.261092E-02  5.223321E-02  5.257908E-02
 2.821500E+02  2.073078E-03  5.569489E-04  1.224968E-03  6.961276E-02  7.292380E-02  2.318215E-01  7.781863E-02  3.830918E-02  2.248113E-02  3.001349E-02  1.108317E-02  4.617849E-02  2.509675E-04  3.343392E-05  3.457039E-05  6.773450E-07  3.385016E-04  4.208090E-04  1.149844E-04  5.905081E-07  9.885366E-07  4.438390E-04  5.999117E-04  4.823473E-04  1.443757E-06  2.096421E-05  2.102914E-05  5.046504E-04  1.089869E-04  1.482861E-04  9.411924E-05  1.903783E-03  2.021511E-04  5.063980E-04  3.220718E-03  2.350693E-04  9.745323E-04  1.340273E-04  1.285535E-03  1.148082E-03  5.001233E-04  2.800371E-04  3.559169E-04  6.706845E-03  8.383336E-04  1.346895E-04  4.152523E-04  2.797754E-03  2.474588E-03  1.596346E-03  6.193055E-04  1.718685E-03  3.924223E-02  2.660994E-02  1.049965E-02  6.139792E-03  1.438365E-03  1.175514E-04  1.810441E-03  2.616316E-03  3.006145E-02  4.122594E-02  5.354748E-03  8.359780E-03  3.126044E-03  3.198710E-02  5.218808E-02  5.147949E-02  5.197665E-02
