#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            w1            w2          w3-1          w3-2        c1w1-2        c1w2-1        c2w1-1        c2w1-9
 2.731500E+02  3.195882E-02  3.536209E-05  1.381277E-08  1.812960E-08  2.017062E-08  2.405095E-08  6.918959E-03  1.718694E-05  5.789749E-07  8.123636E-09  5.579590E-03  1.015691E-06  1.263190E-07  1.109214E-07
 2.741500E+02  3.186218E-02  3.465577E-05  1.315027E-08  1.726590E-08  1.921112E-08  2.291409E-08  6.950936E-03  1.700789E-05  5.472094E-07  7.976306E-09  5.483404E-03  9.650966E-07  1.209839E-07  1.061450E-07
 2.751500E+02  3.176596E-02  3.396867E-05  1.252434E-08  1.644960E-08  1.830420E-08  2.183920E-08  6.981903E-03  1.682798E-05  5.172145E-07  7.830016E-09  5.388952E-03  9.171591E-07  1.158997E-07  1.015973E-07
 2.761500E+02  3.167017E-02  3.330014E-05  1.193271E-08  1.567777E-08  1.744665E-08  2.082250E-08  7.011873E-03  1.664737E-05  4.888933E-07  7.684878E-09  5.296212E-03  8.717347E-07  1.110534E-07  9.726635E-08
 2.771500E+02  3.157478E-02  3.264957E-05  1.137328E-08  1.494772E-08  1.663543E-08  1.986045E-08  7.040861E-03  1.646622E-05  4.621534E-07  7.540990E-09  5.205160E-03  8.286876E-07  1.064332E-07  9.314099E-08
 2.781500E+02  3.147982E-02  3.201636E-05  1.084409E-08  1.425689E-08  1.586775E-08  1.894975E-08  7.068881E-03  1.628470E-05  4.369074E-07  7.398448E-09  5.115775E-03  7.878896E-07  1.020274E-07  8.921063E-08
 2.791500E+02  3.138526E-02  3.139994E-05  1.034330E-08  1.360293E-08  1.514098E-08  1.808732E-08  7.095946E-03  1.610295E-05  4.130726E-07  7.257337E-09  5.028033E-03  7.492193E-07  9.782540E-08  8.546529E-08
 2.801500E+02  3.129111E-02  3.079977E-05  9.869193E-09  1.298362E-08  1.445268E-08  1.727030E-08  7.122071E-03  1.592110E-05  3.905704E-07  7.117736E-09  4.941910E-03  7.125620E-07  9.381687E-08  8.189551E-08
 2.811500E+02  3.119737E-02  3.021530E-05  9.420188E-09  1.239690E-08  1.380056E-08  1.649599E-08  7.147270E-03  1.573931E-05  3.693267E-07  6.979715E-09  4.857384E-03  6.778092E-07  8.999215E-08  7.849234E-08
 2.821500E+02  3.110404E-02  2.964605E-05  8.994787E-09  1.184086E-08  1.318248E-08  1.576188E-08  7.171560E-03  1.555769E-05  3.492710E-07  6.843340E-09  4.774431E-03  6.448582E-07  8.634207E-08  7.524735E-08
 2.831500E+02  3.101110E-02  2.909151E-05  8.591598E-09  1.131368E-08  1.259644E-08  1.506564E-08  7.194953E-03  1.537637E-05  3.303369E-07  6.708669E-09  4.693028E-03  6.136122E-07  8.285798E-08  7.215254E-08
 2.841500E+02  3.091857E-02  2.855123E-05  8.209318E-09  1.081368E-08  1.204059E-08  1.440505E-08  7.217466E-03  1.519547E-05  3.124614E-07  6.575754E-09  4.613149E-03  5.839795E-07  7.953164E-08  6.920034E-08
 2.851500E+02  3.082644E-02  2.802475E-05  7.846729E-09  1.033929E-08  1.151316E-08  1.377808E-08  7.239113E-03  1.501509E-05  2.955850E-07  6.444641E-09  4.534772E-03  5.558734E-07  7.635528E-08  6.638360E-08
 2.861500E+02  3.073470E-02  2.751163E-05  7.502692E-09  9.889035E-09  1.101253E-08  1.318278E-08  7.259910E-03  1.483533E-05  2.796515E-07  6.315372E-09  4.457873E-03  5.292119E-07  7.332154E-08  6.369555E-08
 2.871500E+02  3.064335E-02  2.701146E-05  7.176139E-09  9.461528E-09  1.053717E-08  1.261737E-08  7.279872E-03  1.465630E-05  2.646078E-07  6.187982E-09  4.382428E-03  5.039177E-07  7.042343E-08  6.112979E-08
 2.881500E+02  3.055240E-02  2.652383E-05  6.866070E-09  9.055480E-09  1.008564E-08  1.208015E-08  7.299013E-03  1.447809E-05  2.504035E-07  6.062501E-09  4.308412E-03  4.799175E-07  6.765433E-08  5.868024E-08
 2.891500E+02  3.046185E-02  2.604837E-05  6.571551E-09  8.669676E-09  9.656585E-09  1.156953E-08  7.317350E-03  1.430078E-05  2.369913E-07  5.938956E-09  4.235803E-03  4.571421E-07  6.500797E-08  5.634117E-08
 2.901500E+02  3.037168E-02  2.558468E-05  6.291702E-09  8.302981E-09  9.248757E-09  1.108404E-08  7.334897E-03  1.412446E-05  2.243263E-07  5.817367E-09  4.164576E-03  4.355262E-07  6.247841E-08  5.410712E-08
 2.911500E+02  3.028190E-02  2.513242E-05  6.025702E-09  7.954328E-09  8.860971E-09  1.062228E-08  7.351669E-03  1.394920E-05  2.123662E-07  5.697752E-09  4.094709E-03  4.150078E-07  6.006002E-08  5.197295E-08
 2.921500E+02  3.019251E-02  2.469123E-05  5.772779E-09  7.622717E-09  8.492115E-09  1.018294E-08  7.367681E-03  1.377507E-05  2.010711E-07  5.580124E-09  4.026177E-03  3.955285E-07  5.774744E-08  4.993378E-08
 2.931500E+02  3.010351E-02  2.426079E-05  5.532208E-09  7.307209E-09  8.141147E-09  9.764791E-09  7.382949E-03  1.360214E-05  1.904034E-07  5.464492E-09  3.958957E-03  3.770332E-07  5.553561E-08  4.798498E-08
 2.941500E+02  3.001490E-02  2.384077E-05  5.303310E-09  7.006922E-09  7.807090E-09  9.366683E-09  7.397487E-03  1.343046E-05  1.803273E-07  5.350863E-09  3.893027E-03  3.594695E-07  5.341973E-08  4.612216E-08
 2.951500E+02  2.992666E-02  2.343085E-05  5.085447E-09  6.721027E-09  7.489024E-09  8.987529E-09  7.411310E-03  1.326010E-05  1.708094E-07  5.239239E-09  3.828363E-03  3.427880E-07  5.139523E-08  4.434118E-08
 2.961500E+02  2.983881E-02  2.303075E-05  4.878017E-09  6.448747E-09  7.186085E-09  8.626310E-09  7.424432E-03  1.309112E-05  1.618179E-07  5.129620E-09  3.764942E-03  3.269422E-07  4.945778E-08  4.263808E-08
 2.971500E+02  2.975135E-02  2.264016E-05  4.680458E-09  6.189349E-09  6.897461E-09  8.282069E-09  7.436869E-03  1.292355E-05  1.533231E-07  5.022003E-09  3.702742E-03  3.118878E-07  4.760328E-08  4.100913E-08
 2.981500E+02  2.966426E-02  2.225881E-05  4.492239E-09  5.942145E-09  6.622387E-09  7.953903E-09  7.448635E-03  1.275744E-05  1.452967E-07  4.916382E-09  3.641740E-03  2.975832E-07  4.582782E-08  3.945080E-08
 2.991500E+02  2.957756E-02  2.188644E-05  4.312863E-09  5.706488E-09  6.360146E-09  7.640964E-09  7.459743E-03  1.259284E-05  1.377122E-07  4.812749E-09  3.581915E-03  2.839888E-07  4.412770E-08  3.795971E-08
 3.001500E+02  2.949123E-02  2.152277E-05  4.141859E-09  5.481767E-09  6.110059E-09  7.342452E-09  7.470209E-03  1.242978E-05  1.305445E-07  4.711094E-09  3.523244E-03  2.710675E-07  4.249941E-08  3.653268E-08
 3.011500E+02  2.940528E-02  2.116756E-05  3.978786E-09  5.267410E-09  5.871491E-09  7.057615E-09  7.480046E-03  1.226829E-05  1.237701E-07  4.611404E-09  3.465706E-03  2.587840E-07  4.093960E-08  3.516668E-08
 3.021500E+02  2.931971E-02  2.082056E-05  3.823228E-09  5.062875E-09  5.643841E-09  6.785743E-09  7.489267E-03  1.210842E-05  1.173665E-07  4.513665E-09  3.409279E-03  2.471048E-07  3.944511E-08  3.385885E-08
 3.031500E+02  2.923452E-02  2.048155E-05  3.674795E-09  4.867653E-09  5.426544E-09  6.526170E-09  7.497887E-03  1.195017E-05  1.113129E-07  4.417860E-09  3.353943E-03  2.359985E-07  3.801292E-08  3.260644E-08
