#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  6.471303E-03  1.449022E-06  1.145392E-10  1.503355E-10  1.672601E-10  1.994369E-10  3.766787E-02  1.247737E-04  5.948035E-06  2.666704E-04  2.238778E-07  7.346141E-07  1.283925E-08
 2.741500E+02  6.452774E-03  1.420545E-06  1.090995E-10  1.432442E-10  1.593824E-10  1.901037E-10  3.753560E-02  1.214259E-04  5.477224E-06  2.592109E-04  2.083661E-07  6.859299E-07  1.212063E-08
 2.751500E+02  6.434226E-03  1.392794E-06  1.039531E-10  1.365330E-10  1.519264E-10  1.812672E-10  3.740411E-02  1.181910E-04  5.046742E-06  2.520094E-04  1.940310E-07  6.407936E-07  1.144697E-08
 2.761500E+02  6.415665E-03  1.365749E-06  9.908263E-11  1.301795E-10  1.448673E-10  1.728985E-10  3.727340E-02  1.150647E-04  4.652890E-06  2.450555E-04  1.807760E-07  5.989253E-07  1.081520E-08
 2.771500E+02  6.397096E-03  1.339389E-06  9.447178E-11  1.241627E-10  1.381816E-10  1.649701E-10  3.714347E-02  1.120427E-04  4.292327E-06  2.383393E-04  1.685132E-07  5.600685E-07  1.022247E-08
 2.781500E+02  6.378524E-03  1.313695E-06  9.010528E-11  1.184628E-10  1.318477E-10  1.574565E-10  3.701431E-02  1.091209E-04  3.962039E-06  2.318516E-04  1.571625E-07  5.239885E-07  9.666129E-09
 2.791500E+02  6.359954E-03  1.288647E-06  8.596882E-11  1.130614E-10  1.258451E-10  1.503337E-10  3.688593E-02  1.062954E-04  3.659300E-06  2.255833E-04  1.466504E-07  4.904701E-07  9.143739E-09
 2.801500E+02  6.341389E-03  1.264227E-06  8.204904E-11  1.079413E-10  1.201546E-10  1.435792E-10  3.675833E-02  1.035625E-04  3.381645E-06  2.195259E-04  1.369100E-07  4.593160E-07  8.653024E-09
 2.811500E+02  6.322834E-03  1.240416E-06  7.833338E-11  1.030862E-10  1.147583E-10  1.371720E-10  3.663151E-02  1.009186E-04  3.126845E-06  2.136711E-04  1.278800E-07  4.303451E-07  8.191879E-09
 2.821500E+02  6.304294E-03  1.217198E-06  7.481007E-11  9.848098E-11  1.096393E-10  1.310923E-10  3.650545E-02  9.836028E-05  2.892881E-06  2.080110E-04  1.195043E-07  4.033913E-07  7.758348E-09
 2.831500E+02  6.285772E-03  1.194555E-06  7.146811E-11  9.411138E-11  1.047819E-10  1.253216E-10  3.638017E-02  9.588433E-05  2.677923E-06  2.025382E-04  1.117316E-07  3.783021E-07  7.350615E-09
 2.841500E+02  6.267271E-03  1.172471E-06  6.829714E-11  8.996405E-11  1.001712E-10  1.198423E-10  3.625565E-02  9.348758E-05  2.480314E-06  1.972454E-04  1.045149E-07  3.549373E-07  6.966994E-09
 2.851500E+02  6.248795E-03  1.150930E-06  6.528746E-11  8.602643E-11  9.579343E-11  1.146383E-10  3.613189E-02  9.116707E-05  2.298548E-06  1.921258E-04  9.781100E-08  3.331680E-07  6.605917E-09
 2.861500E+02  6.230347E-03  1.129916E-06  6.242998E-11  8.228676E-11  9.163541E-11  1.096941E-10  3.600890E-02  8.891992E-05  2.131262E-06  1.871727E-04  9.158050E-08  3.128758E-07  6.265928E-09
 2.871500E+02  6.211931E-03  1.109414E-06  5.971614E-11  7.873398E-11  8.768492E-11  1.049953E-10  3.588666E-02  8.674340E-05  1.977215E-06  1.823799E-04  8.578712E-08  2.939515E-07  5.945670E-09
 2.881500E+02  6.193548E-03  1.089410E-06  5.713793E-11  7.535771E-11  8.393044E-11  1.005283E-10  3.576518E-02  8.463488E-05  1.835280E-06  1.777413E-04  8.039759E-08  2.762947E-07  5.643882E-09
 2.891500E+02  6.175203E-03  1.069890E-06  5.468780E-11  7.214820E-11  8.036116E-11  9.628053E-11  3.564444E-02  8.259185E-05  1.704434E-06  1.732511E-04  7.538135E-08  2.598131E-07  5.359392E-09
 2.901500E+02  6.156898E-03  1.050841E-06  5.235869E-11  6.909628E-11  7.696690E-11  9.223989E-11  3.552445E-02  8.061190E-05  1.583744E-06  1.689038E-04  7.071034E-08  2.444214E-07  5.091107E-09
 2.911500E+02  6.138634E-03  1.032248E-06  5.014393E-11  6.619332E-11  7.373810E-11  8.839515E-11  3.540520E-02  7.869272E-05  1.472361E-06  1.646941E-04  6.635874E-08  2.300411E-07  4.838008E-09
 2.921500E+02  6.120415E-03  1.014099E-06  4.803726E-11  6.343122E-11  7.066578E-11  8.473571E-11  3.528669E-02  7.683211E-05  1.369513E-06  1.606168E-04  6.230283E-08  2.165996E-07  4.599147E-09
 2.931500E+02  6.102243E-03  9.963814E-07  4.603281E-11  6.080237E-11  6.774146E-11  8.125160E-11  3.516891E-02  7.502794E-05  1.274495E-06  1.566670E-04  5.852076E-08  2.040302E-07  4.373640E-09
 2.941500E+02  6.084119E-03  9.790835E-07  4.412504E-11  5.829957E-11  6.495720E-11  7.793345E-11  3.505186E-02  7.327818E-05  1.186666E-06  1.528402E-04  5.499244E-08  1.922710E-07  4.160662E-09
 2.951500E+02  6.066046E-03  9.621934E-07  4.230875E-11  5.591609E-11  6.230549E-11  7.477241E-11  3.493553E-02  7.158088E-05  1.105439E-06  1.491318E-04  5.169934E-08  1.812651E-07  3.959445E-09
 2.961500E+02  6.048025E-03  9.456997E-07  4.057904E-11  5.364556E-11  5.977929E-11  7.176017E-11  3.481992E-02  6.993418E-05  1.030279E-06  1.455376E-04  4.862439E-08  1.709598E-07  3.769269E-09
 2.971500E+02  6.030059E-03  9.295915E-07  3.893128E-11  5.148199E-11  5.737195E-11  6.888889E-11  3.470503E-02  6.833628E-05  9.606975E-07  1.420533E-04  4.575187E-08  1.613064E-07  3.589464E-09
 2.981500E+02  6.012148E-03  9.138580E-07  3.736115E-11  4.941976E-11  5.507720E-11  6.615118E-11  3.459084E-02  6.678546E-05  8.962480E-07  1.386750E-04  4.306727E-08  1.522597E-07  3.419406E-09
 2.991500E+02  5.994295E-03  8.984890E-07  3.586454E-11  4.745353E-11  5.288916E-11  6.354008E-11  3.447736E-02  6.528007E-05  8.365220E-07  1.353990E-04  4.055719E-08  1.437781E-07  3.258508E-09
 3.001500E+02  5.976501E-03  8.834744E-07  3.443760E-11  4.557831E-11  5.080225E-11  6.104902E-11  3.436458E-02  6.381852E-05  7.811459E-07  1.322216E-04  3.820926E-08  1.358230E-07  3.106224E-09
 3.011500E+02  5.958766E-03  8.688044E-07  3.307669E-11  4.378936E-11  4.881125E-11  5.867180E-11  3.425249E-02  6.239929E-05  7.297777E-07  1.291393E-04  3.601207E-08  1.283586E-07  2.962042E-09
 3.021500E+02  5.941093E-03  8.544697E-07  3.177839E-11  4.208224E-11  4.691119E-11  5.640259E-11  3.414109E-02  6.102093E-05  6.821041E-07  1.261488E-04  3.395506E-08  1.213517E-07  2.825486E-09
 3.031500E+02  5.923483E-03  8.404611E-07  3.053946E-11  4.045274E-11  4.509742E-11  5.423588E-11  3.403037E-02  5.968202E-05  6.378381E-07  1.232467E-04  3.202848E-08  1.147718E-07  2.696107E-09
 3.041500E+02  5.905937E-03  8.267698E-07  2.935687E-11  3.889690E-11  4.336553E-11  5.216646E-11  3.392034E-02  5.838122E-05  5.967165E-07  1.204301E-04  3.022330E-08  1.085902E-07  2.573486E-09
