#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  1.439804E-01  6.447876E-05  7.645169E-09  1.003447E-08  1.116414E-08  1.331185E-08  8.380747E-01  5.552197E-03  3.970146E-04  1.186633E-02  1.494321E-05  4.903342E-05  8.569835E-07
 2.741500E+02  1.441264E-01  6.345735E-05  7.310396E-09  9.598321E-09  1.067969E-08  1.273822E-08  8.383789E-01  5.424232E-03  3.670107E-04  1.157925E-02  1.396193E-05  4.596190E-05  8.121632E-07
 2.751500E+02  1.442677E-01  6.245825E-05  6.992486E-09  9.184000E-09  1.021945E-08  1.219308E-08  8.386722E-01  5.300140E-03  3.394730E-04  1.130107E-02  1.305164E-05  4.310348E-05  7.699893E-07
 2.761500E+02  1.444047E-01  6.148095E-05  6.690498E-09  8.790298E-09  9.782079E-09  1.167487E-08  8.389549E-01  5.179786E-03  3.141837E-04  1.103149E-02  1.220679E-05  4.044208E-05  7.302902E-07
 2.771500E+02  1.445374E-01  6.052492E-05  6.403550E-09  8.416078E-09  9.366319E-09  1.118211E-08  8.392278E-01  5.063036E-03  2.909454E-04  1.077018E-02  1.142228E-05  3.796294E-05  6.929061E-07
 2.781500E+02  1.446661E-01  5.958967E-05  6.130811E-09  8.060270E-09  8.970987E-09  1.071342E-08  8.394911E-01  4.949762E-03  2.695792E-04  1.051687E-02  1.069342E-05  3.565246E-05  6.576886E-07
 2.791500E+02  1.447907E-01  5.867469E-05  5.871500E-09  7.721870E-09  8.594968E-09  1.026749E-08  8.397454E-01  4.839843E-03  2.499229E-04  1.027126E-02  1.001593E-05  3.349813E-05  6.244992E-07
 2.801500E+02  1.449116E-01  5.777951E-05  5.624884E-09  7.399930E-09  8.237214E-09  9.843096E-09  8.399910E-01  4.733161E-03  2.318292E-04  1.003309E-02  9.385885E-06  3.148847E-05  5.932094E-07
 2.811500E+02  1.450288E-01  5.690364E-05  5.390272E-09  7.093562E-09  7.896739E-09  9.439075E-09  8.402284E-01  4.629603E-03  2.151643E-04  9.802081E-03  8.799670E-06  2.961288E-05  5.636991E-07
 2.821500E+02  1.451425E-01  5.604663E-05  5.167013E-09  6.801925E-09  7.572612E-09  9.054340E-09  8.404579E-01  4.529059E-03  1.998067E-04  9.577993E-03  8.253972E-06  2.786160E-05  5.358568E-07
 2.831500E+02  1.452528E-01  5.520801E-05  4.954496E-09  6.524231E-09  7.263960E-09  8.687864E-09  8.406798E-01  4.431427E-03  1.856459E-04  9.360582E-03  7.745745E-06  2.622563E-05  5.095783E-07
 2.841500E+02  1.453598E-01  5.438735E-05  4.752144E-09  6.259737E-09  6.969958E-09  8.338681E-09  8.408945E-01  4.336604E-03  1.725813E-04  9.149614E-03  7.272189E-06  2.469669E-05  4.847665E-07
 2.851500E+02  1.454636E-01  5.358421E-05  4.559415E-09  6.007742E-09  6.689830E-09  8.005879E-09  8.411023E-01  4.244496E-03  1.605214E-04  8.944865E-03  6.830729E-06  2.326712E-05  4.613309E-07
 2.861500E+02  1.455644E-01  5.279817E-05  4.375798E-09  5.767586E-09  6.422845E-09  7.688600E-09  8.413035E-01  4.155009E-03  1.493829E-04  8.746120E-03  6.418997E-06  2.192987E-05  4.391870E-07
 2.871500E+02  1.456622E-01  5.202881E-05  4.200811E-09  5.538647E-09  6.168312E-09  7.386032E-09  8.414983E-01  4.068053E-03  1.390898E-04  8.553172E-03  6.034810E-06  2.067841E-05  4.182560E-07
 2.881500E+02  1.457571E-01  5.127572E-05  4.034001E-09  5.320338E-09  5.925582E-09  7.097412E-09  8.416870E-01  3.983544E-03  1.295728E-04  8.365823E-03  5.676159E-06  1.950671E-05  3.984644E-07
 2.891500E+02  1.458493E-01  5.053852E-05  3.874939E-09  5.112107E-09  5.694041E-09  6.822019E-09  8.418699E-01  3.901399E-03  1.207688E-04  8.183880E-03  5.341194E-06  1.840923E-05  3.797432E-07
 2.901500E+02  1.459389E-01  4.981681E-05  3.723223E-09  4.913432E-09  5.473111E-09  6.559173E-09  8.420472E-01  3.821538E-03  1.126199E-04  8.007160E-03  5.028208E-06  1.738079E-05  3.620283E-07
 2.911500E+02  1.460258E-01  4.911022E-05  3.578471E-09  4.723821E-09  5.262247E-09  6.308232E-09  8.422191E-01  3.743885E-03  1.050736E-04  7.835485E-03  4.735626E-06  1.641665E-05  3.452596E-07
 2.921500E+02  1.461103E-01  4.841839E-05  3.440326E-09  4.542808E-09  5.060932E-09  6.068590E-09  8.423858E-01  3.668367E-03  9.808158E-05  7.668685E-03  4.461995E-06  1.551240E-05  3.293811E-07
 2.931500E+02  1.461924E-01  4.774095E-05  3.308447E-09  4.369957E-09  4.868680E-09  5.839674E-09  8.425475E-01  3.594914E-03  9.159989E-05  7.506597E-03  4.205975E-06  1.466395E-05  3.143401E-07
