#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1            w1            w2          w3-1          w3-2          c1m1        c1m2-1        c1m2-7        c2m1-1        c1w1-2        c1w2-1        c2w1-1        c2w1-9        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3      c1m1w1-1
 2.731500E+02  1.675967E-03  9.715714E-08  1.988290E-12  2.609679E-12  2.903475E-12  3.462033E-12  2.918484E-02  7.487690E-05  2.764627E-06  1.282444E-02  5.899041E-05  3.679830E-06  5.163194E-08  5.349177E-05  3.478256E-08  1.141326E-07  6.667724E-10  5.418289E-04  1.826444E-07  6.426736E-10  5.643354E-10  5.285236E-05  7.194631E-05  2.760222E-06  2.274394E-06  2.880550E-06  7.648618E-08
 2.741500E+02  1.678867E-03  9.612736E-08  1.920159E-12  2.521108E-12  2.805142E-12  3.345838E-12  2.907594E-02  7.283576E-05  2.544116E-06  1.278807E-02  5.751279E-05  3.401100E-06  4.957557E-08  5.222351E-05  3.250745E-08  1.070127E-07  6.351264E-10  5.310592E-04  1.717970E-07  6.168096E-10  5.411569E-10  5.149553E-05  7.009485E-05  2.548783E-06  2.096984E-06  2.656916E-06  7.167239E-08
 2.751500E+02  1.681581E-03  9.510049E-08  1.854418E-12  2.435611E-12  2.710214E-12  3.233624E-12  2.896783E-02  7.086485E-05  2.342649E-06  1.275169E-02  5.608062E-05  3.145128E-06  4.761352E-08  5.099033E-05  3.039428E-08  1.003781E-07  6.051124E-10  5.205313E-04  1.616494E-07  5.920702E-10  5.190070E-10  5.018226E-05  6.830305E-05  2.354841E-06  1.934544E-06  2.452073E-06  6.718782E-08
 2.761500E+02  1.684113E-03  9.407705E-08  1.790991E-12  2.353091E-12  2.618582E-12  3.125267E-12  2.886051E-02  6.896132E-05  2.158463E-06  1.271530E-02  5.469232E-05  2.909933E-06  4.574102E-08  4.979118E-05  2.843068E-08  9.419311E-08  5.766414E-10  5.102400E-04  1.521534E-07  5.684049E-10  4.978384E-10  4.891093E-05  6.656869E-05  2.176847E-06  1.785723E-06  2.264330E-06  6.300836E-08
 2.771500E+02  1.686469E-03  9.305755E-08  1.729802E-12  2.273449E-12  2.530139E-12  3.020643E-12  2.875396E-02  6.712247E-05  1.989969E-06  1.267891E-02  5.334638E-05  2.693715E-06  4.395354E-08  4.862508E-05  2.660527E-08  8.842496E-08  5.496290E-10  5.001803E-04  1.432643E-07  5.457651E-10  4.776058E-10  4.767999E-05  6.488963E-05  2.013400E-06  1.649296E-06  2.092158E-06  5.911177E-08
 2.781500E+02  1.688651E-03  9.204247E-08  1.670775E-12  2.196594E-12  2.444783E-12  2.919634E-12  2.864818E-02  6.534571E-05  1.835734E-06  1.264254E-02  5.204133E-05  2.494841E-06  4.224683E-08  4.749103E-05  2.490761E-08  8.304337E-08  5.239962E-10  4.903474E-04  1.349406E-07  5.241047E-10  4.582661E-10  4.648797E-05  6.326384E-05  1.863229E-06  1.524159E-06  1.934174E-06  5.547752E-08
 2.791500E+02  1.690664E-03  9.103227E-08  1.613840E-12  2.122433E-12  2.362412E-12  2.822122E-12  2.854317E-02  6.362857E-05  1.694463E-06  1.260620E-02  5.077578E-05  2.311826E-06  4.061683E-08  4.638810E-05  2.332808E-08  7.802043E-08  4.996679E-10  4.807364E-04  1.271438E-07  5.033796E-10  4.397783E-10  4.533342E-05  6.168934E-05  1.725179E-06  1.409311E-06  1.789123E-06  5.208668E-08
 2.801500E+02  1.692511E-03  9.002738E-08  1.558926E-12  2.050877E-12  2.282929E-12  2.727996E-12  2.843892E-02  6.196870E-05  1.564987E-06  1.256988E-02  4.954836E-05  2.143318E-06  3.905972E-08  4.531537E-05  2.185785E-08  7.333038E-08  4.765738E-10  4.713424E-04  1.198383E-07  4.835477E-10  4.221030E-10  4.421499E-05  6.016426E-05  1.598203E-06  1.303845E-06  1.655872E-06  4.892174E-08
 2.811500E+02  1.694197E-03  8.902820E-08  1.505965E-12  1.981840E-12  2.206236E-12  2.637143E-12  2.833542E-02  6.036384E-05  1.446248E-06  1.253361E-02  4.835776E-05  1.988089E-06  3.757187E-08  4.427195E-05  2.048879E-08  6.894940E-08  4.546471E-10  4.621608E-04  1.129907E-07  4.645687E-10  4.052030E-10  4.313135E-05  5.868680E-05  1.481351E-06  1.206938E-06  1.533389E-06  4.596656E-08
 2.821500E+02  1.695726E-03  8.803513E-08  1.454890E-12  1.915237E-12  2.132242E-12  2.549456E-12  2.823268E-02  5.881184E-05  1.337292E-06  1.249738E-02  4.720273E-05  1.845020E-06  3.614986E-08  4.325697E-05  1.921339E-08  6.485553E-08  4.338250E-10  4.531868E-04  1.065704E-07  4.464042E-10  3.890425E-10  4.208126E-05  5.725521E-05  1.373757E-06  1.117846E-06  1.420741E-06  4.320620E-08
