#         T/K            w1            w2          w3-1          w3-2          w4-1          w4-2          w5-2          w5-6          w5-7          w6-1          w6-2          w6-4          w6-5          w6-7          w6-8         w6-10
 3.881500E+02  9.949041E-01  5.067890E-03  2.052861E-05  6.719416E-06  2.403816E-07  5.176590E-07  6.714754E-10  4.686116E-11  7.294545E-11  5.518565E-12  7.142831E-12  1.178180E-11  9.863593E-14  1.031799E-12  1.032697E-12  2.896257E-11
 3.891500E+02  9.949583E-01  5.014638E-03  1.978256E-05  6.603261E-06  2.237282E-07  4.836638E-07  6.118325E-10  4.347886E-11  6.766104E-11  4.876507E-12  6.310492E-12  1.045972E-11  8.819507E-14  9.206961E-13  9.214844E-13  2.586813E-11
 3.901500E+02  9.950115E-01  4.962255E-03  1.906750E-05  6.489813E-06  2.083085E-07  4.520664E-07  5.577662E-10  4.035729E-11  6.278555E-11  4.312004E-12  5.578850E-12  9.291934E-12  7.890702E-14  8.220639E-13  8.227563E-13  2.311843E-11
 3.911500E+02  9.950639E-01  4.910724E-03  1.838200E-05  6.378995E-06  1.940255E-07  4.226867E-07  5.087302E-10  3.747512E-11  5.828543E-11  3.815354E-12  4.935289E-12  8.259760E-12  7.063945E-14  7.344477E-13  7.350561E-13  2.067353E-11
 3.921500E+02  9.951154E-01  4.860028E-03  1.772470E-05  6.270734E-06  1.807902E-07  3.953587E-07  4.642340E-10  3.481288E-11  5.413002E-11  3.378109E-12  4.368827E-12  7.346864E-12  6.327574E-14  6.565687E-13  6.571036E-13  1.849832E-11
 3.931500E+02  9.951661E-01  4.810149E-03  1.709430E-05  6.164960E-06  1.685209E-07  3.699298E-07  4.238369E-10  3.235278E-11  5.029131E-11  2.992911E-12  3.869895E-12  6.538947E-12  5.671312E-14  5.873021E-13  5.877726E-13  1.656187E-11
 3.941500E+02  9.952159E-01  4.761070E-03  1.648957E-05  6.061603E-06  1.571428E-07  3.462593E-07  3.871430E-10  3.007852E-11  4.674368E-11  2.653340E-12  3.430153E-12  5.823483E-12  5.086093E-14  5.256577E-13  5.260717E-13  1.483692E-11
 3.951500E+02  9.952649E-01  4.712777E-03  1.590936E-05  5.960596E-06  1.465872E-07  3.242176E-07  3.537963E-10  2.797521E-11  4.346371E-11  2.353796E-12  3.042326E-12  5.189495E-12  4.563916E-14  4.707633E-13  4.711278E-13  1.329944E-11
 3.961500E+02  9.953131E-01  4.665252E-03  1.535254E-05  5.861876E-06  1.367908E-07  3.036852E-07  3.234766E-10  2.602921E-11  4.042995E-11  2.089391E-12  2.700064E-12  4.627353E-12  4.097714E-14  4.218504E-13  4.221713E-13  1.192825E-11
 3.971500E+02  9.953605E-01  4.618480E-03  1.481808E-05  5.765379E-06  1.276956E-07  2.845518E-07  2.958957E-10  2.422803E-11  3.762279E-11  1.855853E-12  2.397817E-12  4.128605E-12  3.681243E-14  3.782410E-13  3.785237E-13  1.070463E-11
 3.981500E+02  9.954072E-01  4.572446E-03  1.430496E-05  5.671045E-06  1.192483E-07  2.667157E-07  2.707941E-10  2.256022E-11  3.502425E-11  1.649447E-12  2.130737E-12  3.685831E-12  3.308982E-14  3.393369E-13  3.395861E-13  9.612057E-12
 3.991500E+02  9.954531E-01  4.527136E-03  1.381223E-05  5.578816E-06  1.113997E-07  2.500831E-07  2.479378E-10  2.101530E-11  3.261786E-11  1.466904E-12  1.894583E-12  3.292509E-12  2.976044E-14  3.046100E-13  3.048297E-13  8.635928E-12
