#         T/K            m1          m2-1          m3-1            w1            w2          w3-1          w3-2        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3
 2.731500E+02  5.436095E-01  2.335934E-03  1.083412E-04  4.389347E-01  6.213803E-03  8.947047E-04  1.255366E-05  3.029763E-03  4.124325E-03  3.652281E-04  1.637775E-04  2.074264E-04
 2.741500E+02  5.437783E-01  2.281789E-03  1.001317E-04  4.392432E-01  6.077415E-03  8.292580E-04  1.208754E-05  2.962867E-03  4.033005E-03  3.383696E-04  1.515799E-04  1.920545E-04
 2.751500E+02  5.439403E-01  2.229299E-03  9.259940E-05  4.395383E-01  5.944807E-03  7.689897E-04  1.164159E-05  2.897887E-03  3.944312E-03  3.136534E-04  1.403697E-04  1.779213E-04
 2.761500E+02  5.440958E-01  2.178404E-03  8.568409E-05  4.398207E-01  5.815868E-03  7.134630E-04  1.121487E-05  2.834761E-03  3.858163E-03  2.908967E-04  1.300610E-04  1.649199E-04
 2.771500E+02  5.442453E-01  2.129047E-03  7.933143E-05  4.400913E-01  5.690489E-03  6.622798E-04  1.080647E-05  2.773430E-03  3.774473E-03  2.699332E-04  1.205761E-04  1.529527E-04
 2.781500E+02  5.443891E-01  2.081173E-03  7.349212E-05  4.403508E-01  5.568564E-03  6.150771E-04  1.041552E-05  2.713836E-03  3.693163E-03  2.506115E-04  1.118442E-04  1.419314E-04
 2.791500E+02  5.445275E-01  2.034728E-03  6.812149E-05  4.405997E-01  5.449991E-03  5.715242E-04  1.004120E-05  2.655921E-03  3.614156E-03  2.327937E-04  1.038010E-04  1.317756E-04
 2.801500E+02  5.446607E-01  1.989662E-03  6.317902E-05  4.408387E-01  5.334667E-03  5.313192E-04  9.682734E-06  2.599633E-03  3.537375E-03  2.163542E-04  9.638815E-05  1.224121E-04
 2.811500E+02  5.447890E-01  1.945926E-03  5.862793E-05  4.410683E-01  5.222494E-03  4.941865E-04  9.339377E-06  2.544918E-03  3.462749E-03  2.011787E-04  8.955251E-05  1.137745E-04
 2.821500E+02  5.449127E-01  1.903473E-03  5.443481E-05  4.412890E-01  5.113376E-03  4.598747E-04  9.010421E-06  2.491725E-03  3.390208E-03  1.871626E-04  8.324570E-05  1.058022E-04
 2.831500E+02  5.450320E-01  1.862259E-03  5.056928E-05  4.415013E-01  5.007221E-03  4.281540E-04  8.695195E-06  2.440005E-03  3.319684E-03  1.742109E-04  7.742365E-05  9.843996E-05
 2.841500E+02  5.451471E-01  1.822239E-03  4.700374E-05  4.417057E-01  4.903938E-03  3.988146E-04  8.393059E-06  2.389711E-03  3.251112E-03  1.622365E-04  7.204624E-05  9.163745E-05
 2.851500E+02  5.452583E-01  1.783372E-03  4.371307E-05  4.419026E-01  4.803438E-03  3.716646E-04  8.103405E-06  2.340797E-03  3.184427E-03  1.511603E-04  6.707686E-05  8.534880E-05
 2.861500E+02  5.453657E-01  1.745619E-03  4.067440E-05  4.420923E-01  4.705637E-03  3.465285E-04  7.825655E-06  2.293218E-03  3.119570E-03  1.409096E-04  6.248213E-05  7.953216E-05
 2.871500E+02  5.454694E-01  1.708942E-03  3.786687E-05  4.422753E-01  4.610452E-03  3.232458E-04  7.559261E-06  2.246932E-03  3.056482E-03  1.314181E-04  5.823159E-05  7.414927E-05
 2.881500E+02  5.455697E-01  1.673302E-03  3.527150E-05  4.424518E-01  4.517802E-03  3.016696E-04  7.303700E-06  2.201897E-03  2.995105E-03  1.226254E-04  5.429741E-05  6.916524E-05
 2.891500E+02  5.456668E-01  1.638666E-03  3.287096E-05  4.426222E-01  4.427610E-03  2.816652E-04  7.058477E-06  2.158074E-03  2.935385E-03  1.144760E-04  5.065417E-05  6.454813E-05
 2.901500E+02  5.457607E-01  1.604999E-03  3.064944E-05  4.427868E-01  4.339801E-03  2.631095E-04  6.823118E-06  2.115423E-03  2.877269E-03  1.069190E-04  4.727865E-05  6.026877E-05
 2.911500E+02  5.458516E-01  1.572268E-03  2.859251E-05  4.429458E-01  4.254301E-03  2.458895E-04  6.597177E-06  2.073908E-03  2.820706E-03  9.990805E-05  4.414957E-05  5.630045E-05
 2.921500E+02  5.459396E-01  1.540443E-03  2.668697E-05  4.430996E-01  4.171041E-03  2.299016E-04  6.380225E-06  2.033493E-03  2.765646E-03  9.340055E-05  4.124751E-05  5.261872E-05
 2.931500E+02  5.460249E-01  1.509492E-03  2.492077E-05  4.432482E-01  4.089951E-03  2.150507E-04  6.171859E-06  1.994143E-03  2.712042E-03  8.735745E-05  3.855465E-05  4.920120E-05
 2.941500E+02  5.461075E-01  1.479386E-03  2.328287E-05  4.433921E-01  4.010966E-03  2.012496E-04  5.971693E-06  1.955825E-03  2.659848E-03  8.174294E-05  3.605467E-05  4.602737E-05
 2.951500E+02  5.461877E-01  1.450099E-03  2.176319E-05  4.435314E-01  3.934022E-03  1.884183E-04  5.779359E-06  1.918506E-03  2.609020E-03  7.652417E-05  3.373264E-05  4.307841E-05
 2.961500E+02  5.462654E-01  1.421602E-03  2.035248E-05  4.436663E-01  3.859056E-03  1.764832E-04  5.594509E-06  1.882156E-03  2.559514E-03  7.167099E-05  3.157483E-05  4.033708E-05
 2.971500E+02  5.463408E-01  1.393870E-03  1.904228E-05  4.437970E-01  3.786009E-03  1.653767E-04  5.416811E-06  1.846743E-03  2.511291E-03  6.715569E-05  2.956868E-05  3.778754E-05
 2.981500E+02  5.464140E-01  1.366879E-03  1.782482E-05  4.439236E-01  3.714822E-03  1.550367E-04  5.245951E-06  1.812240E-03  2.464309E-03  6.295281E-05  2.770264E-05  3.541525E-05
 2.991500E+02  5.464850E-01  1.340604E-03  1.669299E-05  4.440464E-01  3.645441E-03  1.454059E-04  5.081626E-06  1.778619E-03  2.418531E-03  5.903895E-05  2.596610E-05  3.320684E-05
 3.001500E+02  5.465540E-01  1.315022E-03  1.564025E-05  4.441655E-01  3.577810E-03  1.364318E-04  4.923553E-06  1.745851E-03  2.373919E-03  5.539259E-05  2.434932E-05  3.115004E-05
 3.011500E+02  5.466210E-01  1.290110E-03  1.466061E-05  4.442811E-01  3.511877E-03  1.280659E-04  4.771458E-06  1.713912E-03  2.330438E-03  5.199392E-05  2.284335E-05  2.923356E-05
 3.021500E+02  5.466861E-01  1.265848E-03  1.374855E-05  4.443933E-01  3.447592E-03  1.202636E-04  4.625083E-06  1.682776E-03  2.288053E-03  4.882471E-05  2.143995E-05  2.744701E-05
 3.031500E+02  5.467494E-01  1.242215E-03  1.289903E-05  4.445022E-01  3.384906E-03  1.129839E-04  4.484181E-06  1.652418E-03  2.246731E-03  4.586816E-05  2.013153E-05  2.578082E-05
 3.041500E+02  5.468109E-01  1.219192E-03  1.210737E-05  4.446079E-01  3.323770E-03  1.061887E-04  4.348517E-06  1.622815E-03  2.206439E-03  4.310878E-05  1.891112E-05  2.422619E-05
 3.051500E+02  5.468708E-01  1.196758E-03  1.136931E-05  4.447107E-01  3.264140E-03  9.984321E-05  4.217868E-06  1.593944E-03  2.167146E-03  4.053233E-05  1.777229E-05  2.277500E-05
 3.061500E+02  5.469290E-01  1.174895E-03  1.068089E-05  4.448106E-01  3.205971E-03  9.391509E-05  4.092021E-06  1.565784E-03  2.128823E-03  3.812562E-05  1.670912E-05  2.141978E-05
 3.071500E+02  5.469856E-01  1.153587E-03  1.003848E-05  4.449077E-01  3.149219E-03  8.837460E-05  3.970772E-06  1.538314E-03  2.091441E-03  3.587652E-05  1.571614E-05  2.015362E-05
 3.081500E+02  5.470407E-01  1.132815E-03  9.438746E-06  4.450021E-01  3.093845E-03  8.319423E-05  3.853929E-06  1.511512E-03  2.054971E-03  3.377382E-05  1.478831E-05  1.897016E-05
 3.091500E+02  5.470944E-01  1.112563E-03  8.878599E-06  4.450939E-01  3.039807E-03  7.834860E-05  3.741306E-06  1.485359E-03  2.019386E-03  3.180716E-05  1.392100E-05  1.786352E-05
 3.101500E+02  5.471466E-01  1.092816E-03  8.355197E-06  4.451833E-01  2.987067E-03  7.381421E-05  3.632728E-06  1.459836E-03  1.984661E-03  2.996698E-05  1.310990E-05  1.682827E-05
 3.111500E+02  5.471975E-01  1.073557E-03  7.865915E-06  4.452702E-01  2.935586E-03  6.956936E-05  3.528027E-06  1.434925E-03  1.950769E-03  2.824443E-05  1.235105E-05  1.585941E-05
