#         T/K     Cv/J*K^-1     Cp/J*K^-1
 2.731500E+02  4.594062E+01  4.594260E+01
 2.741500E+02  4.597873E+01  4.598071E+01
 2.751500E+02  4.601692E+01  4.601888E+01
 2.761500E+02  4.605529E+01  4.605724E+01
 2.771500E+02  4.609392E+01  4.609585E+01
 2.781500E+02  4.613289E+01  4.613479E+01
 2.791500E+02  4.617225E+01  4.617413E+01
 2.801500E+02  4.621207E+01  4.621391E+01
 2.811500E+02  4.625238E+01  4.625420E+01
 2.821500E+02  4.629324E+01  4.629501E+01
 2.831500E+02  4.633465E+01  4.633639E+01
 2.841500E+02  4.637665E+01  4.637835E+01
 2.851500E+02  4.641923E+01  4.642090E+01
 2.861500E+02  4.646241E+01  4.646404E+01
 2.871500E+02  4.650617E+01  4.650776E+01
 2.881500E+02  4.655050E+01  4.655205E+01
 2.891500E+02  4.659539E+01  4.659690E+01
 2.901500E+02  4.664081E+01  4.664228E+01
 2.911500E+02  4.668673E+01  4.668817E+01
 2.921500E+02  4.673312E+01  4.673453E+01
 2.931500E+02  4.677996E+01  4.678133E+01
 2.941500E+02  4.682720E+01  4.682854E+01
 2.951500E+02  4.687481E+01  4.687612E+01
 2.961500E+02  4.692277E+01  4.692404E+01
 2.971500E+02  4.697102E+01  4.697227E+01
 2.981500E+02  4.701954E+01  4.702077E+01
 2.991500E+02  4.706830E+01  4.706950E+01
 3.001500E+02  4.711727E+01  4.711844E+01
 3.011500E+02  4.716641E+01  4.716756E+01
 3.021500E+02  4.721569E+01  4.721682E+01
 3.031500E+02  4.726509E+01  4.726620E+01
 3.041500E+02  4.731458E+01  4.731568E+01
 3.051500E+02  4.736414E+01  4.736522E+01
 3.061500E+02  4.741375E+01  4.741481E+01
 3.071500E+02  4.746337E+01  4.746442E+01
 3.081500E+02  4.751300E+01  4.751403E+01
 3.091500E+02  4.756261E+01  4.756363E+01
 3.101500E+02  4.761219E+01  4.761320E+01
 3.111500E+02  4.766172E+01  4.766271E+01
 3.121500E+02  4.771118E+01  4.771217E+01
 3.131500E+02  4.776057E+01  4.776155E+01
 3.141500E+02  4.780987E+01  4.781084E+01
 3.151500E+02  4.785906E+01  4.786003E+01
 3.161500E+02  4.790815E+01  4.790910E+01
 3.171500E+02  4.795711E+01  4.795806E+01
 3.181500E+02  4.800594E+01  4.800689E+01
 3.191500E+02  4.805463E+01  4.805557E+01
 3.201500E+02  4.810318E+01  4.810411E+01
 3.211500E+02  4.815157E+01  4.815250E+01
 3.221500E+02  4.819980E+01  4.820072E+01
 3.231500E+02  4.824786E+01  4.824878E+01
 3.241500E+02  4.829575E+01  4.829667E+01
 3.251500E+02  4.834346E+01  4.834438E+01
 3.261500E+02  4.839099E+01  4.839191E+01
 3.271500E+02  4.843834E+01  4.843925E+01
 3.281500E+02  4.848549E+01  4.848641E+01
 3.291500E+02  4.853246E+01  4.853337E+01
 3.301500E+02  4.857922E+01  4.858013E+01
 3.311500E+02  4.862578E+01  4.862669E+01
 3.321500E+02  4.867214E+01  4.867305E+01
 3.331500E+02  4.871830E+01  4.871921E+01
 3.341500E+02  4.876424E+01  4.876515E+01
 3.351500E+02  4.880998E+01  4.881089E+01
 3.361500E+02  4.885550E+01  4.885641E+01
 3.371500E+02  4.890081E+01  4.890172E+01
 3.381500E+02  4.894590E+01  4.894681E+01
 3.391500E+02  4.899077E+01  4.899168E+01
 3.401500E+02  4.903542E+01  4.903634E+01
 3.411500E+02  4.907985E+01  4.908077E+01
 3.421500E+02  4.912406E+01  4.912498E+01
 3.431500E+02  4.916804E+01  4.916896E+01
 3.441500E+02  4.921180E+01  4.921272E+01
 3.451500E+02  4.925533E+01  4.925626E+01
 3.461500E+02  4.929863E+01  4.929956E+01
 3.471500E+02  4.934171E+01  4.934264E+01
 3.481500E+02  4.938455E+01  4.938548E+01
 3.491500E+02  4.942716E+01  4.942810E+01
 3.501500E+02  4.946954E+01  4.947048E+01
 3.511500E+02  4.951169E+01  4.951263E+01
 3.521500E+02  4.955360E+01  4.955455E+01
 3.531500E+02  4.959528E+01  4.959623E+01
 3.541500E+02  4.963672E+01  4.963768E+01
 3.551500E+02  4.967792E+01  4.967889E+01
 3.561500E+02  4.971889E+01  4.971986E+01
 3.571500E+02  4.975962E+01  4.976059E+01
 3.581500E+02  4.980011E+01  4.980109E+01
 3.591500E+02  4.984036E+01  4.984134E+01
 3.601500E+02  4.988038E+01  4.988136E+01
 3.611500E+02  4.992014E+01  4.992113E+01
 3.621500E+02  4.995967E+01  4.996067E+01
 3.631500E+02  4.999896E+01  4.999996E+01
 3.641500E+02  5.003800E+01  5.003900E+01
 3.651500E+02  5.007680E+01  5.007781E+01
 3.661500E+02  5.011535E+01  5.011636E+01
 3.671500E+02  5.015366E+01  5.015468E+01
 3.681500E+02  5.019172E+01  5.019274E+01
 3.691500E+02  5.022953E+01  5.023056E+01
 3.701500E+02  5.026709E+01  5.026813E+01
 3.711500E+02  5.030441E+01  5.030546E+01
 3.721500E+02  5.034148E+01  5.034253E+01
 3.731500E+02  5.037830E+01  5.037935E+01
 3.741500E+02  5.041486E+01  5.041593E+01
 3.751500E+02  5.045118E+01  5.045225E+01
 3.761500E+02  5.048724E+01  5.048832E+01
 3.771500E+02  5.052305E+01  5.052413E+01
 3.781500E+02  5.055860E+01  5.055970E+01
 3.791500E+02  5.059390E+01  5.059500E+01
 3.801500E+02  5.062895E+01  5.063006E+01
 3.811500E+02  5.066374E+01  5.066485E+01
 3.821500E+02  5.069827E+01  5.069939E+01
 3.831500E+02  5.073254E+01  5.073368E+01
 3.841500E+02  5.076656E+01  5.076770E+01
 3.851500E+02  5.080031E+01  5.080146E+01
 3.861500E+02  5.083381E+01  5.083497E+01
 3.871500E+02  5.086704E+01  5.086821E+01
 3.881500E+02  5.090002E+01  5.090119E+01
 3.891500E+02  5.093273E+01  5.093391E+01
 3.901500E+02  5.096517E+01  5.096637E+01
 3.911500E+02  5.099736E+01  5.099856E+01
 3.921500E+02  5.102927E+01  5.103049E+01
 3.931500E+02  5.106093E+01  5.106215E+01
 3.941500E+02  5.109231E+01  5.109354E+01
 3.951500E+02  5.112343E+01  5.112467E+01
 3.961500E+02  5.115428E+01  5.115553E+01
 3.971500E+02  5.118486E+01  5.118612E+01
 3.981500E+02  5.121518E+01  1.654172E+03
 3.991500E+02  3.977636E+01  3.245688E+03
