#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.731500E+02  6.516940E+01  6.713793E+01  2.414022E+02
 2.741500E+02  6.523549E+01  6.721539E+01  2.416853E+02
 2.751500E+02  6.530122E+01  6.729246E+01  2.419659E+02
 2.761500E+02  6.536660E+01  6.736915E+01  2.422441E+02
 2.771500E+02  6.543163E+01  6.744546E+01  2.425200E+02
 2.781500E+02  6.549633E+01  6.752140E+01  2.427935E+02
 2.791500E+02  6.556068E+01  6.759697E+01  2.430647E+02
 2.801500E+02  6.562471E+01  6.767219E+01  2.433336E+02
 2.811500E+02  6.568842E+01  6.774705E+01  2.436004E+02
 2.821500E+02  6.575180E+01  6.782156E+01  2.438649E+02
 2.831500E+02  6.581487E+01  6.789572E+01  2.441273E+02
 2.841500E+02  6.587764E+01  6.796955E+01  2.443876E+02
 2.851500E+02  6.594010E+01  6.804305E+01  2.446458E+02
 2.861500E+02  6.600226E+01  6.811621E+01  2.449019E+02
 2.871500E+02  6.606413E+01  6.818905E+01  2.451560E+02
 2.881500E+02  6.612571E+01  6.826158E+01  2.454082E+02
 2.891500E+02  6.618702E+01  6.833379E+01  2.456584E+02
 2.901500E+02  6.624804E+01  6.840570E+01  2.459066E+02
 2.911500E+02  6.630879E+01  6.847730E+01  2.461530E+02
 2.921500E+02  6.636928E+01  6.854861E+01  2.463975E+02
 2.931500E+02  6.642950E+01  6.861962E+01  2.466401E+02
 2.941500E+02  6.648947E+01  6.869035E+01  2.468810E+02
 2.951500E+02  6.654918E+01  6.876080E+01  2.471201E+02
 2.961500E+02  6.660865E+01  6.883097E+01  2.473574E+02
 2.971500E+02  6.666788E+01  6.890087E+01  2.475930E+02
 2.981500E+02  6.672687E+01  6.897050E+01  2.478270E+02
 2.991500E+02  6.678562E+01  6.903987E+01  2.480593E+02
 3.001500E+02  6.684415E+01  6.910898E+01  2.482899E+02
 3.011500E+02  6.690245E+01  6.917785E+01  2.485190E+02
 3.021500E+02  6.696053E+01  6.924646E+01  2.487464E+02
 3.031500E+02  6.701840E+01  6.931483E+01  2.489723E+02
 3.041500E+02  6.707606E+01  6.938297E+01  2.491967E+02
 3.051500E+02  6.713352E+01  6.945087E+01  2.494196E+02
 3.061500E+02  6.719077E+01  6.951854E+01  2.496410E+02
 3.071500E+02  6.724783E+01  6.958599E+01  2.498610E+02
 3.081500E+02  6.730469E+01  6.965322E+01  2.500795E+02
 3.091500E+02  6.736136E+01  6.972024E+01  2.502966E+02
 3.101500E+02  6.741785E+01  6.978704E+01  2.505124E+02
 3.111500E+02  6.747416E+01  6.985364E+01  2.507267E+02
 3.121500E+02  6.753030E+01  6.992004E+01  2.509398E+02
 3.131500E+02  6.758626E+01  6.998623E+01  2.511515E+02
 3.141500E+02  6.764205E+01  7.005224E+01  2.513620E+02
 3.151500E+02  6.769768E+01  7.011805E+01  2.515711E+02
 3.161500E+02  6.775314E+01  7.018368E+01  2.517791E+02
 3.171500E+02  6.780846E+01  7.024913E+01  2.519857E+02
 3.181500E+02  6.786361E+01  7.031441E+01  2.521912E+02
 3.191500E+02  6.791862E+01  7.037950E+01  2.523955E+02
 3.201500E+02  6.797348E+01  7.044443E+01  2.525986E+02
 3.211500E+02  6.802820E+01  7.050920E+01  2.528006E+02
 3.221500E+02  6.808278E+01  7.057380E+01  2.530015E+02
 3.231500E+02  6.813722E+01  7.063824E+01  2.532012E+02
 3.241500E+02  6.819154E+01  7.070253E+01  2.533998E+02
 3.251500E+02  6.824572E+01  7.076666E+01  2.535974E+02
 3.261500E+02  6.829978E+01  7.083065E+01  2.537939E+02
 3.271500E+02  6.835371E+01  7.089450E+01  2.539893E+02
 3.281500E+02  6.840752E+01  7.095820E+01  2.541838E+02
 3.291500E+02  6.846122E+01  7.102177E+01  2.543772E+02
 3.301500E+02  6.851481E+01  7.108520E+01  2.545696E+02
 3.311500E+02  6.856828E+01  7.114850E+01  2.547611E+02
 3.321500E+02  6.862165E+01  7.121168E+01  2.549515E+02
 3.331500E+02  6.867491E+01  7.127472E+01  2.551411E+02
 3.341500E+02  6.872807E+01  7.133765E+01  2.553297E+02
 3.351500E+02  6.878113E+01  7.140046E+01  2.555174E+02
 3.361500E+02  6.883410E+01  7.146315E+01  2.557041E+02
 3.371500E+02  6.888697E+01  7.152574E+01  2.558900E+02
 3.381500E+02  6.893975E+01  7.158821E+01  2.560751E+02
 3.391500E+02  6.899244E+01  7.165057E+01  2.562592E+02
 3.401500E+02  6.904505E+01  7.171283E+01  2.564425E+02
 3.411500E+02  6.909757E+01  7.177499E+01  2.566250E+02
 3.421500E+02  6.915001E+01  7.183705E+01  2.568066E+02
 3.431500E+02  6.920237E+01  7.189901E+01  2.569875E+02
 3.441500E+02  6.925466E+01  7.196088E+01  2.571675E+02
 3.451500E+02  6.930687E+01  7.202266E+01  2.573468E+02
 3.461500E+02  6.935901E+01  7.208435E+01  2.575252E+02
 3.471500E+02  6.941108E+01  7.214595E+01  2.577029E+02
 3.481500E+02  6.946308E+01  7.220747E+01  2.578799E+02
 3.491500E+02  6.951501E+01  7.226891E+01  2.580561E+02
 3.501500E+02  6.956689E+01  7.233027E+01  2.582316E+02
 3.511500E+02  6.961870E+01  7.239155E+01  2.584064E+02
 3.521500E+02  6.967045E+01  7.245276E+01  2.585804E+02
 3.531500E+02  6.972214E+01  7.251389E+01  2.587538E+02
 3.541500E+02  6.977378E+01  7.257496E+01  2.589264E+02
 3.551500E+02  6.982537E+01  7.263595E+01  2.590984E+02
 3.561500E+02  6.987690E+01  7.269688E+01  2.592698E+02
 3.571500E+02  6.992838E+01  7.275774E+01  2.594404E+02
 3.581500E+02  6.997981E+01  7.281855E+01  2.596104E+02
 3.591500E+02  7.003120E+01  7.287929E+01  2.597798E+02
 3.601500E+02  7.008254E+01  7.293997E+01  2.599485E+02
 3.611500E+02  7.013384E+01  7.300059E+01  2.601166E+02
 3.621500E+02  7.018510E+01  7.306117E+01  2.602841E+02
 3.631500E+02  7.023631E+01  7.312168E+01  2.604510E+02
 3.641500E+02  7.028749E+01  7.318215E+01  2.606172E+02
 3.651500E+02  7.033863E+01  7.324256E+01  2.607829E+02
 3.661500E+02  7.038974E+01  7.330293E+01  2.609480E+02
 3.671500E+02  7.044081E+01  7.336325E+01  2.611125E+02
 3.681500E+02  7.049185E+01  7.342353E+01  2.612765E+02
 3.691500E+02  7.054285E+01  7.348376E+01  2.614399E+02
 3.701500E+02  7.059383E+01  7.354395E+01  2.616027E+02
 3.711500E+02  7.064478E+01  7.360410E+01  2.617650E+02
 3.721500E+02  7.069570E+01  7.366421E+01  2.619267E+02
 3.731500E+02  7.074659E+01  7.372429E+01  2.620879E+02
 3.741500E+02  7.079746E+01  7.378432E+01  2.622486E+02
 3.751500E+02  7.084830E+01  7.384433E+01  2.624088E+02
 3.761500E+02  7.089913E+01  7.390430E+01  2.625684E+02
 3.771500E+02  7.094993E+01  7.396424E+01  2.627275E+02
 3.781500E+02  7.100071E+01  7.402414E+01  2.628862E+02
 3.791500E+02  7.105147E+01  7.408402E+01  2.630443E+02
 3.801500E+02  7.110221E+01  7.414387E+01  2.632020E+02
