#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  4.298847E-03  6.394011E-07  3.357304E-11  4.406542E-11  4.902628E-11  5.845775E-11  3.990627E-02  1.400365E-04  7.071958E-06  1.876649E-04  1.669042E-07  5.476656E-07  6.001861E-09
 2.741500E+02  4.286915E-03  6.269455E-07  3.198703E-11  4.199797E-11  4.672956E-11  5.573676E-11  3.976563E-02  1.362757E-04  6.511936E-06  1.824292E-04  1.553498E-07  5.114029E-07  5.666859E-09
 2.751500E+02  4.274957E-03  6.148028E-07  3.048596E-11  4.004057E-11  4.455494E-11  5.315961E-11  3.962584E-02  1.326419E-04  5.999910E-06  1.773737E-04  1.446708E-07  4.777801E-07  5.352747E-09
 2.761500E+02  4.262977E-03  6.029645E-07  2.906484E-11  3.818678E-11  4.249527E-11  5.071793E-11  3.948688E-02  1.291303E-04  5.531473E-06  1.724915E-04  1.347957E-07  4.465891E-07  5.058101E-09
 2.771500E+02  4.250979E-03  5.914218E-07  2.771897E-11  3.643058E-11  4.054387E-11  4.840388E-11  3.934877E-02  1.257359E-04  5.102650E-06  1.677757E-04  1.256592E-07  4.176394E-07  4.781601E-09
 2.781500E+02  4.238967E-03  5.801666E-07  2.644397E-11  3.476629E-11  3.869448E-11  4.621011E-11  3.921151E-02  1.224543E-04  4.709850E-06  1.632196E-04  1.172015E-07  3.907564E-07  4.522026E-09
 2.791500E+02  4.226945E-03  5.691906E-07  2.523573E-11  3.318863E-11  3.694121E-11  4.412972E-11  3.907508E-02  1.192809E-04  4.349829E-06  1.588171E-04  1.093682E-07  3.657803E-07  4.278240E-09
 2.801500E+02  4.214915E-03  5.584862E-07  2.409039E-11  3.169261E-11  3.527855E-11  4.215626E-11  3.893948E-02  1.162117E-04  4.019652E-06  1.545621E-04  1.021094E-07  3.425642E-07  4.049191E-09
 2.811500E+02  4.202880E-03  5.480455E-07  2.300435E-11  3.027357E-11  3.370133E-11  4.028364E-11  3.880473E-02  1.132425E-04  3.716665E-06  1.504491E-04  9.537948E-08  3.209735E-07  3.833904E-09
 2.821500E+02  4.190845E-03  5.378613E-07  2.197420E-11  2.892713E-11  3.220470E-11  3.850617E-11  3.867080E-02  1.103696E-04  3.438465E-06  1.464724E-04  8.913684E-08  3.008848E-07  3.631471E-09
 2.831500E+02  4.178811E-03  5.279264E-07  2.099677E-11  2.764919E-11  3.078410E-11  3.681850E-11  3.853771E-02  1.075893E-04  3.182875E-06  1.426268E-04  8.334325E-08  2.821845E-07  3.441050E-09
 2.841500E+02  4.166782E-03  5.182337E-07  2.006908E-11  2.643589E-11  2.943527E-11  3.521561E-11  3.840544E-02  1.048980E-04  2.947921E-06  1.389074E-04  7.796372E-08  2.647684E-07  3.261859E-09
