#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            w1            w2          w3-1          w3-2        c1w1-2        c1w2-1        c2w1-1        c2w1-9
 2.731500E+02  2.920211E-02  2.952281E-05  1.053651E-08  1.382943E-08  1.538634E-08  1.834629E-08  8.781769E-03  2.768559E-05  1.183666E-06  1.660810E-08  6.470530E-03  1.494903E-06  1.338451E-07  1.175301E-07
 2.741500E+02  2.912374E-02  2.895287E-05  1.004142E-08  1.318407E-08  1.466942E-08  1.749698E-08  8.814450E-03  2.734810E-05  1.115719E-06  1.626309E-08  6.355454E-03  1.418377E-06  1.281647E-07  1.124451E-07
 2.751500E+02  2.904552E-02  2.839785E-05  9.573077E-09  1.257337E-08  1.399096E-08  1.669296E-08  8.845931E-03  2.701121E-05  1.051781E-06  1.592271E-08  6.242576E-03  1.346004E-06  1.227528E-07  1.076047E-07
 2.761500E+02  2.896745E-02  2.785726E-05  9.129858E-09  1.199525E-08  1.334863E-08  1.593154E-08  8.876233E-03  2.667518E-05  9.916144E-07  1.558711E-08  6.131862E-03  1.277552E-06  1.175957E-07  1.029964E-07
 2.771500E+02  2.888953E-02  2.733065E-05  8.710255E-09  1.144774E-08  1.274028E-08  1.521017E-08  8.905375E-03  2.634021E-05  9.349967E-07  1.525641E-08  6.023279E-03  1.212798E-06  1.126804E-07  9.860799E-08
 2.781500E+02  2.881176E-02  2.681757E-05  8.312859E-09  1.092904E-08  1.216390E-08  1.452649E-08  8.933378E-03  2.600651E-05  8.817167E-07  1.493070E-08  5.916793E-03  1.151536E-06  1.079945E-07  9.442813E-08
 2.791500E+02  2.873415E-02  2.631759E-05  7.936352E-09  1.043745E-08  1.161759E-08  1.387830E-08  8.960262E-03  2.567428E-05  8.315759E-07  1.461009E-08  5.812370E-03  1.093570E-06  1.035265E-07  9.044605E-08
 2.801500E+02  2.865669E-02  2.583030E-05  7.579503E-09  9.971369E-09  1.109960E-08  1.326352E-08  8.986047E-03  2.534370E-05  7.843875E-07  1.429464E-08  5.709976E-03  1.038715E-06  9.926529E-08  8.665159E-08
 2.811500E+02  2.857939E-02  2.535530E-05  7.241162E-09  9.529320E-09  1.060829E-08  1.268023E-08  9.010754E-03  2.501494E-05  7.399754E-07  1.398441E-08  5.609579E-03  9.867976E-07  9.520051E-08  8.303515E-08
 2.821500E+02  2.850225E-02  2.489222E-05  6.920252E-09  9.109912E-09  1.014210E-08  1.212660E-08  9.034403E-03  2.468816E-05  6.981740E-07  1.367947E-08  5.511144E-03  9.376527E-07  9.132231E-08  7.958764E-08
 2.831500E+02  2.842528E-02  2.444067E-05  6.615765E-09  8.711841E-09  9.699604E-09  1.160095E-08  9.057013E-03  2.436350E-05  6.588274E-07  1.337984E-08  5.414638E-03  8.911260E-07  8.762135E-08  7.630047E-08
 2.841500E+02  2.834847E-02  2.400032E-05  6.326758E-09  8.333889E-09  9.279440E-09  1.110169E-08  9.078606E-03  2.404111E-05  6.217889E-07  1.308556E-08  5.320027E-03  8.470715E-07  8.408881E-08  7.316553E-08
 2.851500E+02  2.827183E-02  2.357082E-05  6.052347E-09  7.974913E-09  8.880344E-09  1.062732E-08  9.099202E-03  2.372112E-05  5.869206E-07  1.279663E-08  5.227279E-03  8.053517E-07  8.071635E-08  7.017513E-08
 2.861500E+02  2.819536E-02  2.315183E-05  5.791706E-09  7.633844E-09  8.501130E-09  1.017645E-08  9.118820E-03  2.340365E-05  5.540927E-07  1.251308E-08  5.136359E-03  7.658368E-07  7.749605E-08  6.732201E-08
 2.871500E+02  2.811907E-02  2.274306E-05  5.544057E-09  7.309676E-09  8.140683E-09  9.747779E-09  9.137481E-03  2.308880E-05  5.231831E-07  1.223489E-08  5.047236E-03  7.284045E-07  7.442041E-08  6.459930E-08
 2.881500E+02  2.804295E-02  2.234418E-05  5.308673E-09  7.001469E-09  7.797960E-09  9.340067E-09  9.155204E-03  2.277668E-05  4.940771E-07  1.196207E-08  4.959876E-03  6.929396E-07  7.148235E-08  6.200050E-08
 2.891500E+02  2.796701E-02  2.195490E-05  5.084872E-09  6.708339E-09  7.471980E-09  8.952163E-09  9.172009E-03  2.246738E-05  4.666668E-07  1.169458E-08  4.874247E-03  6.593333E-07  6.867514E-08  5.951943E-08
 2.901500E+02  2.789125E-02  2.157494E-05  4.872012E-09  6.429456E-09  7.161823E-09  8.582985E-09  9.187915E-03  2.216099E-05  4.408508E-07  1.143241E-08  4.790318E-03  6.274830E-07  6.599240E-08  5.715028E-08
 2.911500E+02  2.781568E-02  2.120404E-05  4.669492E-09  6.164040E-09  6.866624E-09  8.231514E-09  9.202943E-03  2.185758E-05  4.165338E-07  1.117554E-08  4.708055E-03  5.972921E-07  6.342810E-08  5.488753E-08
 2.921500E+02  2.774029E-02  2.084191E-05  4.476747E-09  5.911360E-09  6.585572E-09  7.896794E-09  9.217110E-03  2.155723E-05  3.936262E-07  1.092391E-08  4.627429E-03  5.686694E-07  6.097651E-08  5.272594E-08
 2.931500E+02  2.766510E-02  2.048831E-05  4.293247E-09  5.670728E-09  6.317902E-09  7.577924E-09  9.230437E-03  2.125999E-05  3.720438E-07  1.067749E-08  4.548407E-03  5.415289E-07  5.863221E-08  5.066056E-08
 2.941500E+02  2.759009E-02  2.014299E-05  4.118491E-09  5.441496E-09  6.062898E-09  7.274060E-09  9.242941E-03  2.096592E-05  3.517075E-07  1.043624E-08  4.470960E-03  5.157894E-07  5.639005E-08  4.868671E-08
 2.951500E+02  2.751528E-02  1.980571E-05  3.952011E-09  5.223056E-09  5.819883E-09  6.984403E-09  9.254642E-03  2.067508E-05  3.325429E-07  1.020010E-08  4.395056E-03  4.913745E-07  5.424514E-08  4.679993E-08
 2.961500E+02  2.744067E-02  1.947625E-05  3.793365E-09  5.014835E-09  5.588222E-09  6.708206E-09  9.265557E-03  2.038751E-05  3.144803E-07  9.969010E-09  4.320665E-03  4.682121E-07  5.219286E-08  4.499602E-08
 2.971500E+02  2.736625E-02  1.915437E-05  3.642138E-09  4.816295E-09  5.367317E-09  6.444762E-09  9.275704E-03  2.010325E-05  2.974541E-07  9.742921E-09  4.247759E-03  4.462339E-07  5.022882E-08  4.327098E-08
 2.981500E+02  2.729204E-02  1.883987E-05  3.497939E-09  4.626926E-09  5.156605E-09  6.193407E-09  9.285102E-03  1.982233E-05  2.814024E-07  9.521768E-09  4.176307E-03  4.253758E-07  4.834884E-08  4.162101E-08
 2.991500E+02  2.721803E-02  1.853254E-05  3.360399E-09  4.446253E-09  4.955555E-09  5.953514E-09  9.293768E-03  1.954477E-05  2.662676E-07  9.305485E-09  4.106280E-03  4.055772E-07  4.654897E-08  4.004254E-08
