#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.731500E+02  3.198575E+01  3.198949E+01  1.301825E+02
 2.741500E+02  3.215268E+01  3.215643E+01  1.307925E+02
 2.751500E+02  3.231878E+01  3.232253E+01  1.313973E+02
 2.761500E+02  3.248383E+01  3.248757E+01  1.319961E+02
 2.771500E+02  3.264762E+01  3.265136E+01  1.325881E+02
 2.781500E+02  3.280996E+01  3.281371E+01  1.331728E+02
 2.791500E+02  3.297068E+01  3.297444E+01  1.337497E+02
 2.801500E+02  3.312964E+01  3.313339E+01  1.343181E+02
 2.811500E+02  3.328667E+01  3.329043E+01  1.348776E+02
 2.821500E+02  3.344169E+01  3.344544E+01  1.354280E+02
 2.831500E+02  3.359457E+01  3.359833E+01  1.359689E+02
 2.841500E+02  3.374524E+01  3.374900E+01  1.365001E+02
 2.851500E+02  3.389364E+01  3.389741E+01  1.370215E+02
 2.861500E+02  3.403973E+01  3.404349E+01  1.375329E+02
 2.871500E+02  3.418347E+01  3.418724E+01  1.380344E+02
 2.881500E+02  3.432487E+01  3.432863E+01  1.385259E+02
 2.891500E+02  3.446392E+01  3.446768E+01  1.390076E+02
 2.901500E+02  3.460064E+01  3.460441E+01  1.394797E+02
 2.911500E+02  3.473506E+01  3.473884E+01  1.399422E+02
 2.921500E+02  3.486723E+01  3.487101E+01  1.403954E+02
 2.931500E+02  3.499719E+01  3.500097E+01  1.408395E+02
 2.941500E+02  3.512501E+01  3.512878E+01  1.412747E+02
 2.951500E+02  3.525073E+01  3.525451E+01  1.417014E+02
 2.961500E+02  3.537443E+01  3.537821E+01  1.421198E+02
 2.971500E+02  3.549618E+01  3.549996E+01  1.425302E+02
 2.981500E+02  3.561605E+01  3.561983E+01  1.429330E+02
 2.991500E+02  3.573411E+01  3.573789E+01  1.433283E+02
 3.001500E+02  3.585043E+01  3.585422E+01  1.437165E+02
 3.011500E+02  3.596509E+01  3.596888E+01  1.440979E+02
 3.021500E+02  3.607817E+01  3.608196E+01  1.444728E+02
 3.031500E+02  3.618973E+01  3.619352E+01  1.448414E+02
 3.041500E+02  3.629984E+01  3.630363E+01  1.452040E+02
 3.051500E+02  3.640857E+01  3.641237E+01  1.455609E+02
 3.061500E+02  3.651599E+01  3.651979E+01  1.459124E+02
 3.071500E+02  3.662216E+01  3.662595E+01  1.462586E+02
 3.081500E+02  3.672714E+01  3.673094E+01  1.465998E+02
 3.091500E+02  3.683099E+01  3.683479E+01  1.469363E+02
 3.101500E+02  3.693378E+01  3.693758E+01  1.472682E+02
 3.111500E+02  3.703554E+01  3.703935E+01  1.475958E+02
 3.121500E+02  3.713635E+01  3.714015E+01  1.479193E+02
 3.131500E+02  3.723623E+01  3.724004E+01  1.482388E+02
 3.141500E+02  3.733526E+01  3.733906E+01  1.485545E+02
 3.151500E+02  3.743346E+01  3.743727E+01  1.488666E+02
 3.161500E+02  3.753088E+01  3.753469E+01  1.491753E+02
 3.171500E+02  3.762757E+01  3.763139E+01  1.494806E+02
 3.181500E+02  3.772357E+01  3.772739E+01  1.497828E+02
 3.191500E+02  3.781892E+01  3.782273E+01  1.500821E+02
 3.201500E+02  3.791364E+01  3.791746E+01  1.503784E+02
 3.211500E+02  3.800778E+01  3.801160E+01  1.506720E+02
 3.221500E+02  3.810138E+01  3.810520E+01  1.509630E+02
 3.231500E+02  3.819446E+01  3.819827E+01  1.512515E+02
 3.241500E+02  3.828705E+01  3.829087E+01  1.515376E+02
 3.251500E+02  3.837919E+01  3.838301E+01  1.518214E+02
 3.261500E+02  3.847090E+01  3.847472E+01  1.521030E+02
