#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            w1            w2          w3-1          w3-2        c1w1-2        c1w2-1        c2w1-1        c2w1-9
 2.731500E+02  1.074468E-01  3.970688E-05  3.885037E-09  5.099204E-09  5.673270E-09  6.764669E-09  6.863611E-01  1.680137E-02  4.183130E-03  5.869378E-05  1.848585E-01  2.487104E-04  1.048315E-06  9.205317E-07
 2.741500E+02  1.085282E-01  3.973266E-05  3.806040E-09  4.997212E-09  5.560210E-09  6.631949E-09  6.880764E-01  1.646932E-02  3.887510E-03  5.666565E-05  1.827043E-01  2.359187E-04  1.017636E-06  8.928217E-07
 2.751500E+02  1.095995E-01  3.975092E-05  3.728265E-09  4.896740E-09  5.448823E-09  6.501127E-09  6.897510E-01  1.614523E-02  3.614415E-03  5.471797E-05  1.805697E-01  2.238413E-04  9.878838E-07  8.659760E-07
 2.761500E+02  1.106608E-01  3.976176E-05  3.651708E-09  4.797790E-09  5.339109E-09  6.372204E-09  6.913866E-01  1.582894E-02  3.362026E-03  5.284744E-05  1.784548E-01  2.124359E-04  9.590301E-07  8.399681E-07
 2.771500E+02  1.117118E-01  3.976530E-05  3.576368E-09  4.700360E-09  5.231067E-09  6.245184E-09  6.929849E-01  1.552028E-02  3.128675E-03  5.105082E-05  1.763601E-01  2.016628E-04  9.310491E-07  8.147726E-07
 2.781500E+02  1.127524E-01  3.976167E-05  3.502242E-09  4.604450E-09  5.124700E-09  6.120070E-09  6.945477E-01  1.521907E-02  2.912837E-03  4.932504E-05  1.742858E-01  1.914848E-04  9.039156E-07  7.903648E-07
 2.791500E+02  1.137824E-01  3.975100E-05  3.429329E-09  4.510062E-09  5.020006E-09  5.996867E-09  6.960762E-01  1.492515E-02  2.713113E-03  4.766711E-05  1.722322E-01  1.818668E-04  8.776047E-07  7.667205E-07
 2.801500E+02  1.148018E-01  3.973343E-05  3.357627E-09  4.417194E-09  4.916988E-09  5.875577E-09  6.975719E-01  1.463834E-02  2.528221E-03  4.607417E-05  1.701996E-01  1.727760E-04  8.520923E-07  7.438165E-07
 2.811500E+02  1.158105E-01  3.970911E-05  3.287134E-09  4.325846E-09  4.815645E-09  5.756204E-09  6.990360E-01  1.435846E-02  2.356987E-03  4.454348E-05  1.681881E-01  1.641815E-04  8.273552E-07  7.216302E-07
 2.821500E+02  1.168083E-01  3.967820E-05  3.217848E-09  4.236018E-09  4.715977E-09  5.638749E-09  7.004697E-01  1.408536E-02  2.198333E-03  4.307240E-05  1.661979E-01  1.560545E-04  8.033705E-07  7.001396E-07
 2.831500E+02  1.177953E-01  3.964087E-05  3.149766E-09  4.147707E-09  4.617982E-09  5.523213E-09  7.018742E-01  1.381885E-02  2.051273E-03  4.165841E-05  1.642293E-01  1.483678E-04  7.801162E-07  6.793234E-07
 2.841500E+02  1.187713E-01  3.959727E-05  3.082883E-09  4.060912E-09  4.521657E-09  5.409596E-09  7.032503E-01  1.355879E-02  1.914899E-03  4.029908E-05  1.622823E-01  1.410958E-04  7.575706E-07  6.591609E-07
