#         T/K            m1          m2-1          m3-1            w1            w2          w3-1          w3-2        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3
 2.731500E+02  2.465708E-01  4.833271E-04  1.022587E-05  7.257234E-01  1.708329E-02  4.090124E-03  5.738880E-05  2.285104E-03  3.110643E-03  4.580409E-04  5.634789E-05  7.136535E-05
 2.741500E+02  2.466595E-01  4.720661E-04  9.448227E-06  7.264749E-01  1.671573E-02  3.793035E-03  5.528854E-05  2.235008E-03  3.042255E-03  4.244719E-04  5.215066E-05  6.607581E-05
 2.751500E+02  2.467449E-01  4.611547E-04  8.735100E-06  7.271898E-01  1.635778E-02  3.519191E-03  5.327639E-05  2.186321E-03  2.975800E-03  3.935665E-04  4.829335E-05  6.121276E-05
 2.761500E+02  2.468269E-01  4.505797E-04  8.080711E-06  7.278704E-01  1.600923E-02  3.266666E-03  5.134849E-05  2.139001E-03  2.911220E-03  3.650992E-04  4.474638E-05  5.673925E-05
 2.771500E+02  2.469058E-01  4.403287E-04  7.479836E-06  7.285190E-01  1.566983E-02  3.033701E-03  4.950113E-05  2.093006E-03  2.848456E-03  3.388646E-04  4.148294E-05  5.262176E-05
 2.781500E+02  2.469817E-01  4.303894E-04  6.927750E-06  7.291375E-01  1.533936E-02  2.818687E-03  4.773074E-05  2.048294E-03  2.787451E-03  3.146756E-04  3.847867E-05  4.882982E-05
 2.791500E+02  2.470549E-01  4.207505E-04  6.420176E-06  7.297278E-01  1.501759E-02  2.620154E-03  4.603389E-05  2.004825E-03  2.728149E-03  2.923615E-04  3.571144E-05  4.533575E-05
 2.801500E+02  2.471253E-01  4.114008E-04  5.953237E-06  7.302918E-01  1.470429E-02  2.436756E-03  4.440732E-05  1.962561E-03  2.670498E-03  2.717669E-04  3.316113E-05  4.211435E-05
 2.811500E+02  2.471933E-01  4.023298E-04  5.523418E-06  7.308309E-01  1.439923E-02  2.267265E-03  4.284788E-05  1.921464E-03  2.614446E-03  2.527497E-04  3.080944E-05  3.914273E-05
 2.821500E+02  2.472589E-01  3.935275E-04  5.127531E-06  7.313467E-01  1.410219E-02  2.110556E-03  4.135257E-05  1.881497E-03  2.559941E-03  2.351805E-04  2.863971E-05  3.640002E-05
 2.831500E+02  2.473222E-01  3.849841E-04  4.762680E-06  7.318406E-01  1.381295E-02  1.965600E-03  3.991852E-05  1.842626E-03  2.506935E-03  2.189409E-04  2.663679E-05  3.386722E-05
 2.841500E+02  2.473833E-01  3.766905E-04  4.426237E-06  7.323139E-01  1.353130E-02  1.831455E-03  3.854299E-05  1.804814E-03  2.455381E-03  2.039230E-04  2.478684E-05  3.152702E-05
 2.851500E+02  2.474423E-01  3.686377E-04  4.115809E-06  7.327677E-01  1.325703E-02  1.707258E-03  3.722336E-05  1.768030E-03  2.405233E-03  1.900280E-04  2.307728E-05  2.936360E-05
 2.861500E+02  2.474994E-01  3.608173E-04  3.829220E-06  7.332032E-01  1.298991E-02  1.592221E-03  3.595713E-05  1.732240E-03  2.356447E-03  1.771657E-04  2.149662E-05  2.736258E-05
 2.871500E+02  2.475546E-01  3.532211E-04  3.564491E-06  7.336213E-01  1.272976E-02  1.485618E-03  3.474191E-05  1.697415E-03  2.308979E-03  1.652536E-04  2.003436E-05  2.551078E-05
 2.881500E+02  2.476080E-01  3.458412E-04  3.319818E-06  7.340231E-01  1.247637E-02  1.386788E-03  3.357543E-05  1.663523E-03  2.262788E-03  1.542161E-04  1.868095E-05  2.379620E-05
 2.891500E+02  2.476596E-01  3.386703E-04  3.093556E-06  7.344095E-01  1.222956E-02  1.295122E-03  3.245552E-05  1.630535E-03  2.217834E-03  1.439841E-04  1.742762E-05  2.220785E-05
 2.901500E+02  2.477097E-01  3.317011E-04  2.884205E-06  7.347812E-01  1.198912E-02  1.210063E-03  3.138010E-05  1.598424E-03  2.174079E-03  1.344942E-04  1.626639E-05  2.073569E-05
 2.911500E+02  2.477581E-01  3.249267E-04  2.690397E-06  7.351390E-01  1.175488E-02  1.131099E-03  3.034721E-05  1.567161E-03  2.131484E-03  1.256885E-04  1.518994E-05  1.937053E-05
