#         T/K            m1          m2-1          m3-1            w1            w2          w3-1          w3-2        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3
 2.731500E+02  1.115397E-02  1.093199E-05  1.541938E-07  3.282910E-02  3.863931E-04  6.167414E-05  8.653540E-07  5.168493E-05  7.035712E-05  6.906705E-06  8.496582E-07  1.076103E-06
 2.741500E+02  1.111194E-02  1.063322E-05  1.418800E-07  3.272750E-02  3.765194E-04  5.695839E-05  8.302445E-07  5.034324E-05  6.852637E-05  6.374114E-06  7.831243E-07  9.922324E-07
 2.751500E+02  1.107035E-02  1.034498E-05  1.306350E-07  3.262578E-02  3.669505E-04  5.263015E-05  7.967583E-07  4.904525E-05  6.675547E-05  5.885860E-06  7.222360E-07  9.154482E-07
 2.761500E+02  1.102916E-02  1.006680E-05  1.203589E-07  3.252400E-02  3.576764E-04  4.865567E-05  7.648148E-07  4.778932E-05  6.504216E-05  5.438003E-06  6.664791E-07  8.451081E-07
 2.771500E+02  1.098837E-02  9.798257E-06  1.109616E-07  3.242222E-02  3.486873E-04  4.500424E-05  7.343375E-07  4.657386E-05  6.338425E-05  5.026976E-06  6.153896E-07  7.806314E-07
 2.781500E+02  1.094796E-02  9.538935E-06  1.023621E-07  3.232047E-02  3.399739E-04  4.164798E-05  7.052534E-07  4.539735E-05  6.177966E-05  4.649541E-06  5.685480E-07  7.214931E-07
 2.791500E+02  1.090792E-02  9.288449E-06  9.448749E-08  3.221881E-02  3.315269E-04  3.856152E-05  6.774934E-07  4.425834E-05  6.022638E-05  4.302764E-06  5.255751E-07  6.672186E-07
 2.801500E+02  1.086825E-02  9.046432E-06  8.727183E-08  3.211727E-02  3.233376E-04  3.572178E-05  6.509918E-07  4.315543E-05  5.872250E-05  3.983983E-06  4.861276E-07  6.173779E-07
 2.811500E+02  1.082892E-02  8.812533E-06  8.065572E-08  3.201588E-02  3.153971E-04  3.310775E-05  6.256863E-07  4.208728E-05  5.726617E-05  3.690778E-06  4.498949E-07  5.715819E-07
 2.821500E+02  1.078994E-02  8.586421E-06  7.458545E-08  3.191468E-02  3.076973E-04  3.070031E-05  6.015177E-07  4.105261E-05  5.585565E-05  3.420953E-06  4.165955E-07  5.294775E-07
 2.831500E+02  1.075129E-02  8.367782E-06  6.901249E-08  3.181369E-02  3.002300E-04  2.848206E-05  5.784299E-07  4.005019E-05  5.448922E-05  3.172511E-06  3.859740E-07  4.907450E-07
 2.841500E+02  1.071296E-02  8.156314E-06  6.389291E-08  3.171294E-02  2.929874E-04  2.643713E-05  5.563696E-07  3.907884E-05  5.316529E-05  2.943637E-06  3.577990E-07  4.550937E-07
 2.851500E+02  1.067495E-02  7.951732E-06  5.918694E-08  3.161246E-02  2.859618E-04  2.455104E-05  5.352865E-07  3.813744E-05  5.188229E-05  2.732677E-06  3.318603E-07  4.222601E-07
 2.861500E+02  1.063725E-02  7.753764E-06  5.485855E-08  3.151226E-02  2.791460E-04  2.281063E-05  5.151326E-07  3.722489E-05  5.063873E-05  2.538129E-06  3.079669E-07  3.920045E-07
 2.871500E+02  1.059985E-02  7.562151E-06  5.087508E-08  3.141237E-02  2.725330E-04  2.120385E-05  4.958624E-07  3.634015E-05  4.943320E-05  2.358623E-06  2.859454E-07  3.641089E-07
 2.881500E+02  1.056275E-02  7.376647E-06  4.720687E-08  3.131280E-02  2.661158E-04  1.971974E-05  4.774331E-07  3.548224E-05  4.826431E-05  2.192909E-06  2.656378E-07  3.383753E-07
 2.891500E+02  1.052593E-02  7.197015E-06  4.382702E-08  3.121358E-02  2.598878E-04  1.834826E-05  4.598038E-07  3.465018E-05  4.713075E-05  2.039851E-06  2.469006E-07  3.146231E-07
 2.901500E+02  1.048940E-02  7.023030E-06  4.071107E-08  3.111470E-02  2.538428E-04  1.708026E-05  4.429358E-07  3.384306E-05  4.603126E-05  1.898410E-06  2.296030E-07  2.926880E-07
 2.911500E+02  1.045315E-02  6.854479E-06  3.783678E-08  3.101620E-02  2.479746E-04  1.590738E-05  4.267923E-07  3.306000E-05  4.496464E-05  1.767639E-06  2.136259E-07  2.724202E-07
 2.921500E+02  1.041717E-02  6.691156E-06  3.518393E-08  3.091808E-02  2.422772E-04  1.482196E-05  4.113387E-07  3.230015E-05  4.392972E-05  1.646671E-06  1.988607E-07  2.536831E-07
 2.931500E+02  1.038145E-02  6.532866E-06  3.273411E-08  3.082034E-02  2.367449E-04  1.381701E-05  3.965420E-07  3.156269E-05  4.292538E-05  1.534717E-06  1.852083E-07  2.363521E-07
 2.941500E+02  1.034601E-02  6.379421E-06  3.047054E-08  3.072301E-02  2.313722E-04  1.288612E-05  3.823707E-07  3.084685E-05  4.195055E-05  1.431055E-06  1.725784E-07  2.203134E-07
 2.951500E+02  1.031082E-02  6.230642E-06  2.837792E-08  3.062608E-02  2.261538E-04  1.202345E-05  3.687954E-07  3.015187E-05  4.100421E-05  1.335022E-06  1.608882E-07  2.054630E-07
 2.961500E+02  1.027588E-02  6.086359E-06  2.644233E-08  3.052957E-02  2.210845E-04  1.122361E-05  3.557877E-07  2.947704E-05  4.008537E-05  1.246016E-06  1.500625E-07  1.917060E-07
 2.971500E+02  1.024120E-02  5.946407E-06  2.465102E-08  3.043349E-02  2.161595E-04  1.048169E-05  3.433211E-07  2.882166E-05  3.919308E-05  1.163481E-06  1.400323E-07  1.789554E-07
 2.981500E+02  1.020676E-02  5.810630E-06  2.299238E-08  3.033783E-02  2.113739E-04  9.793178E-06  3.313702E-07  2.818507E-05  3.832643E-05  1.086911E-06  1.307345E-07  1.671318E-07
 2.991500E+02  1.017257E-02  5.678877E-06  2.145579E-08  3.024261E-02  2.067232E-04  9.153945E-06  3.199108E-07  2.756662E-05  3.748455E-05  1.015842E-06  1.221113E-07  1.561624E-07
 3.001500E+02  1.013861E-02  5.551005E-06  2.003154E-08  3.014783E-02  2.022029E-04  8.560192E-06  3.089203E-07  2.696570E-05  3.666658E-05  9.498475E-07  1.141099E-07  1.459806E-07
 3.011500E+02  1.010490E-02  5.426877E-06  1.871076E-08  3.005349E-02  1.978088E-04  8.008437E-06  2.983770E-07  2.638173E-05  3.587172E-05  8.885364E-07  1.066819E-07  1.365252E-07
 3.021500E+02  1.007141E-02  5.306359E-06  1.748531E-08  2.995960E-02  1.935367E-04  7.495481E-06  2.882602E-07  2.581413E-05  3.509921E-05  8.315503E-07  9.978293E-08  1.277402E-07
 3.031500E+02  1.003816E-02  5.189326E-06  1.634775E-08  2.986616E-02  1.893827E-04  7.018386E-06  2.785505E-07  2.526235E-05  3.434827E-05  7.785601E-07  9.337223E-08  1.195743E-07
