#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9          c4-1          c4-3          c4-5          c4-6          c4-7          c4-8          c4-9          c5-1          c5-4          c5-6          c5-9          c6-2          c6-8            m1          m2-1          m3-1          m4-1          m5-1          m5-2          m6-2          m6-3          m6-4          m6-5          m6-7          m6-8          c1m1        c1m2-1        c1m2-7        c1m3-6        c1m4-1        c1m5-1        c1m5-6        c2m1-1        c2m2-1        c2m2-5        c2m3-1        c2m4-1        c2m4-3        c2m4-8        c3m1-1        c3m2-3        c3m3-8        c4m1-6        c4m2-4        c4m2-5        c5m1-9
 2.731500E+02  6.584980E-01  4.121086E-01  9.104681E-02  1.195011E-01  1.329545E-01  1.585317E-01  1.438329E-01  6.014566E-02  8.032431E-04  5.640267E-02  1.200743E-01  1.255921E-01  1.757443E-01  2.456619E-02  1.994552E-01  1.533650E-01  1.096079E-01  2.162537E-01  1.309711E-02  1.600107E-02  6.184298E-04  3.439775E-04  6.164624E-03  1.834316E-03  5.757070E-03  5.806238E-04  2.711187E-04  1.666812E-04  2.221917E-04  7.946419E-05  3.268956E-04  3.166115E-01  3.101360E-03  1.017655E-02  1.474413E-03  6.837874E-02  5.160033E-03  1.314943E-02  4.260548E-02  3.284560E-02  8.471496E-03  1.149421E-02  7.350496E-02  2.644750E-02  3.475142E-02  1.373728E-01  2.953698E-02  2.305574E-02  1.018364E-02  1.084558E-01  1.827552E-02  2.383293E-02
 2.741500E+02  6.782687E-01  4.248236E-01  9.282708E-02  1.218790E-01  1.356102E-01  1.617493E-01  1.441192E-01  6.047048E-02  8.107569E-04  5.669989E-02  1.208310E-01  1.263000E-01  1.766090E-01  2.392465E-02  1.961638E-01  1.507706E-01  1.079273E-01  2.072544E-01  1.257608E-02  1.679771E-02  6.582153E-04  3.596393E-04  6.257393E-03  1.842889E-03  5.792445E-03  5.772099E-04  2.711574E-04  1.658211E-04  2.210836E-04  7.935753E-05  3.269325E-04  3.300339E-01  3.213529E-03  1.057876E-02  1.514386E-03  6.810832E-02  5.083427E-03  1.295977E-02  4.390648E-02  3.342449E-02  8.622153E-03  1.153174E-02  7.163915E-02  2.586696E-02  3.387068E-02  1.392589E-01  2.961161E-02  2.273866E-02  1.015907E-02  1.063219E-01  1.796205E-02  2.331834E-02
 2.751500E+02  6.984468E-01  4.377392E-01  9.459266E-02  1.242389E-01  1.382463E-01  1.649451E-01  1.443248E-01  6.076134E-02  8.178380E-04  5.696523E-02  1.215202E-01  1.269370E-01  1.773744E-01  2.328769E-02  1.928123E-01  1.481325E-01  1.062084E-01  1.985159E-01  1.206870E-02  1.762741E-02  7.001281E-04  3.757750E-04  6.347919E-03  1.850311E-03  5.824226E-03  5.734075E-04  2.709913E-04  1.648471E-04  2.198228E-04  7.919200E-05  3.267227E-04  3.438567E-01  3.327788E-03  1.099013E-02  1.554395E-03  6.779811E-02  5.004626E-03  1.276430E-02  4.522128E-02  3.399227E-02  8.769974E-03  1.156166E-02  6.977816E-02  2.528313E-02  3.299213E-02  1.410834E-01  2.966622E-02  2.241004E-02  1.012777E-02  1.041584E-01  1.764149E-02  2.279898E-02
 2.761500E+02  7.190286E-01  4.508485E-01  9.634132E-02  1.265779E-01  1.408592E-01  1.681149E-01  1.444497E-01  6.101783E-02  8.244755E-04  5.719833E-02  1.221411E-01  1.275022E-01  1.780394E-01  2.265591E-02  1.894061E-01  1.454552E-01  1.044544E-01  1.900381E-01  1.157508E-02  1.849095E-02  7.442404E-04  3.923781E-04  6.435922E-03  1.856520E-03  5.852202E-03  5.692078E-04  2.706131E-04  1.637564E-04  2.184057E-04  7.896570E-05  3.262572E-04  3.580798E-01  3.444031E-03  1.141035E-02  1.594363E-03  6.744729E-02  4.923652E-03  1.256305E-02  4.654846E-02  3.454769E-02  8.914635E-03  1.158374E-02  6.792286E-02  2.469635E-02  3.211619E-02  1.428427E-01  2.970047E-02  2.207027E-02  1.008978E-02  1.019684E-01  1.731433E-02  2.227571E-02
 2.771500E+02  7.400138E-01  4.641461E-01  9.807106E-02  1.288931E-01  1.434462E-01  1.712553E-01  1.444937E-01  6.123963E-02  8.306596E-04  5.739890E-02  1.226926E-01  1.279950E-01  1.786032E-01  2.202984E-02  1.859507E-01  1.427426E-01  1.026680E-01  1.818194E-01  1.109522E-02  1.938918E-02  7.906266E-04  4.094412E-04  6.521128E-03  1.861455E-03  5.876165E-03  5.646027E-04  2.700156E-04  1.625464E-04  2.168287E-04  7.867675E-05  3.255273E-04  3.727036E-01  3.562154E-03  1.183913E-02  1.634210E-03  6.705513E-02  4.840524E-03  1.235610E-02  4.788665E-02  3.508953E-02  9.055818E-03  1.159778E-02  6.607403E-02  2.410697E-02  3.124322E-02  1.445333E-01  2.971404E-02  2.171971E-02  1.004515E-02  9.975446E-02  1.698100E-02  2.174925E-02
 2.781500E+02  7.614019E-01  4.776258E-01  9.977986E-02  1.311821E-01  1.460042E-01  1.743625E-01  1.444572E-01  6.142647E-02  8.363812E-04  5.756672E-02  1.231742E-01  1.284147E-01  1.790653E-01  2.140998E-02  1.824512E-01  1.399988E-01  1.008521E-01  1.738581E-01  1.062912E-02  2.032296E-02  8.393596E-04  4.269548E-04  6.603251E-03  1.865057E-03  5.895910E-03  5.595847E-04  2.691917E-04  1.612148E-04  2.150885E-04  7.832339E-05  3.245246E-04  3.877277E-01  3.682039E-03  1.227613E-02  1.673851E-03  6.662097E-02  4.755273E-03  1.214349E-02  4.923441E-02  3.561655E-02  9.193199E-03  1.160357E-02  6.423248E-02  2.351534E-02  3.037361E-02  1.461519E-01  2.970664E-02  2.135871E-02  9.993947E-03  9.751940E-02  1.664196E-02  2.122035E-02
 2.791500E+02  7.831918E-01  4.912814E-01  1.014657E-01  1.334421E-01  1.485301E-01  1.774331E-01  1.443405E-01  6.157819E-02  8.416325E-04  5.770162E-02  1.235853E-01  1.287608E-01  1.794252E-01  2.079683E-02  1.789131E-01  1.372280E-01  9.900971E-02  1.661520E-01  1.017676E-02  2.129311E-02  8.905108E-04  4.449068E-04  6.682003E-03  1.867267E-03  5.911233E-03  5.541474E-04  2.681348E-04  1.597595E-04  2.131824E-04  7.790397E-05  3.232412E-04  4.031508E-01  3.803558E-03  1.272094E-02  1.713200E-03  6.614422E-02  4.667934E-03  1.192533E-02  5.059020E-02  3.612749E-02  9.326452E-03  1.160094E-02  6.239911E-02  2.292183E-02  2.950779E-02  1.476949E-01  2.967803E-02  2.098769E-02  9.936234E-03  9.526596E-02  1.629766E-02  2.068975E-02
 2.801500E+02  8.053822E-01  5.051062E-01  1.031267E-01  1.356705E-01  1.510212E-01  1.804635E-01  1.441441E-01  6.169467E-02  8.464063E-04  5.780351E-02  1.239255E-01  1.290332E-01  1.796827E-01  2.019086E-02  1.753416E-01  1.344342E-01  9.714369E-02  1.586986E-01  9.738070E-03  2.230045E-02  9.441488E-04  4.632829E-04  6.757084E-03  1.868028E-03  5.921934E-03  5.482856E-04  2.668389E-04  1.581788E-04  2.111080E-04  7.741701E-05  3.216699E-04  4.189706E-01  3.926568E-03  1.317315E-02  1.752163E-03  6.562437E-02  4.578552E-03  1.170172E-02  5.195242E-02  3.662108E-02  9.455248E-03  1.158970E-02  6.057484E-02  2.232684E-02  2.864618E-02  1.491592E-01  2.962799E-02  2.060708E-02  9.872103E-03  9.299694E-02  1.594859E-02  2.015818E-02
 2.811500E+02  8.279710E-01  5.190932E-01  1.047609E-01  1.378646E-01  1.534745E-01  1.834501E-01  1.438686E-01  6.177588E-02  8.506970E-04  5.787239E-02  1.241945E-01  1.292317E-01  1.798380E-01  1.959252E-02  1.717421E-01  1.316215E-01  9.525694E-02  1.514953E-01  9.312996E-03  2.334572E-02  1.000339E-03  4.820659E-04  6.828193E-03  1.867284E-03  5.927817E-03  5.419953E-04  2.652986E-04  1.564713E-04  2.088634E-04  7.686118E-05  3.198040E-04  4.351838E-01  4.050917E-03  1.363225E-02  1.790645E-03  6.506102E-02  4.487178E-03  1.147279E-02  5.331938E-02  3.709606E-02  9.579257E-03  1.156970E-02  5.876064E-02  2.173079E-02  2.778927E-02  1.505415E-01  2.955637E-02  2.021732E-02  9.801656E-03  9.071517E-02  1.559521E-02  1.962636E-02
 2.821500E+02  8.509558E-01  5.332349E-01  1.063663E-01  1.400220E-01  1.558871E-01  1.863895E-01  1.435150E-01  6.182187E-02  8.544995E-04  5.790830E-02  1.243923E-01  1.293564E-01  1.798913E-01  1.900223E-02  1.681197E-01  1.287939E-01  9.335240E-02  1.445390E-01  8.901442E-03  2.442966E-02  1.059145E-03  5.012358E-04  6.895022E-03  1.864981E-03  5.928693E-03  5.352738E-04  2.635089E-04  1.546360E-04  2.064471E-04  7.623536E-05  3.176377E-04  4.517860E-01  4.176437E-03  1.409772E-02  1.828546E-03  6.445387E-02  4.393874E-03  1.123870E-02  5.468931E-02  3.755116E-02  9.698147E-03  1.154081E-02  5.695753E-02  2.113412E-02  2.693752E-02  1.518388E-01  2.946305E-02  1.981891E-02  9.725009E-03  8.842350E-02  1.523803E-02  1.909499E-02
