#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            w1            w2          w3-1          w3-2        c1w1-2        c1w2-1        c2w1-1        c2w1-9
 2.731500E+02  2.442723E-02  1.924280E-06  4.013466E-11  5.267771E-11  5.860813E-11  6.988291E-11  8.897991E-01  2.647674E-02  8.013121E-03  1.124326E-04  5.108583E-02  8.354792E-05  6.175540E-08  5.422778E-08
 2.741500E+02  2.470284E-02  1.931401E-06  3.951103E-11  5.187674E-11  5.772131E-11  6.884718E-11  8.912114E-01  2.592266E-02  7.435929E-03  1.083886E-04  5.053743E-02  7.930242E-05  6.011422E-08  5.274111E-08
 2.751500E+02  2.497650E-02  1.938143E-06  3.889209E-11  5.108126E-11  5.684042E-11  6.781772E-11  8.925632E-01  2.538228E-02  6.903417E-03  1.045096E-04  4.999278E-02  7.529088E-05  5.851729E-08  5.129608E-08
 2.761500E+02  2.524814E-02  1.944506E-06  3.827787E-11  5.029131E-11  5.596552E-11  6.679461E-11  8.938582E-01  2.485535E-02  6.411935E-03  1.007887E-04  4.945202E-02  7.149964E-05  5.696342E-08  4.989151E-08
 2.771500E+02  2.551771E-02  1.950488E-06  3.766842E-11  4.950697E-11  5.509670E-11  6.577798E-11  8.951001E-01  2.434158E-02  5.958146E-03  9.721950E-05  4.891526E-02  6.791588E-05  5.545146E-08  4.852626E-08
 2.781500E+02  2.578515E-02  1.956089E-06  3.706381E-11  4.872835E-11  5.423409E-11  6.476798E-11  8.962921E-01  2.384071E-02  5.538991E-03  9.379547E-05  4.838263E-02  6.452755E-05  5.398030E-08  4.719924E-08
 2.791500E+02  2.605042E-02  1.961310E-06  3.646413E-11  4.795559E-11  5.337784E-11  6.376482E-11  8.974373E-01  2.335245E-02  5.151669E-03  9.051048E-05  4.785422E-02  6.132332E-05  5.254888E-08  4.590939E-08
 2.801500E+02  2.631346E-02  1.966152E-06  3.586948E-11  4.718882E-11  5.252812E-11  6.276871E-11  8.985386E-01  2.287650E-02  4.793615E-03  8.735859E-05  4.733015E-02  5.829254E-05  5.115615E-08  4.465571E-08
 2.811500E+02  2.657424E-02  1.970617E-06  3.527998E-11  4.642822E-11  5.168511E-11  6.177989E-11  8.995984E-01  2.241259E-02  4.462480E-03  8.433411E-05  4.681050E-02  5.542522E-05  4.980111E-08  4.343719E-08
 2.821500E+02  2.683272E-02  1.974708E-06  3.469575E-11  4.567395E-11  5.084900E-11  6.079859E-11  9.006192E-01  2.196042E-02  4.156110E-03  8.143153E-05  4.629535E-02  5.271195E-05  4.848279E-08  4.225288E-08
 2.831500E+02  2.708885E-02  1.978428E-06  3.411692E-11  4.492620E-11  5.002000E-11  5.982508E-11  9.016033E-01  2.151969E-02  3.872533E-03  7.864560E-05  4.578479E-02  5.014389E-05  4.720024E-08  4.110186E-08
 2.841500E+02  2.734262E-02  1.981782E-06  3.354360E-11  4.418513E-11  4.919832E-11  5.885962E-11  9.025527E-01  2.109013E-02  3.609942E-03  7.597127E-05  4.527887E-02  4.771274E-05  4.595255E-08  3.998323E-08
 2.851500E+02  2.759398E-02  1.984773E-06  3.297593E-11  4.345094E-11  4.838414E-11  5.790246E-11  9.034693E-01  2.067145E-02  3.366678E-03  7.340370E-05  4.477768E-02  4.541070E-05  4.473881E-08  3.889611E-08
 2.861500E+02  2.784292E-02  1.987406E-06  3.241404E-11  4.272381E-11  4.757769E-11  5.695386E-11  9.043550E-01  2.026335E-02  3.141223E-03  7.093825E-05  4.428125E-02  4.323041E-05  4.355816E-08  3.783964E-08
 2.871500E+02  2.808941E-02  1.989687E-06  3.185806E-11  4.200391E-11  4.677916E-11  5.601409E-11  9.052114E-01  1.986557E-02  2.932181E-03  6.857049E-05  4.378965E-02  4.116498E-05  4.240973E-08  3.681300E-08
 2.881500E+02  2.833343E-02  1.991621E-06  3.130809E-11  4.129142E-11  4.598875E-11  5.508338E-11  9.060400E-01  1.947783E-02  2.738274E-03  6.629617E-05  4.330291E-02  3.920791E-05  4.129270E-08  3.581539E-08
 2.891500E+02  2.857496E-02  1.993214E-06  3.076426E-11  4.058649E-11  4.520664E-11  5.416198E-11  9.068422E-01  1.909986E-02  2.558329E-03  6.411123E-05  4.282108E-02  3.735311E-05  4.020626E-08  3.484600E-08
 2.901500E+02  2.881399E-02  1.994472E-06  3.022669E-11  3.988930E-11  4.443301E-11  5.325012E-11  9.076195E-01  1.873139E-02  2.391267E-03  6.201180E-05  4.234419E-02  3.559483E-05  3.914962E-08  3.390408E-08
 2.911500E+02  2.905051E-02  1.995401E-06  2.969546E-11  3.919999E-11  4.366804E-11  5.234801E-11  9.083730E-01  1.837217E-02  2.236099E-03  5.999417E-05  4.187228E-02  3.392767E-05  3.812199E-08  3.298888E-08
