#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1            w1            w2          w3-1          w3-2          c1m1        c1m2-1        c1m2-7        c2m1-1        c1w1-2        c1w2-1        c2w1-1        c2w1-9        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3      c1m1w1-1
 2.731500E+02  9.613948E-03  3.198095E-06  3.755578E-10  4.929286E-10  5.484223E-10  6.539253E-10  2.526747E-02  5.614369E-05  1.795305E-06  7.439769E-03  1.985946E-05  7.189173E-07  1.008718E-08  2.657491E-04  1.496563E-07  4.910699E-07  1.900828E-08  1.803697E-03  3.528360E-07  1.227643E-08  1.078001E-08  2.655424E-05  3.614749E-05  8.047827E-07  9.896550E-07  1.253411E-06  2.205124E-07
 2.741500E+02  9.604966E-03  3.147383E-06  3.598011E-10  4.724076E-10  5.256302E-10  6.269463E-10  2.516463E-02  5.457595E-05  1.650416E-06  7.436805E-03  1.945675E-05  6.693445E-07  9.756589E-09  2.586697E-04  1.393999E-07  4.588967E-07  1.800373E-08  1.767450E-03  3.326168E-07  1.174838E-08  1.030743E-08  2.592691E-05  3.529127E-05  7.465151E-07  9.140633E-07  1.158134E-06  2.065171E-07
 2.751500E+02  9.595514E-03  3.097606E-06  3.447816E-10  4.528395E-10  5.038949E-10  6.012096E-10  2.506266E-02  5.306345E-05  1.518187E-06  7.433389E-03  1.906310E-05  6.234196E-07  9.437835E-09  2.518209E-04  1.299120E-07  4.290387E-07  1.705819E-08  1.732044E-03  3.136516E-07  1.124548E-08  9.857758E-09  2.531762E-05  3.445980E-05  6.927805E-07  8.447045E-07  1.070679E-06  1.934889E-07
 2.761500E+02  9.585608E-03  3.048750E-06  3.304619E-10  4.341768E-10  4.831635E-10  5.766536E-10  2.496156E-02  5.160391E-05  1.397433E-06  7.429535E-03  1.867832E-05  5.808592E-07  9.130483E-09  2.451941E-04  1.211306E-07  4.013156E-07  1.616788E-08  1.697459E-03  2.958577E-07  1.076645E-08  9.429811E-09  2.472579E-05  3.365226E-05  6.432039E-07  7.810296E-07  9.903603E-07  1.813561E-07
 2.771500E+02  9.575262E-03  3.000799E-06  3.168069E-10  4.163740E-10  4.633859E-10  5.532198E-10  2.486133E-02  5.019516E-05  1.287086E-06  7.425255E-03  1.830223E-05  5.414031E-07  8.834113E-09  2.387811E-04  1.129990E-07  3.755621E-07  1.532930E-08  1.663677E-03  2.791580E-07  1.031006E-08  9.022457E-09  2.415087E-05  3.286789E-05  5.974431E-07  7.225410E-07  9.165545E-07  1.700527E-07
 2.781500E+02  9.564492E-03  2.953739E-06  3.037831E-10  3.993883E-10  4.445146E-10  5.308527E-10  2.476195E-02  4.883512E-05  1.186185E-06  7.420564E-03  1.793465E-05  5.048120E-07  8.548322E-09  2.325740E-04  1.054652E-07  3.516268E-07  1.453916E-08  1.630678E-03  2.634809E-07  9.875159E-09  8.634631E-09  2.359231E-05  3.210594E-05  5.551856E-07  6.687870E-07  8.486974E-07  1.595177E-07
 2.791500E+02  9.553312E-03  2.907554E-06  2.913591E-10  3.831793E-10  4.265047E-10  5.094997E-10  2.466342E-02  4.752182E-05  1.093863E-06  7.415474E-03  1.757540E-05  4.708660E-07  8.272719E-09  2.265652E-04  9.848173E-08  3.293707E-07  1.379443E-08  1.598444E-03  2.487594E-07  9.460667E-09  8.265324E-09  2.304959E-05  3.136569E-05  5.161460E-07  6.193577E-07  7.862758E-07  1.496949E-07
 2.801500E+02  9.541736E-03  2.862230E-06  2.795049E-10  3.677083E-10  4.093136E-10  4.891111E-10  2.456573E-02  4.625337E-05  1.009337E-06  7.409998E-03  1.722428E-05  4.393629E-07  8.006928E-09  2.207476E-04  9.200523E-08  3.086661E-07  1.309226E-08  1.566958E-03  2.349315E-07  9.065549E-09  7.913585E-09  2.252221E-05  3.064644E-05  4.800632E-07  5.738810E-07  7.288240E-07  1.405327E-07
 2.811500E+02  9.529779E-03  2.817751E-06  2.681921E-10  3.529390E-10  3.929009E-10  4.696396E-10  2.446887E-02  4.502797E-05  9.319009E-07  7.404149E-03  1.688113E-05  4.101168E-07  7.750586E-09  2.151141E-04  8.599591E-08  2.893957E-07  1.242999E-08  1.536202E-03  2.219393E-07  8.688828E-09  7.578511E-09  2.200967E-05  2.994752E-05  4.466987E-07  5.320185E-07  6.759181E-07  1.319832E-07
 2.821500E+02  9.517453E-03  2.774103E-06  2.573939E-10  3.388368E-10  3.772285E-10  4.510405E-10  2.437283E-02  4.384388E-05  8.609159E-07  7.397938E-03  1.654577E-05  3.829563E-07  7.503343E-09  2.096581E-04  8.041734E-08  2.714518E-07  1.180515E-08  1.506158E-03  2.097287E-07  8.329578E-09  7.259250E-09  2.151151E-05  2.926827E-05  4.158342E-07  4.934628E-07  6.271731E-07  1.240023E-07
 2.831500E+02  9.504773E-03  2.731271E-06  2.470850E-10  3.253691E-10  3.622600E-10  4.332713E-10  2.427761E-02  4.269947E-05  7.958050E-07  7.391377E-03  1.621803E-05  3.577240E-07  7.264862E-09  2.043731E-04  7.523612E-08  2.547353E-07  1.121543E-08  1.476809E-03  1.982495E-07  7.986925E-09  6.954996E-09  2.102726E-05  2.860808E-05  3.872700E-07  4.579340E-07  5.822382E-07  1.165493E-07
 2.841500E+02  9.491750E-03  2.689241E-06  2.372412E-10  3.125047E-10  3.479610E-10  4.162918E-10  2.418320E-02  4.159318E-05  7.360458E-07  7.384477E-03  1.589773E-05  3.342748E-07  7.034817E-09  1.992530E-04  7.042163E-08  2.391551E-07  1.065868E-08  1.448140E-03  1.874549E-07  7.660040E-09  6.664987E-09  2.055649E-05  2.796633E-05  3.608233E-07  4.251776E-07  5.407943E-07  1.095866E-07
 2.851500E+02  9.478399E-03  2.647999E-06  2.278396E-10  3.002143E-10  3.342991E-10  4.000637E-10  2.408958E-02  4.052349E-05  6.811656E-07  7.377250E-03  1.558472E-05  3.124751E-07  6.812897E-09  1.942919E-04  6.594577E-08  2.246273E-07  1.013287E-08  1.420133E-03  1.773011E-07  7.348136E-09  6.388499E-09  2.009877E-05  2.734243E-05  3.363264E-07  3.949618E-07  5.025506E-07  1.030794E-07
 2.861500E+02  9.464730E-03  2.607530E-06  2.188587E-10  2.884700E-10  3.212433E-10  3.845509E-10  2.399676E-02  3.948898E-05  6.307362E-07  7.369707E-03  1.527882E-05  2.922019E-07  6.598798E-09  1.894841E-04  6.178275E-08  2.110747E-07  9.636133E-09  1.392773E-03  1.677474E-07  7.050469E-09  6.124851E-09  1.965369E-05  2.673583E-05  3.136260E-07  3.670751E-07  4.672420E-07  9.699567E-08
 2.871500E+02  9.450757E-03  2.567820E-06  2.102780E-10  2.772453E-10  3.087642E-10  3.697190E-10  2.390471E-02  3.848827E-05  5.843693E-07  7.361859E-03  1.497987E-05  2.733417E-07  6.392230E-09  1.848241E-04  5.790888E-08  1.984260E-07  9.166706E-09  1.366044E-03  1.587558E-07  6.766336E-09  5.873396E-09  1.922086E-05  2.614597E-05  2.925814E-07  3.413252E-07  4.346269E-07  9.130557E-08
 2.881500E+02  9.436490E-03  2.528856E-06  2.020779E-10  2.665152E-10  2.968341E-10  3.555353E-10  2.381344E-02  3.752007E-05  5.417129E-07  7.353714E-03  1.468771E-05  2.557900E-07  6.192913E-09  1.803067E-04  5.430239E-08  1.866159E-07  8.722944E-09  1.339931E-03  1.502907E-07  6.495067E-09  5.633522E-09  1.879988E-05  2.557232E-05  2.730635E-07  3.175362E-07  4.044847E-07  8.598165E-08
 2.891500E+02  9.421941E-03  2.490623E-06  1.942401E-10  2.562559E-10  2.854266E-10  3.419690E-10  2.372293E-02  3.658311E-05  5.024474E-07  7.345285E-03  1.440220E-05  2.394503E-07  6.000578E-09  1.759269E-04  5.094329E-08  1.755837E-07  8.303309E-09  1.314419E-03  1.423192E-07  6.236030E-09  5.404648E-09  1.839039E-05  2.501439E-05  2.549539E-07  2.955480E-07  3.766140E-07  8.099848E-08
 2.901500E+02  9.407122E-03  2.453108E-06  1.867470E-10  2.464447E-10  2.745168E-10  3.289907E-10  2.363317E-02  3.567620E-05  4.662825E-07  7.336580E-03  1.412317E-05  2.242337E-07  5.814965E-09  1.716798E-04  4.781315E-08  1.652737E-07  7.906366E-09  1.289494E-03  1.348103E-07  5.988626E-09  5.186228E-09  1.799203E-05  2.447166E-05  2.381441E-07  2.752142E-07  3.508311E-07  7.633248E-08
 2.911500E+02  9.392043E-03  2.416298E-06  1.795821E-10  2.370603E-10  2.640807E-10  3.165725E-10  2.354416E-02  3.479820E-05  4.329547E-07  7.327610E-03  1.385047E-05  2.100581E-07  5.635825E-09  1.675607E-04  4.489506E-08  1.556345E-07  7.530766E-09  1.265140E-03  1.277352E-07  5.752285E-09  4.977741E-09  1.760446E-05  2.394368E-05  2.225342E-07  2.564010E-07  3.269679E-07  7.196185E-08
 2.921500E+02  9.376715E-03  2.380178E-06  1.727297E-10  2.280824E-10  2.540960E-10  3.046879E-10  2.345589E-02  3.394800E-05  4.022242E-07  7.318383E-03  1.358396E-05  1.968478E-07  5.462917E-09  1.635653E-04  4.217341E-08  1.466184E-07  7.175252E-09  1.241345E-03  1.210670E-07  5.526468E-09  4.778696E-09  1.722733E-05  2.342998E-05  2.080326E-07  2.389864E-07  3.048707E-07  6.786638E-08
