#         T/K        V/dm^3  V(excl)/dm^3    alpha/K^-1        status
 2.731500E+02  4.973171E-02  4.821327E-02  3.423234E-04                                 112
 2.741500E+02  4.974873E-02  4.821327E-02  3.446528E-04                                 112
 2.751500E+02  4.976600E-02  4.821327E-02  3.493336E-04                                 112
 2.761500E+02  4.978350E-02  4.821327E-02  3.539027E-04                                 112
 2.771500E+02  4.980124E-02  4.821327E-02  3.584348E-04                                 112
 2.781500E+02  4.981920E-02  4.821327E-02  3.629288E-04                                 112
 2.791500E+02  4.983740E-02  4.821327E-02  3.673837E-04                                 112
 2.801500E+02  4.985582E-02  4.821327E-02  3.717989E-04                                 112
 2.811500E+02  4.987447E-02  4.821327E-02  3.762258E-04                                 112
 2.821500E+02  4.989335E-02  4.821327E-02  3.805630E-04                                 112
 2.831500E+02  4.991245E-02  4.821327E-02  3.848080E-04                                 112
 2.841500E+02  4.993176E-02  4.821327E-02  3.890617E-04                                 112
 2.851500E+02  4.995130E-02  4.821327E-02  3.932749E-04                                 112
 2.861500E+02  4.997105E-02  4.821327E-02  3.974478E-04                                 112
 2.871500E+02  4.999102E-02  4.821327E-02  4.015805E-04                                 112
 2.881500E+02  5.001120E-02  4.821327E-02  4.056731E-04                                 112
 2.891500E+02  5.003160E-02  4.821327E-02  4.097258E-04                                 112
 2.901500E+02  5.005220E-02  4.821327E-02  4.137387E-04                                 112
 2.911500E+02  5.007302E-02  4.821327E-02  4.177119E-04                                 112
 2.921500E+02  5.009403E-02  4.821327E-02  4.216452E-04                                 112
 2.931500E+02  5.011526E-02  4.821327E-02  4.255386E-04                                 112
 2.941500E+02  5.013669E-02  4.821327E-02  4.293920E-04                                 112
 2.951500E+02  5.015832E-02  4.821327E-02  4.332050E-04                                 112
 2.961500E+02  5.018014E-02  4.821327E-02  4.369772E-04                                 112
 2.971500E+02  5.020217E-02  4.821327E-02  4.407082E-04                                 112
 2.981500E+02  5.022439E-02  4.821327E-02  4.443974E-04                                 112
 2.991500E+02  5.024681E-02  4.821327E-02  4.480443E-04                                 112
 3.001500E+02  5.026942E-02  4.821327E-02  4.516480E-04                                 112
 3.011500E+02  5.029222E-02  4.821327E-02  4.552078E-04                                 112
 3.021500E+02  5.031521E-02  4.821327E-02  4.587230E-04                                 112
 3.031500E+02  5.033838E-02  4.821327E-02  4.621926E-04                                 112
 3.041500E+02  5.036174E-02  4.821327E-02  4.656158E-04                                 112
 3.051500E+02  5.038528E-02  4.821327E-02  4.689918E-04                                 112
 3.061500E+02  5.040900E-02  4.821327E-02  4.723198E-04                                 112
 3.071500E+02  5.043290E-02  4.821327E-02  4.755989E-04                                 112
 3.081500E+02  5.045697E-02  4.821327E-02  4.788284E-04                                 112
 3.091500E+02  5.048122E-02  4.821327E-02  4.820077E-04                                 112
 3.101500E+02  5.050563E-02  4.821327E-02  4.851362E-04                                 112
 3.111500E+02  5.053022E-02  4.821327E-02  4.882135E-04                                 112
 3.121500E+02  5.055497E-02  4.821327E-02  4.912393E-04                                 112
 3.131500E+02  5.057989E-02  4.821327E-02  4.942133E-04                                 112
 3.141500E+02  5.060497E-02  4.821327E-02  4.971356E-04                                 112
 3.151500E+02  5.063021E-02  4.821327E-02  5.000064E-04                                 112
 3.161500E+02  5.065560E-02  4.821327E-02  5.028260E-04                                 112
 3.171500E+02  5.068115E-02  4.821327E-02  5.055949E-04                                 112
 3.181500E+02  5.070685E-02  4.821327E-02  5.083140E-04                                 112
 3.191500E+02  5.073270E-02  4.821327E-02  5.109841E-04                                 112
 3.201500E+02  5.075869E-02  4.821327E-02  5.136065E-04                                 112
 3.211500E+02  5.078484E-02  4.821327E-02  5.161827E-04                                 112
 3.221500E+02  5.081112E-02  4.821327E-02  5.187141E-04                                 112
 3.231500E+02  5.083755E-02  4.821327E-02  5.212028E-04                                 112
 3.241500E+02  5.086412E-02  4.821327E-02  5.236508E-04                                 112
 3.251500E+02  5.089082E-02  4.821327E-02  5.260604E-04                                 112
 3.261500E+02  5.091766E-02  4.821327E-02  5.284343E-04                                 112
 3.271500E+02  5.094463E-02  4.821327E-02  5.307751E-04                                 112
 3.281500E+02  5.097174E-02  4.821327E-02  5.330858E-04                                 112
 3.291500E+02  5.099898E-02  4.821327E-02  5.353697E-04                                 112
 3.301500E+02  5.102635E-02  4.821327E-02  5.376300E-04                                 112
 3.311500E+02  5.105384E-02  4.821327E-02  5.398704E-04                                 112
 3.321500E+02  5.108147E-02  4.821327E-02  5.420945E-04                                 112
 3.331500E+02  5.110923E-02  4.821327E-02  5.443062E-04                                 112
 3.341500E+02  5.113711E-02  4.821327E-02  5.465096E-04                                 112
 3.351500E+02  5.116512E-02  4.821327E-02  5.487089E-04                                 112
 3.361500E+02  5.119326E-02  4.821327E-02  5.509082E-04                                 112
 3.371500E+02  5.122153E-02  4.821327E-02  5.531121E-04                                 112
 3.381500E+02  5.124992E-02  4.821327E-02  5.553249E-04                                 112
 3.391500E+02  5.127845E-02  4.821327E-02  5.575512E-04                                 112
 3.401500E+02  5.130710E-02  4.821327E-02  5.597958E-04                                 112
 3.411500E+02  5.133589E-02  4.821327E-02  5.620631E-04                                 112
 3.421500E+02  5.136481E-02  4.821327E-02  5.643581E-04                                 112
 3.431500E+02  5.139387E-02  4.821327E-02  5.666853E-04                                 112
 3.441500E+02  5.142306E-02  4.821327E-02  2.733643E+02                                 112
 3.451500E+02  2.816585E+01  4.821327E-02  5.005795E-01                                 111
 3.461500E+02  2.824992E+01  4.821327E-02  2.975247E-03                                 111
 3.471500E+02  2.833395E+01  4.821327E-02  2.965232E-03                                 111
 3.481500E+02  2.841796E+01  4.821327E-02  2.955305E-03                                 111
 3.491500E+02  2.850192E+01  4.821327E-02  2.945463E-03                                 111
 3.501500E+02  2.858586E+01  4.821327E-02  2.935707E-03                                 111
 3.511500E+02  2.866976E+01  4.821327E-02  2.926033E-03                                 111
 3.521500E+02  2.875364E+01  4.821327E-02  2.916441E-03                                 111
 3.531500E+02  2.883748E+01  4.821327E-02  2.906930E-03                                 111
 3.541500E+02  2.892129E+01  4.821327E-02  2.897498E-03                                 111
 3.551500E+02  2.900508E+01  4.821327E-02  2.888143E-03                                 111
