#         T/K          A/kJ          G/kJ
  2.731500000000E+02   1.814575990825E+01   1.815015809895E+01
  2.741500000000E+02   1.800505914769E+01   1.800946053311E+01
  2.751500000000E+02   1.786375945860E+01   1.786816406230E+01
  2.761500000000E+02   1.772186327652E+01   1.772627111861E+01
  2.771500000000E+02   1.757937348514E+01   1.758378458293E+01
  2.781500000000E+02   1.743629339842E+01   1.744070776649E+01
  2.791500000000E+02   1.729262673683E+01   1.729704438709E+01
  2.801500000000E+02   1.714837760124E+01   1.715279854305E+01
  2.811500000000E+02   1.700355044549E+01   1.700797468571E+01
  2.821500000000E+02   1.685815004741E+01   1.686257759058E+01
  2.831500000000E+02   1.671218147940E+01   1.671661232782E+01
  2.841500000000E+02   1.656565007839E+01   1.657008423229E+01
  2.851500000000E+02   1.641856141595E+01   1.642299887363E+01
  2.861500000000E+02   1.627092126857E+01   1.627536202653E+01
  2.871500000000E+02   1.612273558863E+01   1.612717964173E+01
  2.881500000000E+02   1.597401047611E+01   1.597845781774E+01
  2.891500000000E+02   1.582475215159E+01   1.582920277378E+01
  2.901500000000E+02   1.567496693015E+01   1.567942082375E+01
  2.911500000000E+02   1.552466119692E+01   1.552911835173E+01
  2.921500000000E+02   1.537384138350E+01   1.537830178842E+01
  2.931500000000E+02   1.522251394717E+01   1.522697759031E+01
  2.941500000000E+02   1.507068534985E+01   1.507515221870E+01
  2.951500000000E+02   1.491836204066E+01   1.492283212216E+01
  2.961500000000E+02   1.476555043538E+01   1.477002371609E+01
  2.971500000000E+02   1.461225690742E+01   1.461673337359E+01
  2.981500000000E+02   1.445848776718E+01   1.446296740487E+01
  2.991500000000E+02   1.430424925242E+01   1.430873204760E+01
  3.001500000000E+02   1.414954751654E+01   1.415403345518E+01
  3.011500000000E+02   1.399438861646E+01   1.399887768459E+01
  3.021500000000E+02   1.383877850728E+01   1.384327069112E+01
  3.031500000000E+02   1.368272303065E+01   1.368721831664E+01
  3.041500000000E+02   1.352622790956E+01   1.353072628446E+01
  3.051500000000E+02   1.336929874327E+01   1.337380019418E+01
  3.061500000000E+02   1.321194099629E+01   1.321644551076E+01
  3.071500000000E+02   1.305416000545E+01   1.305866757151E+01
  3.081500000000E+02   1.289596096545E+01   1.290047157164E+01
  3.091500000000E+02   1.273734893105E+01   1.274186256652E+01
  3.101500000000E+02   1.257832881422E+01   1.258284546870E+01
  3.111500000000E+02   1.241890538111E+01   1.242342504502E+01
  3.121500000000E+02   1.225908325354E+01   1.226360591798E+01
  3.131500000000E+02   1.209886690560E+01   1.210339256240E+01
  3.141500000000E+02   1.193826066483E+01   1.194278930658E+01
  3.151500000000E+02   1.177726871545E+01   1.178180033553E+01
  3.161500000000E+02   9.017769243270E+00   1.153442878061E+01
  3.171500000000E+02   8.758917482031E+00   1.128503470927E+01
  3.181500000000E+02   8.499900838685E+00   1.103545865888E+01
  3.191500000000E+02   8.240719912034E+00   1.078570149889E+01
  3.201500000000E+02   7.981375289493E+00   1.053576408325E+01
  3.211500000000E+02   7.721867547374E+00   1.028564725080E+01
  3.221500000000E+02   7.462197251165E+00   1.003535182564E+01
  3.231500000000E+02   7.202364955807E+00   9.784878617516E+00
  3.241500000000E+02   6.942371205974E+00   9.534228422148E+00
  3.251500000000E+02   6.682216536343E+00   9.283402021584E+00
  3.261500000000E+02   6.421901471865E+00   9.032400184530E+00
  3.271500000000E+02   6.161426528032E+00   8.781223666665E+00
  3.281500000000E+02   5.900792211133E+00   8.529873210955E+00
  3.291500000000E+02   5.639999018517E+00   8.278349547951E+00
  3.301500000000E+02   5.379047438581E+00   8.026653395832E+00
  3.311500000000E+02   5.117937952052E+00   7.774785461696E+00
  3.321500000000E+02   4.856671030654E+00   7.522746440307E+00
  3.331500000000E+02   4.595247138406E+00   7.270537015397E+00
  3.341500000000E+02   4.333666731573E+00   7.018157859664E+00
  3.351500000000E+02   4.071930258894E+00   6.765609635024E+00
  3.361500000000E+02   3.810038161795E+00   6.512892992860E+00
  3.371500000000E+02   3.547990874596E+00   6.260008574264E+00
  3.381500000000E+02   3.285788824718E+00   6.006957010268E+00
  3.391500000000E+02   3.023432432878E+00   5.753738922076E+00
  3.401500000000E+02   2.760922113283E+00   5.500354921283E+00
  3.411500000000E+02   2.498258273813E+00   5.246805610095E+00
  3.421500000000E+02   2.235441316205E+00   4.993091581537E+00
  3.431500000000E+02   1.972471636227E+00   4.739213419663E+00
  3.441500000000E+02   1.709349623969E+00   4.485171699877E+00
  3.451500000000E+02   1.446075663507E+00   4.230966988633E+00
  3.461500000000E+02   1.182650133827E+00   3.976599844379E+00
  3.471500000000E+02   9.190734084627E-01   3.722070817236E+00
  3.481500000000E+02   6.553458557735E-01   3.467380449308E+00
  3.491500000000E+02   3.914678390921E-01   3.212529274859E+00
  3.501500000000E+02   1.274397168628E-01   2.957517820486E+00
  3.511500000000E+02  -1.367381572222E-01   2.702346605288E+00
  3.521500000000E+02  -4.010654340928E-01   2.447016141028E+00
  3.531500000000E+02  -6.655417691721E-01   2.191526932298E+00
  3.541500000000E+02  -9.301668222549E-01   1.935879476673E+00
  3.551500000000E+02  -1.194940257389E+00   1.680074264863E+00
  3.561500000000E+02  -1.459861742759E+00   1.424111780864E+00
  3.571500000000E+02  -1.724930950577E+00   1.167992502100E+00
  3.581500000000E+02  -1.990147556971E+00   9.117168995691E-01
  3.591500000000E+02  -2.255511241886E+00   6.552854379803E-01
  3.601500000000E+02  -2.521021688981E+00   3.986985758870E-01
  3.611500000000E+02  -2.786678585528E+00   1.419567658206E-01
  3.621500000000E+02  -3.052481622323E+00  -1.149395455813E-01
  3.631500000000E+02  -3.318430493593E+00  -3.719899174504E-01
  3.641500000000E+02  -3.584524896905E+00  -6.291939145636E-01
  3.651500000000E+02  -3.850764533085E+00  -8.865511072250E-01
  3.661500000000E+02  -4.117149106131E+00  -1.144061071148E+00
  3.671500000000E+02  -4.383678323137E+00  -1.401723387344E+00
  3.681500000000E+02  -4.650351894213E+00  -1.659537642008E+00
  3.691500000000E+02  -4.917169532450E+00  -1.917503426450E+00
  3.701500000000E+02  -5.184130953688E+00  -2.175620336837E+00
  3.711500000000E+02  -5.451235876689E+00  -2.433887974319E+00
  3.721500000000E+02  -5.718484022903E+00  -2.692305944775E+00
  3.731500000000E+02  -5.985875116449E+00  -2.950873858755E+00
  3.741500000000E+02  -6.253408884042E+00  -3.209591331377E+00
  3.751500000000E+02  -6.521085054942E+00  -3.468457982243E+00
  3.761500000000E+02  -6.788903360889E+00  -3.727473435341E+00
  3.771500000000E+02  -7.056863536042E+00  -3.986637318958E+00
  3.781500000000E+02  -7.324965316931E+00  -4.245949265593E+00
  3.791500000000E+02  -7.593208442396E+00  -4.505408911871E+00
  3.801500000000E+02  -7.861592653538E+00  -4.765015898462E+00
  3.811500000000E+02  -8.130117693665E+00  -5.024769869997E+00
  3.821500000000E+02  -8.398783308247E+00  -5.284670474994E+00
  3.831500000000E+02  -8.667589244866E+00  -5.544717365774E+00
  3.841500000000E+02  -8.936535253167E+00  -5.804910198390E+00
  3.851500000000E+02  -9.205621084820E+00  -6.065248632554E+00
  3.861500000000E+02  -9.474846493467E+00  -6.325732331562E+00
  3.871500000000E+02  -9.744211234690E+00  -6.586360962228E+00
  3.881500000000E+02  -1.001371506596E+01  -6.847134194809E+00
  3.891500000000E+02  -1.028335774662E+01  -7.108051702947E+00
  3.901500000000E+02  -1.055313903779E+01  -7.369113163596E+00
  3.911500000000E+02  -1.082305870241E+01  -7.630318256961E+00
  3.921500000000E+02  -1.109311650515E+01  -7.891666666438E+00
  3.931500000000E+02  -1.136331221237E+01  -8.153158078549E+00
  3.941500000000E+02  -1.163364559212E+01  -8.414792182886E+00
  3.951500000000E+02  -1.190411641410E+01  -8.676568672050E+00
  3.961500000000E+02  -1.217472444959E+01  -8.938487241598E+00
  3.971500000000E+02  -1.244546947147E+01  -9.200547589984E+00
  3.981500000000E+02  -1.271635125417E+01  -9.462749418507E+00
  3.991500000000E+02  -1.298736957366E+01  -9.725092431318E+00
