#         T/K     Cv/J*K^-1     Cp/J*K^-1
 2.731500E+02  5.011483E+01  5.011618E+01
 2.741500E+02  5.018279E+01  5.018414E+01
 2.751500E+02  5.025044E+01  5.025182E+01
 2.761500E+02  5.031782E+01  5.031922E+01
 2.771500E+02  5.038494E+01  5.038636E+01
 2.781500E+02  5.045181E+01  5.045324E+01
 2.791500E+02  5.051844E+01  5.051989E+01
 2.801500E+02  5.058483E+01  5.058630E+01
 2.811500E+02  5.065101E+01  5.065249E+01
 2.821500E+02  5.071698E+01  5.071848E+01
 2.831500E+02  5.078275E+01  5.078426E+01
 2.841500E+02  5.084833E+01  5.084987E+01
 2.851500E+02  5.091375E+01  5.091530E+01
 2.861500E+02  5.097901E+01  5.098057E+01
 2.871500E+02  5.104412E+01  5.104569E+01
 2.881500E+02  5.110909E+01  5.111068E+01
 2.891500E+02  5.117395E+01  5.117555E+01
 2.901500E+02  5.123870E+01  5.124031E+01
 2.911500E+02  5.130335E+01  5.130497E+01
 2.921500E+02  5.136792E+01  5.136955E+01
 2.931500E+02  5.143242E+01  5.143406E+01
 2.941500E+02  5.149686E+01  5.149851E+01
 2.951500E+02  5.156125E+01  5.156290E+01
 2.961500E+02  5.162560E+01  5.162726E+01
 2.971500E+02  5.168992E+01  5.169160E+01
 2.981500E+02  5.175423E+01  5.175591E+01
 2.991500E+02  5.181853E+01  5.182022E+01
 3.001500E+02  5.188283E+01  5.188452E+01
 3.011500E+02  5.194714E+01  5.194884E+01
 3.021500E+02  5.201147E+01  5.201317E+01
 3.031500E+02  5.207582E+01  5.207752E+01
 3.041500E+02  5.214020E+01  5.214191E+01
 3.051500E+02  5.220461E+01  5.220632E+01
 3.061500E+02  5.226907E+01  5.227078E+01
 3.071500E+02  5.233357E+01  5.233529E+01
 3.081500E+02  5.239812E+01  5.239984E+01
 3.091500E+02  5.246271E+01  5.246444E+01
 3.101500E+02  5.252737E+01  5.252909E+01
 3.111500E+02  5.259207E+01  5.259380E+01
 3.121500E+02  5.265684E+01  5.265857E+01
 3.131500E+02  5.272166E+01  5.272339E+01
 3.141500E+02  5.278653E+01  5.278827E+01
 3.151500E+02  5.285146E+01  5.285320E+01
 3.161500E+02  5.291645E+01  5.291818E+01
 3.171500E+02  5.298148E+01  5.298322E+01
