#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  6.380607E-01  1.269804E-03  6.690649E-07  8.781638E-07  9.770270E-07  1.164983E-06  3.383870E-01  9.076732E-04  2.627875E-05  2.129162E-02  1.085600E-05  3.562198E-05  6.833229E-06
 2.741500E+02  6.383428E-01  1.248194E-03  6.386031E-07  8.384658E-07  9.329295E-07  1.112753E-06  3.386703E-01  8.875461E-04  2.432470E-05  2.077336E-02  1.014584E-05  3.339954E-05  6.470824E-06
 2.751500E+02  6.386161E-01  1.227121E-03  6.097557E-07  8.008592E-07  8.911520E-07  1.063256E-06  3.389445E-01  8.679932E-04  2.252822E-05  2.027136E-02  9.486827E-06  3.133055E-05  6.130201E-06
 2.761500E+02  6.388811E-01  1.206566E-03  5.824265E-07  7.652200E-07  8.515572E-07  1.016330E-06  3.392102E-01  8.489959E-04  2.087570E-05  1.978501E-02  8.874979E-06  2.940352E-05  5.809914E-06
 2.771500E+02  6.391379E-01  1.186516E-03  5.565258E-07  7.314325E-07  8.140170E-07  9.718257E-07  3.394675E-01  8.305360E-04  1.935478E-05  1.931375E-02  8.306637E-06  2.760784E-05  5.508622E-06
 2.781500E+02  6.393869E-01  1.166955E-03  5.319695E-07  6.993885E-07  7.784112E-07  9.296021E-07  3.397167E-01  8.125962E-04  1.795422E-05  1.885703E-02  7.778446E-06  2.593378E-05  5.225079E-06
 2.791500E+02  6.396283E-01  1.147867E-03  5.086793E-07  6.689866E-07  7.446278E-07  8.895275E-07  3.399583E-01  7.951598E-04  1.666381E-05  1.841433E-02  7.287330E-06  2.437237E-05  4.958130E-06
 2.801500E+02  6.398624E-01  1.129241E-03  4.865815E-07  6.401322E-07  7.125615E-07  8.514786E-07  3.401923E-01  7.782103E-04  1.547425E-05  1.798514E-02  6.830465E-06  2.291536E-05  4.706700E-06
 2.811500E+02  6.400896E-01  1.111061E-03  4.656075E-07  6.127363E-07  6.821141E-07  8.153398E-07  3.404193E-01  7.617323E-04  1.437708E-05  1.756898E-02  6.405256E-06  2.155514E-05  4.469789E-06
 2.821500E+02  6.403099E-01  1.093315E-03  4.456927E-07  5.867158E-07  6.531932E-07  7.810030E-07  3.406393E-01  7.457104E-04  1.336459E-05  1.716538E-02  6.009321E-06  2.028469E-05  4.246469E-06
 2.831500E+02  6.405238E-01  1.075990E-03  4.267769E-07  5.619928E-07  6.257125E-07  7.483667E-07  3.408526E-01  7.301302E-04  1.242976E-05  1.677391E-02  5.640470E-06  1.909757E-05  4.035875E-06
 2.841500E+02  6.407313E-01  1.059074E-03  4.088035E-07  5.384943E-07  5.995911E-07  7.173355E-07  3.410596E-01  7.149775E-04  1.156618E-05  1.639412E-02  5.296688E-06  1.798780E-05  3.837202E-06
 2.851500E+02  6.409327E-01  1.042555E-03  3.917195E-07  5.161516E-07  5.747528E-07  6.878204E-07  3.412604E-01  7.002386E-04  1.076802E-05  1.602562E-02  4.976121E-06  1.694988E-05  3.649703E-06
 2.861500E+02  6.411283E-01  1.026421E-03  3.754751E-07  4.949006E-07  5.511266E-07  6.597375E-07  3.414551E-01  6.859004E-04  1.002994E-05  1.566799E-02  4.677064E-06  1.597873E-05  3.472678E-06
 2.871500E+02  6.413182E-01  1.010663E-03  3.600238E-07  4.746808E-07  5.286453E-07  6.330080E-07  3.416442E-01  6.719501E-04  9.347067E-06  1.532088E-02  4.397943E-06  1.506965E-05  3.305478E-06
 2.881500E+02  6.415027E-01  9.952679E-04  3.453217E-07  4.554357E-07  5.072462E-07  6.075581E-07  3.418277E-01  6.583756E-04  8.714963E-06  1.498390E-02  4.137312E-06  1.421830E-05  3.147496E-06
 2.891500E+02  6.416818E-01  9.802266E-04  3.313276E-07  4.371119E-07  4.868703E-07  5.833183E-07  3.420058E-01  6.451649E-04  8.129557E-06  1.465671E-02  3.893834E-06  1.342068E-05  2.998168E-06
 2.901500E+02  6.418559E-01  9.655289E-04  3.180030E-07  4.196596E-07  4.674622E-07  5.602235E-07  3.421788E-01  6.323067E-04  7.587133E-06  1.433897E-02  3.666280E-06  1.267307E-05  2.856964E-06
 2.911500E+02  6.420250E-01  9.511651E-04  3.053116E-07  4.030317E-07  4.489697E-07  5.382121E-07  3.423468E-01  6.197898E-04  7.084286E-06  1.403036E-02  3.453513E-06  1.197204E-05  2.723395E-06
 2.921500E+02  6.421894E-01  9.371258E-04  2.932193E-07  3.871840E-07  4.313437E-07  5.172265E-07  3.425099E-01  6.076036E-04  6.617902E-06  1.373057E-02  3.254483E-06  1.131441E-05  2.596998E-06
 2.931500E+02  6.423491E-01  9.234020E-04  2.816940E-07  3.720750E-07  4.145383E-07  4.972124E-07  3.426684E-01  5.957378E-04  6.185128E-06  1.343929E-02  3.068223E-06  1.069723E-05  2.477345E-06
 2.941500E+02  6.425045E-01  9.099850E-04  2.707054E-07  3.576656E-07  3.985099E-07  4.781186E-07  3.428225E-01  5.841825E-04  5.783349E-06  1.315624E-02  2.893838E-06  1.011777E-05  2.364035E-06
 2.951500E+02  6.426555E-01  8.968661E-04  2.602253E-07  3.439189E-07  3.832177E-07  4.598971E-07  3.429721E-01  5.729281E-04  5.410167E-06  1.288115E-02  2.730499E-06  9.573512E-06  2.256693E-06
 2.961500E+02  6.428024E-01  8.840373E-04  2.502268E-07  3.308003E-07  3.686234E-07  4.425023E-07  3.431176E-01  5.619653E-04  5.063384E-06  1.261374E-02  2.577442E-06  9.062098E-06  2.154966E-06
 2.971500E+02  6.429452E-01  8.714906E-04  2.406848E-07  3.182771E-07  3.546905E-07  4.258917E-07  3.432591E-01  5.512851E-04  4.740980E-06  1.235375E-02  2.433959E-06  8.581353E-06  2.058528E-06
 2.981500E+02  6.430842E-01  8.592183E-04  2.315756E-07  3.063185E-07  3.413851E-07  4.100249E-07  3.433966E-01  5.408789E-04  4.441103E-06  1.210096E-02  2.299394E-06  8.129258E-06  1.967071E-06
 2.991500E+02  6.432194E-01  8.472129E-04  2.228769E-07  2.948956E-07  3.286749E-07  3.948640E-07  3.435303E-01  5.307383E-04  4.162050E-06  1.185510E-02  2.173140E-06  7.703935E-06  1.880306E-06
 3.001500E+02  6.433510E-01  8.354672E-04  2.145675E-07  2.839810E-07  3.165295E-07  3.803731E-07  3.436604E-01  5.208554E-04  3.902256E-06  1.161597E-02  2.054635E-06  7.303640E-06  1.797966E-06
 3.011500E+02  6.434791E-01  8.239743E-04  2.066277E-07  2.735490E-07  3.049203E-07  3.665185E-07  3.437870E-01  5.112222E-04  3.660283E-06  1.138333E-02  1.943359E-06  6.926753E-06  1.719796E-06
 3.021500E+02  6.436038E-01  8.127273E-04  1.990386E-07  2.635751E-07  2.938204E-07  3.532682E-07  3.439101E-01  5.018313E-04  3.434806E-06  1.115698E-02  1.838826E-06  6.571768E-06  1.645561E-06
 3.031500E+02  6.437251E-01  8.017198E-04  1.917826E-07  2.540363E-07  2.832041E-07  3.405921E-07  3.440299E-01  4.926753E-04  3.224608E-06  1.093671E-02  1.740590E-06  6.237282E-06  1.575038E-06
 3.041500E+02  6.438433E-01  7.909452E-04  1.848431E-07  2.449111E-07  2.730474E-07  3.284618E-07  3.441465E-01  4.837473E-04  3.028565E-06  1.072232E-02  1.648234E-06  5.921991E-06  1.508020E-06
 3.051500E+02  6.439584E-01  7.803976E-04  1.782042E-07  2.361789E-07  2.633277E-07  3.168503E-07  3.442600E-01  4.750405E-04  2.845646E-06  1.051363E-02  1.561372E-06  5.624681E-06  1.444311E-06
 3.061500E+02  6.440705E-01  7.700709E-04  1.718510E-07  2.278204E-07  2.540233E-07  3.057323E-07  3.443705E-01  4.665482E-04  2.674896E-06  1.031046E-02  1.479644E-06  5.344222E-06  1.383727E-06
 3.071500E+02  6.441798E-01  7.599593E-04  1.657695E-07  2.198172E-07  2.451139E-07  2.950838E-07  3.444781E-01  4.582642E-04  2.515438E-06  1.011262E-02  1.402718E-06  5.079559E-06  1.326097E-06
 3.081500E+02  6.442862E-01  7.500573E-04  1.599465E-07  2.121520E-07  2.365804E-07  2.848820E-07  3.445829E-01  4.501824E-04  2.366460E-06  9.919955E-03  1.330283E-06  4.829711E-06  1.271259E-06
 3.091500E+02  6.443899E-01  7.403594E-04  1.543693E-07  2.048086E-07  2.284046E-07  2.751055E-07  3.446850E-01  4.422967E-04  2.227216E-06  9.732296E-03  1.262051E-06  4.593761E-06  1.219060E-06
