#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.731500E+02  4.071055E+01  4.071696E+01  1.835997E+02
 2.741500E+02  4.090915E+01  4.091557E+01  1.843254E+02
 2.751500E+02  4.110589E+01  4.111231E+01  1.850418E+02
 2.761500E+02  4.130071E+01  4.130714E+01  1.857486E+02
 2.771500E+02  4.149359E+01  4.150002E+01  1.864458E+02
 2.781500E+02  4.168455E+01  4.169098E+01  1.871336E+02
 2.791500E+02  4.187359E+01  4.188002E+01  1.878120E+02
 2.801500E+02  4.206075E+01  4.206719E+01  1.884813E+02
 2.811500E+02  4.224608E+01  4.225253E+01  1.891417E+02
 2.821500E+02  4.242964E+01  4.243610E+01  1.897934E+02
 2.831500E+02  4.261149E+01  4.261794E+01  1.904368E+02
 2.841500E+02  4.279168E+01  4.279814E+01  1.910721E+02
 2.851500E+02  4.297029E+01  4.297675E+01  1.916996E+02
 2.861500E+02  4.314738E+01  4.315385E+01  1.923195E+02
 2.871500E+02  4.332302E+01  4.332949E+01  1.929323E+02
 2.881500E+02  4.349727E+01  4.350375E+01  1.935381E+02
 2.891500E+02  4.367019E+01  4.367668E+01  1.941372E+02
 2.901500E+02  4.384185E+01  4.384834E+01  1.947298E+02
 2.911500E+02  4.401229E+01  4.401878E+01  1.953163E+02
 2.921500E+02  4.418155E+01  4.418805E+01  1.958967E+02
 2.931500E+02  4.434970E+01  4.435620E+01  1.964712E+02
 2.941500E+02  4.451675E+01  4.452326E+01  1.970401E+02
 2.951500E+02  4.468275E+01  4.468926E+01  1.976035E+02
 2.961500E+02  4.484772E+01  4.485423E+01  1.981615E+02
 2.971500E+02  4.501168E+01  4.501820E+01  1.987143E+02
 2.981500E+02  4.517466E+01  4.518119E+01  1.992618E+02
 2.991500E+02  4.533667E+01  4.534320E+01  1.998043E+02
 3.001500E+02  4.549771E+01  4.550424E+01  2.003418E+02
 3.011500E+02  4.565779E+01  4.566433E+01  2.008742E+02
 3.021500E+02  4.581692E+01  4.582346E+01  2.014018E+02
 3.031500E+02  4.597509E+01  4.598163E+01  2.019244E+02
 3.041500E+02  4.613229E+01  4.613884E+01  2.024421E+02
 3.051500E+02  4.628852E+01  4.629508E+01  2.029550E+02
 3.061500E+02  4.644377E+01  4.645034E+01  2.034629E+02
 3.071500E+02  4.659803E+01  4.660460E+01  2.039660E+02
 3.081500E+02  4.675128E+01  4.675785E+01  2.044641E+02
 3.091500E+02  4.690350E+01  4.691008E+01  2.049573E+02
 3.101500E+02  4.705469E+01  4.706127E+01  2.054456E+02
 3.111500E+02  4.720481E+01  4.721139E+01  2.059289E+02
 3.121500E+02  4.735385E+01  4.736044E+01  2.064071E+02
 3.131500E+02  4.750179E+01  4.750839E+01  2.068803E+02
 3.141500E+02  4.764862E+01  4.765522E+01  2.073485E+02
 3.151500E+02  4.779431E+01  4.780091E+01  2.078115E+02
 3.161500E+02  4.793884E+01  4.794545E+01  2.082694E+02
 3.171500E+02  4.808219E+01  4.808881E+01  2.087221E+02
 3.181500E+02  4.822436E+01  4.823098E+01  2.091697E+02
 3.191500E+02  4.836531E+01  4.837194E+01  2.096121E+02
 3.201500E+02  4.850504E+01  4.851167E+01  2.100492E+02
 3.211500E+02  4.864354E+01  4.865017E+01  2.104811E+02
 3.221500E+02  4.878078E+01  4.878742E+01  2.109079E+02
 3.231500E+02  4.891677E+01  4.892341E+01  2.113293E+02
 3.241500E+02  4.905149E+01  4.905814E+01  2.117456E+02
 3.251500E+02  4.918495E+01  4.919160E+01  2.121567E+02
 3.261500E+02  4.931712E+01  4.932378E+01  2.125626E+02
 3.271500E+02  4.944801E+01  4.945467E+01  2.129633E+02
 3.281500E+02  4.957764E+01  4.958431E+01  2.133590E+02
 3.291500E+02  4.970600E+01  4.971267E+01  2.137496E+02
 3.301500E+02  4.983310E+01  4.983978E+01  2.141351E+02
 3.311500E+02  4.995894E+01  4.996562E+01  2.145157E+02
 3.321500E+02  5.008354E+01  5.009023E+01  2.148914E+02
 3.331500E+02  5.020691E+01  5.021360E+01  2.152623E+02
 3.341500E+02  5.032907E+01  5.033576E+01  2.156285E+02
 3.351500E+02  5.045003E+01  5.045673E+01  2.159899E+02
 3.361500E+02  5.056981E+01  5.057651E+01  2.163468E+02
 3.371500E+02  5.068843E+01  5.069514E+01  2.166992E+02
 3.381500E+02  5.080592E+01  5.081263E+01  2.170472E+02
 3.391500E+02  5.092230E+01  5.092902E+01  2.173908E+02
 3.401500E+02  5.103759E+01  5.104432E+01  2.177303E+02
 3.411500E+02  5.115183E+01  5.115856E+01  2.180657E+02
 3.421500E+02  5.126503E+01  5.127177E+01  2.183970E+02
