#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            w1            w2          w3-1          w3-2        c1w1-2        c1w2-1        c2w1-1        c2w1-9
 2.731500E+02  7.052012E-03  1.720059E-06  1.481050E-10  1.943914E-10  2.162758E-10  2.578820E-10  3.148979E-02  3.556457E-04  5.447144E-05  7.642924E-07  5.597764E-03  4.633016E-06  2.793599E-08  2.453076E-08
 2.741500E+02  7.080278E-03  1.709575E-06  1.440076E-10  1.890774E-10  2.103794E-10  2.509303E-10  3.140960E-02  3.469382E-04  5.038919E-05  7.344897E-07  5.500566E-03  4.370290E-06  2.694155E-08  2.363713E-08
 2.751500E+02  7.107702E-03  1.698940E-06  1.400190E-10  1.839023E-10  2.046364E-10  2.441568E-10  3.132902E-02  3.384881E-04  4.663591E-05  7.060125E-07  5.405176E-03  4.123714E-06  2.598484E-08  2.277823E-08
 2.761500E+02  7.134289E-03  1.688162E-06  1.361366E-10  1.788628E-10  1.990433E-10  2.375574E-10  3.124810E-02  3.302874E-04  4.318345E-05  6.787974E-07  5.311566E-03  3.892229E-06  2.506437E-08  2.195268E-08
 2.771500E+02  7.160041E-03  1.677247E-06  1.323579E-10  1.739558E-10  1.935968E-10  2.311283E-10  3.116687E-02  3.223282E-04  4.000619E-05  6.527840E-07  5.219706E-03  3.674850E-06  2.417873E-08  2.115910E-08
 2.781500E+02  7.184964E-03  1.666204E-06  1.286806E-10  1.691784E-10  1.882935E-10  2.248658E-10  3.108539E-02  3.146028E-04  3.708082E-05  6.279146E-07  5.129570E-03  3.470660E-06  2.332654E-08  2.039623E-08
 2.791500E+02  7.209063E-03  1.655040E-06  1.251022E-10  1.645275E-10  1.831303E-10  2.187663E-10  3.100370E-02  3.071037E-04  3.438609E-05  6.041346E-07  5.041129E-03  3.278803E-06  2.250649E-08  1.966283E-08
 2.801500E+02  7.232345E-03  1.643763E-06  1.216205E-10  1.600004E-10  1.781040E-10  2.128262E-10  3.092182E-02  2.998238E-04  3.190262E-05  5.813918E-07  4.954355E-03  3.098483E-06  2.171735E-08  1.895771E-08
 2.811500E+02  7.254817E-03  1.632380E-06  1.182333E-10  1.555942E-10  1.732115E-10  2.070420E-10  3.083979E-02  2.927558E-04  2.961278E-05  5.596367E-07  4.869222E-03  2.928958E-06  2.095789E-08  1.827975E-08
 2.821500E+02  7.276488E-03  1.620900E-06  1.149383E-10  1.513063E-10  1.684499E-10  2.014104E-10  3.075765E-02  2.858931E-04  2.750046E-05  5.388224E-07  4.785702E-03  2.769537E-06  2.022697E-08  1.762786E-08
 2.831500E+02  7.297365E-03  1.609331E-06  1.117334E-10  1.471340E-10  1.638163E-10  1.959281E-10  3.067543E-02  2.792290E-04  2.555099E-05  5.189039E-07  4.703768E-03  2.619575E-06  1.952348E-08  1.700100E-08
 2.841500E+02  7.317458E-03  1.597680E-06  1.086166E-10  1.430746E-10  1.593077E-10  1.905916E-10  3.059314E-02  2.727570E-04  2.375094E-05  4.998389E-07  4.623394E-03  2.478470E-06  1.884636E-08  1.639818E-08
