#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  8.933227E-01  2.473222E-03  1.812905E-06  2.379481E-06  2.647362E-06  3.156650E-06  9.573264E-02  7.218651E-05  5.875049E-07  8.379830E-03  1.201093E-06  3.941166E-06  3.741388E-06
 2.741500E+02  8.934679E-01  2.430168E-03  1.729474E-06  2.270746E-06  2.526573E-06  3.013575E-06  9.583599E-02  7.063145E-05  5.443902E-07  8.176876E-03  1.123115E-06  3.697232E-06  3.542985E-06
 2.751500E+02  8.936088E-01  2.388220E-03  1.650527E-06  2.167818E-06  2.412229E-06  2.878090E-06  9.593612E-02  6.911867E-05  5.046978E-07  7.980239E-03  1.050702E-06  3.469978E-06  3.356505E-06
 2.761500E+02  8.937456E-01  2.347344E-03  1.575790E-06  2.070348E-06  2.303939E-06  2.749742E-06  9.603315E-02  6.764691E-05  4.681375E-07  7.789690E-03  9.834253E-07  3.258167E-06  3.181158E-06
 2.771500E+02  8.938783E-01  2.307505E-03  1.505011E-06  1.978010E-06  2.201343E-06  2.628105E-06  9.612719E-02  6.621494E-05  4.344453E-07  7.605011E-03  9.208905E-07  3.060661E-06  3.016209E-06
 2.781500E+02  8.940072E-01  2.268671E-03  1.437953E-06  1.890498E-06  2.104103E-06  2.512783E-06  9.621833E-02  6.482157E-05  4.033807E-07  7.425991E-03  8.627359E-07  2.876410E-06  2.860977E-06
 2.791500E+02  8.941324E-01  2.230810E-03  1.374395E-06  1.807528E-06  2.011902E-06  2.403405E-06  9.630670E-02  6.346565E-05  3.747245E-07  7.252429E-03  8.086293E-07  2.704449E-06  2.714827E-06
 2.801500E+02  8.942540E-01  2.193892E-03  1.314131E-06  1.728832E-06  1.924445E-06  2.299625E-06  9.639238E-02  6.214605E-05  3.482769E-07  7.084129E-03  7.582655E-07  2.543886E-06  2.577173E-06
 2.811500E+02  8.943720E-01  2.157888E-03  1.256969E-06  1.654163E-06  1.841457E-06  2.201118E-06  9.647548E-02  6.086170E-05  3.238556E-07  6.920905E-03  7.113638E-07  2.393900E-06  2.447468E-06
 2.821500E+02  8.944868E-01  2.122770E-03  1.202727E-06  1.583286E-06  1.762679E-06  2.107581E-06  9.655608E-02  5.961152E-05  3.012942E-07  6.762578E-03  6.676661E-07  2.253732E-06  2.325202E-06
 2.831500E+02  8.945982E-01  2.088510E-03  1.151237E-06  1.515984E-06  1.687868E-06  2.018730E-06  9.663427E-02  5.839450E-05  2.804411E-07  6.608977E-03  6.269349E-07  2.122683E-06  2.209902E-06
 2.841500E+02  8.947066E-01  2.055082E-03  1.102340E-06  1.452052E-06  1.616800E-06  1.934298E-06  9.671014E-02  5.720965E-05  2.611573E-07  6.459934E-03  5.889515E-07  2.000107E-06  2.101129E-06
 2.851500E+02  8.948119E-01  2.022461E-03  1.055890E-06  1.391300E-06  1.549261E-06  1.854037E-06  9.678376E-02  5.605600E-05  2.433164E-07  6.315292E-03  5.535146E-07  1.885405E-06  1.998473E-06
 2.861500E+02  8.949143E-01  1.990624E-03  1.011746E-06  1.333547E-06  1.485052E-06  1.777713E-06  9.685523E-02  5.493262E-05  2.268022E-07  6.174898E-03  5.204386E-07  1.778027E-06  1.901550E-06
 2.871500E+02  8.950138E-01  1.959546E-03  9.697801E-07  1.278627E-06  1.423988E-06  1.705106E-06  9.692460E-02  5.383860E-05  2.115090E-07  6.038604E-03  4.895525E-07  1.677462E-06  1.810006E-06
 2.881500E+02  8.951107E-01  1.929204E-03  9.298694E-07  1.226380E-06  1.365894E-06  1.636010E-06  9.699196E-02  5.277307E-05  1.973397E-07  5.906270E-03  4.606985E-07  1.583239E-06  1.723509E-06
 2.891500E+02  8.952049E-01  1.899578E-03  8.919000E-07  1.176660E-06  1.310605E-06  1.570233E-06  9.705737E-02  5.173518E-05  1.842054E-07  5.777759E-03  4.337312E-07  1.494919E-06  1.641749E-06
 2.901500E+02  8.952965E-01  1.870645E-03  8.557645E-07  1.129328E-06  1.257968E-06  1.507594E-06  9.712090E-02  5.072411E-05  1.720250E-07  5.652941E-03  4.085161E-07  1.412100E-06  1.564437E-06
 2.911500E+02  8.953856E-01  1.842386E-03  8.213624E-07  1.084253E-06  1.207837E-06  1.447921E-06  9.718261E-02  4.973906E-05  1.607237E-07  5.531690E-03  3.849292E-07  1.334406E-06  1.491304E-06
 2.921500E+02  8.954724E-01  1.814781E-03  7.885991E-07  1.041313E-06  1.160078E-06  1.391056E-06  9.724257E-02  4.877925E-05  1.502335E-07  5.413886E-03  3.628559E-07  1.261491E-06  1.422098E-06
 2.931500E+02  8.955569E-01  1.787811E-03  7.573860E-07  1.000392E-06  1.114562E-06  1.336847E-06  9.730083E-02  4.784394E-05  1.404914E-07  5.299412E-03  3.421902E-07  1.193032E-06  1.356584E-06
 2.941500E+02  8.956391E-01  1.761458E-03  7.276394E-07  9.613830E-07  1.071170E-06  1.285153E-06  9.735746E-02  4.693241E-05  1.314401E-07  5.188156E-03  3.228343E-07  1.128731E-06  1.294543E-06
 2.951500E+02  8.957191E-01  1.735704E-03  6.992811E-07  9.241838E-07  1.029788E-06  1.235842E-06  9.741250E-02  4.604395E-05  1.230268E-07  5.080012E-03  3.046975E-07  1.068312E-06  1.235768E-06
 2.961500E+02  8.957971E-01  1.710531E-03  6.722371E-07  8.886987E-07  9.903109E-07  1.188788E-06  9.746601E-02  4.517789E-05  1.152029E-07  4.974875E-03  2.876959E-07  1.011518E-06  1.180068E-06
 2.971500E+02  8.958730E-01  1.685924E-03  6.464382E-07  8.548376E-07  9.526380E-07  1.143872E-06  9.751804E-02  4.433356E-05  1.079240E-07  4.872646E-03  2.717518E-07  9.581093E-07  1.127264E-06
 2.981500E+02  8.959470E-01  1.661867E-03  6.218188E-07  8.225158E-07  9.166753E-07  1.100985E-06  9.756864E-02  4.351033E-05  1.011489E-07  4.773229E-03  2.567935E-07  9.078656E-07  1.077186E-06
 2.991500E+02  8.960190E-01  1.638343E-03  5.983176E-07  7.916533E-07  8.823344E-07  1.060021E-06  9.761785E-02  4.270759E-05  9.484017E-08  4.676531E-03  2.427541E-07  8.605805E-07  1.029678E-06
 3.001500E+02  8.960892E-01  1.615339E-03  5.758765E-07  7.621750E-07  8.495315E-07  1.020881E-06  9.766573E-02  4.192473E-05  8.896300E-08  4.582465E-03  2.295720E-07  8.160627E-07  9.845916E-07
 3.011500E+02  8.961576E-01  1.592840E-03  5.544409E-07  7.340098E-07  8.181880E-07  9.834735E-07  9.771231E-02  4.116119E-05  8.348551E-08  4.490943E-03  2.171899E-07  7.741343E-07  9.417890E-07
 3.021500E+02  8.962243E-01  1.570831E-03  5.339594E-07  7.070908E-07  7.882297E-07  9.477100E-07  9.775764E-02  4.041639E-05  7.837833E-08  4.401885E-03  2.055545E-07  7.346295E-07  9.011405E-07
 3.031500E+02  8.962894E-01  1.549299E-03  5.143834E-07  6.813551E-07  7.595865E-07  9.135078E-07  9.780175E-02  3.968980E-05  7.361436E-08  4.315210E-03  1.946165E-07  6.973943E-07  8.625246E-07
 3.041500E+02  8.963527E-01  1.528232E-03  4.956672E-07  6.567431E-07  7.321922E-07  8.807889E-07  9.784469E-02  3.898089E-05  6.916866E-08  4.230842E-03  1.843301E-07  6.622852E-07  8.258274E-07
 3.051500E+02  8.964146E-01  1.507616E-03  4.777675E-07  6.331985E-07  7.059847E-07  8.494795E-07  9.788649E-02  3.828915E-05  6.501819E-08  4.148707E-03  1.746527E-07  6.291684E-07  7.909419E-07
 3.061500E+02  8.964749E-01  1.487440E-03  4.606436E-07  6.106684E-07  6.809048E-07  8.195100E-07  9.792720E-02  3.761410E-05  6.114174E-08  4.068734E-03  1.655448E-07  5.979195E-07  7.577677E-07
 3.071500E+02  8.965337E-01  1.467692E-03  4.442569E-07  5.891027E-07  6.568971E-07  7.908147E-07  9.796683E-02  3.695525E-05  5.751969E-08  3.990856E-03  1.569696E-07  5.684223E-07  7.262106E-07
 3.081500E+02  8.965910E-01  1.448359E-03  4.285710E-07  5.684540E-07  6.339089E-07  7.633313E-07  9.800544E-02  3.631215E-05  5.413396E-08  3.915005E-03  1.488928E-07  5.405686E-07  6.961820E-07
 3.091500E+02  8.966470E-01  1.429432E-03  4.135517E-07  5.486775E-07  6.118906E-07  7.370011E-07  9.804305E-02  3.568434E-05  5.096782E-08  3.841119E-03  1.412826E-07  5.142573E-07  6.675986E-07
 3.101500E+02  8.967017E-01  1.410899E-03  3.991664E-07  5.297310E-07  5.907951E-07  7.117684E-07  9.807968E-02  3.507140E-05  4.800582E-08  3.769136E-03  1.341095E-07  4.893942E-07  6.403823E-07
 3.111500E+02  8.967550E-01  1.392750E-03  3.853844E-07  5.115745E-07  5.705781E-07  6.875807E-07  9.811538E-02  3.447291E-05  4.523369E-08  3.698997E-03  1.273458E-07  4.658912E-07  6.144594E-07
