#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  2.424169E-02  2.034182E-05  6.025768E-09  7.908966E-09  8.799353E-09  1.049213E-08  1.970051E-02  3.414352E-05  8.516032E-07  5.226665E-04  2.295829E-07  7.533344E-07  9.430461E-08
 2.741500E+02  2.415926E-02  1.992053E-05  5.730299E-09  7.523703E-09  8.371343E-09  9.984932E-09  1.963712E-02  3.324693E-05  7.848862E-07  5.079212E-04  2.136860E-07  7.034427E-07  8.895633E-08
 2.751500E+02  2.407724E-02  1.951096E-05  5.451430E-09  7.159962E-09  7.967212E-09  9.505879E-09  1.957391E-02  3.237963E-05  7.238152E-07  4.936922E-04  1.989939E-07  6.571839E-07  8.394820E-08
 2.761500E+02  2.399565E-02  1.911272E-05  5.188121E-09  6.816404E-09  7.585476E-09  9.053234E-09  1.951090E-02  3.154054E-05  6.678796E-07  4.799585E-04  1.854080E-07  6.142716E-07  7.925648E-08
 2.771500E+02  2.391447E-02  1.872544E-05  4.939407E-09  6.491779E-09  7.224752E-09  8.625373E-09  1.944810E-02  3.072858E-05  6.166176E-07  4.667000E-04  1.728384E-07  5.744436E-07  7.485920E-08
 2.781500E+02  2.383372E-02  1.834876E-05  4.704384E-09  6.184925E-09  6.883750E-09  8.220781E-09  1.938551E-02  2.994275E-05  5.696114E-07  4.538978E-04  1.612029E-07  5.374597E-07  7.073607E-08
 2.791500E+02  2.375340E-02  1.798232E-05  4.482213E-09  5.894757E-09  6.561267E-09  7.838046E-09  1.932313E-02  2.918207E-05  5.264830E-07  4.415335E-04  1.504266E-07  5.030996E-07  6.686830E-08
 2.801500E+02  2.367350E-02  1.762579E-05  4.272110E-09  5.620261E-09  6.256179E-09  7.475849E-09  1.926099E-02  2.844561E-05  4.868900E-07  4.295897E-04  1.404408E-07  4.711614E-07  6.323848E-08
 2.811500E+02  2.359403E-02  1.727884E-05  4.073342E-09  5.360491E-09  5.967439E-09  7.132958E-09  1.919907E-02  2.773247E-05  4.505219E-07  4.180498E-04  1.311828E-07  4.414598E-07  5.983051E-08
 2.821500E+02  2.351498E-02  1.694118E-05  3.885228E-09  5.114566E-09  5.694068E-09  6.808222E-09  1.913739E-02  2.704181E-05  4.170974E-07  4.068979E-04  1.225952E-07  4.138249E-07  5.662947E-08
 2.831500E+02  2.343636E-02  1.661249E-05  3.707128E-09  4.881659E-09  5.435150E-09  6.500565E-09  1.907595E-02  2.637279E-05  3.863611E-07  3.961187E-04  1.146255E-07  3.881004E-07  5.362150E-08
 2.841500E+02  2.335817E-02  1.629248E-05  3.538447E-09  4.661001E-09  5.189831E-09  6.208982E-09  1.901476E-02  2.572462E-05  3.580812E-07  3.856977E-04  1.072255E-07  3.641427E-07  5.079378E-08
 2.851500E+02  2.328040E-02  1.598089E-05  3.378627E-09  4.451869E-09  4.957312E-09  5.932533E-09  1.895382E-02  2.509656E-05  3.320472E-07  3.756210E-04  1.003511E-07  3.418201E-07  4.813440E-08
 2.861500E+02  2.320306E-02  1.567745E-05  3.227148E-09  4.253591E-09  4.736844E-09  5.670337E-09  1.889314E-02  2.448786E-05  3.080677E-07  3.658754E-04  9.396176E-08  3.210111E-07  4.563229E-08
 2.871500E+02  2.312615E-02  1.538189E-05  3.083522E-09  4.065534E-09  4.527727E-09  5.421570E-09  1.883271E-02  2.389784E-05  2.859687E-07  3.564480E-04  8.802046E-08  3.016040E-07  4.327721E-08
 2.881500E+02  2.304966E-02  1.509397E-05  2.947293E-09  3.887108E-09  4.329307E-09  5.185461E-09  1.877255E-02  2.332582E-05  2.655919E-07  3.473267E-04  8.249310E-08  2.834962E-07  4.105960E-08
 2.891500E+02  2.297359E-02  1.481344E-05  2.818035E-09  3.717760E-09  4.140969E-09  4.961287E-09  1.871265E-02  2.277117E-05  2.467931E-07  3.384999E-04  7.734836E-08  2.665927E-07  3.897060E-08
 2.901500E+02  2.289795E-02  1.454009E-05  2.695346E-09  3.556971E-09  3.962139E-09  4.748369E-09  1.865301E-02  2.223326E-05  2.294411E-07  3.299564E-04  7.255751E-08  2.508065E-07  3.700197E-08
 2.911500E+02  2.282274E-02  1.427368E-05  2.578852E-09  3.404256E-09  3.792277E-09  4.546074E-09  1.859365E-02  2.171150E-05  2.134161E-07  3.216856E-04  6.809410E-08  2.360569E-07  3.514603E-08
 2.921500E+02  2.274794E-02  1.401400E-05  2.468203E-09  3.259160E-09  3.630879E-09  4.353806E-09  1.853456E-02  2.120533E-05  1.986091E-07  3.136772E-04  6.393383E-08  2.222698E-07  3.339566E-08
 2.931500E+02  2.267356E-02  1.376085E-05  2.363068E-09  3.121255E-09  3.477470E-09  4.171005E-09  1.847574E-02  2.071419E-05  1.849205E-07  3.059214E-04  6.005430E-08  2.093768E-07  3.174421E-08
 2.941500E+02  2.259961E-02  1.351402E-05  2.263140E-09  2.990140E-09  3.331605E-09  3.997147E-09  1.841720E-02  2.023756E-05  1.722594E-07  2.984089E-04  5.643493E-08  1.973144E-07  3.018548E-08
 2.951500E+02  2.252607E-02  1.327332E-05  2.168127E-09  2.865440E-09  3.192868E-09  3.831740E-09  1.835894E-02  1.977494E-05  1.605428E-07  2.911307E-04  5.305674E-08  1.860244E-07  2.871371E-08
 2.961500E+02  2.245295E-02  1.303857E-05  2.077759E-09  2.746801E-09  3.060865E-09  3.674320E-09  1.830096E-02  1.932585E-05  1.496949E-07  2.840782E-04  4.990225E-08  1.754527E-07  2.732353E-08
 2.971500E+02  2.238024E-02  1.280958E-05  1.991780E-09  2.633892E-09  2.935230E-09  3.524453E-09  1.824325E-02  1.888981E-05  1.396462E-07  2.772431E-04  4.695532E-08  1.655493E-07  2.600991E-08
 2.981500E+02  2.230794E-02  1.258619E-05  1.909949E-09  2.526400E-09  2.815616E-09  3.381731E-09  1.818583E-02  1.846638E-05  1.303334E-07  2.706176E-04  4.420109E-08  1.562682E-07  2.476818E-08
 2.991500E+02  2.223606E-02  1.236823E-05  1.832041E-09  2.424033E-09  2.701697E-09  3.245769E-09  1.812868E-02  1.805513E-05  1.216984E-07  2.641940E-04  4.162583E-08  1.475665E-07  2.359398E-08
 3.001500E+02  2.216458E-02  1.215553E-05  1.757844E-09  2.326514E-09  2.593167E-09  3.116207E-09  1.807182E-02  1.765564E-05  1.136880E-07  2.579651E-04  3.921687E-08  1.394047E-07  2.248323E-08
 3.011500E+02  2.209352E-02  1.194795E-05  1.687160E-09  2.233586E-09  2.489740E-09  2.992702E-09  1.801525E-02  1.726752E-05  1.062535E-07  2.519239E-04  3.696250E-08  1.317462E-07  2.143211E-08
 3.021500E+02  2.202286E-02  1.174532E-05  1.619799E-09  2.145004E-09  2.391144E-09  2.874937E-09  1.795895E-02  1.689039E-05  9.935023E-08  2.460637E-04  3.485190E-08  1.245569E-07  2.043707E-08
 3.031500E+02  2.195260E-02  1.154751E-05  1.555587E-09  2.060538E-09  2.297124E-09  2.762609E-09  1.790294E-02  1.652387E-05  9.293721E-08  2.403781E-04  3.287507E-08  1.178055E-07  1.949479E-08
 3.041500E+02  2.188275E-02  1.135438E-05  1.494356E-09  1.979973E-09  2.207440E-09  2.655435E-09  1.784721E-02  1.616762E-05  8.697688E-08  2.348610E-04  3.102276E-08  1.114626E-07  1.860216E-08
 3.051500E+02  2.181329E-02  1.116578E-05  1.435950E-09  1.903105E-09  2.121866E-09  2.553146E-09  1.779176E-02  1.582129E-05  8.143473E-08  2.295064E-04  2.928640E-08  1.055013E-07  1.775625E-08
 3.061500E+02  2.174423E-02  1.098159E-05  1.380223E-09  1.829741E-09  2.040190E-09  2.455491E-09  1.773660E-02  1.548455E-05  7.627907E-08  2.243087E-04  2.765808E-08  9.989625E-08  1.695436E-08
 3.071500E+02  2.167557E-02  1.080168E-05  1.327034E-09  1.759701E-09  1.962209E-09  2.362233E-09  1.768172E-02  1.515709E-05  7.148079E-08  2.192624E-04  2.613043E-08  9.462422E-08  1.619393E-08
 3.081500E+02  2.160730E-02  1.062593E-05  1.276254E-09  1.692815E-09  1.887735E-09  2.273146E-09  1.762713E-02  1.483861E-05  6.701311E-08  2.143623E-04  2.469667E-08  8.966348E-08  1.547256E-08
 3.091500E+02  2.153942E-02  1.045423E-05  1.227758E-09  1.628922E-09  1.816590E-09  2.188020E-09  1.757281E-02  1.452881E-05  6.285141E-08  2.096033E-04  2.335048E-08  8.499385E-08  1.478804E-08
 3.101500E+02  2.147193E-02  1.028645E-05  1.181431E-09  1.567870E-09  1.748604E-09  2.106654E-09  1.751878E-02  1.422741E-05  5.897302E-08  2.049807E-04  2.208602E-08  8.059658E-08  1.413824E-08
 3.111500E+02  2.140483E-02  1.012248E-05  1.137163E-09  1.509515E-09  1.683618E-09  2.028861E-09  1.746503E-02  1.393414E-05  5.535708E-08  2.004897E-04  2.089785E-08  7.645423E-08  1.352122E-08
 3.121500E+02  2.133811E-02  9.962228E-06  1.094849E-09  1.453723E-09  1.621483E-09  1.954461E-09  1.741156E-02  1.364874E-05  5.198438E-08  1.961259E-04  1.978093E-08  7.255055E-08  1.293513E-08
 3.131500E+02  2.127178E-02  9.805579E-06  1.054392E-09  1.400366E-09  1.562056E-09  1.883288E-09  1.735837E-02  1.337096E-05  4.883720E-08  1.918851E-04  1.873060E-08  6.887043E-08  1.237823E-08
 3.141500E+02  2.120582E-02  9.652436E-06  1.015700E-09  1.349323E-09  1.505203E-09  1.815181E-09  1.730546E-02  1.310055E-05  4.589921E-08  1.877631E-04  1.774249E-08  6.539980E-08  1.184890E-08
 3.151500E+02  2.114024E-02  9.502701E-06  9.786849E-10  1.300480E-09  1.450798E-09  1.749992E-09  1.725283E-02  1.283728E-05  4.315536E-08  1.837559E-04  1.681258E-08  6.212555E-08  1.134561E-08
 3.161500E+02  2.107504E-02  9.356281E-06  9.432643E-10  1.253729E-09  1.398721E-09  1.687577E-09  1.720047E-02  1.258093E-05  4.059174E-08  1.798597E-04  1.593711E-08  5.903543E-08  1.086694E-08
