#         T/K          A/kJ          G/kJ
  2.731500000000E+02  -6.610451197165E+00  -6.605055051746E+00
  2.741500000000E+02  -6.782509477271E+00  -6.777107270511E+00
  2.751500000000E+02  -6.955509967518E+00  -6.950101691656E+00
  2.761500000000E+02  -7.129439465664E+00  -7.124025123440E+00
  2.771500000000E+02  -7.304283551134E+00  -7.298863155059E+00
  2.781500000000E+02  -7.480026701383E+00  -7.474600273290E+00
  2.791500000000E+02  -7.656652416093E+00  -7.651219986959E+00
  2.801500000000E+02  -7.834143355540E+00  -7.828704963720E+00
  2.811500000000E+02  -8.012481462903E+00  -8.007037154640E+00
  2.821500000000E+02  -8.191648105728E+00  -8.186197934018E+00
  2.831500000000E+02  -8.371624205516E+00  -8.366168229364E+00
  2.841500000000E+02  -8.552390366287E+00  -8.546928649935E+00
  2.851500000000E+02  -8.733926994635E+00  -8.728459606798E+00
  2.861500000000E+02  -8.916214416272E+00  -8.910741429387E+00
  2.871500000000E+02  -9.099232981356E+00  -9.093754470846E+00
  2.881500000000E+02  -9.282963163281E+00  -9.277479206857E+00
  2.891500000000E+02  -9.467385644175E+00  -9.461896321176E+00
  2.901500000000E+02  -9.652481395336E+00  -9.646986786114E+00
  2.911500000000E+02  -9.838231743636E+00  -9.832731928985E+00
  2.921500000000E+02  -1.002461843374E+01  -1.001911349439E+01
  2.931500000000E+02  -1.021162367057E+01  -1.020611368671E+01
  2.941500000000E+02  -1.039923016641E+01  -1.039371521729E+01
  2.951500000000E+02  -1.058742116957E+01  -1.058190133314E+01
  2.961500000000E+02  -1.077618048903E+01  -1.077065584166E+01
  2.971500000000E+02  -1.096549251111E+01  -1.095996312751E+01
  2.981500000000E+02  -1.115534221463E+01  -1.114980816696E+01
  2.991500000000E+02  -1.134571516768E+01  -1.134017652612E+01
  3.001500000000E+02  -1.153659753340E+01  -1.153105436576E+01
  3.011500000000E+02  -1.172797606400E+01  -1.172242843563E+01
  3.021500000000E+02  -1.191983809172E+01  -1.191428606546E+01
  3.031500000000E+02  -1.211217151724E+01  -1.210661515335E+01
  3.041500000000E+02  -1.230496479710E+01  -1.229940415329E+01
  3.051500000000E+02  -1.249820692278E+01  -1.249264205420E+01
  3.061500000000E+02  -1.269188740671E+01  -1.268631836600E+01
  3.071500000000E+02  -1.288599626031E+01  -1.288042309767E+01
  3.081500000000E+02  -1.308052397394E+01  -1.307494673711E+01
  3.091500000000E+02  -1.327546149428E+01  -1.326988022873E+01
  3.101500000000E+02  -1.347080020932E+01  -1.346521495822E+01
  3.111500000000E+02  -1.366653191384E+01  -1.366094271820E+01
  3.121500000000E+02  -1.386264880072E+01  -1.385705569949E+01
  3.131500000000E+02  -1.405914343456E+01  -1.405354646469E+01
  3.141500000000E+02  -1.425600873008E+01  -1.425040792663E+01
  3.151500000000E+02  -1.445323793454E+01  -1.444763333078E+01
  3.161500000000E+02  -1.465082460734E+01  -1.464521623481E+01
  3.171500000000E+02  -1.484876260179E+01  -1.484315049043E+01
  3.181500000000E+02  -1.504704604752E+01  -1.504143022572E+01
  3.191500000000E+02  -1.524566933375E+01  -1.524004982847E+01
  3.201500000000E+02  -1.544462709343E+01  -1.543900393026E+01
  3.211500000000E+02  -1.564391418829E+01  -1.563828739152E+01
  3.221500000000E+02  -1.584352569471E+01  -1.583789528744E+01
  3.231500000000E+02  -1.604345689058E+01  -1.603782289473E+01
  3.241500000000E+02  -1.624370324285E+01  -1.623806567929E+01
  3.251500000000E+02  -1.644426039607E+01  -1.643861928463E+01
  3.261500000000E+02  -1.664512416156E+01  -1.663947952112E+01
  3.271500000000E+02  -1.684629050751E+01  -1.684064235604E+01
  3.281500000000E+02  -1.704775554958E+01  -1.704210390419E+01
  3.291500000000E+02  -1.724951554237E+01  -1.724386041937E+01
  3.301500000000E+02  -1.745156687148E+01  -1.744590828640E+01
  3.311500000000E+02  -1.765390604613E+01  -1.764824401379E+01
  3.321500000000E+02  -1.785652969244E+01  -1.785086422695E+01
  3.331500000000E+02  -1.805943454716E+01  -1.805376566198E+01
  3.341500000000E+02  -1.826261745193E+01  -1.825694515990E+01
  3.351500000000E+02  -1.846607534806E+01  -1.846039966143E+01
  3.361500000000E+02  -1.866980526996E+01  -1.866412620040E+01
  3.371500000000E+02  -1.887380434739E+01  -1.886812190614E+01
  3.381500000000E+02  -1.907806979228E+01  -1.907238398981E+01
  3.391500000000E+02  -1.928259889926E+01  -1.927690974568E+01
  3.401500000000E+02  -1.948738904326E+01  -1.948169654817E+01
  3.411500000000E+02  -1.969243767514E+01  -1.968674184766E+01
  3.421500000000E+02  -1.989774231898E+01  -1.989204316780E+01
  3.431500000000E+02  -2.282479707593E+01  -2.011811092097E+01
  3.441500000000E+02  -2.310294945656E+01  -2.038675217959E+01
  3.451500000000E+02  -2.338127569262E+01  -2.065558315133E+01
  3.461500000000E+02  -2.365977523993E+01  -2.092460307300E+01
  3.471500000000E+02  -2.393844756298E+01  -2.119381119227E+01
  3.481500000000E+02  -2.421729213468E+01  -2.146320676748E+01
  3.491500000000E+02  -2.449630843611E+01  -2.173278906743E+01
  3.501500000000E+02  -2.477549595630E+01  -2.200255737115E+01
  3.511500000000E+02  -2.505485419201E+01  -2.227251096771E+01
  3.521500000000E+02  -2.533438264749E+01  -2.254264915604E+01
  3.531500000000E+02  -2.561408083522E+01  -2.281297124559E+01
  3.541500000000E+02  -2.589394827191E+01  -2.308347655254E+01
  3.551500000000E+02  -2.617398448404E+01  -2.335416440510E+01
  3.561500000000E+02  -2.645418900382E+01  -2.362503413962E+01
  3.571500000000E+02  -2.673456136994E+01  -2.389608510137E+01
  3.581500000000E+02  -2.701510112742E+01  -2.416731664431E+01
  3.591500000000E+02  -2.729580782744E+01  -2.443872813098E+01
  3.601500000000E+02  -2.757668102716E+01  -2.471031893227E+01
  3.611500000000E+02  -2.785772028953E+01  -2.498208842730E+01
  3.621500000000E+02  -2.813892518318E+01  -2.525403600324E+01
  3.631500000000E+02  -2.842029528223E+01  -2.552616105514E+01
  3.641500000000E+02  -2.870183016617E+01  -2.579846298579E+01
  3.651500000000E+02  -2.898352941967E+01  -2.607094120554E+01
  3.661500000000E+02  -2.926539263249E+01  -2.634359513221E+01
  3.671500000000E+02  -2.954741939933E+01  -2.661642419087E+01
  3.681500000000E+02  -2.982960931968E+01  -2.688942781374E+01
  3.691500000000E+02  -3.011196199771E+01  -2.716260544005E+01
  3.701500000000E+02  -3.039447704216E+01  -2.743595651586E+01
  3.711500000000E+02  -3.067715406619E+01  -2.770948049399E+01
  3.721500000000E+02  -3.095999268729E+01  -2.798317683384E+01
  3.731500000000E+02  -3.124299252716E+01  -2.825704500128E+01
  3.741500000000E+02  -3.152615321160E+01  -2.853108446852E+01
  3.751500000000E+02  -3.180947437042E+01  -2.880529471398E+01
  3.761500000000E+02  -3.209295563731E+01  -2.907967522219E+01
  3.771500000000E+02  -3.237659664978E+01  -2.935422548364E+01
  3.781500000000E+02  -3.266039704903E+01  -2.962894499468E+01
  3.791500000000E+02  -3.294435647990E+01  -2.990383325744E+01
  3.801500000000E+02  -3.322847459072E+01  -3.017888977964E+01
  3.811500000000E+02  -3.351275103329E+01  -3.045411407457E+01
  3.821500000000E+02  -3.379718546275E+01  -3.072950566093E+01
  3.831500000000E+02  -3.408177753752E+01  -3.100506406273E+01
  3.841500000000E+02  -3.436652691923E+01  -3.128078880921E+01
  3.851500000000E+02  -3.465143327262E+01  -3.155667943472E+01
  3.861500000000E+02  -3.493649626548E+01  -3.183273547864E+01
  3.871500000000E+02  -3.522171556859E+01  -3.210895648528E+01
  3.881500000000E+02  -3.550709085561E+01  -3.238534200378E+01
  3.891500000000E+02  -3.579262180309E+01  -3.266189158801E+01
  3.901500000000E+02  -3.607830809032E+01  -3.293860479652E+01
  3.911500000000E+02  -3.636414939932E+01  -3.321548119242E+01
  3.921500000000E+02  -3.665014541477E+01  -3.349252034329E+01
  3.931500000000E+02  -3.693629582393E+01  -3.376972182112E+01
  3.941500000000E+02  -3.722260031661E+01  -3.404708520222E+01
  3.951500000000E+02  -3.750905858512E+01  -3.432461006714E+01
  3.961500000000E+02  -3.779567032416E+01  -3.460229600059E+01
  3.971500000000E+02  -3.808243523086E+01  -3.488014259136E+01
  3.981500000000E+02  -3.836935300463E+01  -3.515814943227E+01
  3.991500000000E+02  -3.865642334708E+01  -3.543631611994E+01
