#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1            w1            w2          w3-1          w3-2          c1m1        c1m2-1        c1m2-7        c2m1-1        c1w1-2        c1w2-1        c2w1-1        c2w1-9        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3      c1m1w1-1
 2.731500E+02  1.262263E-01  5.342362E-05  5.986514E-09  7.857444E-09  8.742031E-09  1.042378E-08  2.458303E-01  5.149844E-04  1.164427E-05  4.670001E-01  7.582782E-03  1.252290E-03  1.757096E-05  3.289572E-03  1.309916E-06  4.298250E-06  2.245255E-07  1.440506E-01  1.285551E-04  9.355758E-07  8.215346E-07  1.571488E-03  2.139219E-03  2.172804E-04  4.141349E-05  5.245073E-05  1.245275E-05
 2.741500E+02  1.272186E-01  5.324281E-05  5.830313E-09  7.655018E-09  8.517452E-09  1.015920E-08  2.459236E-01  5.026001E-04  1.074206E-05  4.682484E-01  7.437927E-03  1.165157E-03  1.698372E-05  3.228583E-03  1.229707E-06  4.048127E-06  2.152519E-07  1.421326E-01  1.217990E-04  9.049876E-07  7.939894E-07  1.538339E-03  2.093962E-03  2.016941E-04  3.833104E-05  4.856610E-05  1.173749E-05
 2.751500E+02  1.281979E-01  5.305495E-05  5.677959E-09  7.457488E-09  8.298282E-09  9.900887E-09  2.460138E-01  4.906083E-04  9.915919E-06  4.694721E-01  7.296487E-03  1.084575E-03  1.641918E-05  3.168921E-03  1.154881E-06  3.814032E-06  2.063959E-07  1.402390E-01  1.154294E-04  8.754608E-07  7.674263E-07  1.506096E-03  2.049947E-03  1.873201E-04  3.549793E-05  4.499431E-05  1.106712E-05
 2.761500E+02  1.291641E-01  5.286035E-05  5.529384E-09  7.264771E-09  8.084432E-09  9.648736E-09  2.461012E-01  4.789943E-04  9.158949E-06  4.706719E-01  7.158382E-03  1.010019E-03  1.587642E-05  3.110556E-03  1.085048E-06  3.594852E-06  1.979376E-07  1.383700E-01  1.094226E-04  8.469587E-07  7.418102E-07  1.474730E-03  2.007135E-03  1.740575E-04  3.289250E-05  4.170831E-05  1.043859E-05
 2.771500E+02  1.301174E-01  5.265928E-05  5.384523E-09  7.076788E-09  7.875813E-09  9.402651E-09  2.461859E-01  4.677441E-04  8.464921E-06  4.718486E-01  7.023532E-03  9.410085E-04  1.535450E-05  3.053459E-03  1.019849E-06  3.389557E-06  1.898581E-07  1.365254E-01  1.037567E-04  8.194460E-07  7.171074E-07  1.444215E-03  1.965490E-03  1.618143E-04  3.049512E-05  3.868354E-05  9.849113E-06
 2.781500E+02  1.310576E-01  5.245206E-05  5.243308E-09  6.893457E-09  7.672338E-09  9.162536E-09  2.462679E-01  4.568441E-04  7.828202E-06  4.730028E-01  6.891857E-03  8.771031E-04  1.485258E-05  2.997603E-03  9.589502E-07  3.197194E-06  1.821394E-07  1.347054E-01  9.841100E-05  7.928887E-07  6.932852E-07  1.414523E-03  1.924974E-03  1.505066E-04  2.828793E-05  3.589767E-05  9.296073E-06
 2.791500E+02  1.319849E-01  5.223896E-05  5.105672E-09  6.714696E-09  7.473915E-09  8.928290E-09  2.463474E-01  4.462812E-04  7.243699E-06  4.741351E-01  6.763281E-03  8.178997E-04  1.436981E-05  2.942960E-03  9.020462E-07  3.016880E-06  1.747642E-07  1.329098E-01  9.336615E-05  7.672535E-07  6.703121E-07  1.385630E-03  1.885553E-03  1.400577E-04  2.625472E-05  3.333043E-05  8.777050E-06
 2.801500E+02  1.328993E-01  5.202028E-05  4.971549E-09  6.540422E-09  7.280454E-09  8.699811E-09  2.464245E-01  4.360432E-04  6.706800E-06  4.752460E-01  6.637726E-03  7.630285E-04  1.390539E-05  2.889503E-03  8.488535E-07  2.847798E-06  1.677165E-07  1.311386E-01  8.860406E-05  7.425085E-07  6.481575E-07  1.357510E-03  1.847193E-03  1.303976E-04  2.438075E-05  3.096334E-05  8.289791E-06
 2.811500E+02  1.338009E-01  5.179630E-05  4.840870E-09  6.370552E-09  7.091866E-09  8.477000E-09  2.464993E-01  4.261180E-04  6.213328E-06  4.763361E-01  6.515117E-03  7.121504E-04  1.345856E-05  2.837205E-03  7.991102E-07  2.689187E-06  1.609807E-07  1.293918E-01  8.410777E-05  7.186226E-07  6.267922E-07  1.330141E-03  1.809860E-03  1.214625E-04  2.265259E-05  2.877963E-05  7.832204E-06
 2.821500E+02  1.346896E-01  5.156730E-05  4.713569E-09  6.205005E-09  6.908058E-09  8.259752E-09  2.465719E-01  4.164943E-04  5.759498E-06  4.774060E-01  6.395380E-03  6.649545E-04  1.302859E-05  2.786041E-03  7.525745E-07  2.540344E-06  1.545422E-07  1.276692E-01  7.986139E-05  6.955659E-07  6.061875E-07  1.303498E-03  1.773523E-03  1.131940E-04  2.105804E-05  2.676399E-05  7.402340E-06
