#         T/K        V/dm^3  V(excl)/dm^3    alpha/K^-1        status
 2.731500E+02  3.229470E-02  3.135044E-02  2.530450E-04                                 112
 2.741500E+02  3.230287E-02  3.135044E-02  2.544712E-04                                 112
 2.751500E+02  3.231114E-02  3.135044E-02  2.573390E-04                                 112
 2.761500E+02  3.231950E-02  3.135044E-02  2.601287E-04                                 112
 2.771500E+02  3.232795E-02  3.135044E-02  2.628562E-04                                 112
 2.781500E+02  3.233649E-02  3.135044E-02  2.655182E-04                                 112
 2.791500E+02  3.234512E-02  3.135044E-02  2.681116E-04                                 112
 2.801500E+02  3.235384E-02  3.135044E-02  2.706335E-04                                 112
 2.811500E+02  3.236264E-02  3.135044E-02  2.730815E-04                                 112
 2.821500E+02  3.237151E-02  3.135044E-02  2.754535E-04                                 112
 2.831500E+02  3.238047E-02  3.135044E-02  2.777477E-04                                 112
 2.841500E+02  3.238950E-02  3.135044E-02  2.799627E-04                                 112
 2.851500E+02  3.239860E-02  3.135044E-02  2.820976E-04                                 112
 2.861500E+02  3.240778E-02  3.135044E-02  2.841517E-04                                 112
 2.871500E+02  3.241702E-02  3.135044E-02  2.861246E-04                                 112
 2.881500E+02  3.242633E-02  3.135044E-02  2.880166E-04                                 112
 2.891500E+02  3.243570E-02  3.135044E-02  2.898280E-04                                 112
 2.901500E+02  3.244513E-02  3.135044E-02  2.915597E-04                                 112
 2.911500E+02  3.245462E-02  3.135044E-02  2.932129E-04                                 112
 2.921500E+02  3.246416E-02  3.135044E-02  2.947891E-04                                 112
 2.931500E+02  3.247376E-02  3.135044E-02  2.962900E-04                                 112
 2.941500E+02  3.248341E-02  3.135044E-02  2.977179E-04                                 112
 2.951500E+02  3.249310E-02  3.135044E-02  2.990751E-04                                 112
 2.961500E+02  3.250284E-02  3.135044E-02  3.003643E-04                                 112
 2.971500E+02  3.251263E-02  3.135044E-02  3.015884E-04                                 112
 2.981500E+02  3.252245E-02  3.135044E-02  3.027506E-04                                 112
 2.991500E+02  3.253232E-02  3.135044E-02  3.038542E-04                                 112
 3.001500E+02  3.254222E-02  3.135044E-02  3.049028E-04                                 112
 3.011500E+02  3.255216E-02  3.135044E-02  3.059001E-04                                 112
 3.021500E+02  3.256214E-02  3.135044E-02  3.068499E-04                                 112
 3.031500E+02  3.257215E-02  3.135044E-02  3.077562E-04                                 112
 3.041500E+02  3.258219E-02  3.135044E-02  3.086231E-04                                 112
 3.051500E+02  3.259226E-02  3.135044E-02  3.094547E-04                                 112
 3.061500E+02  3.260236E-02  3.135044E-02  3.102552E-04                                 112
 3.071500E+02  3.261249E-02  3.135044E-02  3.110289E-04                                 112
 3.081500E+02  3.262265E-02  3.135044E-02  3.117801E-04                                 112
 3.091500E+02  3.263283E-02  3.135044E-02  3.125132E-04                                 112
 3.101500E+02  3.264304E-02  3.135044E-02  3.132322E-04                                 112
 3.111500E+02  3.265328E-02  3.135044E-02  3.139417E-04                                 112
 3.121500E+02  3.266355E-02  3.135044E-02  3.146457E-04                                 112
 3.131500E+02  3.267384E-02  3.135044E-02  3.153485E-04                                 112
 3.141500E+02  3.268415E-02  3.135044E-02  3.160543E-04                                 112
 3.151500E+02  3.269450E-02  3.135044E-02  3.167672E-04                                 112
 3.161500E+02  3.270487E-02  3.135044E-02  3.174911E-04                                 112
 3.171500E+02  3.271526E-02  3.135044E-02  3.182301E-04                                 112
 3.181500E+02  3.272569E-02  3.135044E-02  3.189879E-04                                 112
 3.191500E+02  3.273614E-02  3.135044E-02  3.197684E-04                                 112
 3.201500E+02  3.274662E-02  3.135044E-02  3.205753E-04                                 112
 3.211500E+02  3.275714E-02  3.135044E-02  3.214121E-04                                 112
 3.221500E+02  3.276768E-02  3.135044E-02  3.222823E-04                                 112
 3.231500E+02  3.277826E-02  3.135044E-02  3.231893E-04                                 112
 3.241500E+02  3.278887E-02  3.135044E-02  3.241365E-04                                 112
 3.251500E+02  3.279951E-02  3.135044E-02  3.251270E-04                                 112
 3.261500E+02  3.281020E-02  3.135044E-02  3.261640E-04                                 112
 3.271500E+02  3.282092E-02  3.135044E-02  3.272504E-04                                 112
 3.281500E+02  3.283168E-02  3.135044E-02  3.283891E-04                                 112
 3.291500E+02  3.284248E-02  3.135044E-02  3.295830E-04                                 112
 3.301500E+02  3.285333E-02  3.135044E-02  3.308348E-04                                 112
 3.311500E+02  3.286422E-02  3.135044E-02  3.321472E-04                                 112
 3.321500E+02  3.287516E-02  3.135044E-02  3.335227E-04                                 112
 3.331500E+02  3.288615E-02  3.135044E-02  3.349638E-04                                 112
 3.341500E+02  3.289719E-02  3.135044E-02  3.364728E-04                                 112
 3.351500E+02  3.290828E-02  3.135044E-02  3.380522E-04                                 112
 3.361500E+02  3.291944E-02  3.135044E-02  3.397042E-04                                 112
 3.371500E+02  3.293065E-02  3.135044E-02  3.414309E-04                                 112
 3.381500E+02  3.294192E-02  3.135044E-02  3.432346E-04                                 112
 3.391500E+02  3.295326E-02  3.135044E-02  3.451173E-04                                 112
 3.401500E+02  3.296467E-02  3.135044E-02  3.470810E-04                                 112
 3.411500E+02  3.297615E-02  3.135044E-02  3.491277E-04                                 112
 3.421500E+02  3.298770E-02  3.135044E-02  3.512593E-04                                 112
 3.431500E+02  3.299932E-02  3.135044E-02  3.534778E-04                                 112
 3.441500E+02  3.301103E-02  3.135044E-02  3.557850E-04                                 112
 3.451500E+02  3.302281E-02  3.135044E-02  4.232134E+02                                 112
 3.461500E+02  2.798440E+01  3.135044E-02  5.009442E-01                                 111
 3.471500E+02  2.807027E+01  3.135044E-02  3.058111E-03                                 111
 3.481500E+02  2.815608E+01  3.135044E-02  3.046823E-03                                 111
 3.491500E+02  2.824184E+01  3.135044E-02  3.035643E-03                                 111
 3.501500E+02  2.832755E+01  3.135044E-02  3.024570E-03                                 111
 3.511500E+02  2.841320E+01  3.135044E-02  3.013601E-03                                 111
 3.521500E+02  2.849880E+01  3.135044E-02  3.002735E-03                                 111
 3.531500E+02  2.858435E+01  3.135044E-02  2.991971E-03                                 111
 3.541500E+02  2.866985E+01  3.135044E-02  2.981306E-03                                 111
 3.551500E+02  2.875530E+01  3.135044E-02  2.970740E-03                                 111
 3.561500E+02  2.884070E+01  3.135044E-02  2.960270E-03                                 111
 3.571500E+02  2.892605E+01  3.135044E-02  2.949895E-03                                 111
 3.581500E+02  2.901135E+01  3.135044E-02  2.939613E-03                                 111
 3.591500E+02  2.909661E+01  3.135044E-02  2.929423E-03                                 111
 3.601500E+02  2.918183E+01  3.135044E-02  2.919324E-03                                 111
 3.611500E+02  2.926700E+01  3.135044E-02  2.909314E-03                                 111
 3.621500E+02  2.935212E+01  3.135044E-02  2.899391E-03                                 111
 3.631500E+02  2.943720E+01  3.135044E-02  2.889555E-03                                 111
 3.641500E+02  2.952224E+01  3.135044E-02  2.879804E-03                                 111
 3.651500E+02  2.960724E+01  3.135044E-02  2.870137E-03                                 111
 3.661500E+02  2.969220E+01  3.135044E-02  2.860552E-03                                 111
 3.671500E+02  2.977711E+01  3.135044E-02  2.851048E-03                                 111
 3.681500E+02  2.986199E+01  3.135044E-02  2.841625E-03                                 111
