#         T/K        V/dm^3  V(excl)/dm^3    alpha/K^-1        status
 2.731500E+02  3.916338E-02  3.761121E-02  3.618468E-04                                 112
 2.741500E+02  3.917755E-02  3.761121E-02  3.641496E-04                                 112
 2.751500E+02  3.919191E-02  3.761121E-02  3.688067E-04                                 112
 2.761500E+02  3.920646E-02  3.761121E-02  3.733480E-04                                 112
 2.771500E+02  3.922119E-02  3.761121E-02  3.778098E-04                                 112
 2.781500E+02  3.923609E-02  3.761121E-02  3.821854E-04                                 112
 2.791500E+02  3.925118E-02  3.761121E-02  3.864687E-04                                 112
 2.801500E+02  3.926643E-02  3.761121E-02  3.906541E-04                                 112
 2.811500E+02  3.928186E-02  3.761121E-02  3.947367E-04                                 112
 2.821500E+02  3.929744E-02  3.761121E-02  3.987120E-04                                 112
 2.831500E+02  3.931319E-02  3.761121E-02  4.025761E-04                                 112
 2.841500E+02  3.932910E-02  3.761121E-02  4.063259E-04                                 112
 2.851500E+02  3.934515E-02  3.761121E-02  4.099589E-04                                 112
 2.861500E+02  3.936136E-02  3.761121E-02  4.134734E-04                                 112
 2.871500E+02  3.937770E-02  3.761121E-02  4.168683E-04                                 112
 2.881500E+02  3.939419E-02  3.761121E-02  4.201432E-04                                 112
 2.891500E+02  3.941080E-02  3.761121E-02  4.232984E-04                                 112
 2.901500E+02  3.942755E-02  3.761121E-02  4.263351E-04                                 112
 2.911500E+02  3.944442E-02  3.761121E-02  4.292549E-04                                 112
 2.921500E+02  3.946142E-02  3.761121E-02  4.320603E-04                                 112
 2.931500E+02  3.947852E-02  3.761121E-02  4.347543E-04                                 112
 2.941500E+02  3.949574E-02  3.761121E-02  4.373406E-04                                 112
 2.951500E+02  3.951307E-02  3.761121E-02  4.398234E-04                                 112
 2.961500E+02  3.953050E-02  3.761121E-02  4.422076E-04                                 112
 2.971500E+02  3.954803E-02  3.761121E-02  4.444984E-04                                 112
 2.981500E+02  3.956566E-02  3.761121E-02  4.467017E-04                                 112
 2.991500E+02  3.958338E-02  3.761121E-02  4.488235E-04                                 112
 3.001500E+02  3.960119E-02  3.761121E-02  4.508706E-04                                 112
 3.011500E+02  3.961909E-02  3.761121E-02  4.528498E-04                                 112
 3.021500E+02  3.963707E-02  3.761121E-02  4.547683E-04                                 112
 3.031500E+02  3.965514E-02  3.761121E-02  4.566336E-04                                 112
 3.041500E+02  3.967329E-02  3.761121E-02  4.584533E-04                                 112
 3.051500E+02  3.969152E-02  3.761121E-02  4.602353E-04                                 112
 3.061500E+02  3.970982E-02  3.761121E-02  4.619876E-04                                 112
 3.071500E+02  3.972821E-02  3.761121E-02  3.140046E+02                                 112
 3.081500E+02  2.498939E+01  3.761121E-02  5.009291E-01                                 111
 3.091500E+02  2.507555E+01  3.761121E-02  3.434627E-03                                 111
 3.101500E+02  2.516164E+01  3.761121E-02  3.419707E-03                                 111
