#         T/K     Cv/J*K^-1     Cp/J*K^-1
 2.731500E+02  6.035861E+01  6.036435E+01
 2.741500E+02  6.037664E+01  6.038238E+01
 2.751500E+02  6.039442E+01  6.040016E+01
 2.761500E+02  6.041204E+01  6.041777E+01
 2.771500E+02  6.042961E+01  6.043532E+01
 2.781500E+02  6.044720E+01  6.045289E+01
 2.791500E+02  6.046489E+01  6.047055E+01
 2.801500E+02  6.048274E+01  6.048837E+01
 2.811500E+02  6.050083E+01  6.050642E+01
 2.821500E+02  6.051919E+01  6.052474E+01
 2.831500E+02  6.053787E+01  6.054338E+01
 2.841500E+02  6.055691E+01  6.056238E+01
 2.851500E+02  6.057633E+01  6.058176E+01
 2.861500E+02  6.059616E+01  6.060154E+01
 2.871500E+02  6.061642E+01  6.062176E+01
 2.881500E+02  6.063712E+01  6.064241E+01
 2.891500E+02  6.065826E+01  6.066351E+01
 2.901500E+02  6.067985E+01  6.068506E+01
 2.911500E+02  6.070189E+01  6.070706E+01
 2.921500E+02  6.072437E+01  6.072951E+01
 2.931500E+02  6.074731E+01  6.075240E+01
 2.941500E+02  6.077068E+01  6.077575E+01
 2.951500E+02  6.079450E+01  6.079953E+01
 2.961500E+02  6.081874E+01  6.082374E+01
 2.971500E+02  6.084341E+01  6.084838E+01
 2.981500E+02  6.086850E+01  6.087344E+01
 2.991500E+02  6.089400E+01  6.089892E+01
 3.001500E+02  6.091991E+01  6.092481E+01
 3.011500E+02  6.094623E+01  6.095110E+01
 3.021500E+02  6.097295E+01  6.097780E+01
 3.031500E+02  6.100007E+01  6.100490E+01
 3.041500E+02  6.102758E+01  6.103239E+01
 3.051500E+02  6.105549E+01  6.106028E+01
 3.061500E+02  6.108378E+01  6.108856E+01
 3.071500E+02  6.111247E+01  6.111723E+01
 3.081500E+02  6.114155E+01  6.114629E+01
 3.091500E+02  6.117102E+01  6.117574E+01
 3.101500E+02  6.120087E+01  6.120558E+01
 3.111500E+02  6.123112E+01  6.123582E+01
 3.121500E+02  6.126175E+01  6.126644E+01
 3.131500E+02  6.129278E+01  6.129745E+01
 3.141500E+02  6.132419E+01  6.132884E+01
 3.151500E+02  6.135599E+01  6.136063E+01
 3.161500E+02  6.138818E+01  6.139281E+01
 3.171500E+02  6.142076E+01  6.142538E+01
 3.181500E+02  6.145373E+01  6.145833E+01
 3.191500E+02  6.148709E+01  6.149168E+01
 3.201500E+02  6.152084E+01  6.152542E+01
 3.211500E+02  6.155498E+01  6.155954E+01
 3.221500E+02  6.158950E+01  6.159405E+01
 3.231500E+02  6.162441E+01  6.162894E+01
 3.241500E+02  6.165970E+01  6.166422E+01
 3.251500E+02  6.169538E+01  6.169988E+01
 3.261500E+02  6.173143E+01  6.173591E+01
 3.271500E+02  6.176785E+01  6.177232E+01
 3.281500E+02  6.180465E+01  6.180910E+01
 3.291500E+02  6.184181E+01  6.184625E+01
 3.301500E+02  6.187933E+01  6.188375E+01
 3.311500E+02  6.191722E+01  6.192162E+01
 3.321500E+02  6.195545E+01  6.195984E+01
 3.331500E+02  6.199403E+01  6.199841E+01
 3.341500E+02  6.203296E+01  6.203732E+01
 3.351500E+02  6.207222E+01  6.207656E+01
 3.361500E+02  6.211181E+01  6.211614E+01
 3.371500E+02  6.215172E+01  6.215603E+01
 3.381500E+02  6.219194E+01  1.409929E+03
 3.391500E+02  5.220390E+01  1.404599E+03
 3.401500E+02  5.225910E+01  6.157203E+01
 3.411500E+02  5.231433E+01  6.161390E+01
 3.421500E+02  5.236957E+01  6.165598E+01
 3.431500E+02  5.242483E+01  6.169825E+01
 3.441500E+02  5.248010E+01  6.174072E+01
 3.451500E+02  5.253538E+01  6.178337E+01
 3.461500E+02  5.259066E+01  6.182621E+01
 3.471500E+02  5.264595E+01  6.186922E+01
 3.481500E+02  5.270124E+01  6.191241E+01
 3.491500E+02  5.275653E+01  6.195577E+01
 3.501500E+02  5.281182E+01  6.199930E+01
 3.511500E+02  5.286710E+01  6.204299E+01
 3.521500E+02  5.292237E+01  6.208683E+01
