#         T/K     Cv/J*K^-1     Cp/J*K^-1
 2.731500E+02  3.280760E+01  4.313461E+01
 2.741500E+02  3.281047E+01  4.311702E+01
 2.751500E+02  3.281373E+01  4.308034E+01
 2.761500E+02  3.281738E+01  4.304590E+01
 2.771500E+02  3.282142E+01  4.301355E+01
 2.781500E+02  3.282582E+01  4.298313E+01
 2.791500E+02  3.283059E+01  4.295452E+01
 2.801500E+02  3.283572E+01  4.292760E+01
 2.811500E+02  3.284119E+01  4.290225E+01
 2.821500E+02  3.284700E+01  4.287838E+01
 2.831500E+02  3.285315E+01  4.285589E+01
 2.841500E+02  3.285963E+01  4.283470E+01
 2.851500E+02  3.286643E+01  4.281473E+01
 2.861500E+02  3.287355E+01  4.279591E+01
 2.871500E+02  3.288098E+01  4.277818E+01
 2.881500E+02  3.288871E+01  4.276148E+01
 2.891500E+02  3.289675E+01  4.274576E+01
 2.901500E+02  3.290508E+01  4.273096E+01
 2.911500E+02  3.291370E+01  4.271704E+01
 2.921500E+02  3.292261E+01  4.270396E+01
 2.931500E+02  3.293179E+01  4.269168E+01
 2.941500E+02  3.294126E+01  4.268016E+01
 2.951500E+02  3.295100E+01  4.266938E+01
 2.961500E+02  3.296100E+01  4.265931E+01
 2.971500E+02  3.297127E+01  4.264991E+01
 2.981500E+02  3.298180E+01  4.264116E+01
 2.991500E+02  3.299258E+01  4.263304E+01
 3.001500E+02  3.300362E+01  4.262553E+01
 3.011500E+02  3.301491E+01  4.261861E+01
 3.021500E+02  3.302644E+01  4.261226E+01
 3.031500E+02  3.303821E+01  4.260646E+01
 3.041500E+02  3.305021E+01  4.260119E+01
 3.051500E+02  3.306245E+01  4.259645E+01
 3.061500E+02  3.307492E+01  4.259221E+01
 3.071500E+02  3.308762E+01  4.258847E+01
 3.081500E+02  3.310054E+01  4.258522E+01
 3.091500E+02  3.311367E+01  4.258243E+01
 3.101500E+02  3.312703E+01  4.258011E+01
 3.111500E+02  3.314059E+01  4.257823E+01
 3.121500E+02  3.315437E+01  4.257680E+01
 3.131500E+02  3.316835E+01  4.257579E+01
 3.141500E+02  3.318253E+01  4.257521E+01
 3.151500E+02  3.319691E+01  4.257505E+01
 3.161500E+02  3.321149E+01  4.257529E+01
 3.171500E+02  3.322626E+01  4.257593E+01
 3.181500E+02  3.324122E+01  4.257696E+01
 3.191500E+02  3.325636E+01  4.257838E+01
 3.201500E+02  3.327169E+01  4.258018E+01
 3.211500E+02  3.328720E+01  4.258235E+01
 3.221500E+02  3.330289E+01  4.258488E+01
 3.231500E+02  3.331875E+01  4.258777E+01
 3.241500E+02  3.333479E+01  4.259102E+01
 3.251500E+02  3.335099E+01  4.259461E+01
 3.261500E+02  3.336735E+01  4.259855E+01
 3.271500E+02  3.338388E+01  4.260282E+01
 3.281500E+02  3.340057E+01  4.260742E+01
 3.291500E+02  3.341742E+01  4.261235E+01
 3.301500E+02  3.343442E+01  4.261761E+01
 3.311500E+02  3.345158E+01  4.262317E+01
 3.321500E+02  3.346888E+01  4.262905E+01
 3.331500E+02  3.348633E+01  4.263523E+01
 3.341500E+02  3.350392E+01  4.264172E+01
 3.351500E+02  3.352166E+01  4.264850E+01
 3.361500E+02  3.353953E+01  4.265558E+01
 3.371500E+02  3.355754E+01  4.266294E+01
 3.381500E+02  3.357568E+01  4.267058E+01
 3.391500E+02  3.359395E+01  4.267851E+01
 3.401500E+02  3.361235E+01  4.268670E+01
 3.411500E+02  3.363088E+01  4.269517E+01
 3.421500E+02  3.364953E+01  4.270391E+01
 3.431500E+02  3.366831E+01  4.271290E+01
 3.441500E+02  3.368720E+01  4.272215E+01
 3.451500E+02  3.370621E+01  4.273166E+01
 3.461500E+02  3.372533E+01  4.274142E+01
 3.471500E+02  3.374457E+01  4.275142E+01
 3.481500E+02  3.376392E+01  4.276166E+01
 3.491500E+02  3.378337E+01  4.277214E+01
 3.501500E+02  3.380293E+01  4.278285E+01
 3.511500E+02  3.382260E+01  4.279380E+01
 3.521500E+02  3.384236E+01  4.280497E+01
 3.531500E+02  3.386223E+01  4.281636E+01
 3.541500E+02  3.388219E+01  4.282797E+01
 3.551500E+02  3.390225E+01  4.283980E+01
 3.561500E+02  3.392240E+01  4.285183E+01
 3.571500E+02  3.394265E+01  4.286408E+01
 3.581500E+02  3.396298E+01  4.287653E+01
 3.591500E+02  3.398340E+01  4.288918E+01
 3.601500E+02  3.400391E+01  4.290203E+01
 3.611500E+02  3.402450E+01  4.291507E+01
 3.621500E+02  3.404518E+01  4.292831E+01
 3.631500E+02  3.406594E+01  4.294173E+01
 3.641500E+02  3.408677E+01  4.295533E+01
 3.651500E+02  3.410768E+01  4.296912E+01
 3.661500E+02  3.412867E+01  4.298308E+01
 3.671500E+02  3.414973E+01  4.299722E+01
 3.681500E+02  3.417087E+01  4.301154E+01
 3.691500E+02  3.419207E+01  4.302602E+01
 3.701500E+02  3.421334E+01  4.304066E+01
 3.711500E+02  3.423468E+01  4.305547E+01
 3.721500E+02  3.425609E+01  4.307044E+01
 3.731500E+02  3.427756E+01  4.308557E+01
 3.741500E+02  3.429909E+01  4.310085E+01
 3.751500E+02  3.432069E+01  4.311628E+01
 3.761500E+02  3.434234E+01  4.313186E+01
 3.771500E+02  3.436406E+01  4.314758E+01
 3.781500E+02  3.438583E+01  4.316345E+01
 3.791500E+02  3.440765E+01  4.317946E+01
 3.801500E+02  3.442953E+01  4.319560E+01
 3.811500E+02  3.445146E+01  4.321188E+01
 3.821500E+02  3.447345E+01  4.322830E+01
 3.831500E+02  3.449548E+01  4.324484E+01
 3.841500E+02  3.451757E+01  4.326151E+01
 3.851500E+02  3.453970E+01  4.327831E+01
 3.861500E+02  3.456188E+01  4.329523E+01
 3.871500E+02  3.458410E+01  4.331226E+01
 3.881500E+02  3.460637E+01  4.332942E+01
 3.891500E+02  3.462868E+01  4.334669E+01
 3.901500E+02  3.465103E+01  4.336408E+01
 3.911500E+02  3.467342E+01  4.338158E+01
 3.921500E+02  3.469585E+01  4.339918E+01
 3.931500E+02  3.471832E+01  4.341689E+01
 3.941500E+02  3.474083E+01  4.343471E+01
 3.951500E+02  3.476338E+01  4.345263E+01
 3.961500E+02  3.478595E+01  4.347065E+01
 3.971500E+02  3.480857E+01  4.348877E+01
 3.981500E+02  3.483121E+01  4.350698E+01
 3.991500E+02  3.485389E+01  4.352746E+01
