#         T/K            m1          m2-1          m3-1            w1            w2          w3-1          w3-2        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3
 2.731500E+02  4.924532E-02  1.938418E-05  8.235490E-08  9.136298E-01  2.722257E-02  8.249977E-03  1.157560E-04  5.776810E-04  7.863795E-04  1.465699E-04  2.860504E-06  3.622866E-06
 2.741500E+02  4.926461E-02  1.892917E-05  7.606252E-08  9.148301E-01  2.664522E-02  7.653414E-03  1.115587E-04  5.650546E-04  7.691429E-04  1.358422E-04  2.647055E-06  3.353865E-06
 2.751500E+02  4.928316E-02  1.848858E-05  7.029615E-08  9.159685E-01  2.608231E-02  7.103190E-03  1.075339E-04  5.527812E-04  7.523903E-04  1.259640E-04  2.450943E-06  3.106619E-06
 2.761500E+02  4.930101E-02  1.806186E-05  6.500813E-08  9.170491E-01  2.553357E-02  6.595511E-03  1.036744E-04  5.408501E-04  7.361071E-04  1.168636E-04  2.270655E-06  2.879234E-06
 2.771500E+02  4.931818E-02  1.764844E-05  6.015543E-08  9.180758E-01  2.499869E-02  6.126904E-03  9.997314E-05  5.292508E-04  7.202788E-04  1.084757E-04  2.104816E-06  2.669992E-06
 2.781500E+02  4.933473E-02  1.724781E-05  5.569923E-08  9.190519E-01  2.447739E-02  5.694189E-03  9.642355E-05  5.179733E-04  7.048916E-04  1.007408E-04  1.952179E-06  2.477335E-06
 2.791500E+02  4.935068E-02  1.685949E-05  5.160441E-08  9.199809E-01  2.396936E-02  5.294455E-03  9.301911E-05  5.070076E-04  6.899318E-04  9.360445E-05  1.811613E-06  2.299846E-06
 2.801500E+02  4.936605E-02  1.648299E-05  4.783920E-08  9.208658E-01  2.347429E-02  4.925035E-03  8.975359E-05  4.963443E-04  6.753861E-04  8.701717E-05  1.682089E-06  2.136239E-06
 2.811500E+02  4.938089E-02  1.611788E-05  4.437487E-08  9.217093E-01  2.299189E-02  4.583489E-03  8.662099E-05  4.859738E-04  6.612416E-04  8.093373E-05  1.562672E-06  1.985341E-06
 2.821500E+02  4.939521E-02  1.576372E-05  4.118534E-08  9.225140E-01  2.252183E-02  4.267579E-03  8.361556E-05  4.758872E-04  6.474859E-04  7.531285E-05  1.452512E-06  1.846090E-06
