#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1            w1            w2          w3-1          w3-2          c1m1        c1m2-1        c1m2-7        c2m1-1        c1w1-2        c1w2-1        c2w1-1        c2w1-9        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3      c1m1w1-1
 2.731500E+02  7.690189E-01  1.879551E-03  1.216265E-06  1.596377E-06  1.776096E-06  2.117774E-06  1.441900E-01  1.679346E-04  2.111079E-06  2.640080E-02  2.297073E-05  2.032812E-07  2.852253E-09  1.114225E-02  2.466737E-06  8.094149E-06  4.391698E-06  4.702713E-02  2.248893E-06  1.763786E-06  1.548791E-06  4.939207E-05  6.723592E-05  3.659425E-07  7.236592E-07  9.165240E-07  2.260190E-06
 2.741500E+02  7.694654E-01  1.847781E-03  1.161000E-06  1.524357E-06  1.696095E-06  2.023019E-06  1.443302E-01  1.642288E-04  1.954267E-06  2.668070E-02  2.290901E-05  1.939869E-07  2.827617E-09  1.087227E-02  2.305575E-06  7.589827E-06  4.159163E-06  4.646924E-02  2.152530E-06  1.697718E-06  1.489490E-06  4.880258E-05  6.642925E-05  3.458734E-07  6.770344E-07  8.578146E-07  2.136569E-06
 2.751500E+02  7.699042E-01  1.816806E-03  1.108669E-06  1.456137E-06  1.620309E-06  1.933231E-06  1.444660E-01  1.606269E-04  1.810063E-06  2.695788E-02  2.284213E-05  1.851098E-07  2.802343E-09  1.061071E-02  2.155994E-06  7.120242E-06  3.940588E-06  4.591681E-02  2.060469E-06  1.634430E-06  1.432736E-06  4.821763E-05  6.562900E-05  3.269523E-07  6.336266E-07  8.031341E-07  2.020294E-06
 2.761500E+02  7.703353E-01  1.786603E-03  1.059095E-06  1.391490E-06  1.548488E-06  1.848114E-06  1.445976E-01  1.571258E-04  1.677384E-06  2.723228E-02  2.277029E-05  1.766327E-07  2.776477E-09  1.035728E-02  2.017095E-06  6.682798E-06  3.735048E-06  4.536989E-02  1.972518E-06  1.573795E-06  1.378411E-06  4.763739E-05  6.483538E-05  3.091121E-07  5.932012E-07  7.521903E-07  1.910898E-06
 2.771500E+02  7.707589E-01  1.757147E-03  1.012116E-06  1.330207E-06  1.480397E-06  1.767393E-06  1.447252E-01  1.537222E-04  1.555245E-06  2.750388E-02  2.269366E-05  1.685390E-07  2.750063E-09  1.011167E-02  1.888052E-06  6.275106E-06  3.541683E-06  4.482855E-02  1.888492E-06  1.515693E-06  1.326402E-06  4.706201E-05  6.404859E-05  2.922896E-07  5.555415E-07  7.047131E-07  1.807947E-06
 2.781500E+02  7.711752E-01  1.728414E-03  9.675765E-07  1.272088E-06  1.415819E-06  1.690813E-06  1.448488E-01  1.504132E-04  1.442749E-06  2.777267E-02  2.261246E-05  1.608125E-07  2.723146E-09  9.873606E-03  1.768107E-06  5.894968E-06  3.359696E-06  4.429282E-02  1.808213E-06  1.460008E-06  1.276600E-06  4.649161E-05  6.326880E-05  2.764253E-07  5.204473E-07  6.604528E-07  1.711035E-06
 2.791500E+02  7.715843E-01  1.700384E-03  9.253347E-07  1.216949E-06  1.354547E-06  1.618133E-06  1.449686E-01  1.471957E-04  1.339082E-06  2.803861E-02  2.252685E-05  1.534376E-07  2.695770E-09  9.642815E-03  1.656566E-06  5.540359E-06  3.188346E-06  4.376276E-02  1.731514E-06  1.406631E-06  1.228905E-06  4.592634E-05  6.249619E-05  2.614631E-07  4.877335E-07  6.191787E-07  1.619783E-06
 2.801500E+02  7.719863E-01  1.673034E-03  8.852563E-07  1.164617E-06  1.296390E-06  1.549127E-06  1.450848E-01  1.440669E-04  1.243502E-06  2.830169E-02  2.243703E-05  1.463994E-07  2.667974E-09  9.419036E-03  1.552789E-06  5.209415E-06  3.026944E-06  4.323841E-02  1.658231E-06  1.355457E-06  1.183218E-06  4.536631E-05  6.173090E-05  2.473502E-07  4.572292E-07  5.806771E-07  1.533837E-06
 2.811500E+02  7.723814E-01  1.646344E-03  8.472160E-07  1.114931E-06  1.241170E-06  1.483587E-06  1.451975E-01  1.410240E-04  1.155332E-06  2.856189E-02  2.234319E-05  1.396832E-07  2.639801E-09  9.202019E-03  1.456192E-06  4.900416E-06  2.874850E-06  4.271978E-02  1.588210E-06  1.306388E-06  1.139449E-06  4.481162E-05  6.097306E-05  2.340372E-07  4.287760E-07  5.447507E-07  1.452867E-06
 2.821500E+02  7.727696E-01  1.620294E-03  8.110966E-07  1.067738E-06  1.188718E-06  1.421313E-06  1.453068E-01  1.380644E-04  1.073958E-06  2.881921E-02  2.224550E-05  1.332753E-07  2.611290E-09  8.991526E-03  1.366235E-06  4.611778E-06  2.731470E-06  4.220692E-02  1.521305E-06  1.259329E-06  1.097509E-06  4.426237E-05  6.022281E-05  2.214773E-07  4.022278E-07  5.112168E-07  1.376565E-06
