#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.731500E+02  3.341245E+01  3.341996E+01  1.963207E+02
 2.741500E+02  3.358162E+01  3.358913E+01  1.969389E+02
 2.751500E+02  3.375066E+01  3.375818E+01  1.975544E+02
 2.761500E+02  3.391953E+01  3.392705E+01  1.981670E+02
 2.771500E+02  3.408820E+01  3.409573E+01  1.987767E+02
 2.781500E+02  3.425665E+01  3.426418E+01  1.993834E+02
 2.791500E+02  3.442485E+01  3.443238E+01  1.999871E+02
 2.801500E+02  3.459276E+01  3.460030E+01  2.005875E+02
 2.811500E+02  3.476035E+01  3.476790E+01  2.011847E+02
 2.821500E+02  3.492760E+01  3.493515E+01  2.017785E+02
 2.831500E+02  3.509447E+01  3.510202E+01  2.023689E+02
 2.841500E+02  3.526092E+01  3.526847E+01  2.029557E+02
 2.851500E+02  3.542692E+01  3.543448E+01  2.035389E+02
 2.861500E+02  3.559243E+01  3.560000E+01  2.041184E+02
 2.871500E+02  3.575743E+01  3.576500E+01  2.046940E+02
 2.881500E+02  3.592187E+01  3.592945E+01  2.052657E+02
 2.891500E+02  3.608573E+01  3.609332E+01  2.058334E+02
 2.901500E+02  3.624898E+01  3.625657E+01  2.063970E+02
 2.911500E+02  3.641159E+01  3.641918E+01  2.069565E+02
 2.921500E+02  3.657352E+01  3.658112E+01  2.075118E+02
 2.931500E+02  3.673476E+01  3.674237E+01  2.080628E+02
 2.941500E+02  3.689529E+01  3.690290E+01  2.086094E+02
 2.951500E+02  3.705508E+01  3.706269E+01  2.091517E+02
 2.961500E+02  3.721411E+01  3.722173E+01  2.096897E+02
 2.971500E+02  3.737237E+01  3.737999E+01  2.102232E+02
 2.981500E+02  3.752984E+01  3.753747E+01  2.107523E+02
 2.991500E+02  3.768652E+01  3.769416E+01  2.112769E+02
 3.001500E+02  3.784240E+01  3.785004E+01  2.117971E+02
 3.011500E+02  3.799747E+01  3.800511E+01  2.123129E+02
 3.021500E+02  3.815172E+01  3.815937E+01  2.128243E+02
 3.031500E+02  3.830516E+01  3.831282E+01  2.133313E+02
 3.041500E+02  3.845778E+01  3.846544E+01  2.138340E+02
 3.051500E+02  3.860959E+01  3.861726E+01  2.143323E+02
 3.061500E+02  3.876059E+01  3.876826E+01  2.148263E+02
 3.071500E+02  3.891078E+01  3.891846E+01  2.153161E+02
 3.081500E+02  3.906016E+01  3.906785E+01  2.158017E+02
 3.091500E+02  3.920875E+01  3.921644E+01  2.162831E+02
 3.101500E+02  3.935656E+01  3.936425E+01  2.167605E+02
 3.111500E+02  3.950358E+01  3.951128E+01  2.172338E+02
 3.121500E+02  3.964983E+01  3.965753E+01  2.177031E+02
 3.131500E+02  3.979531E+01  3.980302E+01  2.181684E+02
 3.141500E+02  3.994004E+01  3.994776E+01  2.186299E+02
 3.151500E+02  4.008402E+01  4.009174E+01  2.190875E+02
 3.161500E+02  4.022726E+01  4.023499E+01  2.195413E+02
 3.171500E+02  4.036978E+01  4.037751E+01  2.199914E+02
 3.181500E+02  4.051158E+01  4.051932E+01  2.204378E+02
 3.191500E+02  4.065266E+01  4.066041E+01  2.208806E+02
 3.201500E+02  4.079305E+01  4.080080E+01  2.213198E+02
 3.211500E+02  4.093274E+01  4.094050E+01  2.217555E+02
 3.221500E+02  4.107175E+01  4.107952E+01  2.221877E+02
 3.231500E+02  4.121009E+01  4.121786E+01  2.226164E+02
 3.241500E+02  4.134776E+01  4.135553E+01  2.230418E+02
 3.251500E+02  4.148477E+01  4.149255E+01  2.234639E+02
 3.261500E+02  4.162113E+01  4.162892E+01  2.238826E+02
 3.271500E+02  4.175685E+01  4.176464E+01  2.242981E+02
 3.281500E+02  4.189193E+01  4.189973E+01  2.247104E+02
 3.291500E+02  4.202639E+01  4.203420E+01  2.251196E+02
 3.301500E+02  4.216023E+01  4.216804E+01  2.255256E+02
 3.311500E+02  4.229345E+01  4.230127E+01  2.259285E+02
 3.321500E+02  4.242607E+01  4.243389E+01  2.263284E+02
 3.331500E+02  4.255809E+01  4.256592E+01  2.267253E+02
 3.341500E+02  4.268951E+01  4.269735E+01  2.271192E+02
 3.351500E+02  4.282036E+01  4.282820E+01  2.275102E+02
 3.361500E+02  4.295062E+01  4.295847E+01  2.278983E+02
 3.371500E+02  4.308031E+01  4.308816E+01  2.282836E+02
 3.381500E+02  4.320943E+01  4.321729E+01  2.286660E+02
 3.391500E+02  4.333800E+01  4.334586E+01  2.290457E+02
 3.401500E+02  4.346600E+01  4.347388E+01  2.294226E+02
 3.411500E+02  4.359347E+01  4.360135E+01  2.297968E+02
 3.421500E+02  4.372039E+01  4.372827E+01  2.301683E+02
 3.431500E+02  4.384677E+01  4.385466E+01  2.305371E+02
 3.441500E+02  6.612078E+01  6.895401E+01  3.036530E+02
 3.451500E+02  6.618441E+01  6.902621E+01  3.038629E+02
 3.461500E+02  6.624809E+01  6.909846E+01  3.040723E+02
 3.471500E+02  6.631182E+01  6.917077E+01  3.042813E+02
 3.481500E+02  6.637561E+01  6.924312E+01  3.044899E+02
 3.491500E+02  6.643946E+01  6.931554E+01  3.046979E+02
 3.501500E+02  6.650336E+01  6.938800E+01  3.049056E+02
 3.511500E+02  6.656732E+01  6.946052E+01  3.051128E+02
 3.521500E+02  6.663133E+01  6.953308E+01  3.053195E+02
 3.531500E+02  6.669540E+01  6.960571E+01  3.055258E+02
 3.541500E+02  6.675953E+01  6.967838E+01  3.057317E+02
 3.551500E+02  6.682371E+01  6.975111E+01  3.059372E+02
 3.561500E+02  6.688796E+01  6.982390E+01  3.061422E+02
 3.571500E+02  6.695225E+01  6.989674E+01  3.063468E+02
 3.581500E+02  6.701661E+01  6.996963E+01  3.065510E+02
 3.591500E+02  6.708102E+01  7.004258E+01  3.067547E+02
 3.601500E+02  6.714549E+01  7.011558E+01  3.069581E+02
 3.611500E+02  6.721001E+01  7.018863E+01  3.071610E+02
 3.621500E+02  6.727460E+01  7.026174E+01  3.073635E+02
 3.631500E+02  6.733924E+01  7.033491E+01  3.075656E+02
 3.641500E+02  6.740394E+01  7.040813E+01  3.077673E+02
 3.651500E+02  6.746869E+01  7.048140E+01  3.079686E+02
 3.661500E+02  6.753351E+01  7.055473E+01  3.081695E+02
 3.671500E+02  6.759838E+01  7.062812E+01  3.083700E+02
 3.681500E+02  6.766331E+01  7.070156E+01  3.085700E+02
 3.691500E+02  6.772829E+01  7.077505E+01  3.087697E+02
 3.701500E+02  6.779334E+01  7.084861E+01  3.089691E+02
 3.711500E+02  6.785844E+01  7.092221E+01  3.091680E+02
 3.721500E+02  6.792360E+01  7.099588E+01  3.093665E+02
 3.731500E+02  6.798882E+01  7.106959E+01  3.095646E+02
 3.741500E+02  6.805410E+01  7.114337E+01  3.097624E+02
 3.751500E+02  6.811943E+01  7.121720E+01  3.099598E+02
 3.761500E+02  6.818482E+01  7.129108E+01  3.101568E+02
 3.771500E+02  6.825027E+01  7.136503E+01  3.103534E+02
 3.781500E+02  6.831578E+01  7.143902E+01  3.105497E+02
 3.791500E+02  6.838135E+01  7.151308E+01  3.107455E+02
 3.801500E+02  6.844697E+01  7.158719E+01  3.109411E+02
 3.811500E+02  6.851266E+01  7.166135E+01  3.111362E+02
 3.821500E+02  6.857840E+01  7.173557E+01  3.113310E+02
 3.831500E+02  6.864420E+01  7.180985E+01  3.115254E+02
 3.841500E+02  6.871005E+01  7.188418E+01  3.117194E+02
 3.851500E+02  6.877597E+01  7.195857E+01  3.119131E+02
 3.861500E+02  6.884194E+01  7.203302E+01  3.121065E+02
 3.871500E+02  6.890797E+01  7.210752E+01  3.122994E+02
 3.881500E+02  6.897406E+01  7.218208E+01  3.124920E+02
 3.891500E+02  6.904021E+01  7.225669E+01  3.126843E+02
 3.901500E+02  6.910641E+01  7.233136E+01  3.128762E+02
 3.911500E+02  6.917268E+01  7.240609E+01  3.130678E+02
 3.921500E+02  6.923900E+01  7.248087E+01  3.132590E+02
 3.931500E+02  6.930538E+01  7.255571E+01  3.134499E+02
 3.941500E+02  6.937181E+01  7.263060E+01  3.136404E+02
 3.951500E+02  6.943831E+01  7.270556E+01  3.138306E+02
 3.961500E+02  6.950486E+01  7.278056E+01  3.140205E+02
 3.971500E+02  6.957147E+01  7.285562E+01  3.142100E+02
 3.981500E+02  6.963814E+01  7.293074E+01  3.143991E+02
 3.991500E+02  6.970486E+01  7.300592E+01  3.145880E+02
