#         T/K          U/kJ          H/kJ      S/J*K^-1
 2.731500E+02  8.691941E+01  8.916441E+01  2.069064E+02
 2.741500E+02  8.695447E+01  8.920857E+01  2.070678E+02
 2.751500E+02  8.698919E+01  8.925235E+01  2.072272E+02
 2.761500E+02  8.702359E+01  8.929578E+01  2.073848E+02
 2.771500E+02  8.705770E+01  8.933888E+01  2.075406E+02
 2.781500E+02  8.709154E+01  8.938168E+01  2.076947E+02
 2.791500E+02  8.712513E+01  8.942420E+01  2.078473E+02
 2.801500E+02  8.715849E+01  8.946647E+01  2.079985E+02
 2.811500E+02  8.719164E+01  8.950850E+01  2.081482E+02
 2.821500E+02  8.722459E+01  8.955031E+01  2.082967E+02
 2.831500E+02  8.725737E+01  8.959192E+01  2.084439E+02
 2.841500E+02  8.728997E+01  8.963334E+01  2.085899E+02
 2.851500E+02  8.732243E+01  8.967458E+01  2.087348E+02
 2.861500E+02  8.735474E+01  8.971567E+01  2.088786E+02
 2.871500E+02  8.738692E+01  8.975660E+01  2.090214E+02
 2.881500E+02  8.741897E+01  8.979740E+01  2.091633E+02
 2.891500E+02  8.745092E+01  8.983807E+01  2.093042E+02
 2.901500E+02  8.748277E+01  8.987863E+01  2.094442E+02
 2.911500E+02  8.751452E+01  8.991907E+01  2.095833E+02
 2.921500E+02  8.754618E+01  8.995942E+01  2.097217E+02
 2.931500E+02  8.757776E+01  8.999967E+01  2.098592E+02
 2.941500E+02  8.760927E+01  9.003983E+01  2.099960E+02
 2.951500E+02  8.764071E+01  9.007992E+01  2.101320E+02
 2.961500E+02  8.767209E+01  9.011993E+01  2.102674E+02
 2.971500E+02  8.770341E+01  9.015988E+01  2.104020E+02
 2.981500E+02  8.773468E+01  9.019976E+01  2.105360E+02
 2.991500E+02  8.776590E+01  9.023958E+01  2.106694E+02
 3.001500E+02  8.779708E+01  9.027936E+01  2.108021E+02
 3.011500E+02  8.782822E+01  9.031908E+01  2.109342E+02
 3.021500E+02  8.785932E+01  9.035876E+01  2.110658E+02
 3.031500E+02  8.789039E+01  9.039841E+01  2.111968E+02
 3.041500E+02  8.792143E+01  9.043801E+01  2.113272E+02
 3.051500E+02  8.795245E+01  9.047758E+01  2.114571E+02
 3.061500E+02  8.798344E+01  9.051712E+01  2.115865E+02
 3.071500E+02  8.801441E+01  9.055664E+01  2.117153E+02
 3.081500E+02  8.804537E+01  9.059613E+01  2.118437E+02
 3.091500E+02  8.807631E+01  9.063560E+01  2.119716E+02
 3.101500E+02  8.810723E+01  9.067505E+01  2.120990E+02
 3.111500E+02  8.813815E+01  9.071449E+01  2.122259E+02
 3.121500E+02  8.816906E+01  9.075391E+01  2.123524E+02
 3.131500E+02  8.819996E+01  9.079331E+01  2.124784E+02
 3.141500E+02  8.823085E+01  9.083271E+01  2.126040E+02
 3.151500E+02  8.826174E+01  9.087210E+01  2.127292E+02
 3.161500E+02  8.829263E+01  9.091148E+01  2.128540E+02
 3.171500E+02  8.832352E+01  9.095086E+01  2.129784E+02
 3.181500E+02  8.835441E+01  9.099024E+01  2.131023E+02
 3.191500E+02  8.838530E+01  9.102961E+01  2.132259E+02
 3.201500E+02  8.841620E+01  9.106898E+01  2.133490E+02
 3.211500E+02  8.844710E+01  9.110836E+01  2.134718E+02
 3.221500E+02  8.847801E+01  9.114773E+01  2.135943E+02
 3.231500E+02  8.850893E+01  9.118711E+01  2.137163E+02
 3.241500E+02  8.853985E+01  9.122650E+01  2.138380E+02
 3.251500E+02  8.857078E+01  9.126589E+01  2.139593E+02
 3.261500E+02  8.860173E+01  9.130529E+01  2.140803E+02
 3.271500E+02  8.863268E+01  9.134470E+01  2.142010E+02
 3.281500E+02  8.866365E+01  9.138411E+01  2.143213E+02
