#         T/K            m1          m2-1          m3-1            w1            w2          w3-1          w3-2        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3
 2.731500E+02  3.454421E-01  9.465788E-04  2.799611E-05  6.307412E-01  1.287596E-02  2.673455E-03  3.751143E-05  2.776310E-03  3.779307E-03  4.826079E-04  9.570209E-05  1.212080E-04
 2.741500E+02  3.455609E-01  9.245780E-04  2.587052E-05  6.313173E-01  1.259699E-02  2.478807E-03  3.613192E-05  2.715315E-03  3.696041E-03  4.472028E-04  8.857580E-05  1.122271E-04
 2.751500E+02  3.456750E-01  9.032555E-04  2.392082E-05  6.318663E-01  1.232547E-02  2.299447E-03  3.481091E-05  2.656045E-03  3.615142E-03  4.146114E-04  8.202627E-05  1.039699E-04
 2.761500E+02  3.457847E-01  8.825862E-04  2.213131E-05  6.323898E-01  1.206121E-02  2.134101E-03  3.354577E-05  2.598447E-03  3.536535E-03  3.845948E-04  7.600340E-05  9.637375E-05
 2.771500E+02  3.458901E-01  8.625459E-04  2.048782E-05  6.328895E-01  1.180402E-02  1.981604E-03  3.233397E-05  2.542470E-03  3.460150E-03  3.569357E-04  7.046173E-05  8.938181E-05
 2.781500E+02  3.459916E-01  8.431118E-04  1.897748E-05  6.333669E-01  1.155370E-02  1.840894E-03  3.117311E-05  2.488061E-03  3.385914E-03  3.314361E-04  6.535995E-05  8.294243E-05
 2.791500E+02  3.460893E-01  8.242616E-04  1.758868E-05  6.338232E-01  1.131008E-02  1.711002E-03  3.006086E-05  2.435171E-03  3.313761E-03  3.079154E-04  6.066052E-05  7.700865E-05
 2.801500E+02  3.461834E-01  8.059743E-04  1.631084E-05  6.342599E-01  1.107296E-02  1.591040E-03  2.899503E-05  2.383753E-03  3.243623E-03  2.862092E-04  5.632933E-05  7.153776E-05
 2.811500E+02  3.462741E-01  7.882297E-04  1.513442E-05  6.346780E-01  1.084217E-02  1.480198E-03  2.797351E-05  2.333760E-03  3.175437E-03  2.661675E-04  5.233532E-05  6.649090E-05
 2.821500E+02  3.463616E-01  7.710082E-04  1.405071E-05  6.350787E-01  1.061752E-02  1.377736E-03  2.699428E-05  2.285146E-03  3.109140E-03  2.476533E-04  4.865025E-05  6.183268E-05
