#         T/K            m1          m2-1          m3-1            w1            w2          w3-1          w3-2        m1w1-1        m1w1-4        m1w2-1        m2w1-1        m2w1-3
 2.731500E+02  1.559103E-02  2.136123E-05  4.211878E-07  2.846758E-02  2.905689E-04  4.022083E-05  5.643412E-07  6.265235E-05  8.528674E-05  7.260601E-06  1.439791E-06  1.823515E-06
 2.741500E+02  1.553344E-02  2.078053E-05  3.876385E-07  2.837859E-02  2.831260E-04  3.714194E-05  5.413932E-07  6.102857E-05  8.307106E-05  6.700795E-06  1.327201E-06  1.681588E-06
 2.751500E+02  1.547636E-02  2.022002E-05  3.569897E-07  2.828956E-02  2.759144E-04  3.431651E-05  5.195114E-07  5.945746E-05  8.092753E-05  6.187581E-06  1.224144E-06  1.551627E-06
 2.761500E+02  1.541978E-02  1.967885E-05  3.289716E-07  2.820054E-02  2.689263E-04  3.172241E-05  4.986422E-07  5.793706E-05  7.885342E-05  5.716822E-06  1.129755E-06  1.432551E-06
 2.771500E+02  1.536368E-02  1.915620E-05  3.033413E-07  2.811157E-02  2.621543E-04  2.933950E-05  4.787348E-07  5.646547E-05  7.684614E-05  5.284768E-06  1.043252E-06  1.323381E-06
 2.781500E+02  1.530805E-02  1.865132E-05  2.798799E-07  2.802268E-02  2.555910E-04  2.714951E-05  4.597410E-07  5.504088E-05  7.490320E-05  4.888020E-06  9.639285E-07  1.223235E-06
 2.791500E+02  1.525288E-02  1.816347E-05  2.583899E-07  2.793392E-02  2.492295E-04  2.513582E-05  4.416151E-07  5.366155E-05  7.302219E-05  4.523493E-06  8.911454E-07  1.131311E-06
 2.801500E+02  1.519816E-02  1.769196E-05  2.386931E-07  2.784530E-02  2.430628E-04  2.328330E-05  4.243137E-07  5.232580E-05  7.120082E-05  4.188389E-06  8.243240E-07  1.046884E-06
 2.811500E+02  1.514387E-02  1.723612E-05  2.206283E-07  2.775686E-02  2.370845E-04  2.157822E-05  4.077956E-07  5.103204E-05  6.943689E-05  3.880168E-06  7.629402E-07  9.692991E-07
 2.821500E+02  1.509001E-02  1.679534E-05  2.040501E-07  2.766861E-02  2.312880E-04  2.000805E-05  3.920219E-07  4.977873E-05  6.772829E-05  3.596521E-06  7.065187E-07  8.979593E-07
 2.831500E+02  1.503657E-02  1.636901E-05  1.888268E-07  2.758059E-02  2.256672E-04  1.856140E-05  3.769555E-07  4.856438E-05  6.607298E-05  3.335350E-06  6.546289E-07  8.323250E-07
 2.841500E+02  1.498355E-02  1.595656E-05  1.748391E-07  2.749280E-02  2.202162E-04  1.722790E-05  3.625614E-07  4.738759E-05  6.446902E-05  3.094746E-06  6.068795E-07  7.719055E-07
 2.851500E+02  1.493093E-02  1.555745E-05  1.619790E-07  2.740528E-02  2.149291E-04  1.599809E-05  3.488065E-07  4.624699E-05  6.291455E-05  2.872973E-06  5.629156E-07  7.162556E-07
 2.861500E+02  1.487870E-02  1.517116E-05  1.501486E-07  2.731803E-02  2.098003E-04  1.486335E-05  3.356592E-07  4.514129E-05  6.140777E-05  2.668450E-06  5.224146E-07  6.649703E-07
 2.871500E+02  1.482686E-02  1.479720E-05  1.392592E-07  2.723107E-02  2.048246E-04  1.381582E-05  3.230898E-07  4.406922E-05  5.994697E-05  2.479739E-06  4.850831E-07  6.176813E-07
 2.881500E+02  1.477541E-02  1.443508E-05  1.292299E-07  2.714442E-02  1.999966E-04  1.284832E-05  3.110699E-07  4.302958E-05  5.853050E-05  2.305527E-06  4.506544E-07  5.740535E-07
 2.891500E+02  1.472433E-02  1.408437E-05  1.199878E-07  2.705808E-02  1.953114E-04  1.195431E-05  2.995727E-07  4.202123E-05  5.715677E-05  2.144618E-06  4.188855E-07  5.337818E-07
 2.901500E+02  1.467363E-02  1.374463E-05  1.114660E-07  2.697207E-02  1.907641E-04  1.112780E-05  2.885730E-07  4.104306E-05  5.582426E-05  1.995921E-06  3.895554E-07  4.965883E-07
 2.911500E+02  1.462329E-02  1.341544E-05  1.036042E-07  2.688639E-02  1.863501E-04  1.036333E-05  2.780466E-07  4.009399E-05  5.453152E-05  1.858440E-06  3.624624E-07  4.622195E-07
 2.921500E+02  1.457330E-02  1.309642E-05  9.634710E-08  2.680107E-02  1.820649E-04  9.655912E-06  2.679708E-07  3.917302E-05  5.327714E-05  1.731265E-06  3.374228E-07  4.304443E-07
 2.931500E+02  1.452368E-02  1.278718E-05  8.964465E-08  2.671610E-02  1.779041E-04  9.000969E-06  2.583238E-07  3.827915E-05  5.205979E-05  1.613565E-06  3.142690E-07  4.010518E-07
 2.941500E+02  1.447440E-02  1.248737E-05  8.345109E-08  2.663149E-02  1.738636E-04  8.394325E-06  2.490853E-07  3.741145E-05  5.087816E-05  1.504582E-06  2.928479E-07  3.738494E-07
 2.951500E+02  1.442546E-02  1.219665E-05  7.772471E-08  2.654725E-02  1.699394E-04  7.832154E-06  2.402358E-07  3.656901E-05  4.973102E-05  1.403620E-06  2.730197E-07  3.486610E-07
 2.961500E+02  1.437687E-02  1.191467E-05  7.242748E-08  2.646338E-02  1.661275E-04  7.310955E-06  2.317569E-07  3.575096E-05  4.861718E-05  1.310044E-06  2.546568E-07  3.253260E-07
 2.971500E+02  1.432861E-02  1.164113E-05  6.752469E-08  2.637989E-02  1.624242E-04  6.827517E-06  2.236310E-07  3.495646E-05  4.753548E-05  1.223272E-06  2.376424E-07  3.036970E-07
 2.981500E+02  1.428068E-02  1.137572E-05  6.298461E-08  2.629679E-02  1.588260E-04  6.378898E-06  2.158417E-07  3.418472E-05  4.648484E-05  1.142770E-06  2.218696E-07  2.836396E-07
 2.991500E+02  1.423308E-02  1.111815E-05  5.877825E-08  2.621407E-02  1.553293E-04  5.962401E-06  2.083732E-07  3.343495E-05  4.546418E-05  1.068052E-06  2.072406E-07  2.650304E-07
 3.001500E+02  1.418580E-02  1.086815E-05  5.487913E-08  2.613175E-02  1.519308E-04  5.575550E-06  2.012105E-07  3.270641E-05  4.447250E-05  9.986676E-07  1.936660E-07  2.477565E-07
 3.011500E+02  1.413884E-02  1.062544E-05  5.126298E-08  2.604982E-02  1.486273E-04  5.216074E-06  1.943396E-07  3.199840E-05  4.350882E-05  9.342075E-07  1.810636E-07  2.317144E-07
 3.021500E+02  1.409219E-02  1.038978E-05  4.790762E-08  2.596828E-02  1.454156E-04  4.881886E-06  1.877469E-07  3.131022E-05  4.257219E-05  8.742944E-07  1.693583E-07  2.168092E-07
 3.031500E+02  1.404586E-02  1.016091E-05  4.479269E-08  2.588715E-02  1.422928E-04  4.571070E-06  1.814197E-07  3.064121E-05  4.166171E-05  8.185821E-07  1.584810E-07  2.029538E-07
 3.041500E+02  1.399983E-02  9.938601E-06  4.189958E-08  2.580641E-02  1.392560E-04  4.281864E-06  1.753459E-07  2.999074E-05  4.077651E-05  7.667528E-07  1.483686E-07  1.900683E-07
 3.051500E+02  1.395410E-02  9.722626E-06  3.921120E-08  2.572608E-02  1.363025E-04  4.012648E-06  1.695140E-07  2.935819E-05  3.991576E-05  7.185140E-07  1.389627E-07  1.780793E-07
 3.061500E+02  1.390868E-02  9.512769E-06  3.671187E-08  2.564615E-02  1.334294E-04  3.761931E-06  1.639130E-07  2.874298E-05  3.907864E-05  6.735973E-07  1.302101E-07  1.669192E-07
 3.071500E+02  1.386355E-02  9.308821E-06  3.438720E-08  2.556663E-02  1.306342E-04  3.528343E-06  1.585325E-07  2.814454E-05  3.826439E-05  6.317552E-07  1.220617E-07  1.565261E-07
 3.081500E+02  1.381872E-02  9.110582E-06  3.222397E-08  2.548751E-02  1.279145E-04  3.310620E-06  1.533627E-07  2.756232E-05  3.747226E-05  5.927605E-07  1.144723E-07  1.468429E-07
 3.091500E+02  1.377418E-02  8.917860E-06  3.021006E-08  2.540879E-02  1.252679E-04  3.107599E-06  1.483942E-07  2.699580E-05  3.670153E-05  5.564034E-07  1.074005E-07  1.378171E-07
 3.101500E+02  1.372993E-02  8.730469E-06  2.833429E-08  2.533049E-02  1.226919E-04  2.918207E-06  1.436180E-07  2.644448E-05  3.595151E-05  5.224912E-07  1.008080E-07  1.294003E-07
