#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  8.657583E-03  2.593623E-06  2.742918E-10  3.600146E-10  4.005449E-10  4.776000E-10  3.542455E-02  1.103600E-04  4.947862E-06  3.355328E-04  2.649272E-07  8.693103E-07  2.161358E-08
 2.741500E+02  8.632071E-03  2.542225E-06  2.611994E-10  3.429466E-10  3.815838E-10  4.551347E-10  3.530080E-02  1.074028E-04  4.556463E-06  3.261256E-04  2.465596E-07  8.116605E-07  2.040080E-08
 2.751500E+02  8.606560E-03  2.492157E-06  2.488175E-10  3.267994E-10  3.636444E-10  4.338732E-10  3.517775E-02  1.045451E-04  4.198567E-06  3.170448E-04  2.295861E-07  7.582154E-07  1.926414E-08
 2.761500E+02  8.581058E-03  2.443379E-06  2.371037E-10  3.115183E-10  3.466658E-10  4.137442E-10  3.505542E-02  1.017832E-04  3.871102E-06  3.082772E-04  2.138925E-07  7.086429E-07  1.819837E-08
 2.771500E+02  8.555569E-03  2.395854E-06  2.260181E-10  2.970518E-10  3.305913E-10  3.946812E-10  3.493379E-02  9.911326E-05  3.571297E-06  2.998104E-04  1.993746E-07  6.626389E-07  1.719864E-08
 2.781500E+02  8.530099E-03  2.349545E-06  2.155236E-10  2.833522E-10  3.153677E-10  3.766215E-10  3.481288E-02  9.653169E-05  3.296647E-06  2.916324E-04  1.859371E-07  6.199250E-07  1.626049E-08
 2.791500E+02  8.504654E-03  2.304416E-06  2.055853E-10  2.703743E-10  3.009450E-10  3.595069E-10  3.469267E-02  9.403506E-05  3.044891E-06  2.837319E-04  1.734933E-07  5.802458E-07  1.537974E-08
 2.801500E+02  8.479239E-03  2.260431E-06  1.961705E-10  2.580760E-10  2.872767E-10  3.432826E-10  3.457318E-02  9.162010E-05  2.813981E-06  2.760979E-04  1.619635E-07  5.433675E-07  1.455255E-08
 2.811500E+02  8.453859E-03  2.217559E-06  1.872487E-10  2.464181E-10  2.743190E-10  3.278971E-10  3.445439E-02  8.928367E-05  2.602066E-06  2.687200E-04  1.512752E-07  5.090754E-07  1.377534E-08
 2.821500E+02  8.428518E-03  2.175765E-06  1.787914E-10  2.353634E-10  2.620311E-10  3.133025E-10  3.433632E-02  8.702276E-05  2.407469E-06  2.615882E-04  1.413619E-07  4.771726E-07  1.304479E-08
 2.831500E+02  8.403221E-03  2.135018E-06  1.707717E-10  2.248774E-10  2.503744E-10  2.994535E-10  3.421895E-02  8.483450E-05  2.228671E-06  2.546930E-04  1.321628E-07  4.474782E-07  1.235783E-08
 2.841500E+02  8.377971E-03  2.095289E-06  1.631645E-10  2.149276E-10  2.393129E-10  2.863079E-10  3.410228E-02  8.271615E-05  2.064295E-06  2.480253E-04  1.236220E-07  4.198261E-07  1.171159E-08
 2.851500E+02  8.352774E-03  2.056546E-06  1.559462E-10  2.054835E-10  2.288130E-10  2.738260E-10  3.398631E-02  8.066508E-05  1.913090E-06  2.415763E-04  1.156886E-07  3.940635E-07  1.110343E-08
 2.861500E+02  8.327631E-03  2.018763E-06  1.490948E-10  1.965166E-10  2.188430E-10  2.619705E-10  3.387105E-02  7.867875E-05  1.773923E-06  2.353376E-04  1.083157E-07  3.700499E-07  1.053087E-08
 2.871500E+02  8.302548E-03  1.981910E-06  1.425894E-10  1.880000E-10  2.093729E-10  2.507064E-10  3.375648E-02  7.675476E-05  1.645764E-06  2.293013E-04  1.014604E-07  3.476562E-07  9.991616E-09
 2.881500E+02  8.277526E-03  1.945961E-06  1.364108E-10  1.799086E-10  2.003751E-10  2.400008E-10  3.364261E-02  7.489080E-05  1.527676E-06  2.234597E-04  9.508319E-08  3.267633E-07  9.483538E-09
 2.891500E+02  8.252570E-03  1.910890E-06  1.305405E-10  1.722187E-10  1.918232E-10  2.298229E-10  3.352942E-02  7.308465E-05  1.418809E-06  2.178055E-04  8.914795E-08  3.072618E-07  9.004647E-09
 2.901500E+02  8.227682E-03  1.876672E-06  1.249615E-10  1.649082E-10  1.836925E-10  2.201437E-10  3.341693E-02  7.133419E-05  1.318387E-06  2.123316E-04  8.362141E-08  2.890506E-07  8.553094E-09
 2.911500E+02  8.202865E-03  1.843282E-06  1.196576E-10  1.579560E-10  1.759600E-10  2.109359E-10  3.330511E-02  6.963740E-05  1.225706E-06  2.070312E-04  7.847300E-08  2.720367E-07  8.127158E-09
 2.921500E+02  8.178122E-03  1.810697E-06  1.146138E-10  1.513427E-10  1.686039E-10  2.021738E-10  3.319398E-02  6.799231E-05  1.140123E-06  2.018981E-04  7.367459E-08  2.561342E-07  7.725233E-09
