#         T/K            c1          c2-1          c3-4          c3-5          c3-7          c3-9            m1          m2-1          m3-1          c1m1        c1m2-1        c1m2-7        c2m1-1
 2.731500E+02  7.395170E-01  1.702425E-03  1.037635E-06  1.361921E-06  1.515246E-06  1.806742E-06  2.407503E-01  4.585585E-04  9.427188E-06  1.752294E-02  6.344250E-06  2.081750E-05  6.505332E-06
 2.741500E+02  7.397603E-01  1.673158E-03  9.901560E-07  1.300044E-06  1.446510E-06  1.725327E-06  2.409752E-01  4.484999E-04  8.729612E-06  1.709700E-02  5.930306E-06  1.952224E-05  6.160139E-06
 2.751500E+02  7.399961E-01  1.644629E-03  9.452090E-07  1.241447E-06  1.381414E-06  1.648199E-06  2.411931E-01  4.387232E-04  8.087961E-06  1.668439E-02  5.546084E-06  1.831612E-05  5.835706E-06
 2.761500E+02  7.402247E-01  1.616815E-03  9.026424E-07  1.185935E-06  1.319740E-06  1.575104E-06  2.414042E-01  4.292195E-04  7.497436E-06  1.628462E-02  5.189276E-06  1.719249E-05  5.530657E-06
 2.771500E+02  7.404464E-01  1.589693E-03  8.623144E-07  1.133325E-06  1.261287E-06  1.505805E-06  2.416087E-01  4.199802E-04  6.953677E-06  1.589724E-02  4.857762E-06  1.614520E-05  5.243710E-06
 2.781500E+02  7.406614E-01  1.563243E-03  8.240922E-07  1.083447E-06  1.205863E-06  1.440078E-06  2.418069E-01  4.109970E-04  6.452717E-06  1.552178E-02  4.549600E-06  1.516862E-05  4.973678E-06
 2.791500E+02  7.408700E-01  1.537444E-03  7.878521E-07  1.036139E-06  1.153294E-06  1.377717E-06  2.419989E-01  4.022619E-04  5.990947E-06  1.515782E-02  4.263008E-06  1.425757E-05  4.719458E-06
 2.801500E+02  7.410723E-01  1.512276E-03  7.534781E-07  9.912534E-07  1.103411E-06  1.318526E-06  2.421851E-01  3.937670E-04  5.565081E-06  1.480496E-02  3.996346E-06  1.340724E-05  4.480025E-06
 2.811500E+02  7.412686E-01  1.487721E-03  7.208618E-07  9.486493E-07  1.056061E-06  1.262324E-06  2.423656E-01  3.855048E-04  5.172123E-06  1.446279E-02  3.748112E-06  1.261324E-05  4.254427E-06
 2.821500E+02  7.414591E-01  1.463759E-03  6.899017E-07  9.081958E-07  1.011098E-06  1.208939E-06  2.425407E-01  3.774681E-04  4.809345E-06  1.413093E-02  3.516922E-06  1.187151E-05  4.041778E-06
 2.831500E+02  7.416441E-01  1.440374E-03  6.605029E-07  8.697703E-07  9.683864E-07  1.158212E-06  2.427104E-01  3.696497E-04  4.474258E-06  1.380902E-02  3.301506E-06  1.117828E-05  3.841253E-06
