#         T/K     Cv/J*K^-1     Cp/J*K^-1
 2.731500E+02  5.948900E+01  5.949169E+01
 2.741500E+02  5.953830E+01  5.954101E+01
 2.751500E+02  5.958692E+01  5.958966E+01
 2.761500E+02  5.963496E+01  5.963773E+01
 2.771500E+02  5.968245E+01  5.968524E+01
 2.781500E+02  5.972942E+01  5.973224E+01
 2.791500E+02  5.977588E+01  5.977873E+01
 2.801500E+02  5.982187E+01  5.982474E+01
 2.811500E+02  5.986740E+01  5.987029E+01
 2.821500E+02  5.991249E+01  5.991541E+01
 2.831500E+02  5.995717E+01  5.996011E+01
 2.841500E+02  6.000145E+01  6.000441E+01
 2.851500E+02  6.004536E+01  6.004834E+01
 2.861500E+02  6.008891E+01  6.009191E+01
 2.871500E+02  6.013212E+01  6.013514E+01
 2.881500E+02  6.017500E+01  6.017804E+01
 2.891500E+02  6.021758E+01  6.022064E+01
 2.901500E+02  6.025986E+01  6.026294E+01
 2.911500E+02  6.030186E+01  6.030497E+01
 2.921500E+02  6.034361E+01  6.034673E+01
 2.931500E+02  6.038510E+01  6.038824E+01
 2.941500E+02  6.042635E+01  6.042952E+01
 2.951500E+02  6.046739E+01  6.047057E+01
 2.961500E+02  6.050821E+01  6.051141E+01
 2.971500E+02  6.054884E+01  6.055206E+01
 2.981500E+02  6.058927E+01  6.059251E+01
 2.991500E+02  6.062955E+01  6.063280E+01
 3.001500E+02  6.066966E+01  6.067294E+01
 3.011500E+02  6.070963E+01  6.071293E+01
 3.021500E+02  6.074947E+01  6.075278E+01
 3.031500E+02  6.078918E+01  6.079252E+01
 3.041500E+02  6.082879E+01  6.083214E+01
 3.051500E+02  6.086831E+01  6.087168E+01
 3.061500E+02  6.090774E+01  6.091113E+01
 3.071500E+02  6.094710E+01  6.095051E+01
 3.081500E+02  6.098640E+01  6.098983E+01
 3.091500E+02  6.102567E+01  6.102911E+01
 3.101500E+02  6.106489E+01  6.106835E+01
 3.111500E+02  6.110411E+01  6.110758E+01
 3.121500E+02  6.114331E+01  6.114680E+01
 3.131500E+02  6.118252E+01  6.118603E+01
 3.141500E+02  6.122175E+01  6.122527E+01
 3.151500E+02  6.126101E+01  6.126455E+01
 3.161500E+02  6.130031E+01  6.130386E+01
 3.171500E+02  6.133966E+01  6.134323E+01
 3.181500E+02  6.137908E+01  6.138266E+01
 3.191500E+02  6.141857E+01  6.142217E+01
 3.201500E+02  6.145815E+01  6.146176E+01
 3.211500E+02  6.149783E+01  6.150145E+01
 3.221500E+02  6.153761E+01  6.154124E+01
 3.231500E+02  6.157750E+01  6.158115E+01
 3.241500E+02  6.161752E+01  6.162118E+01
 3.251500E+02  6.165767E+01  6.166134E+01
 3.261500E+02  6.169796E+01  6.170164E+01
 3.271500E+02  6.173840E+01  6.174209E+01
 3.281500E+02  6.177898E+01  6.178269E+01
 3.291500E+02  6.181973E+01  6.182344E+01
 3.301500E+02  6.186064E+01  6.186436E+01
 3.311500E+02  6.190172E+01  6.190545E+01
 3.321500E+02  6.194296E+01  6.194671E+01
 3.331500E+02  6.198439E+01  6.198814E+01
 3.341500E+02  6.202599E+01  6.202975E+01
 3.351500E+02  6.206777E+01  6.207154E+01
 3.361500E+02  6.210973E+01  6.211351E+01
 3.371500E+02  6.215188E+01  6.215566E+01
 3.381500E+02  6.219420E+01  6.219800E+01
 3.391500E+02  6.223671E+01  6.224051E+01
 3.401500E+02  6.227940E+01  6.228321E+01
 3.411500E+02  6.232227E+01  6.232608E+01
 3.421500E+02  6.236531E+01  6.236913E+01
 3.431500E+02  6.240852E+01  6.241236E+01
 3.441500E+02  6.245191E+01  6.245575E+01
 3.451500E+02  6.249546E+01  6.249931E+01
 3.461500E+02  6.253917E+01  6.254303E+01
 3.471500E+02  6.258304E+01  6.258691E+01
 3.481500E+02  6.262706E+01  6.263094E+01
